beta,radius,ref_count,q05_ess_fraction,max_split_logZ_per_P_diff,mean_smc_mh_acceptance,min_smc_cess_fraction,mean_smc_step_count,mean_weighted_accuracy,mean_weighted_ce_l2_ratio
0.05,0.43,2700,0.781330320762042,6.706834937072358e-05,0.9522531467013887,0.7500000000000514,1.7633333333333334,0.6043131959713572,1.7137349583996067
0.05,0.44,2700,0.7787710009230382,7.695826656514973e-05,0.9513603153935188,0.7500000000000587,1.7737037037037038,0.6012981692801703,1.7422629236063973
0.05,0.45,2700,0.7791625484462787,8.007062600458648e-05,0.9506328366126544,0.7500000000000141,1.7922222222222222,0.5984495998686343,1.7699340327196267
0.05,0.46,2700,0.7800190793187453,9.59994842673678e-05,0.9495085961612653,0.7500000000000208,1.8103703703703704,0.5957108369048616,1.7969393496046284
0.05,0.47,2700,0.7794974866196908,7.148385739662141e-05,0.9490701557677472,0.7500000000000314,1.8251851851851852,0.5930627592456544,1.8232845214107833
0.05,0.48,2700,0.7769176592555376,8.659005075171904e-05,0.9482155671296294,0.7500000000000387,1.8414814814814815,0.5905518619659997,1.848628154494379
0.05,0.49,2700,0.7774705454757174,8.061640540323996e-05,0.9470876133294753,0.7500000000000054,1.8585185185185185,0.58813272939303,1.8736974259851347
0.05,0.5,2700,0.7766111543680705,9.468260074007097e-05,0.9464111086998458,0.7500000000000088,1.8703703703703705,0.5858431778868605,1.897293402193459
0.05,0.51,2700,0.7811411888895221,8.620109594678042e-05,0.9457101658950623,0.7500000000000614,1.8925925925925926,0.5835877161562412,1.9205078504887523
0.05,0.52,2700,0.7858436959889842,7.63769666432376e-05,0.9449404055748457,0.7500000000000021,1.9114814814814816,0.5814826616382174,1.9430591396489671
0.05,0.53,2700,0.7913133309376684,9.26705306218568e-05,0.9441378761574075,0.7500000000000341,1.9281481481481482,0.5793909299674932,1.9653955568555024
0.05,0.54,2700,0.7999651997405209,8.03271933495078e-05,0.9433047116126547,0.7500000000000288,1.9492592592592592,0.5774288157569913,1.9864476045910486
0.05,0.55,2700,0.8061953171835735,0.00010285515740013016,0.9426706934799381,0.7500000000000241,1.9603703703703703,0.5755206754488258,2.007207419432031
0.05,0.56,2700,0.8577013583420146,0.00010323923706769137,0.9420128399884257,0.7500000000000208,1.9744444444444444,0.5737048063641088,2.0267987254402016
0.05,0.57,2700,0.8643539457382673,9.035871417879183e-05,0.9409636019483031,0.7500000000000108,1.9885185185185186,0.5719615227622912,2.0458765013921005
0.05,0.58,2700,0.9772465808923926,0.00011499717104217322,0.9403980034722222,0.7500000000000141,2.0096296296296297,0.5702951358361438,2.064800541447335
0.05,0.59,2700,0.9927095972281474,9.242429981765345e-05,0.9393580005787036,0.7500000000000194,2.0207407407407407,0.568599046080794,2.083247196641901
0.05,0.6,2700,0.996575567443076,0.0001068776599641629,0.93859587191358,0.7500000000000288,2.0388888888888888,0.5670088752024722,2.1007578751993035
0.05,0.61,2700,0.9965506429440195,0.00011167175988737985,0.937777633101851,0.7500000000000074,2.0633333333333335,0.5654992816477038,2.117761051100352
0.05,0.62,2700,0.99657750834919,0.0001014132688038568,0.9371561294367289,0.7500000000000367,2.0833333333333335,0.5640607153691012,2.1338026932085117
0.05,0.63,2700,0.996205517215209,0.00011377993774988581,0.9361113401813278,0.7500000000000114,2.0985185185185187,0.5626451483410483,2.1501275933185737
0.05,0.64,2700,0.9943215417924203,9.47646781075663e-05,0.9352963083526238,0.7500000000000041,2.122962962962963,0.5612719537987705,2.1652174705286655
0.05,0.65,2700,0.9945121917848869,0.0001039414222605721,0.9343914689429011,0.7500000000000008,2.1422222222222222,0.5599547316699838,2.1802305489049547
0.05,0.66,2700,0.9923510538442765,0.00011193702251876156,0.9333762538580261,0.7500000000000094,2.171111111111111,0.5586781499972019,2.194212575954142
0.05,0.67,2700,0.9901553643090814,0.00011752270173809246,0.9328698037229949,0.7500000000000681,2.2014814814814816,0.5574759523530489,2.207628190250798
0.05,0.68,2700,0.9873517073992597,0.00012054767753090574,0.9317477936921292,0.7500000000000074,2.2196296296296296,0.5562885315756964,2.22113732333532
0.05,0.69,2700,0.9838788733409392,0.00013996321462607212,0.9308547574266968,0.7500000000000487,2.254074074074074,0.5551578143234913,2.2340383244148945
0.05,0.7,2700,0.9814072339945935,0.000128423303909001,0.9301342351466041,0.7500000000000081,2.2796296296296297,0.5540215041450361,2.246737524930911
0.05,0.71,2700,0.9794679026564174,0.000134275210212147,0.9292957055362646,0.7500000000000008,2.296666666666667,0.5529964309417091,2.2577118224334267
0.05,0.72,2700,0.9757440260203083,0.0001347799022181277,0.9283264853395078,0.7500000000000014,2.326296296296296,0.5519330878368665,2.269147131903884
0.05,0.73,2700,0.9714120397432084,0.00012124397424798286,0.9272590543016984,0.7500000000000108,2.343703703703704,0.5509541505878398,2.279804626543234
0.05,0.74,2700,0.9666387824581862,0.00013285277578134678,0.926587516878858,0.7500000000000427,2.379259259259259,0.5499670775835201,2.2906201256001304
0.05,0.75,2700,0.9612953043243215,0.00011999623298110921,0.9256169325947972,0.7500000000000121,2.4044444444444446,0.5490337446764127,2.300509429869705
0.05,0.76,2700,0.9571869400751924,0.0001678455728011017,0.9245376984126994,0.7500000000000221,2.4266666666666667,0.5481230412408825,2.3100583809741604
0.05,0.77,2700,0.9523269607532568,0.00012961484006528338,0.9239241657021594,0.7500000000000008,2.454814814814815,0.5472295887591321,2.320163047185566
0.05,0.78,2700,0.9485296326056399,0.00012759339916780573,0.9230155974426791,0.7500000000000221,2.4814814814814814,0.546350771519792,2.328244513635006
0.05,0.79,2700,0.939437024789937,0.0001373799059880477,0.9221420717592583,0.7500000000000128,2.504074074074074,0.5455362000801361,2.3366099757941545
0.05,0.8,2700,0.9354896711244184,0.00013153260654390285,0.9214913599192567,0.7500000000000008,2.515185185185185,0.5447222898981658,2.344944316233825
0.05,0.81,2700,0.9304313018588862,0.0001678302380650386,0.9208444423776461,0.7500000000000014,2.534074074074074,0.5439491503788239,2.351752217370402
0.05,0.82,2700,0.9190368911365178,0.00014178040091322475,0.9197807281332668,0.7500000000000647,2.5533333333333332,0.543157416235601,2.3598765890662716
0.05,0.83,2700,0.9157042874162098,0.0001274247996008576,0.9191875310019854,0.7500000000000021,2.5703703703703704,0.5424715039523351,2.3659518277711395
0.05,0.84,2700,0.9077468558570403,0.00015072959838229098,0.9185189964657762,0.7500000000000128,2.581851851851852,0.541733112093353,2.372846159867189
0.05,0.85,2700,0.9028556558419858,0.00014395090538252744,0.9177021639384925,0.7500000000000221,2.596296296296296,0.5410204925877502,2.379071076514168
0.05,0.86,2700,0.8965608141868189,0.0001443566474705072,0.9170788707699514,0.7500000000000354,2.6062962962962963,0.5403287247307629,2.3849950407589766
0.05,0.87,2700,0.8896932353574329,0.0001449625210404463,0.9162409534488007,0.7500000000000088,2.6244444444444444,0.5396734816049162,2.3912082152945744
0.05,0.88,2700,0.8863785280433688,0.00016132059267418388,0.9155905998539454,0.7500000000000274,2.636296296296296,0.5390363424895236,2.3966863602060866
0.05,0.89,2700,0.8826564445898486,0.0002039063235476367,0.9149269352127436,0.7500000000000154,2.648888888888889,0.5384661136069075,2.401082677924761
0.05,0.9,2700,0.8696640410362505,0.00016008444278565662,0.914309023471946,0.7500000000000088,2.66,0.5378710452857955,2.4053764487844194
0.05,0.91,2700,0.8694367601366148,0.00016059050702916215,0.9134788411458326,0.7500000000000687,2.68,0.5372217763217034,2.410709713856156
0.05,0.92,2700,0.8622619592024815,0.00019432005632038076,0.9128416272252549,0.7500000000000374,2.6818518518518517,0.5366619912605226,2.414621728312334
0.05,0.93,2700,0.8601165838755246,0.00015305283016741486,0.9121099614541978,0.7500000000000201,2.704814814814815,0.5361072473628247,2.4175304443417662
0.05,0.94,2700,0.8509453232523793,0.00014322533770881046,0.9116427012717722,0.7500000000000288,2.704814814814815,0.5356069443674749,2.4212993197860007
0.05,0.95,2700,0.846224675347849,0.00016826115317930657,0.9106233792851626,0.7500000000000001,2.7222222222222223,0.5350839530149444,2.4242341650554855
0.05,0.96,2700,0.8424865867367434,0.00015285041419554624,0.910180658034338,0.7500000000000114,2.7288888888888887,0.5345287800008519,2.427725139935713
0.05,0.97,2700,0.8378274313544275,0.00016039135199396158,0.909509098221178,0.7500000000000008,2.745925925925926,0.5340286090440698,2.4298724304845356
0.05,0.98,2700,0.8355166823998099,0.000200483137400947,0.9087547553598979,0.7500000000000161,2.7551851851851854,0.53353624014744,2.432594517323954
0.05,0.99,2700,0.8294019005254993,0.0002015457847676365,0.9081904124641756,0.7500000000000254,2.768148148148148,0.5330628323607778,2.4346006749458566
0.05,1.0,2700,0.8254486087332713,0.00018033006365263511,0.9072706981302372,0.7500000000000001,2.7822222222222224,0.5325855472942761,2.4367006166703544
0.05,1.01,2700,0.825988390061363,0.00016184095133461602,0.90682787181713,0.7500000000000114,2.796666666666667,0.5321413044013271,2.438975191442546
0.05,1.02,2700,0.819192650012287,0.00018347388637018056,0.9061360995714841,0.7500000000000154,2.803703703703704,0.5317083559506804,2.439784881179429
0.05,1.03,2700,0.8193956546151152,0.00017409711335517834,0.9052658196235677,0.7500000000000261,2.827777777777778,0.5312984431423451,2.441991357657188
0.05,1.04,2700,0.8168372230800147,0.00017594889316562402,0.9046084681919652,0.7500000000000048,2.8474074074074074,0.5308665340235911,2.441555533387072
0.05,1.05,2700,0.8125157807783611,0.00018263385327113726,0.9040038778315149,0.7500000000000334,2.8633333333333333,0.5304704488160855,2.442838177331052
0.05,1.06,2700,0.8084797279111666,0.00017807611539621,0.9032744829557988,0.7500000000000134,2.8692592592592594,0.5300582835795667,2.4442060430333785
0.05,1.07,2700,0.808452630019827,0.0001961668170832182,0.9025167315986002,0.7500000000000194,2.8896296296296295,0.5296406220936369,2.444131942751994
0.05,1.08,2700,0.8072026087922227,0.00024487525564945254,0.9017944258432508,0.7500000000000221,2.9140740740740743,0.5292603798962799,2.4437364825839683
0.05,1.09,2700,0.8055213151003184,0.00018374277760328033,0.9012549689291228,0.7500000000000114,2.9314814814814816,0.5289461032244289,2.4431505967774005
0.05,1.1,2700,0.8051559297906252,0.00019515390938338627,0.9002197153673394,0.7500000000000168,2.952962962962963,0.5285575359972938,2.443606240028721
0.05,1.11,2700,0.8042800782328998,0.00019962806498568391,0.8995041384778266,0.7500000000000787,2.969259259259259,0.5281838580843065,2.4422791730396365
0.05,1.12,2700,0.7982987037407602,0.0002203777940044738,0.8988754173785638,0.7500000000000028,2.9896296296296296,0.527889239966005,2.4426109725246214
0.05,1.13,2700,0.8007652247740057,0.0001871374973948746,0.8983090501680974,0.7500000000000221,3.01,0.5275276248066803,2.441819913092021
0.05,1.14,2700,0.7974721165901049,0.00019028983851533074,0.8975437033247924,0.7500000000000394,3.0285185185185184,0.527213079581121,2.4404504948554306
0.05,1.15,2700,0.7989596391707389,0.00019882591275762043,0.8966440148373194,0.7500000000000028,3.046666666666667,0.5268616785378596,2.439919063114018
0.05,1.16,2700,0.7934601852998229,0.00019454449890968486,0.8960710703262804,0.7500000000000101,3.0744444444444445,0.5265497481464229,2.43794944256324
0.05,1.17,2700,0.7981915816504308,0.0002197815662344827,0.8952366536458314,0.7500000000000221,3.0970370370370373,0.5262635793893855,2.436174894489582
0.05,1.18,2700,0.7986253667380363,0.00020934846331078954,0.8943993322517091,0.7500000000000128,3.118888888888889,0.525893399499506,2.4356546691680157
0.05,1.19,2700,0.7951263450827323,0.00019787767335122165,0.89339101195069,0.7500000000000427,3.1444444444444444,0.5256269881549218,2.4334642377781437
0.05,1.2,2700,0.7942163597916067,0.0001955176488525311,0.8928382213128323,0.7500000000000061,3.157037037037037,0.5253328274450247,2.4319842530154436
0.05,1.21,2700,0.7965370341434211,0.00020380764034889278,0.8918870525954417,0.7500000000000308,3.1855555555555557,0.5250642793131269,2.4287208243383778
0.05,1.22,2700,0.794482411424473,0.0002402477301572978,0.8914035528273817,0.7500000000000101,3.198148148148148,0.5247667381868725,2.4277705225549626
0.05,1.23,2700,0.7916677785300311,0.00020569573561234273,0.890556701767804,0.7500000000000141,3.219259259259259,0.524531280913301,2.424568826328224
0.05,1.24,2700,0.7951351615678857,0.00022297268391465152,0.889797529486331,0.7500000000000208,3.243333333333333,0.524246087681275,2.4216445892049063
0.05,1.25,2700,0.7966604806679585,0.00021099965887313662,0.8888019498525677,0.7500000000000074,3.2674074074074073,0.523994209373486,2.4194701203832016
0.05,1.26,2700,0.7968021236068974,0.00022977125640181266,0.8881546999007948,0.7500000000000028,3.2874074074074073,0.5237132303355361,2.417574384226692
0.05,1.27,2700,0.7963319862079772,0.0002152041511725823,0.8872048892425412,0.7500000000000061,3.311851851851852,0.523468954330815,2.413654781764823
0.05,1.28,2700,0.7922378503425516,0.00020834414879964503,0.8865030872809193,0.7500000000000088,3.3225925925925925,0.5232505572916628,2.4109142997418678
0.05,1.29,2700,0.7943944540457816,0.00024222130458765036,0.8862475138131047,0.7500000000000041,3.33,0.5229540843896004,2.408415975803509
0.05,1.3,2700,0.7933292741167636,0.0002531458994537608,0.8853172788984423,0.7500000000000001,3.3492592592592594,0.5227540900637927,2.404730710210305
0.05,1.31,2700,0.7959806006167777,0.00024397614464696224,0.884370031644989,0.7500000000000134,3.3733333333333335,0.5226020155639388,2.4006221127447196
0.05,1.32,2700,0.7944767786158431,0.0002861732771866652,0.8836357815140928,0.7500000000000008,3.3855555555555554,0.5223250719611323,2.39735202307962
0.05,1.33,2700,0.79258793060794,0.00023384872948094826,0.8830128230521571,0.7500000000000014,3.39962962962963,0.5220904914868228,2.394602487399247
0.05,1.34,2700,0.7981042719520924,0.0002993848007488679,0.8824034552285431,0.7500000000000248,3.418888888888889,0.5219250900983717,2.3898581880709853
0.05,1.35,2700,0.7937861815974138,0.000331629934414408,0.8816151502677635,0.7500000000000088,3.431111111111111,0.5216849795772726,2.3861236888464283
0.05,1.36,2700,0.7925781609794983,0.00026483577493767934,0.8809270178847003,0.7500000000000121,3.4466666666666668,0.5214994808908734,2.3819586023246995
0.05,1.37,2700,0.7976318424802188,0.00028146615553381295,0.880252099523259,0.7500000000000114,3.4574074074074073,0.5212889258097197,2.378719342123782
0.05,1.38,2700,0.7956504880148456,0.0002370104481250352,0.8796194549506735,0.7500000000000001,3.4696296296296296,0.5210590599502442,2.3749308503948496
0.05,1.39,2700,0.7957185469084599,0.00024624156898725886,0.878675363871435,0.7500000000000061,3.4833333333333334,0.5208420593477189,2.3706546837838576
0.05,1.4,2700,0.793330530688308,0.0003072130254936991,0.8782689158032043,0.7500000000000021,3.498148148148148,0.5206599259809568,2.3648550599427933
0.05,1.41,2700,0.7962324916382033,0.0002609339616467736,0.877449951889513,0.7500000000000074,3.5044444444444443,0.5205171298120957,2.3612914743256055
0.05,1.42,2700,0.7988234749927975,0.0002669264371603489,0.87684197571052,0.7500000000000367,3.514074074074074,0.5203237743833291,2.357694595335136
0.05,1.43,2700,0.7989318856638473,0.00023398539316747224,0.8762162704153807,0.7500000000000094,3.5303703703703704,0.5201470555372597,2.3522116130797635
0.05,1.44,2700,0.8042992816552069,0.000281499225085766,0.8756041617867256,0.7500000000000154,3.5437037037037036,0.5199898405219815,2.345975391139362
0.05,1.45,2700,0.8006144219152458,0.00030558116842551553,0.8747618195064478,0.7500000000000361,3.551111111111111,0.5197675263873857,2.34262961286047
0.05,1.46,2700,0.7965006498501581,0.0003129914511803093,0.8743899159731409,0.7500000000000174,3.5522222222222224,0.5196719955222368,2.3384588090125775
0.05,1.47,2700,0.8031877106892714,0.00028244984768290867,0.8735534531617423,0.7500000000000014,3.5696296296296297,0.5194882921959508,2.332442783482805
0.05,1.48,2700,0.8028918383150517,0.00029046858064563655,0.8730010644014549,0.7500000000000248,3.578888888888889,0.5192892480835539,2.328154148326098
0.05,1.49,2700,0.8096322789189913,0.00024086960470825957,0.8722916152837502,0.7500000000000068,3.5925925925925926,0.519143654714168,2.3232239106750785
0.05,1.5,2700,0.8047992380975997,0.00030955546934371855,0.8717004332814338,0.7500000000000154,3.5922222222222224,0.5189890984200963,2.3180194764801882
0.05,1.51,2700,0.8133482937016823,0.0003394224909889984,0.8711643148217051,0.7500000000000034,3.605185185185185,0.5188166667647444,2.3124114465732486
0.05,1.52,2700,0.8173395104745986,0.0002611841071256585,0.8706795626308981,0.7500000000000128,3.6166666666666667,0.5186722324734893,2.307129704380963
0.05,1.53,2700,0.8134742776987223,0.0002979958505988523,0.870058119534464,0.7500000000000074,3.617037037037037,0.518491946995781,2.302488163744201
0.05,1.54,2700,0.815705817500398,0.00030214389104321035,0.8694333870701052,0.7500000000000008,3.627407407407407,0.5183816367239046,2.2975184293904816
0.05,1.55,2700,0.8213616201846066,0.00032825235392659063,0.8686158104952055,0.7500000000000034,3.64,0.5182547972006717,2.290945786246289
0.05,1.56,2700,0.8224617985583879,0.00033216779604625205,0.8683620899700547,0.7500000000000021,3.6514814814814813,0.5181252539090799,2.2854044946618375
0.05,1.57,2700,0.8265428580152548,0.00032757326996974074,0.867440879503326,0.750000000000086,3.651111111111111,0.5179222655351068,2.281363592068441
0.05,1.58,2700,0.8195608624673646,0.0003295013033651589,0.8670476784680892,0.7500000000000101,3.6574074074074074,0.517810963065994,2.275614884551091
0.05,1.59,2700,0.8210386587497789,0.000332626179948364,0.8663604511707258,0.7500000000000034,3.672222222222222,0.5177237113521497,2.268812400856452
0.05,1.6,2700,0.8306397970692909,0.0002489525924166793,0.8659203025104713,0.7500000000000074,3.6792592592592595,0.5175371874044441,2.2639060592681335
0.05,1.61,2700,0.8209441169613809,0.00029701378706850184,0.8654088056543019,0.7500000000000154,3.673703703703704,0.5174621654205336,2.258951509510089
0.05,1.62,2700,0.8271677475747775,0.00029139735826424503,0.8646136581537508,0.7500000000000214,3.6944444444444446,0.5173236667582192,2.25298715650893
0.05,1.63,2700,0.8329244641403619,0.0004088950241450087,0.8638301866319432,0.7500000000000054,3.698148148148148,0.5172102977518892,2.246986188302668
0.05,1.64,2700,0.8306522592661901,0.00029991731479593137,0.863602130008543,0.7500000000000048,3.704814814814815,0.5171038623564709,2.2413497276198573
0.05,1.65,2700,0.826053484686152,0.00033052196667775094,0.8628875420249118,0.7500000000000194,3.7114814814814814,0.5169617414668572,2.235320590993869
0.05,1.66,2700,0.827561918791502,0.000317802932379277,0.8622243659520135,0.7500000000000114,3.715925925925926,0.5168847876781938,2.229695775773117
0.05,1.67,2700,0.8262035478977328,0.00030916057242661235,0.8620535829107874,0.7500000000000008,3.7225925925925925,0.5167161216975318,2.2240401679551973
0.05,1.68,2700,0.8225304838237762,0.0004153080987220141,0.861104693126286,0.7500000000000088,3.725925925925926,0.5166359428462698,2.2175240622917385
0.05,1.69,2700,0.8217868419577888,0.0003301179848686652,0.860966955851504,0.7500000000000054,3.7385185185185184,0.5165586104902368,2.212429395730278
0.05,1.7,2700,0.8249677905076859,0.0003027833141124748,0.8600990883694339,0.7500000000000041,3.747037037037037,0.5163711120678426,2.205840182666994
0.05,1.71,2700,0.8236675059891492,0.0002966855559845816,0.8594787576127099,0.7500000000000154,3.7514814814814814,0.5162566816750948,2.1990822843893767
0.05,1.72,2700,0.822829993076815,0.0004634734276851945,0.8589167493386254,0.7500000000000101,3.7544444444444443,0.5161429571371384,2.195110222840767
0.05,1.73,2700,0.8201568447016535,0.00038086482337424066,0.8587464439575984,0.7500000000000061,3.7555555555555555,0.5160369601154873,2.1880679354230033
0.05,1.74,2700,0.82110298423833,0.00029646318733936614,0.858169202801201,0.7500000000000221,3.7737037037037036,0.5159877466825085,2.1821122675610862
0.05,1.75,2700,0.8149440685976812,0.000301127110182369,0.8574687049322999,0.7500000000000101,3.7762962962962963,0.5158872395782541,2.1758476997811353
0.05,1.76,2700,0.8195009195015477,0.0003885398212306272,0.857002593519521,0.7500000000000041,3.7825925925925925,0.5157304399287277,2.169853797866184
0.05,1.77,2700,0.817658163768083,0.0003734915508652212,0.8562472121178728,0.7500000000000014,3.791851851851852,0.5156501107855902,2.1639304150047733
0.05,1.78,2700,0.815925470295965,0.00033871512578160146,0.8557334354676479,0.7500000000000194,3.8044444444444445,0.5155765296008078,2.1569472801495464
0.05,1.79,2700,0.8161414859724437,0.0003417810468840941,0.8550918213529969,0.7500000000000014,3.816666666666667,0.5155423225206727,2.150920612013082
0.05,1.8,2700,0.8174572143721673,0.00041857813168887195,0.8548919555279134,0.7500000000000181,3.818888888888889,0.5153913472779297,2.1451651114955745
0.05,1.81,2700,0.8120683617450082,0.0003262683864832513,0.8538348684012763,0.7500000000000008,3.830740740740741,0.5153553596127943,2.1381665800849126
0.05,1.82,2700,0.8134221436461502,0.00034470941307414407,0.8535241772417872,0.7500000000000254,3.8362962962962963,0.5152382622932894,2.13280682423613
0.05,1.83,2700,0.8092836182220672,0.0003025394836109302,0.852866891519777,0.7500000000000194,3.841111111111111,0.5151103981163738,2.1268602797559697
0.05,1.84,2700,0.8119900837533681,0.000370128068771535,0.8523760181855337,0.7500000000000048,3.852962962962963,0.515088417222886,2.1192201286885224
0.05,1.85,2700,0.804597528289446,0.000339084930902446,0.8518996032320137,0.7500000000000021,3.8651851851851853,0.5149882105672767,2.1132228283040932
0.05,1.86,2700,0.8095604139180209,0.00039338809312492985,0.8508250549424053,0.7500000000000114,3.885925925925926,0.5149306600461776,2.107363708386414
