cell_id,series,dataset_id,seed,beta_ising,rewire_p,scale,C_s,rho_s
cell_beta_0p13_p_0p00,beta,10,1009234,0.13,0.0,0.5,0.3019330431060475,0.3961339137879049
cell_beta_0p13_p_0p00,beta,10,1009234,0.13,0.0,1.0,0.30764800627737454,0.38470398744525086
cell_beta_0p13_p_0p00,beta,10,1009234,0.13,0.0,2.0,0.31012036308537166,0.37975927382925667
cell_beta_0p13_p_0p00,beta,10,1009234,0.13,0.0,4.0,0.3108409555460532,0.3783180889078936
cell_beta_0p13_p_0p00,beta,11,1109234,0.13,0.0,0.5,0.34856722266398055,0.3028655546720389
cell_beta_0p13_p_0p00,beta,11,1109234,0.13,0.0,1.0,0.3452302534998136,0.30953949300037276
cell_beta_0p13_p_0p00,beta,11,1109234,0.13,0.0,2.0,0.34610248149792855,0.3077950370041429
cell_beta_0p13_p_0p00,beta,11,1109234,0.13,0.0,4.0,0.34652802067034194,0.3069439586593161
cell_beta_0p13_p_0p00,beta,12,1209234,0.13,0.0,0.5,0.37180925385631275,0.2563814922873745
cell_beta_0p13_p_0p00,beta,12,1209234,0.13,0.0,1.0,0.37556483675191543,0.24887032649616916
cell_beta_0p13_p_0p00,beta,12,1209234,0.13,0.0,2.0,0.3776140708166782,0.24477185836664356
cell_beta_0p13_p_0p00,beta,12,1209234,0.13,0.0,4.0,0.378268144153723,0.24346371169255399
cell_beta_0p13_p_0p00,beta,13,1309234,0.13,0.0,0.5,0.3334676442184291,0.3330647115631417
cell_beta_0p13_p_0p00,beta,13,1309234,0.13,0.0,1.0,0.343078532628342,0.313842934743316
cell_beta_0p13_p_0p00,beta,13,1309234,0.13,0.0,2.0,0.3467068397271995,0.3065863205456009
cell_beta_0p13_p_0p00,beta,13,1309234,0.13,0.0,4.0,0.3477282079091919,0.30454358418161614
cell_beta_0p13_p_0p00,beta,14,1409234,0.13,0.0,0.5,0.330155207596008,0.33968958480798395
cell_beta_0p13_p_0p00,beta,14,1409234,0.13,0.0,1.0,0.3456089484460149,0.30878210310797016
cell_beta_0p13_p_0p00,beta,14,1409234,0.13,0.0,2.0,0.3523799777535616,0.2952400444928768
cell_beta_0p13_p_0p00,beta,14,1409234,0.13,0.0,4.0,0.35440139098142615,0.2911972180371477
cell_beta_0p13_p_0p00,beta,15,1509234,0.13,0.0,0.5,0.30507059055224195,0.38985881889551605
cell_beta_0p13_p_0p00,beta,15,1509234,0.13,0.0,1.0,0.32445762085533414,0.3510847582893318
cell_beta_0p13_p_0p00,beta,15,1509234,0.13,0.0,2.0,0.3301454829629955,0.33970903407400893
cell_beta_0p13_p_0p00,beta,15,1509234,0.13,0.0,4.0,0.3315159298482115,0.336968140303577
cell_beta_0p13_p_0p00,beta,16,1609234,0.13,0.0,0.5,0.3709887281069554,0.25802254378608924
cell_beta_0p13_p_0p00,beta,16,1609234,0.13,0.0,1.0,0.3687385511098605,0.26252289778027904
cell_beta_0p13_p_0p00,beta,16,1609234,0.13,0.0,2.0,0.3684793389657769,0.2630413220684462
cell_beta_0p13_p_0p00,beta,16,1609234,0.13,0.0,4.0,0.3684366487068361,0.2631267025863278
cell_beta_0p13_p_0p00,beta,17,1709234,0.13,0.0,0.5,0.3041218615625084,0.3917562768749831
cell_beta_0p13_p_0p00,beta,17,1709234,0.13,0.0,1.0,0.31645877752732765,0.3670824449453447
cell_beta_0p13_p_0p00,beta,17,1709234,0.13,0.0,2.0,0.3225030768016977,0.3549938463966046
cell_beta_0p13_p_0p00,beta,17,1709234,0.13,0.0,4.0,0.32437498627434946,0.35125002745130113
cell_beta_0p13_p_0p00,beta,18,1809234,0.13,0.0,0.5,0.3428738680475951,0.3142522639048097
cell_beta_0p13_p_0p00,beta,18,1809234,0.13,0.0,1.0,0.35881669136424055,0.28236661727151885
cell_beta_0p13_p_0p00,beta,18,1809234,0.13,0.0,2.0,0.3627933034172345,0.2744133931655311
cell_beta_0p13_p_0p00,beta,18,1809234,0.13,0.0,4.0,0.36374436982782365,0.27251126034435275
cell_beta_0p13_p_0p00,beta,19,1909234,0.13,0.0,0.5,0.3479744759864344,0.3040510480271312
cell_beta_0p13_p_0p00,beta,19,1909234,0.13,0.0,1.0,0.3620230431756371,0.2759539136487258
cell_beta_0p13_p_0p00,beta,19,1909234,0.13,0.0,2.0,0.367807658296406,0.264384683407188
cell_beta_0p13_p_0p00,beta,19,1909234,0.13,0.0,4.0,0.36945269680838855,0.26109460638322285
cell_beta_0p13_p_0p00,beta,20,2009234,0.13,0.0,0.5,0.3464044859646611,0.30719102807067783
cell_beta_0p13_p_0p00,beta,20,2009234,0.13,0.0,1.0,0.35570073735525515,0.2885985252894897
cell_beta_0p13_p_0p00,beta,20,2009234,0.13,0.0,2.0,0.3595774335473024,0.28084513290539515
cell_beta_0p13_p_0p00,beta,20,2009234,0.13,0.0,4.0,0.36066254232354233,0.2786749153529153
cell_beta_0p13_p_0p00,beta,21,2109234,0.13,0.0,0.5,0.3325539674058527,0.3348920651882946
cell_beta_0p13_p_0p00,beta,21,2109234,0.13,0.0,1.0,0.34086521041071105,0.31826957917857784
cell_beta_0p13_p_0p00,beta,21,2109234,0.13,0.0,2.0,0.3457771541225929,0.3084456917548141
cell_beta_0p13_p_0p00,beta,21,2109234,0.13,0.0,4.0,0.34734707196866416,0.3053058560626717
cell_beta_0p13_p_0p00,beta,22,2209234,0.13,0.0,0.5,0.36448173810540024,0.2710365237891995
cell_beta_0p13_p_0p00,beta,22,2209234,0.13,0.0,1.0,0.36158576316469915,0.27682847367060176
cell_beta_0p13_p_0p00,beta,22,2209234,0.13,0.0,2.0,0.35994550866195574,0.2801089826760885
cell_beta_0p13_p_0p00,beta,22,2209234,0.13,0.0,4.0,0.35943485220358184,0.28113029559283625
cell_beta_0p13_p_0p00,beta,23,2309234,0.13,0.0,0.5,0.3838176150941287,0.2323647698117426
cell_beta_0p13_p_0p00,beta,23,2309234,0.13,0.0,1.0,0.3931057200707255,0.21378855985854908
cell_beta_0p13_p_0p00,beta,23,2309234,0.13,0.0,2.0,0.39478665070642877,0.21042669858714244
cell_beta_0p13_p_0p00,beta,23,2309234,0.13,0.0,4.0,0.39499165338206127,0.21001669323587743
cell_beta_0p13_p_0p00,beta,24,2409234,0.13,0.0,0.5,0.40001240061994664,0.1999751987601067
cell_beta_0p13_p_0p00,beta,24,2409234,0.13,0.0,1.0,0.4000852446563642,0.19982951068727162
cell_beta_0p13_p_0p00,beta,24,2409234,0.13,0.0,2.0,0.39986325987048954,0.20027348025902095
cell_beta_0p13_p_0p00,beta,24,2409234,0.13,0.0,4.0,0.39976309707106117,0.2004738058578776
cell_beta_0p13_p_0p00,beta,25,2509234,0.13,0.0,0.5,0.33897430589597183,0.32205138820805634
cell_beta_0p13_p_0p00,beta,25,2509234,0.13,0.0,1.0,0.3382221078369557,0.3235557843260886
cell_beta_0p13_p_0p00,beta,25,2509234,0.13,0.0,2.0,0.33940910964012416,0.3211817807197516
cell_beta_0p13_p_0p00,beta,25,2509234,0.13,0.0,4.0,0.3398364733474005,0.32032705330519895
cell_beta_0p13_p_0p00,beta,26,2609234,0.13,0.0,0.5,0.3423415566685062,0.3153168866629877
cell_beta_0p13_p_0p00,beta,26,2609234,0.13,0.0,1.0,0.3529059276971577,0.29418814460568465
cell_beta_0p13_p_0p00,beta,26,2609234,0.13,0.0,2.0,0.3585923440658976,0.2828153118682049
cell_beta_0p13_p_0p00,beta,26,2609234,0.13,0.0,4.0,0.3603065051807821,0.2793869896384357
cell_beta_0p13_p_0p00,beta,27,2709234,0.13,0.0,0.5,0.3708329779357567,0.2583340441284866
cell_beta_0p13_p_0p00,beta,27,2709234,0.13,0.0,1.0,0.3849574189000971,0.23008516219980582
cell_beta_0p13_p_0p00,beta,27,2709234,0.13,0.0,2.0,0.3907783831796943,0.21844323364061136
cell_beta_0p13_p_0p00,beta,27,2709234,0.13,0.0,4.0,0.3924968252328777,0.21500634953424458
cell_beta_0p13_p_0p00,beta,28,2809234,0.13,0.0,0.5,0.30731128121133955,0.38537743757732085
cell_beta_0p13_p_0p00,beta,28,2809234,0.13,0.0,1.0,0.3187944563533699,0.36241108729326016
cell_beta_0p13_p_0p00,beta,28,2809234,0.13,0.0,2.0,0.3236019930881798,0.35279601382364045
cell_beta_0p13_p_0p00,beta,28,2809234,0.13,0.0,4.0,0.3249836251794919,0.35003274964101616
cell_beta_0p13_p_0p00,beta,29,2909234,0.13,0.0,0.5,0.3331302263521897,0.33373954729562055
cell_beta_0p13_p_0p00,beta,29,2909234,0.13,0.0,1.0,0.3382615526101529,0.3234768947796942
cell_beta_0p13_p_0p00,beta,29,2909234,0.13,0.0,2.0,0.3411486875286238,0.31770262494275237
cell_beta_0p13_p_0p00,beta,29,2909234,0.13,0.0,4.0,0.3419695082413019,0.31606098351739625
cell_beta_0p15_p_0p00,beta,0,11234,0.15,0.0,0.5,0.2752110941032996,0.44957781179340084
cell_beta_0p15_p_0p00,beta,0,11234,0.15,0.0,1.0,0.2804950846257921,0.43900983074841576
cell_beta_0p15_p_0p00,beta,0,11234,0.15,0.0,2.0,0.28274241176882237,0.43451517646235527
cell_beta_0p15_p_0p00,beta,0,11234,0.15,0.0,4.0,0.28342738036272863,0.4331452392745428
cell_beta_0p15_p_0p00,beta,1,111234,0.15,0.0,0.5,0.2852067482924917,0.42958650341501664
cell_beta_0p15_p_0p00,beta,1,111234,0.15,0.0,1.0,0.29424636363563866,0.4115072727287227
cell_beta_0p15_p_0p00,beta,1,111234,0.15,0.0,2.0,0.29799354059720917,0.4040129188055816
cell_beta_0p15_p_0p00,beta,1,111234,0.15,0.0,4.0,0.29910620469993754,0.40178759060012487
cell_beta_0p15_p_0p00,beta,2,211234,0.15,0.0,0.5,0.2759961338570459,0.4480077322859081
cell_beta_0p15_p_0p00,beta,2,211234,0.15,0.0,1.0,0.28106615623495035,0.4378676875300993
cell_beta_0p15_p_0p00,beta,2,211234,0.15,0.0,2.0,0.2848506146904057,0.43029877061918864
cell_beta_0p15_p_0p00,beta,2,211234,0.15,0.0,4.0,0.28602427291723903,0.42795145416552194
cell_beta_0p15_p_0p00,beta,3,311234,0.15,0.0,0.5,0.2573986286693147,0.48520274266137065
cell_beta_0p15_p_0p00,beta,3,311234,0.15,0.0,1.0,0.26896353987070987,0.46207292025858027
cell_beta_0p15_p_0p00,beta,3,311234,0.15,0.0,2.0,0.2728946941388769,0.4542106117222462
cell_beta_0p15_p_0p00,beta,3,311234,0.15,0.0,4.0,0.273981204644001,0.45203759071199795
cell_beta_0p15_p_0p00,beta,4,411234,0.15,0.0,0.5,0.29204506474409236,0.41590987051181527
cell_beta_0p15_p_0p00,beta,4,411234,0.15,0.0,1.0,0.31258491037776653,0.37483017924446693
cell_beta_0p15_p_0p00,beta,4,411234,0.15,0.0,2.0,0.3192886273815335,0.36142274523693296
cell_beta_0p15_p_0p00,beta,4,411234,0.15,0.0,4.0,0.3210271546342058,0.35794569073158844
cell_beta_0p15_p_0p00,beta,5,511234,0.15,0.0,0.5,0.3165229988769632,0.36695400224607355
cell_beta_0p15_p_0p00,beta,5,511234,0.15,0.0,1.0,0.33213106422497896,0.33573787155004214
cell_beta_0p15_p_0p00,beta,5,511234,0.15,0.0,2.0,0.33829457096173726,0.3234108580765255
cell_beta_0p15_p_0p00,beta,5,511234,0.15,0.0,4.0,0.3400239678736653,0.3199520642526695
cell_beta_0p15_p_0p00,beta,6,611234,0.15,0.0,0.5,0.25937571433259454,0.4812485713348109
cell_beta_0p15_p_0p00,beta,6,611234,0.15,0.0,1.0,0.28237930075201834,0.4352413984959633
cell_beta_0p15_p_0p00,beta,6,611234,0.15,0.0,2.0,0.29099825976742544,0.4180034804651491
cell_beta_0p15_p_0p00,beta,6,611234,0.15,0.0,4.0,0.29340370195980714,0.41319259608038567
cell_beta_0p15_p_0p00,beta,7,711234,0.15,0.0,0.5,0.2335570928420838,0.5328858143158324
cell_beta_0p15_p_0p00,beta,7,711234,0.15,0.0,1.0,0.247188678925076,0.505622642149848
cell_beta_0p15_p_0p00,beta,7,711234,0.15,0.0,2.0,0.25233533036400185,0.4953293392719963
cell_beta_0p15_p_0p00,beta,7,711234,0.15,0.0,4.0,0.25368958800049257,0.49262082399901486
cell_beta_0p15_p_0p00,beta,8,811234,0.15,0.0,0.5,0.319181481338642,0.36163703732271607
cell_beta_0p15_p_0p00,beta,8,811234,0.15,0.0,1.0,0.3202997171744752,0.3594005656510496
cell_beta_0p15_p_0p00,beta,8,811234,0.15,0.0,2.0,0.3219298243144131,0.35614035137117384
cell_beta_0p15_p_0p00,beta,8,811234,0.15,0.0,4.0,0.32247548419184136,0.3550490316163173
cell_beta_0p15_p_0p00,beta,9,911234,0.15,0.0,0.5,0.28569910206974264,0.4286017958605147
cell_beta_0p15_p_0p00,beta,9,911234,0.15,0.0,1.0,0.293870817702835,0.41225836459432996
cell_beta_0p15_p_0p00,beta,9,911234,0.15,0.0,2.0,0.2972917562007916,0.4054164875984168
cell_beta_0p15_p_0p00,beta,9,911234,0.15,0.0,4.0,0.29823024252542973,0.4035395149491405
cell_beta_0p15_p_0p00,beta,10,1011234,0.15,0.0,0.5,0.2637348193859823,0.4725303612280354
cell_beta_0p15_p_0p00,beta,10,1011234,0.15,0.0,1.0,0.27617640656942316,0.4476471868611537
cell_beta_0p15_p_0p00,beta,10,1011234,0.15,0.0,2.0,0.2786691247177151,0.4426617505645698
cell_beta_0p15_p_0p00,beta,10,1011234,0.15,0.0,4.0,0.27916656113964056,0.44166687772071894
cell_beta_0p15_p_0p00,beta,11,1111234,0.15,0.0,0.5,0.27136259200153523,0.4572748159969296
cell_beta_0p15_p_0p00,beta,11,1111234,0.15,0.0,1.0,0.2914370746488383,0.41712585070232344
cell_beta_0p15_p_0p00,beta,11,1111234,0.15,0.0,2.0,0.3013629667062142,0.3972740665875716
cell_beta_0p15_p_0p00,beta,11,1111234,0.15,0.0,4.0,0.30419670318264763,0.39160659363470474
cell_beta_0p15_p_0p00,beta,12,1211234,0.15,0.0,0.5,0.2780407285927413,0.44391854281451737
cell_beta_0p15_p_0p00,beta,12,1211234,0.15,0.0,1.0,0.28389016503051856,0.4322196699389628
cell_beta_0p15_p_0p00,beta,12,1211234,0.15,0.0,2.0,0.28709155233191985,0.42581689533616035
cell_beta_0p15_p_0p00,beta,12,1211234,0.15,0.0,4.0,0.2880308217051293,0.4239383565897415
cell_beta_0p15_p_0p00,beta,13,1311234,0.15,0.0,0.5,0.2518924892448317,0.4962150215103366
cell_beta_0p15_p_0p00,beta,13,1311234,0.15,0.0,1.0,0.2891356057696762,0.42172878846064765
cell_beta_0p15_p_0p00,beta,13,1311234,0.15,0.0,2.0,0.30227278665317736,0.39545442669364533
cell_beta_0p15_p_0p00,beta,13,1311234,0.15,0.0,4.0,0.30564474273059816,0.38871051453880373
cell_beta_0p15_p_0p00,beta,14,1411234,0.15,0.0,0.5,0.2933687250290505,0.41326254994189904
cell_beta_0p15_p_0p00,beta,14,1411234,0.15,0.0,1.0,0.2972545185868207,0.4054909628263586
cell_beta_0p15_p_0p00,beta,14,1411234,0.15,0.0,2.0,0.30010035086510545,0.3997992982697891
cell_beta_0p15_p_0p00,beta,14,1411234,0.15,0.0,4.0,0.3009651302909996,0.3980697394180009
cell_beta_0p15_p_0p00,beta,15,1511234,0.15,0.0,0.5,0.29709479695098373,0.4058104060980325
cell_beta_0p15_p_0p00,beta,15,1511234,0.15,0.0,1.0,0.31318355799429487,0.3736328840114102
cell_beta_0p15_p_0p00,beta,15,1511234,0.15,0.0,2.0,0.3186625922333168,0.36267481553336645
cell_beta_0p15_p_0p00,beta,15,1511234,0.15,0.0,4.0,0.32010339224162565,0.3597932155167487
cell_beta_0p15_p_0p00,beta,16,1611234,0.15,0.0,0.5,0.25111599323899947,0.49776801352200106
cell_beta_0p15_p_0p00,beta,16,1611234,0.15,0.0,1.0,0.2478899918542682,0.5042200162914636
cell_beta_0p15_p_0p00,beta,16,1611234,0.15,0.0,2.0,0.24656129041314173,0.5068774191737165
cell_beta_0p15_p_0p00,beta,16,1611234,0.15,0.0,4.0,0.24621284085815343,0.5075743182836931
cell_beta_0p15_p_0p00,beta,17,1711234,0.15,0.0,0.5,0.2755908498369022,0.4488183003261956
cell_beta_0p15_p_0p00,beta,17,1711234,0.15,0.0,1.0,0.2896452636412016,0.42070947271759684
cell_beta_0p15_p_0p00,beta,17,1711234,0.15,0.0,2.0,0.2960887201187482,0.4078225597625036
cell_beta_0p15_p_0p00,beta,17,1711234,0.15,0.0,4.0,0.29793797369729697,0.40412405260540607
cell_beta_0p15_p_0p00,beta,18,1811234,0.15,0.0,0.5,0.26709313584252103,0.46581372831495793
cell_beta_0p15_p_0p00,beta,18,1811234,0.15,0.0,1.0,0.28406978219622836,0.43186043560754334
cell_beta_0p15_p_0p00,beta,18,1811234,0.15,0.0,2.0,0.2902499164836766,0.41950016703264686
cell_beta_0p15_p_0p00,beta,18,1811234,0.15,0.0,4.0,0.29212211142147626,0.4157557771570474
cell_beta_0p15_p_0p00,beta,19,1911234,0.15,0.0,0.5,0.2794262885477554,0.4411474229044892
cell_beta_0p15_p_0p00,beta,19,1911234,0.15,0.0,1.0,0.2814867080318599,0.43702658393628024
cell_beta_0p15_p_0p00,beta,19,1911234,0.15,0.0,2.0,0.2820462848331605,0.435907430333679
cell_beta_0p15_p_0p00,beta,19,1911234,0.15,0.0,4.0,0.2822310634374283,0.4355378731251433
cell_beta_0p15_p_0p00,beta,20,2011234,0.15,0.0,0.5,0.29676886023152915,0.4064622795369417
cell_beta_0p15_p_0p00,beta,20,2011234,0.15,0.0,1.0,0.3070146181136033,0.3859707637727934
cell_beta_0p15_p_0p00,beta,20,2011234,0.15,0.0,2.0,0.30966720368987644,0.38066559262024713
cell_beta_0p15_p_0p00,beta,20,2011234,0.15,0.0,4.0,0.31040737172898897,0.37918525654202206
cell_beta_0p15_p_0p00,beta,21,2111234,0.15,0.0,0.5,0.2801777766190638,0.4396444467618724
cell_beta_0p15_p_0p00,beta,21,2111234,0.15,0.0,1.0,0.29320038692006967,0.4135992261598606
cell_beta_0p15_p_0p00,beta,21,2111234,0.15,0.0,2.0,0.299776930175797,0.400446139648406
cell_beta_0p15_p_0p00,beta,21,2111234,0.15,0.0,4.0,0.30165678977791155,0.39668642044417696
cell_beta_0p15_p_0p00,beta,22,2211234,0.15,0.0,0.5,0.2523827866497378,0.4952344267005245
cell_beta_0p15_p_0p00,beta,22,2211234,0.15,0.0,1.0,0.25874504418669175,0.4825099116266165
cell_beta_0p15_p_0p00,beta,22,2211234,0.15,0.0,2.0,0.26371263513698456,0.4725747297260309
cell_beta_0p15_p_0p00,beta,22,2211234,0.15,0.0,4.0,0.2652808591858148,0.46943828162837037
cell_beta_0p15_p_0p00,beta,23,2311234,0.15,0.0,0.5,0.32789080677429994,0.3442183864514001
cell_beta_0p15_p_0p00,beta,23,2311234,0.15,0.0,1.0,0.32880422186385516,0.34239155627228973
cell_beta_0p15_p_0p00,beta,23,2311234,0.15,0.0,2.0,0.3306226415814035,0.33875471683719305
cell_beta_0p15_p_0p00,beta,23,2311234,0.15,0.0,4.0,0.33124901492134223,0.33750197015731553
cell_beta_0p15_p_0p00,beta,24,2411234,0.15,0.0,0.5,0.2703343072123562,0.45933138557528763
cell_beta_0p15_p_0p00,beta,24,2411234,0.15,0.0,1.0,0.2767169759712384,0.4465660480575232
cell_beta_0p15_p_0p00,beta,24,2411234,0.15,0.0,2.0,0.2783573083473698,0.4432853833052603
cell_beta_0p15_p_0p00,beta,24,2411234,0.15,0.0,4.0,0.2787068792708239,0.44258624145835224
cell_beta_0p15_p_0p00,beta,25,2511234,0.15,0.0,0.5,0.2792406830758125,0.4415186338483749
cell_beta_0p15_p_0p00,beta,25,2511234,0.15,0.0,1.0,0.2874232995561642,0.4251534008876717
cell_beta_0p15_p_0p00,beta,25,2511234,0.15,0.0,2.0,0.29108920931493465,0.41782158137013076
cell_beta_0p15_p_0p00,beta,25,2511234,0.15,0.0,4.0,0.2921767872116744,0.41564642557665127
cell_beta_0p15_p_0p00,beta,26,2611234,0.15,0.0,0.5,0.2958741772058403,0.40825164558831945
cell_beta_0p15_p_0p00,beta,26,2611234,0.15,0.0,1.0,0.30229181119308673,0.39541637761382653
cell_beta_0p15_p_0p00,beta,26,2611234,0.15,0.0,2.0,0.3056154727999455,0.38876905440010906
cell_beta_0p15_p_0p00,beta,26,2611234,0.15,0.0,4.0,0.30664894394601994,0.3867021121079602
cell_beta_0p15_p_0p00,beta,27,2711234,0.15,0.0,0.5,0.3059139977562567,0.38817200448748657
cell_beta_0p15_p_0p00,beta,27,2711234,0.15,0.0,1.0,0.31264944303007175,0.3747011139398565
cell_beta_0p15_p_0p00,beta,27,2711234,0.15,0.0,2.0,0.3156929125307335,0.368614174938533
cell_beta_0p15_p_0p00,beta,27,2711234,0.15,0.0,4.0,0.3165980853451441,0.3668038293097118
cell_beta_0p15_p_0p00,beta,28,2811234,0.15,0.0,0.5,0.3251006749900138,0.34979865001997235
cell_beta_0p15_p_0p00,beta,28,2811234,0.15,0.0,1.0,0.33722685542414954,0.32554628915170086
cell_beta_0p15_p_0p00,beta,28,2811234,0.15,0.0,2.0,0.34238305038826866,0.3152338992234626
cell_beta_0p15_p_0p00,beta,28,2811234,0.15,0.0,4.0,0.3438583341859238,0.3122833316281524
cell_beta_0p15_p_0p00,beta,29,2911234,0.15,0.0,0.5,0.3355422867865667,0.3289154264268665
cell_beta_0p15_p_0p00,beta,29,2911234,0.15,0.0,1.0,0.34275078718533214,0.3144984256293358
cell_beta_0p15_p_0p00,beta,29,2911234,0.15,0.0,2.0,0.34516944044527453,0.30966111910945093
cell_beta_0p15_p_0p00,beta,29,2911234,0.15,0.0,4.0,0.3458367697671275,0.30832646046574497
cell_beta_0p17_p_0p00,beta,0,13234,0.17,0.0,0.5,0.14685743105633237,0.7062851378873353
cell_beta_0p17_p_0p00,beta,0,13234,0.17,0.0,1.0,0.1710918620550157,0.6578162758899686
cell_beta_0p17_p_0p00,beta,0,13234,0.17,0.0,2.0,0.1781477602476767,0.6437044795046466
cell_beta_0p17_p_0p00,beta,0,13234,0.17,0.0,4.0,0.17986658525631527,0.6402668294873695
cell_beta_0p17_p_0p00,beta,1,113234,0.17,0.0,0.5,0.1942918055872619,0.6114163888254762
cell_beta_0p17_p_0p00,beta,1,113234,0.17,0.0,1.0,0.19312842449868023,0.6137431510026395
cell_beta_0p17_p_0p00,beta,1,113234,0.17,0.0,2.0,0.19375061790265896,0.6124987641946821
cell_beta_0p17_p_0p00,beta,1,113234,0.17,0.0,4.0,0.1939772723688501,0.6120454552622998
cell_beta_0p17_p_0p00,beta,2,213234,0.17,0.0,0.5,0.21411149682724429,0.5717770063455114
cell_beta_0p17_p_0p00,beta,2,213234,0.17,0.0,1.0,0.2212444094755479,0.5575111810489042
cell_beta_0p17_p_0p00,beta,2,213234,0.17,0.0,2.0,0.22700849235933496,0.5459830152813301
cell_beta_0p17_p_0p00,beta,2,213234,0.17,0.0,4.0,0.2289348755587769,0.5421302488824462
cell_beta_0p17_p_0p00,beta,3,313234,0.17,0.0,0.5,0.2419208920246682,0.5161582159506636
cell_beta_0p17_p_0p00,beta,3,313234,0.17,0.0,1.0,0.2479181501141352,0.5041636997717296
cell_beta_0p17_p_0p00,beta,3,313234,0.17,0.0,2.0,0.2509577119589116,0.4980845760821768
cell_beta_0p17_p_0p00,beta,3,313234,0.17,0.0,4.0,0.2518767593874449,0.49624648122511017
cell_beta_0p17_p_0p00,beta,4,413234,0.17,0.0,0.5,0.1896512991733651,0.6206974016532698
cell_beta_0p17_p_0p00,beta,4,413234,0.17,0.0,1.0,0.20446793988057288,0.5910641202388542
cell_beta_0p17_p_0p00,beta,4,413234,0.17,0.0,2.0,0.21160619756906268,0.5767876048618746
cell_beta_0p17_p_0p00,beta,4,413234,0.17,0.0,4.0,0.21378220330680459,0.5724355933863908
cell_beta_0p17_p_0p00,beta,5,513234,0.17,0.0,0.5,0.24878867907672803,0.502422641846544
cell_beta_0p17_p_0p00,beta,5,513234,0.17,0.0,1.0,0.2617680658563563,0.4764638682872874
cell_beta_0p17_p_0p00,beta,5,513234,0.17,0.0,2.0,0.2671517216797329,0.46569655664053416
cell_beta_0p17_p_0p00,beta,5,513234,0.17,0.0,4.0,0.2686956024907608,0.4626087950184784
cell_beta_0p17_p_0p00,beta,6,613234,0.17,0.0,0.5,0.21605244481208769,0.5678951103758246
cell_beta_0p17_p_0p00,beta,6,613234,0.17,0.0,1.0,0.2168448063037609,0.5663103873924782
cell_beta_0p17_p_0p00,beta,6,613234,0.17,0.0,2.0,0.21980732111232454,0.5603853577753509
cell_beta_0p17_p_0p00,beta,6,613234,0.17,0.0,4.0,0.220796020531343,0.558407958937314
cell_beta_0p17_p_0p00,beta,7,713234,0.17,0.0,0.5,0.1736812760647457,0.6526374478705086
cell_beta_0p17_p_0p00,beta,7,713234,0.17,0.0,1.0,0.19066012763097162,0.6186797447380568
cell_beta_0p17_p_0p00,beta,7,713234,0.17,0.0,2.0,0.1964571922468934,0.6070856155062132
cell_beta_0p17_p_0p00,beta,7,713234,0.17,0.0,4.0,0.1979382053163688,0.6041235893672624
cell_beta_0p17_p_0p00,beta,8,813234,0.17,0.0,0.5,0.2366232902228379,0.5267534195543242
cell_beta_0p17_p_0p00,beta,8,813234,0.17,0.0,1.0,0.24497670175641528,0.5100465964871694
cell_beta_0p17_p_0p00,beta,8,813234,0.17,0.0,2.0,0.2508975045944669,0.49820499081106623
cell_beta_0p17_p_0p00,beta,8,813234,0.17,0.0,4.0,0.2528251204503196,0.49434975909936085
cell_beta_0p17_p_0p00,beta,9,913234,0.17,0.0,0.5,0.21085115257821846,0.5782976948435631
cell_beta_0p17_p_0p00,beta,9,913234,0.17,0.0,1.0,0.23051691814616498,0.53896616370767
cell_beta_0p17_p_0p00,beta,9,913234,0.17,0.0,2.0,0.23702092635947214,0.5259581472810557
cell_beta_0p17_p_0p00,beta,9,913234,0.17,0.0,4.0,0.23878786408081315,0.5224242718383737
cell_beta_0p17_p_0p00,beta,10,1013234,0.17,0.0,0.5,0.19810007637639676,0.6037998472472065
cell_beta_0p17_p_0p00,beta,10,1013234,0.17,0.0,1.0,0.2167620477508168,0.5664759044983664
cell_beta_0p17_p_0p00,beta,10,1013234,0.17,0.0,2.0,0.22469589662428674,0.5506082067514265
cell_beta_0p17_p_0p00,beta,10,1013234,0.17,0.0,4.0,0.22695455099767836,0.5460908980046433
cell_beta_0p17_p_0p00,beta,11,1113234,0.17,0.0,0.5,0.23131982402031664,0.5373603519593667
cell_beta_0p17_p_0p00,beta,11,1113234,0.17,0.0,1.0,0.2402284108587044,0.5195431782825912
cell_beta_0p17_p_0p00,beta,11,1113234,0.17,0.0,2.0,0.2442213870485922,0.5115572259028156
cell_beta_0p17_p_0p00,beta,11,1113234,0.17,0.0,4.0,0.24534913960815058,0.5093017207836988
cell_beta_0p17_p_0p00,beta,12,1213234,0.17,0.0,0.5,0.21304766334600828,0.5739046733079834
cell_beta_0p17_p_0p00,beta,12,1213234,0.17,0.0,1.0,0.22086188763984999,0.5582762247203
cell_beta_0p17_p_0p00,beta,12,1213234,0.17,0.0,2.0,0.22346567591448907,0.5530686481710219
cell_beta_0p17_p_0p00,beta,12,1213234,0.17,0.0,4.0,0.2241415109863808,0.5517169780272384
cell_beta_0p17_p_0p00,beta,13,1313234,0.17,0.0,0.5,0.2207646492398953,0.5584707015202094
cell_beta_0p17_p_0p00,beta,13,1313234,0.17,0.0,1.0,0.23626671144563505,0.5274665771087299
cell_beta_0p17_p_0p00,beta,13,1313234,0.17,0.0,2.0,0.2413908003818443,0.5172183992363114
