beta_i,beta_j,crossing_count,robust_crossing_count,fine_minus_coarse_gap_i,fine_minus_coarse_gap_j,mean_gap_min,z_gap_max_abs
0.05,0.07,0.0,0.0,-0.0028865281517289065,-0.0014139103699947198,0.02065565596246055,0.9317394675467601
0.05,0.09,0.0,0.0,-0.0028865281517289065,-0.005784265157093238,0.049729596138556875,2.130856572128558
0.05,0.11,0.0,0.0,-0.0028865281517289065,-0.009335882209223323,0.0757796776215256,2.8737750975405363
0.05,0.13,0.0,0.0,-0.0028865281517289065,-0.0140259355665463,0.11416494588758991,4.064504134334763
0.05,0.15,0.0,0.0,-0.0028865281517289065,-0.016075984758535444,0.17018761220456863,5.974052607421594
0.05,0.17,0.0,0.0,-0.0028865281517289065,-0.018981822157888323,0.23047890372279353,7.633872142718557
0.05,0.19,0.0,0.0,-0.0028865281517289065,-0.019096087282801405,0.29581169801488416,10.267106356283858
0.05,0.21,0.0,0.0,-0.0028865281517289065,-0.014531996724180679,0.3426110697067942,15.201599074789979
0.05,0.23,0.0,0.0,-0.0028865281517289065,-0.013579999755620686,0.373652277190769,15.733167382673724
0.05,0.25,0.0,0.0,-0.0028865281517289065,-0.01247223767601418,0.3966513563803414,15.161158139946313
0.05,0.27,0.0,0.0,-0.0028865281517289065,-0.013557569109624572,0.4028116145749064,16.58200204119045
0.05,0.29,0.0,0.0,-0.0028865281517289065,-0.013192363745111596,0.4110990690771863,19.905559703448198
0.05,0.31,0.0,0.0,-0.0028865281517289065,-0.015573892648762265,0.41440079679140823,20.330459883747995
0.05,0.33,0.0,0.0,-0.0028865281517289065,-0.015213010357374823,0.4182344186954428,21.944543130638497
0.05,0.35,0.0,0.0,-0.0028865281517289065,-0.015787443434635277,0.41879743021401244,21.01177874492448
0.05,0.37,0.0,0.0,-0.0028865281517289065,-0.016707010060865127,0.420327865166216,21.613384258966438
0.05,0.39,0.0,0.0,-0.0028865281517289065,-0.0191115042749601,0.41970446215227375,22.7092672334055
0.07,0.09,0.0,0.0,-0.0014139103699947198,-0.005784265157093238,0.027601322394362138,1.1631845672860706
0.07,0.11,0.0,0.0,-0.0014139103699947198,-0.009335882209223323,0.05365140387733086,2.0084213641691266
0.07,0.13,0.0,0.0,-0.0014139103699947198,-0.0140259355665463,0.09203667214339517,3.2442568520341806
0.07,0.15,0.0,0.0,-0.0014139103699947198,-0.016075984758535444,0.1480593384603739,5.087581024813642
0.07,0.17,0.0,0.0,-0.0014139103699947198,-0.018981822157888323,0.2083506299785988,6.7848463749237515
0.07,0.19,0.0,0.0,-0.0014139103699947198,-0.019096087282801405,0.2736834242706895,9.35663705354861
0.07,0.21,0.0,0.0,-0.0014139103699947198,-0.014531996724180679,0.32048279596259943,13.988271879574027
0.07,0.23,0.0,0.0,-0.0014139103699947198,-0.013579999755620686,0.35152400344657425,14.367805499168794
0.07,0.25,0.0,0.0,-0.0014139103699947198,-0.01247223767601418,0.37452308263614664,14.114434216307197
0.07,0.27,0.0,0.0,-0.0014139103699947198,-0.013557569109624572,0.38068334083071165,15.124693657847208
0.07,0.29,0.0,0.0,-0.0014139103699947198,-0.013192363745111596,0.38897079533299156,18.434703212264704
0.07,0.31,0.0,0.0,-0.0014139103699947198,-0.015573892648762265,0.3922725230472135,18.50489519713362
0.07,0.33,0.0,0.0,-0.0014139103699947198,-0.015213010357374823,0.3961061449512481,20.045843611350094
0.07,0.35,0.0,0.0,-0.0014139103699947198,-0.015787443434635277,0.3966691564698177,18.95612605087963
0.07,0.37,0.0,0.0,-0.0014139103699947198,-0.016707010060865127,0.39819959142202127,19.617487850300375
0.07,0.39,0.0,0.0,-0.0014139103699947198,-0.0191115042749601,0.39757618840807896,20.749366102941032
0.09,0.11,0.0,0.0,-0.005784265157093238,-0.009335882209223323,0.026050081482968723,1.0032103411873847
0.09,0.13,0.0,0.0,-0.005784265157093238,-0.0140259355665463,0.06443534974903303,2.3031709236184685
0.09,0.15,0.0,0.0,-0.005784265157093238,-0.016075984758535444,0.12045801606601175,4.231005647925723
0.09,0.17,0.0,0.0,-0.005784265157093238,-0.018981822157888323,0.18074930758423666,5.979912826878107
0.09,0.19,0.0,0.0,-0.005784265157093238,-0.019096087282801405,0.2460821018763273,8.518855359048294
0.09,0.21,0.0,0.0,-0.005784265157093238,-0.014531996724180679,0.29288147356823735,12.99341087911599
0.09,0.23,0.0,0.0,-0.005784265157093238,-0.013579999755620686,0.3239226810522121,13.562279049045411
0.09,0.25,0.0,0.0,-0.005784265157093238,-0.01247223767601418,0.3469217602417845,13.252859938925686
0.09,0.27,0.0,0.0,-0.005784265157093238,-0.013557569109624572,0.3530820184363495,14.453446134022261
0.09,0.29,0.0,0.0,-0.005784265157093238,-0.013192363745111596,0.3613694729386294,17.48487969603158
0.09,0.31,0.0,0.0,-0.005784265157093238,-0.015573892648762265,0.36467120065285136,17.761058872321705
0.09,0.33,0.0,0.0,-0.005784265157093238,-0.015213010357374823,0.36850482255688594,19.17604384107532
0.09,0.35,0.0,0.0,-0.005784265157093238,-0.015787443434635277,0.36906783407545557,18.377371003530858
0.09,0.37,0.0,0.0,-0.005784265157093238,-0.016707010060865127,0.37059826902765913,18.90807086969192
0.09,0.39,0.0,0.0,-0.005784265157093238,-0.0191115042749601,0.3699748660137169,19.854223225881846
0.11,0.13,0.0,0.0,-0.009335882209223323,-0.0140259355665463,0.03838526826606431,1.2526900071521188
0.11,0.15,0.0,0.0,-0.009335882209223323,-0.016075984758535444,0.09440793458304303,2.999349999242493
0.11,0.17,0.0,0.0,-0.009335882209223323,-0.018981822157888323,0.15469922610126793,4.709425857726553
0.11,0.19,0.0,0.0,-0.009335882209223323,-0.019096087282801405,0.2200320203933586,6.991812203407767
0.11,0.21,0.0,0.0,-0.009335882209223323,-0.014531996724180679,0.2668313920852686,10.39011830305164
0.11,0.23,0.0,0.0,-0.009335882209223323,-0.013579999755620686,0.2978725995692434,10.997707944193404
0.11,0.25,0.0,0.0,-0.009335882209223323,-0.01247223767601418,0.3208716787588158,11.079602365873354
0.11,0.27,0.0,0.0,-0.009335882209223323,-0.013557569109624572,0.3270319369533808,11.743652766197663
0.11,0.29,0.0,0.0,-0.009335882209223323,-0.013192363745111596,0.3353193914556607,13.925440112214464
0.11,0.31,0.0,0.0,-0.009335882209223323,-0.015573892648762265,0.33862111916988263,14.004291553725967
0.11,0.33,0.0,0.0,-0.009335882209223323,-0.015213010357374823,0.3424547410739172,14.944813907818304
0.11,0.35,0.0,0.0,-0.009335882209223323,-0.015787443434635277,0.34301775259248685,14.325655496450636
0.11,0.37,0.0,0.0,-0.009335882209223323,-0.016707010060865127,0.3445481875446904,14.73584464539032
0.11,0.39,0.0,0.0,-0.009335882209223323,-0.0191115042749601,0.34392478453074815,15.353767338566552
0.13,0.15,0.0,0.0,-0.0140259355665463,-0.016075984758535444,0.05602266631697872,1.6795588164648951
0.13,0.17,0.0,0.0,-0.0140259355665463,-0.018981822157888323,0.11631395783520362,3.3986580829215582
0.13,0.19,0.0,0.0,-0.0140259355665463,-0.019096087282801405,0.18164675212729428,5.525664242979706
0.13,0.21,0.0,0.0,-0.0140259355665463,-0.014531996724180679,0.2284461238192043,8.342660972978473
0.13,0.23,0.0,0.0,-0.0140259355665463,-0.013579999755620686,0.25904139549225347,9.04026966676227
0.13,0.25,0.0,0.0,-0.0140259355665463,-0.01247223767601418,0.28093271260221936,9.268028712627181
0.13,0.27,0.0,0.0,-0.0140259355665463,-0.013557569109624572,0.28817830223039476,9.784296619223916
0.13,0.29,0.0,0.0,-0.0140259355665463,-0.013192363745111596,0.2961005513681617,11.47051017841023
0.13,0.31,0.0,0.0,-0.0140259355665463,-0.015573892648762265,0.3002358509038183,11.55644112343398
0.13,0.33,0.0,0.0,-0.0140259355665463,-0.015213010357374823,0.3040188585130293,12.2575301610138
0.13,0.35,0.0,0.0,-0.0140259355665463,-0.015787443434635277,0.30463248432642254,11.8050393516602
0.13,0.37,0.0,0.0,-0.0140259355665463,-0.016707010060865127,0.3061629192786261,12.130655038986733
