branch,r,phi,phi_rel,Q,s,eta,A,p,t,cd,G_S,G_E,qref,alpha,beta,lambda_ref,lambda_shell
boundary_mixed_eta0,1.2,0.8328523907285359,0.0,0.8800636363636366,0.10000000000000009,0.0,0.0,0.06446181278471608,0.038510762770770986,0.23454622594655794,1.391013584898036,-0.5424884595026545,0.06328302527249907,0.1,1.0,1.0,1.0
full_max_envelope,1.2,269.25370765002765,0.0,0.8800636363636366,-0.95,0.98,0.09029360988729337,0.9981572732676063,-0.21000290150879847,0.23454622594655794,269.8146286907196,-0.5700869247273781,0.06328302527249907,0.1,1.0,1.0,1.0
full_mixed_maxQ_min_s_eta,1.2,0.8328523907285359,0.0,0.8800636363636366,0.10000000000000009,0.0,0.0,0.06446181278471608,0.038510762770770986,0.23454622594655794,1.391013584898036,-0.5424884595026545,0.06328302527249907,0.1,1.0,1.0,1.0
