dataset_id,split_id,rule,ref_id,theta_path,dataset_path,attempt_seed,optimizer_chain,P,train_error,test_error,CE_mean_train,CE_sum_train,CE_mean_test,theta_norm,min_margin,q05_margin,median_margin,mean_margin,extra_reference_search,pool_rank,probe_label,source_split_logZ_per_P_diff,source_logZ_inf_full,radius
3,0,random_label,18,02_dnn/08_mnist/runs/final/single_dataset_10x10_box_n_train_512_60ref_allrule_sparse_0p010_to_2p500/04_exact_reference_search/selected_reference_pool/split_000/random_label/ref_018/theta.npy,02_dnn/08_mnist/runs/final/single_dataset_10x10_box_n_train_512_60ref_allrule_sparse_0p010_to_2p500/01_dataset_prepare/raw_datasets/split_000/random_label/dataset.npz,2703018,adam,2461,0.0,0.51123046875,0.0186251127168969,9.53605771105124,2.5496231059612384,18.63691646123105,0.1889093776645778,2.413058510971464,5.977370658292417,6.586277162738461,,19,high_split,0.0146393586246915,-431.1805035844932,2.5
3,0,random_label,1001,/home/bjyong/Complexity/local_project/03_dnn_mnist/03_reference_search/raw_outputs/extra_reference_pool/04_extra_reference_search/selected_reference_pool/split_000/random_label/ref_1001/theta.npy,02_dnn/08_mnist/runs/final/single_dataset_10x10_box_n_train_512_60ref_allrule_sparse_0p010_to_2p500/01_dataset_prepare/raw_datasets/split_000/random_label/dataset.npz,2703601,adam,2461,0.0,0.50927734375,0.0028409868532515,1.454585268864801,4.066864742822228,16.299809958663047,1.283559749287461,4.493296278371332,9.360449684591488,9.983092632462723,True,62,low_split,6.907868099466854e-07,-432.1053874305559,2.5
1,0,real_even_odd,1008,/home/bjyong/Complexity/local_project/03_dnn_mnist/03_reference_search/raw_outputs/extra_reference_pool/04_extra_reference_search/selected_reference_pool/split_000/real_even_odd/ref_1008/theta.npy,02_dnn/08_mnist/runs/final/single_dataset_10x10_box_n_train_512_60ref_allrule_sparse_0p010_to_2p500/01_dataset_prepare/raw_datasets/split_000/real_even_odd/dataset.npz,3703608,adam,2461,0.0,0.11328125,0.0004451348320552,0.2279090340122806,0.7218817477819841,14.455532193084538,3.2828597716467,6.351666039519873,10.637943814751615,10.002232392381613,True,69,high_split,0.0048569688461121,-62.53875563510656,0.3
1,0,real_even_odd,1020,/home/bjyong/Complexity/local_project/03_dnn_mnist/03_reference_search/raw_outputs/extra_reference_pool/04_extra_reference_search/selected_reference_pool/split_000/real_even_odd/ref_1020/theta.npy,02_dnn/08_mnist/runs/final/single_dataset_10x10_box_n_train_512_60ref_allrule_sparse_0p010_to_2p500/01_dataset_prepare/raw_datasets/split_000/real_even_odd/dataset.npz,3703620,adam,2461,0.0,0.12841796875,0.0009273613857294,0.4748090294934793,0.7739731939728012,12.664487662311604,2.861157294058586,5.7000979218523895,9.708318328780791,8.981008670780653,True,81,low_split,1.543095100898197e-05,-67.61241744242102,0.3
1,0,real_even_odd,46,02_dnn/08_mnist/runs/final/single_dataset_10x10_box_n_train_512_60ref_allrule_sparse_0p010_to_2p500/04_exact_reference_search/selected_reference_pool/split_000/real_even_odd/ref_046/theta.npy,02_dnn/08_mnist/runs/final/single_dataset_10x10_box_n_train_512_60ref_allrule_sparse_0p010_to_2p500/01_dataset_prepare/raw_datasets/split_000/real_even_odd/dataset.npz,2701046,adam,2461,0.0,0.12646484375,0.0017669084242598,0.9046571132210512,0.6659890954365104,14.264035628178146,2.6356724385223,4.810172899042978,8.855504607386898,8.1572691149546,,47,high_split,0.0145139559817157,-156.56263883802754,1.0
1,0,real_even_odd,21,02_dnn/08_mnist/runs/final/single_dataset_10x10_box_n_train_512_60ref_allrule_sparse_0p010_to_2p500/04_exact_reference_search/selected_reference_pool/split_000/real_even_odd/ref_021/theta.npy,02_dnn/08_mnist/runs/final/single_dataset_10x10_box_n_train_512_60ref_allrule_sparse_0p010_to_2p500/01_dataset_prepare/raw_datasets/split_000/real_even_odd/dataset.npz,2701021,adam,2461,0.0,0.12646484375,0.0007775804054574,0.3981211675941888,0.7160226898128567,13.616959053110332,3.389859412105367,5.578509846359656,9.19711755791966,8.627951144873999,,22,low_split,9.368759873987928e-06,-185.848244107244,1.0
1,0,real_even_odd,1008,/home/bjyong/Complexity/local_project/03_dnn_mnist/03_reference_search/raw_outputs/extra_reference_pool/04_extra_reference_search/selected_reference_pool/split_000/real_even_odd/ref_1008/theta.npy,02_dnn/08_mnist/runs/final/single_dataset_10x10_box_n_train_512_60ref_allrule_sparse_0p010_to_2p500/01_dataset_prepare/raw_datasets/split_000/real_even_odd/dataset.npz,3703608,adam,2461,0.0,0.11328125,0.0004451348320552,0.2279090340122806,0.7218817477819841,14.455532193084538,3.2828597716467,6.351666039519873,10.637943814751615,10.002232392381613,True,69,high_split,0.0236922523599258,-280.29149401038484,2.5
1,0,real_even_odd,34,02_dnn/08_mnist/runs/final/single_dataset_10x10_box_n_train_512_60ref_allrule_sparse_0p010_to_2p500/04_exact_reference_search/selected_reference_pool/split_000/real_even_odd/ref_034/theta.npy,02_dnn/08_mnist/runs/final/single_dataset_10x10_box_n_train_512_60ref_allrule_sparse_0p010_to_2p500/01_dataset_prepare/raw_datasets/split_000/real_even_odd/dataset.npz,2701034,adam,2461,0.0,0.12109375,0.0011657433614018,0.5968606010377451,0.702157152968595,15.813672261494808,1.6377991045187992,5.613441691626327,9.077177169171886,8.709832074369885,,35,low_split,3.428839839007392e-05,-304.2206255983193,2.5
2,0,teacher_nn,45,02_dnn/08_mnist/runs/final/single_dataset_10x10_box_n_train_512_60ref_allrule_sparse_0p010_to_2p500/04_exact_reference_search/selected_reference_pool/split_000/teacher_nn/ref_045/theta.npy,02_dnn/08_mnist/runs/final/single_dataset_10x10_box_n_train_512_60ref_allrule_sparse_0p010_to_2p500/01_dataset_prepare/raw_datasets/split_000/teacher_nn/dataset.npz,2702045,adam,2461,0.0,0.12548828125,0.0024465512012657,1.2526342150480576,0.6317296790934752,11.913580769461529,1.4098879569847598,4.48092959277471,9.846977532341576,8.897634900519211,,46,high_split,0.008127618888717,-98.5009898822009,0.3
2,0,teacher_nn,23,02_dnn/08_mnist/runs/final/single_dataset_10x10_box_n_train_512_60ref_allrule_sparse_0p010_to_2p500/04_exact_reference_search/selected_reference_pool/split_000/teacher_nn/ref_023/theta.npy,02_dnn/08_mnist/runs/final/single_dataset_10x10_box_n_train_512_60ref_allrule_sparse_0p010_to_2p500/01_dataset_prepare/raw_datasets/split_000/teacher_nn/dataset.npz,2702023,adam,2461,0.0,0.11474609375,0.0083272106960093,4.26353187635681,0.4625023028850024,13.396946761463576,0.525742455752098,3.0583998125150607,8.531957834587796,7.759836280998076,,24,low_split,4.298480260136172e-05,-112.63182523415992,0.3
2,0,teacher_nn,1025,/home/bjyong/Complexity/local_project/03_dnn_mnist/03_reference_search/raw_outputs/extra_reference_pool/04_extra_reference_search/selected_reference_pool/split_000/teacher_nn/ref_1025/theta.npy,02_dnn/08_mnist/runs/final/single_dataset_10x10_box_n_train_512_60ref_allrule_sparse_0p010_to_2p500/01_dataset_prepare/raw_datasets/split_000/teacher_nn/dataset.npz,4703625,adam,2461,0.0,0.1123046875,0.0035428144404533,1.813920993512129,0.5096037673293461,11.972164474585943,0.9168213958511248,4.280350079602373,8.951618221240231,8.219146771189955,True,86,high_split,0.016154341358012,-246.434594145122,1.0
2,0,teacher_nn,1003,/home/bjyong/Complexity/local_project/03_dnn_mnist/03_reference_search/raw_outputs/extra_reference_pool/04_extra_reference_search/selected_reference_pool/split_000/teacher_nn/ref_1003/theta.npy,02_dnn/08_mnist/runs/final/single_dataset_10x10_box_n_train_512_60ref_allrule_sparse_0p010_to_2p500/01_dataset_prepare/raw_datasets/split_000/teacher_nn/dataset.npz,4703603,adam,2461,0.0,0.119140625,0.0042365500165634,2.169113608480498,0.5177156894628976,13.35850178856012,0.3056861963073257,4.204501732252514,9.197769139259576,8.257690017487377,True,64,low_split,0.0002831105696116,-269.85704636052674,1.0
2,0,teacher_nn,14,02_dnn/08_mnist/runs/final/single_dataset_10x10_box_n_train_512_60ref_allrule_sparse_0p010_to_2p500/04_exact_reference_search/selected_reference_pool/split_000/teacher_nn/ref_014/theta.npy,02_dnn/08_mnist/runs/final/single_dataset_10x10_box_n_train_512_60ref_allrule_sparse_0p010_to_2p500/01_dataset_prepare/raw_datasets/split_000/teacher_nn/dataset.npz,2702014,adam,2461,0.0,0.12841796875,0.0009086804532935,0.4652443920863099,0.647875838710986,15.273887274271834,2.2938692854573035,5.819302092192952,10.48909487443418,9.725356694920052,,15,high_split,0.01984881787625,-350.50427814909955,2.5
2,0,teacher_nn,1001,/home/bjyong/Complexity/local_project/03_dnn_mnist/03_reference_search/raw_outputs/extra_reference_pool/04_extra_reference_search/selected_reference_pool/split_000/teacher_nn/ref_1001/theta.npy,02_dnn/08_mnist/runs/final/single_dataset_10x10_box_n_train_512_60ref_allrule_sparse_0p010_to_2p500/01_dataset_prepare/raw_datasets/split_000/teacher_nn/dataset.npz,4703601,adam,2461,0.0,0.11767578125,0.0051311073449123,2.6271269605951386,0.4961423010240365,12.282063124152026,0.8578643152533263,3.5993394552262785,7.987451527236356,7.339666808068069,True,62,low_split,0.0001619517765507,-384.7656857210318,2.5
