run,radius,high_beta_count,slope_phi_energy_per_beta,slope_ci95_low,slope_ci95_high,slope_significant
30_dataset,2.47,6,0.0015181896312779037,0.00013710625089888556,0.002899273011656922,yes
30_dataset,2.48,6,0.0015246620043192773,0.00015083005410251025,0.002898493954536044,yes
30_dataset,2.49,6,0.0015260962210312135,0.00016991520844435192,0.0028822772336180753,yes
30_dataset,2.5,6,0.0015033068191303905,0.00015036982563394036,0.0028562438126268404,yes
90_dataset,0.01,6,0.001286543113319702,0.0008906084366270351,0.0016824777900123688,yes
90_dataset,0.02,6,0.0012896310638058784,0.0008932939980881235,0.0016859681295236333,yes
90_dataset,0.03,6,0.001295214554526593,0.000897614191614381,0.0016928149174388052,yes
90_dataset,0.04,6,0.001302569055966583,0.000902992014961451,0.0017021460969717152,yes
90_dataset,0.05,6,0.0013110762882944612,0.0009086896485857199,0.0017134629280032025,yes
90_dataset,0.06,6,0.001320162652991012,0.0009147222853199774,0.0017256030206620463,yes
90_dataset,0.07,6,0.0013291580404667061,0.0009202575521361741,0.0017380585287972382,yes
90_dataset,0.08,6,0.0013379611830035213,0.0009253419788594706,0.001750580387147572,yes
90_dataset,0.09,6,0.0013461506532461132,0.000929778138524474,0.0017625231679677523,yes
90_dataset,0.1,6,0.0013532357702584412,0.0009327656959775216,0.0017737058445393607,yes
90_dataset,0.11,6,0.0013591288486287884,0.0009345520611763716,0.001783705636081205,yes
90_dataset,0.12,6,0.001364401258777319,0.0009358230846939057,0.0017929794328607322,yes
90_dataset,0.13,6,0.0013678592026998612,0.0009355297862206999,0.0018001886191790224,yes
90_dataset,0.14,6,0.0013702283987913084,0.0009337506015032325,0.0018067061960793842,yes
90_dataset,0.15,6,0.0013712809564156829,0.0009306612646581647,0.001811900648173201,yes
90_dataset,0.16,6,0.0013706945074344272,0.0009262846633727142,0.00181510435149614,yes
90_dataset,0.17,6,0.0013688899764323296,0.0009203530422530967,0.0018174269106115625,yes
90_dataset,0.18,6,0.0013650958512198637,0.0009130295373715855,0.0018171621650681419,yes
90_dataset,0.19,6,0.0013606371475187772,0.0009048759303767659,0.0018163983646607884,yes
90_dataset,0.2,6,0.0013551593578085257,0.0008971399928749135,0.001813178722742138,yes
90_dataset,0.21,6,0.0013484083108621279,0.0008869519694325028,0.001809864652291753,yes
90_dataset,0.22,6,0.0013412253568972161,0.0008756940623094445,0.0018067566514849878,yes
90_dataset,0.23,6,0.0013318934878894769,0.0008629671065460546,0.0018008198692328991,yes
90_dataset,0.24,6,0.0013217783872429283,0.0008512625966496044,0.001792294177836252,yes
90_dataset,0.25,6,0.001310200244299117,0.0008346269043370357,0.0017857735842611985,yes
90_dataset,0.26,6,0.0012987763360708816,0.0008205211483949605,0.0017770315237468025,yes
90_dataset,0.27,6,0.0012870292852994508,0.000805974178579752,0.0017680843920191496,yes
90_dataset,0.28,6,0.0012745426182911622,0.0007893523292045988,0.0017597329073777257,yes
90_dataset,0.29,6,0.0012598954020219227,0.0007705850690917742,0.0017492057349520712,yes
90_dataset,0.3,6,0.001244978666871459,0.0007511283168751268,0.0017388290168677911,yes
90_dataset,0.31,6,0.0012313504257756747,0.0007344551222872846,0.0017282457292640647,yes
90_dataset,0.32,6,0.0012161789715947132,0.0007161175824249526,0.0017162403607644738,yes
90_dataset,0.33,6,0.001202109769611472,0.0006992041531607622,0.0017050153860621818,yes
90_dataset,0.34,6,0.0011852098236264435,0.0006751513006984297,0.0016952683465544572,yes
90_dataset,0.35,6,0.0011701739040574767,0.0006572470405097877,0.0016831007676051657,yes
90_dataset,0.36,6,0.001155004781386832,0.0006374228753497157,0.0016725866874239483,yes
90_dataset,0.37,6,0.0011381383223342104,0.0006169194857443822,0.0016593571589240386,yes
90_dataset,0.38,6,0.0011218834353579424,0.000594622819929967,0.0016491440507859177,yes
90_dataset,0.39,6,0.0011029737480965209,0.0005713917110393579,0.0016345557851536838,yes
90_dataset,0.4,6,0.0010887161160102472,0.0005507676817254446,0.0016266645502950499,yes
90_dataset,0.41,6,0.0010738438125730539,0.0005298566293039745,0.0016178309958421334,yes
90_dataset,0.42,6,0.0010572930872116933,0.0005077441278525493,0.0016068420465708373,yes
90_dataset,0.43,6,0.0010408498097148784,0.00048558617391842424,0.0015961134455113326,yes
90_dataset,0.44,6,0.0010268057554384021,0.0004657739623834334,0.0015878375484933709,yes
90_dataset,0.45,6,0.0010100709812082148,0.0004413349097360605,0.001578807052680369,yes
90_dataset,0.46,6,0.0009952210833496758,0.00042449480142659434,0.0015659473652727572,yes
90_dataset,0.47,6,0.0009786024374453504,0.0003974100680716646,0.0015597948068190363,yes
90_dataset,0.48,6,0.0009636714342411827,0.0003771097236082248,0.0015502331448741405,yes
90_dataset,0.49,6,0.00094878607520531,0.0003550171809616621,0.001542554969448958,yes
90_dataset,0.5,6,0.0009354889887467161,0.00033647502405700523,0.001534502953436427,yes
90_dataset,0.51,6,0.0009208692145167965,0.0003139381276511939,0.0015278003013823992,yes
90_dataset,0.52,6,0.0009072522517762051,0.0002956217350101668,0.0015188827685422433,yes
90_dataset,0.53,6,0.0008919566626461364,0.00027158206402208855,0.0015123312612701843,yes
90_dataset,0.54,6,0.0008784558818608616,0.000247088354167771,0.0015098234095539521,yes
90_dataset,0.55,6,0.0008650044333109228,0.00022873694793737497,0.0015012719186844707,yes
90_dataset,0.56,6,0.000851763601604625,0.00021230559202475895,0.001491221611184491,yes
90_dataset,0.57,6,0.000842391054734393,0.00019766288704684985,0.0014871192224219362,yes
