beta,radius,ref_count,dphi_full_dr,dphi_energy_dr,dphi_entropic_dr,mean_dlogZ_inf_full_dr,sd_dlogZ_inf_full_dr,claim
0.05,0.01,2700,99.96006845676203,-0.0006388123931805744,99.96070726915521,-1.6257775406445618,1.562238272869814,pass
0.05,0.02,2700,49.97841358700249,-0.0019400475751138852,49.980353634577604,-4.937421078664838,3.4859297587226195,pass
0.05,0.03,2700,33.31690342429861,-0.0033323320864644375,33.320235756385074,-8.480785160051994,4.8244467570217,pass
0.05,0.04,2700,24.98563674532021,-0.0045400719685921255,24.990176817288802,-11.55448316006696,5.628809196497254,pass
0.05,0.05,2700,19.986626859078854,-0.005514594752187747,19.992141453831042,-14.034643644317818,6.11805627778603,pass
0.05,0.06,2700,16.653853080596782,-0.006264797595753121,16.660117878192537,-15.943909881191694,6.4132506817107275,pass
0.05,0.07,2700,14.273273759786347,-0.00682727866439619,14.280101038450743,-17.375424200888304,6.598220957016391,pass
0.05,0.08,2700,12.487851737494102,-0.007236671150299398,12.495088408644401,-18.417328077511968,6.6959234740732425,pass
0.05,0.09,2700,11.09921677774761,-0.0075284743807460825,11.106745252128357,-19.15996729899878,6.763201237869216,pass
0.05,0.1,2700,9.988348285268073,-0.007722441647448704,9.996070726915521,-19.653613992756952,6.782734876606951,pass
0.05,0.11,2700,9.079494091408957,-0.007842933059699757,9.087337024468656,-19.960264636935882,6.780241547118486,pass
0.05,0.12,2700,8.32215361521522,-0.007905323881050015,8.330058939096268,-20.119049277272286,6.766999816597177,pass
0.05,0.13,2700,7.681360952204671,-0.00792422234572883,7.6892851745504,-20.167145869879874,6.737859522121317,pass
0.05,0.14,2700,7.132143874426054,-0.007906644799317516,7.140050519225372,-20.122411014263076,6.701577707174858,pass
0.05,0.15,2700,6.656185014276116,-0.007862137000897594,6.664047151277014,-20.00913866728438,6.647211305644877,pass
0.05,0.16,2700,6.239749437663899,-0.007794766658302059,6.2475442043222005,-19.837681145378742,6.5911247104944195,pass
