source,case_id,case_label,complexity_axis,radius,n_refs,phi_energy_raw_mean,phi_energy_raw_sem,d_phi_energy_raw_dd_mean,d_phi_energy_raw_dd_sem,d2_phi_energy_raw_dd2_mean,d2_phi_energy_raw_dd2_sem,positive_curvature_mean
mnist_rule,real_even_odd,rule: even odd,0.4932864276461805,0.1,90,-0.003049406611648453,9.384974049831398e-05,-0.09336474783675816,0.0013668036874650803,-0.25817190000424683,0.018461817689711044,0.007702209927340463
mnist_rule,real_even_odd,rule: even odd,0.4932864276461805,0.15,90,-0.007717644003486361,0.00015348167094826338,-0.1062733428369705,0.0012542110981119637,-0.29454601459076296,0.013254929811626015,0.000941726470488111
mnist_rule,real_even_odd,rule: even odd,0.4932864276461805,0.2,90,-0.013676740895345504,0.00019547260569259255,-0.12281934929583446,0.001247780310613847,-0.1701031394600089,0.021138151977454573,0.018727785033827608
mnist_rule,real_even_odd,rule: even odd,0.4932864276461805,0.25,90,-0.019999578933069806,0.0002397679960756293,-0.1232836567829714,0.0016751000495156972,0.05650359793709958,0.022855161628720765,0.11703275835399804
mnist_rule,real_even_odd,rule: even odd,0.4932864276461805,0.3,90,-0.026005106573642637,0.0002655914430691442,-0.1171689895021245,0.0016254106840813698,0.14625915684695534,0.03173225208058729,0.20679751447017128
mnist_rule,real_even_odd,rule: even odd,0.4932864276461805,0.35,90,-0.03171647788328225,0.0002633670900397661,-0.10865774109827586,0.002039790794119034,0.20427093019836834,0.029765063123749946,0.24655643781564002
mnist_rule,real_even_odd,rule: even odd,0.4932864276461805,0.4,90,-0.03687088068347023,0.00029582232364029875,-0.09674189648228763,0.002042520220263518,0.25799068049594687,0.038763993586990925,0.3152450925236428
mnist_rule,real_even_odd,rule: even odd,0.4932864276461805,0.45,90,-0.04139066753151102,0.00029407612837558425,-0.08285867304868119,0.0025635247098452565,0.19376334496767406,0.04227385274698991,0.2760701612621571
mnist_rule,real_even_odd,rule: even odd,0.4932864276461805,0.5,90,-0.045156747988338346,0.00028519134216792834,-0.07736556198552025,0.002931515923820994,0.09321123193445335,0.045618227666630796,0.22134708621286153
mnist_rule,real_even_odd,rule: even odd,0.4932864276461805,0.55,90,-0.04912722373006305,0.0002765031385730319,-0.07353754985523585,0.00286764314659827,0.10758713674192753,0.054406083095795935,0.2699577286081427
mnist_rule,real_even_odd,rule: even odd,0.4932864276461805,0.6,90,-0.05251050297386192,0.00028879102444465945,-0.06660684831132749,0.0032918005178571314,0.11395504061114396,0.055647327303251254,0.2752135729214081
mnist_rule,real_even_odd,rule: even odd,0.4932864276461805,0.65,90,-0.0557879085611958,0.0003288195659690879,-0.06214204579412148,0.003397816340825018,0.03707104378034167,0.05993976740786671,0.2529031845234094
mnist_rule,real_even_odd,rule: even odd,0.4932864276461805,0.7,90,-0.05872470755327406,0.0002984532537950889,-0.0628997439332933,0.003572071540601816,0.03525605622155042,0.06835849644360241,0.2746130430681589
mnist_rule,real_even_odd,rule: even odd,0.4932864276461805,0.75,90,-0.06207788295452515,0.00032494500765373234,-0.058616440171966426,0.004044871391118972,0.04569424037486035,0.06355521565868563,0.27277336626402593
mnist_rule,real_even_odd,rule: even odd,0.4932864276461805,0.8,90,-0.06458635157047071,0.0003298927887735968,-0.05833031989580727,0.003910634438976348,0.1131240054183603,0.07133470831432315,0.33322234398905315
mnist_rule,real_even_odd,rule: even odd,0.4932864276461805,0.85,90,-0.06791091494410585,0.00037496497730707303,-0.04730403963013042,0.00395990871579841,0.128998714855861,0.07247003540389471,0.34306921014451647
mnist_rule,real_even_odd,rule: even odd,0.4932864276461805,0.9,90,-0.06931675553348375,0.00033739751624437323,-0.045430448410221196,0.004113289015544333,-0.03229955598407074,0.07193806974458672,0.24829549286808408
mnist_rule,real_even_odd,rule: even odd,0.4932864276461805,0.95,90,-0.07245395978512795,0.00033773228571269627,-0.05053399522853746,0.0046103134893297456,0.07106542986030127,0.1159368763125827,0.4773731416819766
mnist_rule,real_even_odd,rule: even odd,0.4932864276461805,1.0,90,-0.07437015505633751,0.00039800700290285404,-0.038323905424191035,0.009750533039155454,0.24420179608692838,0.1574354828013166,0.7522477073988859
mnist_rule,teacher_nn,rule: teacher nn,0.6843772639598127,0.1,90,-0.00877639946964499,0.0002347482110466849,-0.16843499509179458,0.002441029214669096,-0.07802249648572158,0.04591233992097418,0.13712091423648984
mnist_rule,teacher_nn,rule: teacher nn,0.6843772639598127,0.15,90,-0.017198149224234717,0.00032487469097247347,-0.17233611991608067,0.0016555195562364818,-0.03594382106247467,0.034448020060282886,0.11747650718883901
mnist_rule,teacher_nn,rule: teacher nn,0.6843772639598127,0.2,90,-0.026010011461253053,0.00035368424649855263,-0.172029377198042,0.0020658768200521524,0.072450824403945,0.030556904501431514,0.1542156658728094
mnist_rule,teacher_nn,rule: teacher nn,0.6843772639598127,0.25,90,-0.03440108694403892,0.0003925278731968759,-0.16509103747568615,0.002024232291634934,0.2466667007020453,0.04141036778722482,0.3114911288818862
mnist_rule,teacher_nn,rule: teacher nn,0.6843772639598127,0.3,90,-0.042519115208821665,0.00037790061171330325,-0.1473627071278375,0.002804494399071035,0.25298198345788464,0.0388098636197949,0.31019333317902165
mnist_rule,teacher_nn,rule: teacher nn,0.6843772639598127,0.35,90,-0.049137357656822665,0.00039633517659214243,-0.1397928391298977,0.0025310852255577073,0.25107623043845934,0.05274383053467789,0.34985471942452645
mnist_rule,teacher_nn,rule: teacher nn,0.6843772639598127,0.4,90,-0.05649839912181144,0.0003761526107589145,-0.12225508408399155,0.0032404759580136567,0.37572365324634865,0.047420328539796774,0.43179468452402076
mnist_rule,teacher_nn,rule: teacher nn,0.6843772639598127,0.45,90,-0.06136286606522184,0.0003977051296892265,-0.10222047380526283,0.003153021565074808,0.20623841077834904,0.06116527356032852,0.35868327035747877
mnist_rule,teacher_nn,rule: teacher nn,0.6843772639598127,0.5,90,-0.06672044650233772,0.0004297716841648539,-0.10163124300615664,0.003869654067683013,0.07343079226163958,0.05747173637615185,0.2589611914466751
mnist_rule,teacher_nn,rule: teacher nn,0.6843772639598127,0.55,90,-0.0715259903658375,0.00044680185561843,-0.09487739457909886,0.0036716150844460123,0.05778432380443519,0.07266681288215977,0.30311285293977713
mnist_rule,teacher_nn,rule: teacher nn,0.6843772639598127,0.6,90,-0.0762081859602476,0.0004498675533107301,-0.09585281062571309,0.004446350037235371,0.11034604926090998,0.07549840038925268,0.35075031232009424
mnist_rule,teacher_nn,rule: teacher nn,0.6843772639598127,0.65,90,-0.08111127142840882,0.0004197692563255981,-0.08384278965300786,0.004881172678282798,0.21482802070563212,0.08257222808119809,0.439843556273558
