beta,radius,ref_count,phi_full,phi_energy,phi_full_quenched,phi_energy_full_quenched,phi_stripped_proxy,phi_energy_stripped_proxy,phi_full_annealed,phi_energy_full_annealed,phi_stripped_annealed,reference_prior_correction_per_P,theta_ref_norm_sq_mean,area_term,derivative_ref_count,mean_dlogZ_inf_full_dr,sd_dlogZ_inf_full_dr,dphi_full_dr,dphi_energy_dr,dphi_entropic_dr,claim
0.09,0.67,2700,-0.4049702975444596,-0.0046500895196711,-0.4049702975444596,-0.0046500895196711,-0.4035654026505851,-0.0032451946257966,-0.4036472469751974,-0.0033270389504088,-0.402801242819445,-0.0014048948938745,18199.078699995163,-0.4003202080247884,2700,-8.551231014791401,3.027796000481562,1.488590842576952,-0.0033600121865585,1.4919508547635103,pass
0.09,0.68,2700,-0.3901939320189191,-0.0046829885274893,-0.3901939320189191,-0.0046829885274893,-0.3887890371250446,-0.0032780936336148,-0.3888605328250799,-0.00334958933365,-0.3880150071850656,-0.0014048948938745,18199.078699995163,-0.3855109434914298,2700,-8.45562052780733,2.9758593096056734,1.46668795680174,-0.0033224442152484,1.4700104010169883,pass
0.09,0.69,2700,-0.3756346767170349,-0.0047167963797945,-0.3756346767170349,-0.0047167963797945,-0.3742297818231604,-0.00331190148592,-0.3742886699568891,-0.0033707896196487,-0.3734449827976898,-0.0014048948938745,18199.07869999516,-0.3709178803372404,2700,-8.367866125435935,2.945754775220705,1.4454179393374045,-0.0032879631141202,1.4487059024515248,pass
0.09,0.7,2700,-0.3612839248381302,-0.0047491282251103,-0.3612839248381302,-0.0047491282251103,-0.3598790299442557,-0.0033442333312358,-0.3599248115361683,-0.0033900149231484,-0.359082626138874,-0.0014048948938745,18199.07869999516,-0.3565347966130198,2700,-8.276383393521341,2.898226593155089,1.4247580867945748,-0.0032520170504995,1.4280101038450743,pass
0.09,0.71,2700,-0.3471372454736863,-0.0047815103221742,-0.3471372454736863,-0.0047815103221742,-0.3457323505798118,-0.0033766154282997,-0.3457663895478349,-0.0034106543963229,-0.3449259534072513,-0.0014048948938745,18199.078699995163,-0.342355735151512,2700,-8.193648307359105,2.8667240904860685,1.40467777730528,-0.0032195081757796,1.4078972854810594,pass
0.09,0.72,2700,-0.333188767790858,-0.0048137790376714,-0.333188767790858,-0.0048137790376714,-0.3317838728969835,-0.0034088841437969,-0.331807242781806,-0.0034322540286195,-0.3309675517455051,-0.0014048948938745,18199.078699995163,-0.3283749887531865,2700,-8.102763262360082,2.830763832970359,1.3851593595563747,-0.0031837969596699,1.388343156516045,pass
0.09,0.73,2700,-0.3194329916354971,-0.0048459052417063,-0.3194329916354971,-0.0048459052417063,-0.3180280967416226,-0.0034410103478318,-0.3180389769928827,-0.0034518905990919,-0.3172007745216928,-0.0014048948938745,18199.078699995163,-0.3145870863937907,2700,-8.029210651480032,2.8122225539363264,1.3661698609814676,-0.0031548961302475,1.3693247571117153,pass
0.09,0.74,2700,-0.3058630716110632,-0.0048762912408091,-0.3058630716110632,-0.0048762912408091,-0.3044581767171887,-0.0034713963469346,-0.3044585419204313,-0.0034717615501772,-0.3036215892423219,-0.0014048948938745,18199.078699995163,-0.300986780370254,2700,-7.932962121290195,2.754305093819773,1.347703291047759,-0.0031170774543379,1.3508203685020974,pass
0.09,0.75,2700,-0.2924767125926616,-0.0049076782832979,-0.2924767125926616,-0.0049076782832979,-0.2910718176987871,-0.0035027833894234,-0.2910600469491577,-0.003491012639794,-0.2902242388678717,-0.0014048948938745,18199.078699995163,-0.2875690343093637,2700,-7.857256154851019,2.7427767275503743,1.329722099742691,-0.0030873305127115,1.3328094302554028,pass
0.09,0.76,2700,-0.2792676577559259,-0.0049386457852861,-0.2792676577559259,-0.0049386457852861,-0.2778627628620513,-0.0035337508914115,-0.2778403979239395,-0.0035113859532998,-0.2770055965756997,-0.0014048948938745,18199.078699995163,-0.2743290119706397,2700,-7.786052111997773,2.69815927594984,1.3122131115680291,-0.0030593524998026,1.3152724640678315,pass
0.09,0.77,2700,-0.2662305929800211,-0.0049685261989081,-0.2662305929800211,-0.0049685261989081,-0.2648256980861466,-0.0035636313050336,-0.2647931556201466,-0.0035310888390335,-0.2639595175725218,-0.0014048948938745,18199.07869999516,-0.261262066781113,2700,-7.69755410962199,2.6556265173234563,1.295166424277596,-0.0030245792179261,1.2981910034955222,pass
0.09,0.78,2700,-0.2533628140453522,-0.0049990820000151,-0.2533628140453522,-0.0049990820000151,-0.2519579191514777,-0.0035941871061406,-0.2519128365370755,-0.0035491044917383,-0.2510802738965376,-0.0014048948938745,18199.07869999516,-0.2483637320453371,2700,-7.621872118370523,2.626224167326042,1.2785526873949276,-0.0029948416968057,1.2815475290917333,pass
0.09,0.79,2700,-0.2406583098431135,-0.0050285980640952,-0.2406583098431135,-0.0050285980640952,-0.239253414949239,-0.0036237031702207,-0.2391995311780874,-0.0035698193990691,-0.2383680784886789,-0.0014048948938745,18199.078699995163,-0.2356297117790183,2700,-7.552775124304945,2.5925210065154296,1.2623577168694131,-0.0029676916009056,1.265325408470319,pass
0.09,0.8,2700,-0.2281132187573566,-0.0050573466381623,-0.2281132187573566,-0.0050573466381623,-0.226708323863482,-0.0036524517442877,-0.2266429146565039,-0.0035870425373096,-0.2258129616043167,-0.0014048948938745,18199.078699995163,-0.2230558721191942,2700,-7.471830515865621,2.558729185394045,1.246572954610662,-0.0029358862537782,1.24950884086444,pass
0.09,0.81,2700,-0.2157250428245491,-0.0050868095565648,-0.2157250428245491,-0.0050868095565648,-0.2143201479306745,-0.0036819146626902,-0.2142442672194189,-0.0036060339514346,-0.2134152979432845,-0.0014048948938745,18199.07869999516,-0.2106382332679842,2700,-7.405300869524865,2.531985673235474,1.23117306085313,-0.0029097449389095,1.2340828057920394,pass
0.09,0.82,2700,-0.2034896076861867,-0.0051166457555601,-0.2034896076861867,-0.0051166457555601,-0.2020847127923122,-0.0037117508616856,-0.201997503655732,-0.0036245417251054,-0.2011698642200844,-0.0014048948938745,18199.07869999516,-0.1983729619306266,2700,-7.336882982959791,2.5215360405360943,1.2161501537946109,-0.0028828616828918,1.2190330154775024,pass
0.09,0.83,2700,-0.1914016356175606,-0.0051452714057101,-0.1914016356175606,-0.0051452714057101,-0.1899967407236861,-0.0037403765118356,-0.1899005726237443,-0.0036442084118938,-0.1890734300847954,-0.0014048948938745,18199.078699995163,-0.1862563642118504,2700,-7.270871578707831,2.491284579831796,1.2014889467132213,-0.0028569239994922,1.2043458707127137,pass
0.09,0.84,2700,-0.1794583061398462,-0.005173427202198,-0.1794583061398462,-0.005173427202198,-0.1780534112459717,-0.0037685323083235,-0.1779472929733151,-0.0036624140356669,-0.1771210079353709,-0.0014048948938745,18199.078699995163,-0.1742848789376482,2700,-7.203019688132761,2.46246400167035,1.18717815673214,-0.0028302631387555,1.1900084198708956,pass
0.09,0.85,2700,-0.1676568115397972,-0.0052017401675616,-0.1676568115397972,-0.0052017401675616,-0.1662519166459226,-0.0037968452736871,-0.1661354321326746,-0.003680360760439,-0.1653104819983657,-0.0014048948938745,18199.078699995163,-0.1624550713722355,2700,-7.142130217083802,2.444960847838749,1.1732019828108071,-0.0028063380027834,1.1760083208135907,pass
0.09,0.86,2700,-0.1559933500720542,-0.0052297227695862,-0.1559933500720542,-0.0052297227695862,-0.1545884551781796,-0.0038248278757117,-0.154462307236896,-0.003698679934428,-0.1536381410055912,-0.0014048948938745,18199.078699995163,-0.1507636273024679,2700,-7.063577048053175,2.393834147187317,1.159558333137787,-0.0027754723175061,1.1623338054552932,pass
0.09,0.87,2700,-0.1444631158464624,-0.005255768382241,-0.1444631158464624,-0.005255768382241,-0.1430582209525879,-0.0038508734883665,-0.1429236998184656,-0.0037163523542442,-0.1421004097549624,-0.0014048948938745,18199.078699995163,-0.1392073474642214,2700,-6.996119643739788,2.346159595483219,1.1462246803107046,-0.0027489664611944,1.148973646771899,pass
0.09,0.88,2700,-0.1330672665000459,-0.0052841242127582,-0.1330672665000459,-0.0052841242127582,-0.1316623716061714,-0.0038792293188837,-0.1315153601792757,-0.003732217891988,-0.1306935470239895,-0.0014048948938745,18199.078699995163,-0.1277831422872876,2700,-6.93932395138943,2.3494251683832568,1.1331904781759143,-0.0027266498826677,1.135917128058582,pass
0.09,0.89,2700,-0.1217989432621207,-0.0053109163249338,-0.1217989432621207,-0.0053109163249338,-0.1203940483682462,-0.0039060214310593,-0.1202391614760692,-0.0037511345388823,-0.1194181238372943,-0.0014048948938745,18199.078699995163,-0.1164880269371868,2700,-6.878560498358867,2.3085330118570204,1.1204512399975544,-0.0027027742626164,1.1231540142601708,pass
0.09,0.9,2700,-0.1106579349727432,-0.005338818338751,-0.1106579349727432,-0.005338818338751,-0.1092530400788687,-0.0039339234448765,-0.1090881723651282,-0.003769055731136,-0.108267915659515,-0.0014048948938745,18199.078699995163,-0.1053191166339921,2700,-6.814168241415079,2.2748998031468544,1.1079970524264249,-0.0026774727864106,1.1106745252128356,pass
