source,case_id,case_label,complexity_axis,ref_key,radius,phi_energy_raw,d_phi_energy_raw_dd,d2_phi_energy_raw_dd2,positive_curvature
mnist_rule,random_label,rule: random label,0.985558573825462,mnist_rule:random_label:0,0.1,-0.0286748409952243,-0.7266232564751062,-1.1809590204254163,0.0
mnist_rule,random_label,rule: random label,0.985558573825462,mnist_rule:random_label:0,0.15,-0.0650060038189796,-0.785671207496377,-1.1301931955733178,0.0
mnist_rule,random_label,rule: random label,0.985558573825462,mnist_rule:random_label:0,0.2,-0.107241961744862,-0.8396425760324379,2.965962606932231,2.965962606932231
mnist_rule,random_label,rule: random label,0.985558573825462,mnist_rule:random_label:0,0.25,-0.1489702614222234,-0.4890749468031541,7.018989238935409,7.018989238935409
mnist_rule,random_label,rule: random label,0.985558573825462,mnist_rule:random_label:0,0.3,-0.1561494564251774,-0.13774365213889728,3.9374916960517328,3.9374916960517328
mnist_rule,random_label,rule: random label,0.985558573825462,mnist_rule:random_label:0,0.35,-0.1627446266361131,-0.09532577719798097,1.6530250884937563,1.6530250884937563
mnist_rule,random_label,rule: random label,0.985558573825462,mnist_rule:random_label:0,0.4,-0.1656820341449755,0.02755885671047853,2.0674764806876214,2.0674764806876214
mnist_rule,random_label,rule: random label,0.985558573825462,mnist_rule:random_label:0,0.45,-0.1599887409650653,0.11142187087078126,0.04600021567644497,0.04600021567644497
mnist_rule,random_label,rule: random label,0.985558573825462,mnist_rule:random_label:0,0.5,-0.1545398470578974,0.032158878278123026,-1.5780303461655794,0.0
mnist_rule,random_label,rule: random label,0.985558573825462,mnist_rule:random_label:0,0.55,-0.156772853137253,-0.04638116374577672,-0.5867442040621753,0.0
mnist_rule,random_label,rule: random label,0.985558573825462,mnist_rule:random_label:0,0.6,-0.159177963432475,-0.026515542128094705,0.7724217350486955,0.7724217350486955
mnist_rule,random_label,rule: random label,0.985558573825462,mnist_rule:random_label:0,0.65,-0.1594244073500625,0.030861009759092894,0.8722708043042977,0.8722708043042977
mnist_rule,random_label,rule: random label,0.985558573825462,mnist_rule:random_label:0,0.7,-0.1560918624565657,0.06071153830233511,-0.46224560051083546,0.0
mnist_rule,random_label,rule: random label,0.985558573825462,mnist_rule:random_label:0,0.75,-0.153353253519829,-0.01536355029199088,-1.2613964676601908,0.0
mnist_rule,random_label,rule: random label,0.985558573825462,mnist_rule:random_label:0,0.8,-0.1576282174857648,-0.06542810846368408,-0.21603569057050911,0.0
mnist_rule,random_label,rule: random label,0.985558573825462,mnist_rule:random_label:0,0.85,-0.1598960643661974,-0.036967119349041955,1.0253564509337,1.0253564509337
mnist_rule,random_label,rule: random label,0.985558573825462,mnist_rule:random_label:0,0.9,-0.161324929420669,0.03710753662968602,0.5146368016332526,0.5146368016332526
mnist_rule,random_label,rule: random label,0.985558573825462,mnist_rule:random_label:0,0.95,-0.1561853107032288,0.014496560814283521,-1.1090678934992384,0.0
mnist_rule,random_label,rule: random label,0.985558573825462,mnist_rule:random_label:0,1.0,-0.1598752733392407,-0.07379925272023795,-1.765916270690428,0.0
