rule,radius,delta_phi_energy_mean,bootstrap_sd,ci95_low,ci95_high
random_label,0.01,0.0,0.0,0.0,0.0
random_label,0.02,-0.0012857298274995845,0.0001925493448449211,-0.0016631265433956297,-0.0009083331116035391
random_label,0.03,-0.004414721417877294,0.0004563625808602708,-0.005309192076363425,-0.0035202507593911636
random_label,0.04,-0.009796305288169087,0.0010431476683815354,-0.011840874718196897,-0.007751735858141278
random_label,0.05,-0.01938977279684329,0.0014513210426064878,-0.022234362040352004,-0.016545183553334574
random_label,1.82,-0.3136889239498951,0.004350890748352799,-0.3222166698166666,-0.30516117808312365
real_even_odd,0.01,0.0,0.0,0.0,0.0
real_even_odd,0.02,-5.0250621838403945e-05,9.463473362552705e-06,-6.879902962900725e-05,-3.1702214047800645e-05
real_even_odd,0.03,-0.0001695472108809187,2.9446726969588066e-05,-0.0002272627957413113,-0.00011183162602052609
real_even_odd,0.04,-0.00043156840874302956,6.218960577010505e-05,-0.0005534600360524354,-0.00030967678143362364
real_even_odd,0.05,-0.0009008375622554157,9.764096549096193e-05,-0.0010922138546177011,-0.0007094612698931303
real_even_odd,0.06,-0.0016056477629503032,0.00014661311254195807,-0.001893009463532541,-0.0013182860623680652
real_even_odd,0.07,-0.0025356632114601034,0.0002060520842516543,-0.002939525296593346,-0.002131801126326861
real_even_odd,0.08,-0.003580616350769747,0.00022972565844743794,-0.004030878641326725,-0.0031303540602127685
real_even_odd,0.09,-0.005131010223111447,0.0003592472645673451,-0.005835134861663443,-0.0044268855845594505
real_even_odd,0.1,-0.0068830865492162645,0.000344034808113405,-0.007557394773118538,-0.006208778325313991
real_even_odd,0.11,-0.009035237052109724,0.00046231524587908416,-0.009941374934032729,-0.00812909917018672
real_even_odd,0.12,-0.011449648104021652,0.0005424365694614787,-0.01251282378016615,-0.010386472427877155
real_even_odd,0.13,-0.013989111652189223,0.0006889094260952222,-0.015339374127335858,-0.012638849177042588
real_even_odd,0.14,-0.017247397869536434,0.0010651599757899044,-0.019335111422084647,-0.01515968431698822
real_even_odd,0.15,-0.016951807108857277,0.0007134583067723081,-0.018350185390131002,-0.015553428827583553
teacher_nn,0.01,0.0,0.0,0.0,0.0
teacher_nn,0.02,-0.00016389060151550218,2.401977557191168e-05,-0.00021096936163644906,-0.0001168118413945553
teacher_nn,0.04,-0.0013955819278957178,0.00015033372434004728,-0.0016902360276022106,-0.0011009278281892251
teacher_nn,0.05,-0.0026240267520650966,0.00027152677928243585,-0.003156219239458671,-0.0020918342646715224
teacher_nn,0.06,-0.004323031483422273,0.00038405145304259937,-0.005075772331385768,-0.0035702906354587787
teacher_nn,0.07,-0.006277742484088617,0.0005748766775743075,-0.007404500772134259,-0.005150984196042974
teacher_nn,0.08,-0.008762681592256275,0.0006901654754504662,-0.010115405924139188,-0.007409957260373361
teacher_nn,0.09,-0.012747842512587893,0.0008070287735130091,-0.01432961890867339,-0.011166066116502395
teacher_nn,0.1,-0.015964387556003875,0.0010549207596635783,-0.018032032244944488,-0.013896742867063262
teacher_nn,0.12,-0.024506673324266377,0.001061031662012183,-0.026586295381810256,-0.022427051266722498
teacher_nn,0.13,-0.028724986647418314,0.00214572670520119,-0.03293061098961265,-0.02451936230522398
teacher_nn,0.15,-0.02950946820707041,0.0013367169735577532,-0.03212943347524361,-0.026889502938897213
teacher_nn,1.0,-0.17338180138234527,0.0010341693679298829,-0.17540877334348784,-0.1713548294212027
