rule,radius,d0,delta_phi_energy,delta_phi_full,n_units,qc_pass
random_label,0.01,0.01,0.0,0.0,5,True
random_label,0.02,0.01,-0.0012857298274995845,0.6915878039971279,5,True
random_label,0.03,0.01,-0.004414721417877294,1.093763847436309,5,True
random_label,0.04,0.01,-0.009796305288169087,1.375950762361086,5,True
random_label,0.05,0.01,-0.01938977279684329,1.5894127515944485,5,True
random_label,1.82,0.01,-0.3136889239498951,4.888263279634174,5,True
real_even_odd,0.01,0.01,0.0,0.0,5,True
real_even_odd,0.02,0.01,-5.0250621838403945e-05,0.6928232832027892,5,True
real_even_odd,0.03,0.01,-0.0001695472108809187,1.0980090216433054,5,True
real_even_odd,0.04,0.01,-0.00043156840874302956,1.3853154992405121,5,True
real_even_odd,0.05,0.01,-0.0009008375622554157,1.6079016868290363,5,True
real_even_odd,0.06,0.01,-0.0016056477629503032,1.7894464549158635,5,True
real_even_odd,0.07,0.01,-0.0025356632114601034,1.9426062623345541,5,True
real_even_odd,0.08,0.01,-0.003580616350769747,2.0750399851231127,5,True
real_even_odd,0.09,0.01,-0.005131010223111447,2.1912261274852614,5,True
real_even_odd,0.1,0.01,-0.0068830865492162645,2.2947929716667033,5,True
real_even_odd,0.11,0.01,-0.009035237052109724,2.387913373577766,5,True
real_even_odd,0.12,0.01,-0.011449648104021652,2.47247598839942,5,True
real_even_odd,0.13,0.01,-0.013989111652189223,2.549947632561238,5,True
real_even_odd,0.14,0.01,-0.017247397869536434,2.6207680615011055,5,True
real_even_odd,0.15,0.01,-0.016951807108857277,2.690029286136621,5,True
teacher_nn,0.01,0.01,0.0,0.0,5,True
teacher_nn,0.02,0.01,-0.00016389060151550218,0.6927096432231121,5,True
teacher_nn,0.04,0.01,-0.0013955819278957178,1.3843514857213595,5,True
teacher_nn,0.05,0.01,-0.0026240267520650966,1.6061784976392266,5,True
teacher_nn,0.06,0.01,-0.004323031483422273,1.7867290711953916,5,True
teacher_nn,0.07,0.01,-0.006277742484088617,1.9388641830619258,5,True
teacher_nn,0.08,0.01,-0.008762681592256275,2.0698579198816263,5,True
teacher_nn,0.09,0.01,-0.012747842512587893,2.183609295195785,5,True
teacher_nn,0.1,0.01,-0.015964387556003875,2.2857116706599157,5,True
teacher_nn,0.12,0.01,-0.024506673324266377,2.4594189631791754,5,True
teacher_nn,0.13,0.01,-0.028724986647418314,2.535211757566009,5,True
teacher_nn,0.15,0.01,-0.02950946820707041,2.677471625038408,5,True
teacher_nn,1.0,0.01,-0.17338180138234527,4.429970315049494,5,True
