eta,ref_id,radius,phi_energy_raw,d_phi_energy_raw_dd,d2_phi_energy_raw_dd2,positive_curvature
0.35,4,0.8,-0.1575177606625112,-0.0219337565457972,0.050076843125629635,0.050076843125629635
0.35,4,0.9,-0.1591920266769108,-0.004299072928185,0.15039135416711305,0.15039135416711305
0.35,4,1.0,-0.1583775752481482,0.0081445142876254,0.12443587215810402,0.12443587215810402
0.35,5,0.1,-0.0262629825519148,-0.6311802259203082,0.6252648563308039,0.6252648563308039
0.35,5,0.2,-0.0893810051439456,-0.5686537402872278,1.6565882902072084,1.6565882902072084
0.35,5,0.3,-0.1399937306093604,-0.2998625678788666,2.551530854713591,2.551530854713591
0.35,5,0.4,-0.1493535187197189,-0.0583475693445095,1.4320264668002058,1.4320264668002058
0.35,5,0.5,-0.1516632444782623,-0.0134572745188253,0.23623148134210809,0.23623148134210809
0.35,5,0.6,-0.152044973623484,-0.0111012730760879,0.03883459199086101,0.03883459199086101
0.35,5,0.7,-0.1538834990934799,-0.0056903561206531,0.039801321016821,0.039801321016821
0.35,5,0.8,-0.1531830448476146,-0.0031410088727237,-0.11303835021462011,0.0
0.35,5,0.9,-0.1545117008680246,-0.0282980261635771,-0.20084241625165108,0.0
0.35,5,1.0,-0.15884265008033,-0.0433094921230539,-0.15011465959476802,0.0
0.35,6,0.1,-0.0267530859106454,-0.6358635418382428,0.7794875104633348,0.7794875104633348
0.35,6,0.2,-0.0903394400944697,-0.5579147907919093,1.7713310393595827,1.7713310393595827
0.35,6,0.3,-0.1383360440690272,-0.2815973339663263,2.487368382873589,2.487368382873589
0.35,6,0.4,-0.1466589068877349,-0.0604411142171915,1.226421529492256,1.226421529492256
0.35,6,0.5,-0.1504242669124655,-0.036313028067875,0.2771673850581321,0.2771673850581321
0.35,6,0.6,-0.1539215125013099,-0.0050076372055651,0.2540418341609121,0.2540418341609121
0.35,6,0.7,-0.1514257943535786,0.0144953387643074,-0.15346730392795555,0.0
0.35,6,0.8,-0.1510224447484484,-0.0357010979911563,-0.19101080073671156,0.0
0.35,6,0.9,-0.1585660139518099,-0.023706821383035,0.3186157362935026,0.3186157362935026
0.35,6,1.0,-0.1557638090250554,0.0280220492675442,0.5172887065057921,0.5172887065057921
0.35,7,0.1,-0.020107789548269,-0.640865227227225,1.0153253467908796,1.0153253467908796
0.35,7,0.2,-0.0841943122709915,-0.5393326925481371,1.5801546203157757,1.5801546203157757
0.35,7,0.3,-0.1279743280578964,-0.3248343031640699,2.2966045666183508,2.2966045666183508
0.35,7,0.4,-0.1491611729038054,-0.0800117792244669,1.5792080592955762,1.5792080592955762
0.35,7,0.5,-0.1439766839027898,-0.0089926913049546,0.2367315051808016,0.2367315051808016
0.35,7,0.6,-0.1509597111647964,-0.0326654781883066,-0.10057179535498104,0.0
0.35,7,0.7,-0.1505097795404511,-0.0291070503759508,0.08304864207548286,0.08304864207548286
