eta,radius,n_refs,phi_energy_raw_mean,phi_energy_raw_sem,d_phi_energy_raw_dd_mean,d_phi_energy_raw_dd_sem,d2_phi_energy_raw_dd2_mean,d2_phi_energy_raw_dd2_sem,positive_curvature_mean
0.25,0.1,10,-0.019536134652939553,0.0005920923455773039,-0.525408482484385,0.020709006834592158,0.3228800792084454,0.16782388273079774,0.4155854755474703
0.25,0.2,10,-0.07207698290137804,0.002076528737416046,-0.4931204745635404,0.011287250254950287,0.9891773490862061,0.1293261725490803,0.9891773490862061
0.25,0.3,10,-0.11816022956564762,0.0019818051685773874,-0.3275730126671438,0.009229177288832956,1.9351363257773186,0.07067034083085547,1.9351363257773186
0.25,0.4,10,-0.1375915854348068,0.001911032806105231,-0.10609320940807665,0.006064559337173758,1.5191986669209243,0.059470310962221454,1.5191986669209243
0.25,0.5,10,-0.139378871447263,0.002014604901514927,-0.02373327928295888,0.006379214381512355,0.40631115537685336,0.04775425778972375,0.40631115537685336
0.25,0.6,10,-0.14233824129139855,0.0017293960889406522,-0.024830978332705998,0.0055330170529331564,0.032848763929798325,0.06492628606580257,0.10387851674211039
0.25,0.7,10,-0.14434506711380418,0.001596430345024777,-0.01716352649699922,0.007763912848414414,0.02511848719795589,0.037945954245775584,0.05465637032746519
0.25,0.8,10,-0.14577094659079842,0.0011733481479978835,-0.019807280893114832,0.0054552084602853025,-0.029618313381861227,0.05613506564283291,0.059147788311099514
0.25,0.9,10,-0.14830652329242716,0.001303398846117627,-0.02308718917337147,0.005293108896605062,-0.005056652186702812,0.06928785346130445,0.07937296932963069
0.25,1.0,10,-0.1503883844254727,0.0007014333534358995,-0.020818611330455393,0.01152163520215903,0.0226857784291608,0.08799233208952997,0.11588163316463802
0.3,0.1,10,-0.02237064801040902,0.0012247357896375702,-0.5435723283801732,0.021615080830309108,0.593065693604655,0.14102005484733893,0.5968066428719878
0.3,0.2,10,-0.07672788084842634,0.002597228022289056,-0.4842657590197077,0.014023550762087713,1.215853093411002,0.1649386792603483,1.215853093411002
0.3,0.3,10,-0.11922379981435056,0.0028946490289571674,-0.3004017096979729,0.013817094446233432,1.814755844108338,0.13013099971903963,1.814755844108338
0.3,0.4,10,-0.1368082227880209,0.0013492990951532418,-0.12131459019804011,0.012660629603241057,1.2395567914001862,0.09666547132078823,1.2395567914001862
0.3,0.5,10,-0.1434867178539586,0.0007847210606347551,-0.05249035141793562,0.00864372823774491,0.491099228540652,0.06228307430411022,0.491099228540652
0.3,0.6,10,-0.14730629307160806,0.0007896925433269537,-0.02309474448990976,0.004908658944685507,0.2025191506114404,0.06376641641045008,0.20906236171547957
0.3,0.7,10,-0.14810566675194056,0.00047810656646078047,-0.01198652129564755,0.00542435382182634,0.02530968407990678,0.04646819795886844,0.06952955146895856
0.3,0.8,10,-0.14970359733073754,0.0008818076527305952,-0.018032807673928418,0.004871864370155761,-0.05946224163768447,0.03515238429135956,0.012891714012115457
0.3,0.9,10,-0.15171222828672626,0.0006351357537874001,-0.023878969623184452,0.0035882525569469227,-0.04819411006276632,0.05315084061151623,0.044143262162108614
0.3,1.0,10,-0.15447939125537444,0.0006875903369047104,-0.02767162968648168,0.007058392865375775,-0.03792660063297232,0.06432777430820644,0.05932138048204501
0.35,0.1,10,-0.02367310974782694,0.0008022303930531579,-0.5889850659051411,0.01840961116667618,0.4090431472266952,0.14909635838876734,0.46622453266475905
0.35,0.2,10,-0.08257161633834105,0.002388154939026777,-0.5480807511824716,0.006501964575236394,1.3312984279762339,0.1579124483961126,1.3312984279762339
0.35,0.3,10,-0.13328925998432123,0.001979817485238521,-0.3227253803098944,0.014675283072002004,2.282523695562879,0.08334072914315455,2.282523695562879
0.35,0.4,10,-0.14711669240031988,0.001495042477064442,-0.09157601206989571,0.01104220486648615,1.4792630733727654,0.09004645716456013,1.4792630733727654
