beta,cell_id,dataset_tag,dataset_id,ref_id,radius,n_samples,sampler_method,logZ_inf,logZ_inf_stripped,logZ_inf_full,logZ_CE,reference_prior_log_weight,theta_ref_norm,theta_ref_norm_sq,ess_inf,ess_frac,ce_ref,err_ref,weighted_ce,weighted_gamma_ce,unweighted_l2_penalty,weighted_l2_penalty,weighted_ce_l2_ratio,weighted_error,weighted_accuracy,weighted_h,split_logZ_per_P_diff,smc_completed,smc_step_count,smc_total_step_count,smc_resample_count,smc_min_cess_fraction,smc_mean_cess_fraction,smc_min_ess_fraction,smc_mean_mh_acceptance,smc_min_mh_acceptance,direction_mean_projection,direction_sd_projection,samples_path,theta_path,dataset_path,radial_derivative_methodology_id,dlogZ_inf_dr,dlogZ_inf_stripped_dr,dlogZ_inf_full_dr,dlogZ_dr_split0,dlogZ_dr_split1,split_dlogZ_dr_per_P_diff,weighted_prior_radial_score,weighted_ce_radial_score,weighted_variable_radial_score,weighted_total_radial_score,weighted_radial_grad_ce,weighted_total_radial_score_sd,ce_replay_max_abs_diff,ce_replay_mean_abs_diff
0.05,cell_beta_0p05_p_0p00,dataset_000_seed_001234,0,0,0.1,1024,exact_shell_l2_vmf_adaptive_ce_smc,-1.213280242472533,-1.213280242472533,-5.1428810518187404,-1.208295682947226,-3.9296008093462076,141.42725380764557,20001.668119572198,971.9085714803114,0.9491294643362416,0.0021289364216490426,0.0,1.1832633223223883,1.1832633223223883,3.9346225423820993,3.93459402198341,0.3007332689754637,0.13670238647555108,0.8632976135244489,1.5297099793605904,1.118291217126332e-06,True,1,2,0,0.948033959525167,0.9491307317161695,0.9480339595251677,0.9873046875,0.986328125,-7.752310912592414e-05,0.019602981598832676,02_dnn/04_sampling/smoke_runs/36_30_30_dense_backend_bakeoff_20260524_145951/raw_outputs/python_8shards_chunk256/sample_payloads/cell_beta_0p05_p_0p00/dataset_000_seed_001234/ref_000/r_0p10/samples.npz,02_dnn/03_reference_search/raw_outputs/36_beta_cell_30_dataset_30_reference/selected_references/cell_beta_0p05_p_0p00/dataset_000_seed_001234/width_048/selected_ref_payloads/ref_000/theta.npy,02_dnn/01_dataset_gen/raw_outputs/36_beta_cell_30_dataset/raw_datasets/cell_beta_0p05_p_0p00/dataset_000_seed_001234/dataset.npz,exact_shell_l2_vmf_ce_smc_radial_score_derivative_v1,-20.302984788345647,-20.302984788345647,-20.302984788345647,-20.313991734806606,-20.291977841884695,8.6498596942679e-06,6.78736279863143e-05,-20.20305266197363,-20.202984788345645,-20.302984788345647,0.4004728721904929,3.6050192005492288,0.0,0.0
0.05,cell_beta_0p05_p_0p00,dataset_000_seed_001234,0,1,2.5,1024,exact_shell_l2_vmf_adaptive_ce_smc,-29.063504662337394,-29.063504662337394,-37.36676267958227,-25.9588957674878,-8.303258017244877,205.58108694083808,42263.583307776425,1012.2208053596445,0.9884968802340278,0.0027099749849355207,0.0,21.524445696389016,21.524445696389016,11.402648758446658,11.399497397496063,1.8881925181295214,0.4725204249114569,0.527479575088543,6.5514800636963155,0.00036618734678378417,True,7,13,6,0.7500000000310653,0.771372267150868,0.7500000001301665,0.7118389423076923,0.421875,0.002513724834106433,0.018815086678188285,02_dnn/04_sampling/smoke_runs/36_30_30_dense_backend_bakeoff_20260524_145951/raw_outputs/python_8shards_chunk256/sample_payloads/cell_beta_0p05_p_0p00/dataset_000_seed_001234/ref_001/r_2p50/samples.npz,02_dnn/03_reference_search/raw_outputs/36_beta_cell_30_dataset_30_reference/selected_references/cell_beta_0p05_p_0p00/dataset_000_seed_001234/width_048/selected_ref_payloads/ref_001/theta.npy,02_dnn/01_dataset_gen/raw_outputs/36_beta_cell_30_dataset/raw_datasets/cell_beta_0p05_p_0p00/dataset_000_seed_001234/dataset.npz,exact_shell_l2_vmf_ce_smc_radial_score_derivative_v1,-4.972075975130578,-4.972075975130578,-4.972075975130578,-4.43749892004968,-5.506653030211478,0.0004200998468219246,0.011504247899525567,-2.4835802230301036,-2.4720759751305783,-4.972075975130578,0.04923050599696886,6.453572795988235,0.0,0.0
0.05,cell_beta_0p05_p_0p00,dataset_000_seed_001234,0,3,0.5,1024,exact_shell_l2_vmf_adaptive_ce_smc,-9.187904069127542,-9.187904069127542,-14.593988971442537,-9.06343511872502,-5.406084902314994,165.88240459067177,27516.97215278332,1024.0,1.0,0.0027614775961037675,0.0,8.582533171866089,8.582533171866089,5.52911451958842,5.52911451958842,1.5522436985994932,0.36289405822753906,0.6371059417724609,4.136033610031678,4.158022059615728e-05,True,2,4,2,0.7500000000747077,0.7797145191137491,0.7500000000747076,0.92578125,0.896484375,0.0011984616968525267,0.01994063167606346,02_dnn/04_sampling/smoke_runs/36_30_30_dense_backend_bakeoff_20260524_145951/raw_outputs/python_8shards_chunk256/sample_payloads/cell_beta_0p05_p_0p00/dataset_000_seed_001234/ref_003/r_0p50/samples.npz,02_dnn/03_reference_search/raw_outputs/36_beta_cell_30_dataset_30_reference/selected_references/cell_beta_0p05_p_0p00/dataset_000_seed_001234/width_048/selected_ref_payloads/ref_003/theta.npy,02_dnn/01_dataset_gen/raw_outputs/36_beta_cell_30_dataset/raw_datasets/cell_beta_0p05_p_0p00/dataset_000_seed_001234/dataset.npz,exact_shell_l2_vmf_ce_smc_radial_score_derivative_v1,-14.336009000847547,-14.336009000847547,-14.336009000847547,-14.411436078481989,-14.260581923213104,5.927471719799005e-05,0.003940765453146507,-13.839949766300693,-13.836009000847548,-14.336009000847547,0.27434093879855936,4.202720034049506,0.0,0.0
0.05,cell_beta_0p05_p_0p00,dataset_000_seed_001234,0,5,0.01,1024,exact_shell_l2_vmf_adaptive_ce_smc,-0.011495217515569063,-0.011495217515569063,-5.957265637203615,-0.011445451141125829,-5.945770419688046,173.96543172772041,30263.971436212152,1023.9421452497409,0.9999435012204501,0.002850531169831143,0.0,0.011448399372430083,0.011448399372430083,5.945806073709777,5.945805948830658,0.0019254579565755258,0.0033956075855086374,0.9966043924144914,0.11951318558695118,6.339034389949129e-08,True,1,2,0,0.9999418879328547,0.9999435012230531,0.9999418879328545,0.998046875,0.99609375,0.0004160170238461902,0.02069185199836457,02_dnn/04_sampling/smoke_runs/36_30_30_dense_backend_bakeoff_20260524_145951/raw_outputs/python_8shards_chunk256/sample_payloads/cell_beta_0p05_p_0p00/dataset_000_seed_001234/ref_005/r_0p01/samples.npz,02_dnn/03_reference_search/raw_outputs/36_beta_cell_30_dataset_30_reference/selected_references/cell_beta_0p05_p_0p00/dataset_000_seed_001234/width_048/selected_ref_payloads/ref_005/theta.npy,02_dnn/01_dataset_gen/raw_outputs/36_beta_cell_30_dataset/raw_datasets/cell_beta_0p05_p_0p00/dataset_000_seed_001234/dataset.npz,exact_shell_l2_vmf_ce_smc_radial_score_derivative_v1,-3.0091067600192334,-3.0091067600192334,-3.0091067600192334,-2.9365116507296456,-3.081701869308821,5.704920179928314e-05,0.0014470857385089362,-3.000553845757742,-2.999106760019233,-3.0091067600192334,0.05947816089370349,2.0994763630728692,0.0,0.0
0.05,cell_beta_0p05_p_0p00,dataset_000_seed_001234,0,6,1.5,1024,exact_shell_l2_vmf_adaptive_ce_smc,-14.231786218039073,-14.231786218039073,-18.842350049345107,-13.110862355021563,-4.610563831306036,153.19193810820374,23467.769901347725,1024.0,1.0,0.0028580633017358586,0.0,11.323239223100245,11.323239223100245,5.737303972423754,5.737303972423754,1.9736167505722524,0.46314048767089844,0.5368595123291016,4.74678323881353,0.00011088639392528818,True,4,8,4,0.7500000000312478,0.781874433652215,0.7500000000814282,0.845947265625,0.744140625,-0.00038203327602790815,0.02157270008372809,02_dnn/04_sampling/smoke_runs/36_30_30_dense_backend_bakeoff_20260524_145951/raw_outputs/python_8shards_chunk256/sample_payloads/cell_beta_0p05_p_0p00/dataset_000_seed_001234/ref_006/r_1p50/samples.npz,02_dnn/03_reference_search/raw_outputs/36_beta_cell_30_dataset_30_reference/selected_references/cell_beta_0p05_p_0p00/dataset_000_seed_001234/width_048/selected_ref_payloads/ref_006/theta.npy,02_dnn/01_dataset_gen/raw_outputs/36_beta_cell_30_dataset/raw_datasets/cell_beta_0p05_p_0p00/dataset_000_seed_001234/dataset.npz,exact_shell_l2_vmf_ce_smc_radial_score_derivative_v1,-4.834079942600981,-4.834079942600981,-4.834079942600981,-4.803247342496373,-4.864912542705589,2.4229941143110393e-05,-0.0011600940784783852,-3.3329198485225033,-3.3340799426009813,-4.834079942600981,0.06606645079091322,3.82879785016253,0.0,0.0
0.05,cell_beta_0p05_p_0p00,dataset_000_seed_001234,0,8,0.1,1024,exact_shell_l2_vmf_adaptive_ce_smc,-1.110323985595063,-1.110323985595063,-5.80518826097437,-1.1053424329988957,-4.694864275379307,154.58608980655623,23896.85916168067,975.3278755633986,0.9524686284798815,0.0028913640322981407,0.0,1.0800770475091364,1.0800770475091364,4.699725448523825,4.69975587906996,0.22981556389326208,0.12420061950092998,0.87579938049907,1.4600792451471953,6.7272012302254295e-06,True,1,2,0,0.9523475669162192,0.9524686438710743,0.95234756691622,0.982421875,0.978515625,0.0004530508692883145,0.019658016687413786,02_dnn/04_sampling/smoke_runs/36_30_30_dense_backend_bakeoff_20260524_145951/raw_outputs/python_8shards_chunk256/sample_payloads/cell_beta_0p05_p_0p00/dataset_000_seed_001234/ref_008/r_0p10/samples.npz,02_dnn/03_reference_search/raw_outputs/36_beta_cell_30_dataset_30_reference/selected_references/cell_beta_0p05_p_0p00/dataset_000_seed_001234/width_048/selected_ref_payloads/ref_008/theta.npy,02_dnn/01_dataset_gen/raw_outputs/36_beta_cell_30_dataset/raw_datasets/cell_beta_0p05_p_0p00/dataset_000_seed_001234/dataset.npz,exact_shell_l2_vmf_ce_smc_radial_score_derivative_v1,-19.27309181976785,-19.27309181976785,-19.27309181976785,-19.221993051515383,-19.324190588020315,4.015620294889252e-05,0.0010839630934585003,-19.174175782861308,-19.173091819767848,-19.27309181976785,0.3800780691969808,3.514218242498336,0.0,0.0
0.05,cell_beta_0p05_p_0p00,dataset_000_seed_001234,0,9,2.5,1024,exact_shell_l2_vmf_adaptive_ce_smc,-24.239147543465254,-24.239147543465254,-29.54224577535179,-21.127170869182066,-5.303098231886537,164.29476559008955,26992.770000302473,1024.0,1.0,0.002908498065986244,0.0,17.484042475931346,17.484042475931346,8.388251462632171,8.388251462632171,2.0843488722076273,0.47029685974121094,0.5297031402587891,5.903377630276809,0.0001597104826196086,True,6,12,6,0.7500000000030623,0.78079122645493,0.7500000000030616,0.7379557291666666,0.53515625,0.004894104885433761,0.019258883019442976,02_dnn/04_sampling/smoke_runs/36_30_30_dense_backend_bakeoff_20260524_145951/raw_outputs/python_8shards_chunk256/sample_payloads/cell_beta_0p05_p_0p00/dataset_000_seed_001234/ref_009/r_2p50/samples.npz,02_dnn/03_reference_search/raw_outputs/36_beta_cell_30_dataset_30_reference/selected_references/cell_beta_0p05_p_0p00/dataset_000_seed_001234/width_048/selected_ref_payloads/ref_009/theta.npy,02_dnn/01_dataset_gen/raw_outputs/36_beta_cell_30_dataset/raw_datasets/cell_beta_0p05_p_0p00/dataset_000_seed_001234/dataset.npz,exact_shell_l2_vmf_ce_smc_radial_score_derivative_v1,-4.060832289246015,-4.060832289246015,-4.060832289246015,-4.048263783097857,-4.073400795394172,9.877018584013769e-06,0.015938707701746387,-1.5767709969477608,-1.5608322892460147,-4.060832289246015,0.031255376130502555,6.044319072832974,0.0,0.0
0.05,cell_beta_0p05_p_0p00,dataset_000_seed_001234,0,11,0.5,1024,exact_shell_l2_vmf_adaptive_ce_smc,-12.51000090042984,-12.51000090042984,-18.856240959029694,-12.385624303186088,-6.346240058599855,179.72857841276456,32302.36189827326,923.5439591729549,0.9018983976298388,0.0030502149426384494,0.0,11.394657098470041,11.394657098470041,6.4668137012024225,6.465403567716754,1.762404616993467,0.3746697506171168,0.6253302493828832,4.766453509634041,2.3736721026884545e-05,True,3,6,2,0.7500000000083301,0.8006474879466294,0.7500000001375533,0.9078776041666666,0.87109375,0.00248486744927079,0.019585847882706342,02_dnn/04_sampling/smoke_runs/36_30_30_dense_backend_bakeoff_20260524_145951/raw_outputs/python_8shards_chunk256/sample_payloads/cell_beta_0p05_p_0p00/dataset_000_seed_001234/ref_011/r_0p50/samples.npz,02_dnn/03_reference_search/raw_outputs/36_beta_cell_30_dataset_30_reference/selected_references/cell_beta_0p05_p_0p00/dataset_000_seed_001234/width_048/selected_ref_payloads/ref_011/theta.npy,02_dnn/01_dataset_gen/raw_outputs/36_beta_cell_30_dataset/raw_datasets/cell_beta_0p05_p_0p00/dataset_000_seed_001234/dataset.npz,exact_shell_l2_vmf_ce_smc_radial_score_derivative_v1,-21.03433782093389,-21.03433782093389,-21.03433782093389,-20.406787624702666,-21.66188801716512,0.000493163219042221,0.011672981766201315,-20.546010802700092,-20.534337820933892,-21.03433782093389,0.40727112362089923,5.936342313446081,0.0,0.0
0.05,cell_beta_0p05_p_0p00,dataset_000_seed_001234,0,13,0.01,1024,exact_shell_l2_vmf_adaptive_ce_smc,-0.005707753135667769,-0.005707753135667769,-3.701195437214667,-0.00565789834147068,-3.695487684078999,137.14967120617573,18810.032311962106,1023.9947418865643,0.9999948651235979,0.003088804103673239,0.0,0.005661813943964219,0.005661813943964219,3.6955212803073216,3.695521268246062,0.001532074512089436,0.0023883137596823496,0.9976116862403176,0.06607497782677617,3.3259760926960774e-08,True,1,2,0,0.9999946690386571,0.9999948651236368,0.999994669038657,1.0,1.0,0.0006033826780945928,0.020487271871096516,02_dnn/04_sampling/smoke_runs/36_30_30_dense_backend_bakeoff_20260524_145951/raw_outputs/python_8shards_chunk256/sample_payloads/cell_beta_0p05_p_0p00/dataset_000_seed_001234/ref_013/r_0p01/samples.npz,02_dnn/03_reference_search/raw_outputs/36_beta_cell_30_dataset_30_reference/selected_references/cell_beta_0p05_p_0p00/dataset_000_seed_001234/width_048/selected_ref_payloads/ref_013/theta.npy,02_dnn/01_dataset_gen/raw_outputs/36_beta_cell_30_dataset/raw_datasets/cell_beta_0p05_p_0p00/dataset_000_seed_001234/dataset.npz,exact_shell_l2_vmf_ce_smc_radial_score_derivative_v1,-0.7573468565612161,-0.7573468565612161,-0.7573468565612161,-0.7522834275560424,-0.7624102855663901,3.979119061040369e-06,0.0016415832936793394,-0.7489884398548954,-0.7473468565612161,-0.7573468565612161,0.014846744042336435,0.6480508368505711,0.0,0.0
0.05,cell_beta_0p05_p_0p00,dataset_000_seed_001234,0,14,1.5,1024,exact_shell_l2_vmf_adaptive_ce_smc,-15.241888854474372,-15.241888854474372,-19.62160550743709,-14.120760902595851,-4.379716652962715,149.30759446049694,22292.75776358022,1024.0,1.0,0.0031141737687798623,0.0,12.241983104497194,12.241983104497194,5.501056635051022,5.501056635051022,2.225387578541745,0.4626884460449219,0.5373115539550781,4.9373830186593555,1.823083908841074e-05,True,4,8,4,0.7500000000092054,0.776310363226475,0.7500000000092053,0.8359375,0.751953125,0.0008244303032655992,0.021238570443236283,02_dnn/04_sampling/smoke_runs/36_30_30_dense_backend_bakeoff_20260524_145951/raw_outputs/python_8shards_chunk256/sample_payloads/cell_beta_0p05_p_0p00/dataset_000_seed_001234/ref_014/r_1p50/samples.npz,02_dnn/03_reference_search/raw_outputs/36_beta_cell_30_dataset_30_reference/selected_references/cell_beta_0p05_p_0p00/dataset_000_seed_001234/width_048/selected_ref_payloads/ref_014/theta.npy,02_dnn/01_dataset_gen/raw_outputs/36_beta_cell_30_dataset/raw_datasets/cell_beta_0p05_p_0p00/dataset_000_seed_001234/dataset.npz,exact_shell_l2_vmf_ce_smc_radial_score_derivative_v1,-4.510682118497332,-4.510682118497332,-4.510682118497332,-4.398606152899915,-4.62275808409475,8.807541500779371e-05,0.0024400119411287766,-3.013122130438461,-3.010682118497333,-4.510682118497332,0.059727294385993446,4.085021674965834,0.0,0.0
