rule,ref_id,radius,phi_energy_raw,source_run,nmstv_mean,tv_mean
very_low_tv_spectral_teacher,0,0.1,-0.005083837723007,synthetic_90ref,0.3245703473792008,0.1622455532858676
very_low_tv_spectral_teacher,0,0.2,-0.0134499955000171,synthetic_90ref,0.3245703473792008,0.1622455532858676
very_low_tv_spectral_teacher,0,0.3,-0.022265326624599,synthetic_90ref,0.3245703473792008,0.1622455532858676
very_low_tv_spectral_teacher,0,0.4,-0.0295831563767154,synthetic_90ref,0.3245703473792008,0.1622455532858676
very_low_tv_spectral_teacher,0,0.5,-0.0349749801132349,synthetic_90ref,0.3245703473792008,0.1622455532858676
very_low_tv_spectral_teacher,0,0.6,-0.0367466393100054,synthetic_90ref,0.3245703473792008,0.1622455532858676
very_low_tv_spectral_teacher,0,0.7,-0.0474758274787906,synthetic_90ref,0.3245703473792008,0.1622455532858676
very_low_tv_spectral_teacher,0,0.8,-0.0502076581756841,synthetic_90ref,0.3245703473792008,0.1622455532858676
very_low_tv_spectral_teacher,0,0.9,-0.0560283638396485,synthetic_90ref,0.3245703473792008,0.1622455532858676
very_low_tv_spectral_teacher,0,1.0,-0.0605517733781129,synthetic_90ref,0.3245703473792008,0.1622455532858676
very_low_tv_spectral_teacher,0,1.1,-0.0659614459155625,synthetic_90ref,0.3245703473792008,0.1622455532858676
very_low_tv_spectral_teacher,0,1.2,-0.0667360343045783,synthetic_90ref,0.3245703473792008,0.1622455532858676
very_low_tv_spectral_teacher,0,1.3,-0.0674863150588635,synthetic_90ref,0.3245703473792008,0.1622455532858676
very_low_tv_spectral_teacher,0,1.4,-0.0721653298250846,synthetic_90ref,0.3245703473792008,0.1622455532858676
very_low_tv_spectral_teacher,0,1.5,-0.0807972808037129,synthetic_90ref,0.3245703473792008,0.1622455532858676
very_low_tv_spectral_teacher,0,1.6,-0.0781968598277968,synthetic_90ref,0.3245703473792008,0.1622455532858676
very_low_tv_spectral_teacher,0,1.7,-0.0763765935375896,synthetic_90ref,0.3245703473792008,0.1622455532858676
very_low_tv_spectral_teacher,0,1.8,-0.0747385816766739,synthetic_90ref,0.3245703473792008,0.1622455532858676
very_low_tv_spectral_teacher,0,1.9,-0.0807172223657781,synthetic_90ref,0.3245703473792008,0.1622455532858676
very_low_tv_spectral_teacher,0,2.0,-0.0957240373068362,synthetic_90ref,0.3245703473792008,0.1622455532858676
very_low_tv_spectral_teacher,0,2.1,-0.09184522713127,synthetic_90ref,0.3245703473792008,0.1622455532858676
very_low_tv_spectral_teacher,0,2.2,-0.0872851451726844,synthetic_90ref,0.3245703473792008,0.1622455532858676
very_low_tv_spectral_teacher,0,2.3,-0.0915221813487879,synthetic_90ref,0.3245703473792008,0.1622455532858676
very_low_tv_spectral_teacher,0,2.4,-0.0936896912634412,synthetic_90ref,0.3245703473792008,0.1622455532858676
very_low_tv_spectral_teacher,0,2.5,-0.091022992453715,synthetic_90ref,0.3245703473792008,0.1622455532858676
very_low_tv_spectral_teacher,1,0.1,-0.0039385672024388,synthetic_90ref,0.3245703473792008,0.1622455532858676
very_low_tv_spectral_teacher,1,0.2,-0.012275027653155,synthetic_90ref,0.3245703473792008,0.1622455532858676
very_low_tv_spectral_teacher,1,0.3,-0.0194466458965636,synthetic_90ref,0.3245703473792008,0.1622455532858676
very_low_tv_spectral_teacher,1,0.4,-0.0274124179522095,synthetic_90ref,0.3245703473792008,0.1622455532858676
very_low_tv_spectral_teacher,1,0.5,-0.0310673032952628,synthetic_90ref,0.3245703473792008,0.1622455532858676
very_low_tv_spectral_teacher,1,0.6,-0.0388269326361207,synthetic_90ref,0.3245703473792008,0.1622455532858676
very_low_tv_spectral_teacher,1,0.7,-0.0419595287921665,synthetic_90ref,0.3245703473792008,0.1622455532858676
very_low_tv_spectral_teacher,1,0.8,-0.0454285807496099,synthetic_90ref,0.3245703473792008,0.1622455532858676
very_low_tv_spectral_teacher,1,0.9,-0.0512770164762895,synthetic_90ref,0.3245703473792008,0.1622455532858676
very_low_tv_spectral_teacher,1,1.0,-0.0598456094997971,synthetic_90ref,0.3245703473792008,0.1622455532858676
very_low_tv_spectral_teacher,1,1.1,-0.0566331515141021,synthetic_90ref,0.3245703473792008,0.1622455532858676
very_low_tv_spectral_teacher,1,1.2,-0.0655236266668427,synthetic_90ref,0.3245703473792008,0.1622455532858676
very_low_tv_spectral_teacher,1,1.3,-0.0650326265015402,synthetic_90ref,0.3245703473792008,0.1622455532858676
very_low_tv_spectral_teacher,1,1.4,-0.0700801505752472,synthetic_90ref,0.3245703473792008,0.1622455532858676
very_low_tv_spectral_teacher,1,1.5,-0.0656567327602708,synthetic_90ref,0.3245703473792008,0.1622455532858676
very_low_tv_spectral_teacher,1,1.6,-0.0737589900436667,synthetic_90ref,0.3245703473792008,0.1622455532858676
very_low_tv_spectral_teacher,1,1.7,-0.0708277716417394,synthetic_90ref,0.3245703473792008,0.1622455532858676
very_low_tv_spectral_teacher,1,1.8,-0.0882150419609764,synthetic_90ref,0.3245703473792008,0.1622455532858676
very_low_tv_spectral_teacher,1,1.9,-0.0917676535027533,synthetic_90ref,0.3245703473792008,0.1622455532858676
very_low_tv_spectral_teacher,1,2.0,-0.077774448456535,synthetic_90ref,0.3245703473792008,0.1622455532858676
very_low_tv_spectral_teacher,1,2.1,-0.0838576948888775,synthetic_90ref,0.3245703473792008,0.1622455532858676
very_low_tv_spectral_teacher,1,2.2,-0.0936329058170965,synthetic_90ref,0.3245703473792008,0.1622455532858676
very_low_tv_spectral_teacher,1,2.3,-0.0971819536610811,synthetic_90ref,0.3245703473792008,0.1622455532858676
very_low_tv_spectral_teacher,1,2.4,-0.0918088581342598,synthetic_90ref,0.3245703473792008,0.1622455532858676
very_low_tv_spectral_teacher,1,2.5,-0.094596626843506,synthetic_90ref,0.3245703473792008,0.1622455532858676
very_low_tv_spectral_teacher,2,0.1,-0.0040456382710071,synthetic_90ref,0.3245703473792008,0.1622455532858676
very_low_tv_spectral_teacher,2,0.2,-0.0122949157998625,synthetic_90ref,0.3245703473792008,0.1622455532858676
