global_cluster,rule,ref_count,split_fail_rate_mean,max_split_max,mean_phi_energy
0,random_label,90,0.3284444444444445,0.0255170805388762,-0.15687073541770377
1,low_tv_spectral_teacher,90,0.43377777777777776,0.0305737310342763,-0.08125573484532223
1,real_even_odd,90,0.4444444444444444,0.0284981764654411,-0.07877852984426605
1,teacher_nn,90,0.45288888888888884,0.0236927990309107,-0.10624704949106802
