rule,ref_id,within_rule_cluster,within_pc1,within_pc2,within_pc3,split_fail_count,split_fail_rate,max_split,mean_phi_energy,theta_ref_norm
low_tv_spectral_teacher,48,1,-1.8128457627615262,1.2517396544952049,-3.491980944253997,12,0.48,0.0184367359367442,-0.08194057745752938,13.15641639732776
low_tv_spectral_teacher,49,0,1.8411825818706316,0.5719650361172867,-2.1268216547442873,11,0.44,0.0130300791921858,-0.08026033406746809,14.695071081562922
low_tv_spectral_teacher,50,0,0.7683141311893384,1.2970921351167681,-4.385208288965992,11,0.44,0.0142414373498631,-0.08032352331426278,12.050211072649482
low_tv_spectral_teacher,51,1,0.3361685888402866,1.1692869103277956,-0.006224457784870136,8,0.32,0.0124218589686681,-0.08269906247722993,12.152393500117885
low_tv_spectral_teacher,52,1,-0.46001064282668713,0.9527249095820505,-0.09537077084870786,14,0.56,0.0172300636777512,-0.08155542814795545,12.284403609126777
low_tv_spectral_teacher,53,1,0.07362851482621574,4.405488956543611,0.38868224473893354,12,0.48,0.0103231508072052,-0.08225999541954336,13.27326028371016
low_tv_spectral_teacher,54,1,-5.699236947573197,1.1546615067531456,0.6193638496216514,12,0.48,0.0145718853164342,-0.08415890406848348,13.14531465294434
low_tv_spectral_teacher,55,1,0.17430070153878363,3.9552268924883305,2.587832982994181,9,0.36,0.0123842723306474,-0.0826900072928774,11.718203314100808
low_tv_spectral_teacher,56,1,-0.7697661643278236,5.329401314298706,2.234775063683354,11,0.44,0.0178552775472655,-0.0832783932086382,11.858596102091903
low_tv_spectral_teacher,57,0,3.372044941540422,-4.0377728049940265,-1.922062507941522,12,0.48,0.0198682473890811,-0.07698541215042107,14.526173526122433
low_tv_spectral_teacher,58,1,-4.267797854018265,-2.4633644346232,-0.11982281303860798,8,0.32,0.0151441438273068,-0.08449637769863819,12.60353339853442
low_tv_spectral_teacher,59,1,1.424775361275701,3.585562933509223,2.7021002608789364,9,0.36,0.0114249350445042,-0.08192462233249462,14.899698843256669
low_tv_spectral_teacher,1000,1,-3.2238598105143392,0.15189658417854943,2.0836080273967297,15,0.6,0.0240737212019359,-0.08151250657811822,11.265955227283614
low_tv_spectral_teacher,1001,0,0.33477500718863723,-2.8721122973347413,1.3484903777921102,13,0.52,0.0186898283537136,-0.07958264909200649,13.388051887355136
low_tv_spectral_teacher,1002,1,-2.793707845605133,0.4751196771748342,-1.9349985737802273,10,0.4,0.0132301797107164,-0.08288714771300011,12.685789547716151
low_tv_spectral_teacher,1003,1,1.349760684685456,1.1052253313313334,-0.9584699558579858,7,0.28,0.0114794249610307,-0.08120200534140322,14.746611313814736
low_tv_spectral_teacher,1004,0,4.032741829894624,-0.08718067062343307,-3.233621573745111,6,0.24,0.0122182187150508,-0.07957375955552289,15.265815284973446
low_tv_spectral_teacher,1005,1,-2.5022113490431965,-4.7797051260802546,-2.7338947943863525,12,0.48,0.01845300526953,-0.08252981829804726,11.675360272067676
low_tv_spectral_teacher,1006,1,-2.9168938164990035,5.425261705209736,-5.146518471944599,10,0.4,0.0139683221303709,-0.08446615865755763,11.876488632480488
low_tv_spectral_teacher,1007,0,6.820689223309484,2.036866326237384,1.2109573265317939,12,0.48,0.0124262764134074,-0.07823800706542597,14.798987782970984
low_tv_spectral_teacher,1008,0,3.5206538663386655,-2.454636609389472,1.6251497465301779,14,0.56,0.0161028578920132,-0.07951656120804926,14.427117258131265
low_tv_spectral_teacher,1009,0,2.1481315061525867,1.8843229825147636,0.9875125203160147,14,0.56,0.0102848864085778,-0.08105081637287366,15.283835671769952
low_tv_spectral_teacher,1010,1,-1.997980515256221,0.8656266154391853,0.4690182862787933,13,0.52,0.017272505708757,-0.08254770124246115,11.560822077794809
low_tv_spectral_teacher,1011,1,-3.1406206430441728,2.958382165229957,0.47192201905185016,13,0.52,0.0206937724939293,-0.08230114595789882,11.646037338763549
low_tv_spectral_teacher,1012,1,0.7349016575920797,6.5396903775419055,-4.01452170552393,10,0.4,0.0170035249362636,-0.08303610413629212,12.531484534367111
