dataset_id,split_id,rule,ref_id,theta_path,dataset_path,attempt_seed,optimizer_chain,P,train_error,test_error,CE_mean_train,CE_sum_train,CE_mean_test,theta_norm,theta_norm_sq,min_margin,q05_margin,median_margin,mean_margin,reference_law_caveat
0,0,real_even_odd,0,02_dnn/08_mnist/runs/final/04_exact_reference_search/selected_reference_pool/split_000/real_even_odd/ref_000/theta.npy,02_dnn/08_mnist/runs/final/01_dataset_prepare/raw_datasets/split_000/real_even_odd/dataset.npz,1700000,adam,3441,0.0,0.1220703125,0.0017057178911097,1.7466551204964254,0.6571720312824221,13.981709984721714,195.4882140968669,0.6443649950100556,5.581925562149258,9.33618767702932,8.673835304463964,"optimizer-induced exact reference, not exact P_ref^0 sample"
0,0,real_even_odd,1,02_dnn/08_mnist/runs/final/04_exact_reference_search/selected_reference_pool/split_000/real_even_odd/ref_001/theta.npy,02_dnn/08_mnist/runs/final/01_dataset_prepare/raw_datasets/split_000/real_even_odd/dataset.npz,1700001,adam,3441,0.0,0.109375,0.0009141293244571,0.936068428244075,0.601376313112636,14.36362521981266,206.3137294552384,1.604442166153986,5.762723202939784,9.2873073494912,8.720682358975488,"optimizer-induced exact reference, not exact P_ref^0 sample"
0,0,real_even_odd,2,02_dnn/08_mnist/runs/final/04_exact_reference_search/selected_reference_pool/split_000/real_even_odd/ref_002/theta.npy,02_dnn/08_mnist/runs/final/01_dataset_prepare/raw_datasets/split_000/real_even_odd/dataset.npz,1700002,adam,3441,0.0,0.1142578125,0.0010460704313546,1.0711761217071618,0.6611817289445854,14.936760155432577,223.10680394091816,1.147361296247723,6.066243256836615,9.91562487588571,9.402447342190552,"optimizer-induced exact reference, not exact P_ref^0 sample"
0,0,real_even_odd,3,02_dnn/08_mnist/runs/final/04_exact_reference_search/selected_reference_pool/split_000/real_even_odd/ref_003/theta.npy,02_dnn/08_mnist/runs/final/01_dataset_prepare/raw_datasets/split_000/real_even_odd/dataset.npz,1700003,adam,3441,0.0,0.1201171875,0.0012906681978997,1.3216442346493875,0.625229491332545,16.077892045542736,258.4986126281264,0.7812075077563674,5.628155129795648,9.129596697761473,8.720917563837824,"optimizer-induced exact reference, not exact P_ref^0 sample"
0,0,real_even_odd,4,02_dnn/08_mnist/runs/final/04_exact_reference_search/selected_reference_pool/split_000/real_even_odd/ref_004/theta.npy,02_dnn/08_mnist/runs/final/01_dataset_prepare/raw_datasets/split_000/real_even_odd/dataset.npz,1700004,adam,3441,0.0,0.1083984375,0.0021143408115104,2.165084990986674,0.5513391031587244,15.1113061778662,228.3515744012172,0.6753239804776521,4.929177462346787,8.82043502718367,8.465905015344909,"optimizer-induced exact reference, not exact P_ref^0 sample"
0,0,real_even_odd,5,02_dnn/08_mnist/runs/final/04_exact_reference_search/selected_reference_pool/split_000/real_even_odd/ref_005/theta.npy,02_dnn/08_mnist/runs/final/01_dataset_prepare/raw_datasets/split_000/real_even_odd/dataset.npz,1700005,adam,3441,0.0,0.115234375,0.0008742544882633,0.8952365959816564,0.6701016348247185,14.185153249614345,201.2185727150444,1.8224783878420563,5.9512080461654655,9.556920393000922,8.935441687864511,"optimizer-induced exact reference, not exact P_ref^0 sample"
0,0,real_even_odd,6,02_dnn/08_mnist/runs/final/04_exact_reference_search/selected_reference_pool/split_000/real_even_odd/ref_006/theta.npy,02_dnn/08_mnist/runs/final/01_dataset_prepare/raw_datasets/split_000/real_even_odd/dataset.npz,1700006,adam,3441,0.0,0.11572265625,0.0007378908238268,0.7556002035987119,0.6851455894398474,14.013903793640642,196.3894995374156,2.9604506268848825,5.932505218988014,10.731611268414705,9.858506748646878,"optimizer-induced exact reference, not exact P_ref^0 sample"
0,0,real_even_odd,7,02_dnn/08_mnist/runs/final/04_exact_reference_search/selected_reference_pool/split_000/real_even_odd/ref_007/theta.npy,02_dnn/08_mnist/runs/final/01_dataset_prepare/raw_datasets/split_000/real_even_odd/dataset.npz,1700007,adam,3441,0.0,0.12060546875,0.000785713799663,0.804570930854936,0.6642881391644992,14.055019885059789,197.5435839694261,1.5090458864096656,6.05197432797724,9.659234779317575,9.34764962894801,"optimizer-induced exact reference, not exact P_ref^0 sample"
0,0,real_even_odd,8,02_dnn/08_mnist/runs/final/04_exact_reference_search/selected_reference_pool/split_000/real_even_odd/ref_008/theta.npy,02_dnn/08_mnist/runs/final/01_dataset_prepare/raw_datasets/split_000/real_even_odd/dataset.npz,1700008,adam,3441,0.0,0.1201171875,0.0013655510676953,1.3983242933200195,0.5973495727756315,15.47874071619507,239.59141415919504,1.8026911996640127,5.316233484173983,8.987109435827096,8.346489090293606,"optimizer-induced exact reference, not exact P_ref^0 sample"
0,0,real_even_odd,9,02_dnn/08_mnist/runs/final/04_exact_reference_search/selected_reference_pool/split_000/real_even_odd/ref_009/theta.npy,02_dnn/08_mnist/runs/final/01_dataset_prepare/raw_datasets/split_000/real_even_odd/dataset.npz,1700009,adam,3441,0.0,0.10791015625,0.004049483241442,4.146670839236608,0.5011671064701126,14.57955750163912,212.5634969436016,0.5510456986278026,4.327369973737079,7.831512112334988,7.435553809160797,"optimizer-induced exact reference, not exact P_ref^0 sample"
