N,r,branch,phi_emp,phi_theory,finiteN_error
80,1.95,boundary_mixed_eta0,1.6272015834948048,1.7055570691978994,-0.07835548570309459
80,2.0,boundary_mixed_eta0,1.5901970432217414,1.6696231460710838,-0.07942610284934237
80,2.05,boundary_mixed_eta0,1.550350621896477,1.632835786853623,-0.08248516495714586
80,2.1,boundary_mixed_eta0,1.5075658071312672,1.5921087918453107,-0.08454298471404353
80,2.15,boundary_mixed_eta0,1.461967110614123,1.5475669802534635,-0.08559986963934052
80,2.2,boundary_mixed_eta0,1.413579220471748,1.5023236300686291,-0.08874440959688101
80,0.15,full_max_envelope,0.0,0.0,0.0
80,0.2,full_max_envelope,0.2833226120943278,0.2874151587927827,-0.00409254669845488
80,0.25,full_max_envelope,0.5025135869622549,0.5099060655500125,-0.0073924785877576005
80,0.3,full_max_envelope,0.6808874696531256,0.6912162132387039,-0.010328743585578226
80,0.35,full_max_envelope,0.8308332125892867,0.843745943957174,-0.012912731367887287
80,0.4,full_max_envelope,0.959653432026772,0.9751013720772336,-0.015447940050461573
80,0.45,full_max_envelope,1.0720164262659626,1.089823877409799,-0.017807451143836417
80,0.5,full_max_envelope,1.1711596345818285,1.191169527457987,-0.020009892876158508
80,0.55,full_max_envelope,1.259257725004697,1.28142942526938,-0.02217170026468307
80,0.6,full_max_envelope,1.3379763551034318,1.362260635495204,-0.024284280391772217
80,0.65,full_max_envelope,1.4084683959423192,1.4348827994767817,-0.02641440353446245
80,0.7,full_max_envelope,1.471699222638376,1.5001999920664275,-0.028500769428051465
80,0.75,full_max_envelope,1.528407733383684,1.5588783059965865,-0.030470572612902425
