beta,dataset_id,K,S_ref,Q_ref,H_err,H_CE,B_CE_mean,B_CE_median,B_CE_q90,B_err_mean,B_err_median,B_err_q90
0.09,dataset_019_seed_1905234,30,5.140933405184945,-0.0031123478635785356,0.4921875,6.183820614474826,30.09543118182377,27.467743597459048,44.687726022116856,0.5154633620689655,0.513671875,0.54296875
0.09,dataset_020_seed_2005234,30,4.4104554968769145,-0.001159054932664973,0.48828125,3.7238879806827754,24.62537130818317,23.13602354354225,35.65096507240087,0.5269621048850575,0.52734375,0.556640625
0.09,dataset_021_seed_2105234,30,4.728433566891501,-0.0016651147485566428,0.505859375,4.944792205817066,26.039200814612123,25.549264540197328,34.580442033335565,0.5214260057471264,0.521484375,0.55
0.09,dataset_022_seed_2205234,30,4.083395501050084,0.0006836315381562636,0.51171875,5.839375656214543,20.291498395854116,18.719607980456203,29.159999910509217,0.5209680316091954,0.51953125,0.544921875
0.09,dataset_023_seed_2305234,30,5.010350046329178,0.00039158475275331844,0.54296875,10.272532832808793,28.86317725445053,27.016463650390506,41.24143610903993,0.5240930316091954,0.5234375,0.564453125
0.09,dataset_024_seed_2405234,30,4.952926305173451,0.0019094220714540775,0.51953125,8.155888492590748,28.38839196977045,27.238956576678902,41.42202780740336,0.5207749640804598,0.521484375,0.54296875
0.09,dataset_025_seed_2505234,30,5.026056846985873,0.0015526693537577854,0.546875,6.943216466112062,29.41360280268301,27.265250110067427,42.95287320725622,0.5229436063218391,0.5234375,0.55078125
0.09,dataset_026_seed_2605234,30,5.5595655099453,0.008186583521339882,0.517578125,7.2311181131517515,32.63834927047699,30.932422034908086,47.592154776304966,0.5275278376436782,0.529296875,0.58125
0.09,dataset_027_seed_2705234,30,4.415904800872173,0.003989892286593205,0.546875,7.852380347554572,22.87868815906956,21.45977312233299,33.97074130224064,0.5271012931034482,0.529296875,0.576171875
0.09,dataset_028_seed_2805234,30,4.525445132339311,-0.002479534156878142,0.53515625,3.763047060230747,24.86846947161877,23.586310086073354,34.74305589762517,0.5204920977011495,0.521484375,0.546875
0.09,dataset_029_seed_2905234,30,5.115839437478112,-0.006714589416918644,0.55078125,4.242766218842007,29.889537957178202,28.216376318596303,41.045439356891436,0.5198949353448276,0.51953125,0.548046875
0.11,dataset_000_seed_007234,30,4.442365277523243,0.0021370808040800824,0.5,9.898921735584736,24.662788599879942,23.400679680751637,36.27820735927671,0.5279319324712644,0.52734375,0.55859375
0.11,dataset_001_seed_107234,30,4.599825233106018,-0.0018803034763928204,0.49609375,5.822768786922097,24.10829082783579,23.229650931432843,33.20809075497091,0.5198051364942529,0.517578125,0.544921875
0.11,dataset_002_seed_207234,30,4.090233401168539,-0.0017667200667921422,0.5234375,6.909143526805565,20.897963608016433,19.93554282747209,30.68510931115598,0.5163613505747127,0.513671875,0.565625
0.11,dataset_003_seed_307234,30,4.284791478093393,-0.0005421363626471955,0.47265625,3.0122462103608996,23.249986904634742,21.98875612928532,33.58900954471902,0.5271327227011494,0.52734375,0.5703125
0.11,dataset_004_seed_407234,30,4.440443990941164,-0.0011136252276694773,0.3984375,2.5372896301560104,23.851575193843193,22.319432477699593,33.510229639895265,0.5160695043103448,0.513671875,0.5703125
0.11,dataset_005_seed_507234,30,4.126055483759033,0.0023434780705413145,0.484375,3.4919446787098423,20.922421237888436,19.683543821331114,29.495266703981912,0.5172099497126437,0.513671875,0.568359375
0.11,dataset_006_seed_607234,30,4.606702235604546,-0.0035704312912341455,0.5078125,5.809772026725113,25.13800446306805,23.57716633565724,36.34795081615448,0.5269396551724138,0.529296875,0.576171875
0.11,dataset_007_seed_707234,30,4.470594483579863,-0.0012458454611287775,0.458984375,3.866783549776301,25.634786377246115,24.617183667840436,35.4373162040487,0.5238550646551724,0.5234375,0.552734375
0.11,dataset_008_seed_807234,30,4.881178870465074,0.0061182159532630195,0.537109375,8.488247864414006,28.10666038838413,27.050159342819825,39.03475300068968,0.5238371048850575,0.521484375,0.564453125
0.11,dataset_009_seed_907234,30,4.283183328691191,0.0034073741686376645,0.546875,6.8121889712056145,23.26475460580443,22.02993271383457,32.914318804582585,0.5216594827586207,0.521484375,0.5625
0.11,dataset_010_seed_1007234,30,4.698924495994193,0.0012431020108534506,0.5625,4.353956334642135,26.731037025548112,25.676760183647275,37.06951212333516,0.5202137212643678,0.51953125,0.552734375
0.11,dataset_011_seed_1107234,30,4.545104550034916,0.001316501588984746,0.5390625,8.199550960678607,24.031657143697764,21.870783005608246,35.62796488571913,0.5231950431034482,0.525390625,0.572265625
0.11,dataset_012_seed_1207234,30,4.352803553679483,-0.0015715305735952965,0.478515625,4.279346372233704,23.950603951112335,22.74913853034377,34.72172218393534,0.5303699712643678,0.53125,0.58125
0.11,dataset_013_seed_1307234,30,4.650930052930781,-0.0044849961102143366,0.41796875,3.275193665875122,25.612166464236704,24.44683407479897,35.01396913281642,0.5253951149425288,0.5234375,0.583984375
0.11,dataset_014_seed_1407234,30,4.726667936841266,-0.004335730665097577,0.46484375,10.023732583737,26.42516252746506,25.123757233843207,38.44299682509154,0.5185344827586207,0.517578125,0.556640625
0.11,dataset_015_seed_1507234,30,4.515601979197574,-0.00037212919752326507,0.439453125,4.082132248324342,24.315166000350132,22.748882790096104,34.60925737954676,0.5237877155172413,0.52734375,0.580078125
0.11,dataset_016_seed_1607234,30,5.030606558713559,-0.0034699582973844183,0.466796875,2.5763111519627273,28.59437781931918,27.521471926011145,40.26456321431324,0.5252244971264368,0.5234375,0.5578125
0.11,dataset_017_seed_1707234,30,4.520953091095296,0.0014009238022510105,0.56640625,5.076151407905854,26.051156553638908,25.190311868675053,36.69755751290359,0.5250808189655173,0.525390625,0.560546875
0.11,dataset_018_seed_1807234,30,4.704259492064374,0.004095160872150656,0.5,12.22968437615782,26.329075406517717,25.052660575602204,36.9370339547284,0.5256420617816092,0.52734375,0.579296875
0.11,dataset_019_seed_1907234,30,4.843581780141854,-0.0010064952596049157,0.548828125,10.337554283323698,27.801387906293975,26.147089430131018,40.156978158652784,0.528362966954023,0.529296875,0.5546875
0.11,dataset_020_seed_2007234,30,4.899144916195631,0.0003508820970603581,0.5078125,9.439069117885083,26.995087693126916,25.01174699049443,39.278439436340705,0.5212015086206897,0.521484375,0.5546875
0.11,dataset_021_seed_2107234,30,4.694632306009298,0.0056817555454080374,0.517578125,5.324679099721834,26.839899662317944,25.087114586727694,38.862890032585724,0.5211880387931035,0.521484375,0.548046875
0.11,dataset_022_seed_2207234,30,4.615500040321259,-0.00023946413135896556,0.572265625,3.574901063926518,26.04595628417975,24.88169534318149,36.283812888665125,0.5227191091954023,0.5234375,0.55859375
0.11,dataset_023_seed_2307234,30,4.938461421059023,-0.0004679798406751948,0.46484375,11.704108757548966,28.291492266796702,26.805056041572243,41.07904009991326,0.5222925646551724,0.521484375,0.552734375
0.11,dataset_024_seed_2407234,30,5.337773323057376,-0.0030250824551793514,0.455078125,11.580127424560487,30.72445290040107,27.518986276816577,47.87583450712264,0.5261673850574713,0.52734375,0.5703125
0.11,dataset_025_seed_2507234,30,4.507794897347381,0.0055986074577770726,0.52734375,8.159067272907123,26.40335097925379,25.10437948908657,37.01868874356151,0.5297009698275862,0.529296875,0.5703125
0.11,dataset_026_seed_2607234,30,4.285700279373855,0.0031326809203711,0.484375,3.7072886552195996,23.94015286076525,22.23386113299057,34.56428145151585,0.5242411997126437,0.525390625,0.548828125
0.11,dataset_027_seed_2707234,30,4.406587566057002,0.005635850545077087,0.48046875,6.79900217463728,23.7381309375943,22.38665982359089,34.48143108533696,0.5185434626436781,0.51953125,0.576171875
0.11,dataset_028_seed_2807234,30,5.31607259146008,-0.0005180774992526134,0.419921875,7.076820877380669,31.68963306206546,30.36392505792901,45.22636421760544,0.5213227370689655,0.521484375,0.5546875
0.11,dataset_029_seed_2907234,30,5.08706725169115,0.0017648430300889013,0.4453125,6.705703406711109,29.019380265187966,27.772172225173563,41.296017960039904,0.509119073275862,0.5078125,0.5546875
0.13,dataset_000_seed_009234,30,4.253017915357025,-0.0028763866344284207,0.515625,3.9678099534939975,23.484781660547952,22.140904556727037,33.568870893958966,0.5272494612068965,0.529296875,0.576171875
0.13,dataset_001_seed_109234,30,4.036277929840123,0.001249623507527079,0.4609375,3.1884631202556193,21.473483190036262,20.404642773093656,30.00338862258941,0.5211476293103449,0.521484375,0.56640625
0.13,dataset_002_seed_209234,30,4.65175489547018,3.1258760555296684e-05,0.505859375,10.228701605112292,24.960676572273282,22.826150042936206,38.04243156975135,0.5270025143678161,0.525390625,0.552734375
0.13,dataset_003_seed_309234,30,4.6615945651174195,0.0011782647554772429,0.62890625,4.358701625140384,26.657662878576772,25.52662566304207,37.9544172576163,0.5167654454022989,0.513671875,0.583984375
0.13,dataset_004_seed_409234,30,3.864860057664411,0.0002550268530197048,0.326171875,4.726632822770625,20.035850478175643,18.219878498697653,30.72646174738184,0.5271192528735632,0.525390625,0.623046875
0.13,dataset_005_seed_509234,30,3.685740211895435,0.0015365536941156525,0.46875,5.062156321713701,19.69325065865267,18.76679715095088,27.794364330451934,0.5302038433908046,0.529296875,0.5625
0.13,dataset_006_seed_609234,30,4.180202569709422,0.001827079380908604,0.48046875,5.130831687361933,22.49956529256085,21.119172758422792,31.961320061795412,0.518512033045977,0.517578125,0.55078125
0.13,dataset_007_seed_709234,30,4.46558753480942,4.0245609299481296e-05,0.517578125,4.465270118089393,24.944050823452873,23.22001712396741,36.01428079428152,0.5193920617816092,0.515625,0.5703125
0.13,dataset_008_seed_809234,30,4.808795411182624,-0.003653300723299496,0.537109375,5.2435559834120795,26.699159254371082,25.168791842181236,38.841592924855654,0.5208692528735632,0.521484375,0.5703125
0.13,dataset_009_seed_909234,30,3.880742368195638,0.0012979222705744964,0.548828125,4.558599735959433,21.199036265454716,19.820302685489878,30.599613292701548,0.5260237068965518,0.525390625,0.560546875
0.13,dataset_010_seed_1009234,30,3.6424007954426783,-0.0002526124820214313,0.56640625,6.507689315127209,18.26670633470051,16.639044031500816,29.04985643830151,0.5254983836206897,0.5234375,0.6171875
0.13,dataset_011_seed_1109234,30,4.772373913547344,0.002473307202330202,0.53515625,6.431352633982897,26.04427278685951,23.80631104297936,38.932640738412736,0.5220321479885057,0.5234375,0.563671875
0.13,dataset_012_seed_1209234,30,4.862871962805965,1.0344264535022366e-05,0.515625,7.286568297771737,27.459844137728748,25.531840502284467,40.14100923696533,0.5216864224137931,0.521484375,0.55078125
0.13,dataset_013_seed_1309234,30,4.294288195194765,-0.0023271733812681543,0.54296875,4.449501792783849,23.84547396486507,22.71279457071796,33.10586376711727,0.521466415229885,0.521484375,0.551953125
0.13,dataset_014_seed_1409234,30,4.0960435509383615,-0.0018275282905810169,0.46484375,4.436073245014995,21.6456681158506,20.172229479299858,31.591589745506646,0.5232309626436782,0.521484375,0.5546875
0.13,dataset_015_seed_1509234,30,4.350507376303767,-0.0008107931368618249,0.51953125,7.2208718919428065,22.31570724223462,19.698431007564068,35.58558876421303,0.5171560704022988,0.515625,0.57421875
0.13,dataset_016_seed_1609234,30,3.8181489191544293,-0.00176394356045427,0.470703125,4.237342617008835,19.68131157067797,18.817124671302736,27.703703731577846,0.5286054238505747,0.529296875,0.576171875
0.13,dataset_017_seed_1709234,30,4.345028021652777,-0.00130128381358333,0.47265625,3.6194137515267357,22.011686054725285,21.253331323619932,32.05607830490917,0.5198724856321839,0.515625,0.6046875
0.13,dataset_018_seed_1809234,30,3.593890345389355,-0.0006689622692709922,0.46875,2.0751273239729926,16.86835409746152,15.9782656354364,23.997412362322212,0.5178295617816092,0.517578125,0.560546875
0.13,dataset_019_seed_1909234,30,4.042154463029503,-0.0010480376054905877,0.49609375,2.0683539563324302,21.998246446421007,21.275678385747597,30.901797429379076,0.5214080459770115,0.521484375,0.5546875
0.13,dataset_020_seed_2009234,30,3.9931212658742927,-0.0027913648962462033,0.55078125,5.6790306608891115,19.65654587155936,18.41220407700166,27.747818233957517,0.5180136494252874,0.517578125,0.55859375
0.13,dataset_021_seed_2109234,30,4.305062023005086,0.003629513728620687,0.517578125,9.96346160036046,24.7974666802052,22.750524898292497,36.35194413373247,0.5267510775862069,0.52734375,0.564453125
0.13,dataset_022_seed_2209234,30,4.194956549984882,0.0007593223035997053,0.513671875,3.944527086452581,23.024969050162685,21.75495282630436,32.84886559229344,0.5211206896551724,0.521484375,0.55859375
0.13,dataset_023_seed_2309234,30,3.764221016288419,0.0027084099650284627,0.552734375,5.398949236841872,19.247813509668536,18.39358047931455,26.934911593701692,0.525408584770115,0.525390625,0.5625
