beta,dataset_id,K,S_ref,Q_ref,H_err,H_CE,B_CE_mean,B_CE_median,B_CE_q90,B_err_mean,B_err_median,B_err_q90
0.13,dataset_024_seed_2409234,30,4.788029739733416,-0.0017156811093147445,0.51953125,4.43289245897904,25.223649309118997,23.359832372982055,36.701616688538344,0.5128591954022989,0.51171875,0.583984375
0.13,dataset_025_seed_2509234,30,4.276887986874426,0.0010132276705860728,0.5234375,7.1492925204802305,24.296370853583767,23.48600981524214,33.85198089899495,0.5231232040229885,0.521484375,0.5578125
0.13,dataset_026_seed_2609234,30,5.511204840972656,0.0004600513530651595,0.537109375,2.8442676523700356,33.84988660952451,31.504509170539677,49.70114058461041,0.5237293462643678,0.5234375,0.55859375
0.13,dataset_027_seed_2709234,30,4.652072378951853,0.0019739723566778813,0.484375,6.639071348123252,26.401314188968176,25.178819991881028,38.119837147463116,0.5225080818965517,0.521484375,0.546875
0.13,dataset_028_seed_2809234,30,4.086788289829994,-0.0031767202805750936,0.521484375,3.9186850937549025,22.172948043098696,21.449086287990212,31.584521502442662,0.5157911278735632,0.513671875,0.5703125
0.13,dataset_029_seed_2909234,30,4.769569263596859,-0.0003666253842284603,0.5,7.496846756548621,26.221514508560375,24.886754506500438,36.72957987566478,0.5117726293103448,0.51171875,0.567578125
0.15,dataset_000_seed_011234,30,4.074584320060007,-0.00037988927084213985,0.509765625,6.935739977750927,21.729768601589804,20.171191949862987,32.90697721606121,0.5233252514367817,0.5234375,0.56640625
0.15,dataset_001_seed_111234,30,4.19341577812757,0.0026748433690347083,0.5,3.1787028297549114,22.777104936736293,21.866307543357834,32.959554461110386,0.5162491020114942,0.513671875,0.583203125
0.15,dataset_002_seed_211234,30,4.167875782525897,0.0003964333154213488,0.541015625,6.0240392877021804,22.60623154402523,20.627230406040326,35.427965318085626,0.5256914511494253,0.5234375,0.603515625
0.15,dataset_003_seed_311234,30,4.525257744357231,0.0002804062286667205,0.43359375,6.416645284043625,23.40368199659319,21.16777959698811,36.91415126575158,0.5098958333333333,0.505859375,0.60078125
0.15,dataset_004_seed_411234,30,3.9425902749732065,0.0026572636990212285,0.49609375,3.715806771419011,21.379966278707116,20.162318114191294,30.886496870685377,0.5185210129310345,0.51953125,0.5625
0.15,dataset_005_seed_511234,30,3.971133703767227,-0.0014798369675359485,0.48828125,4.691034347983077,21.4129005982487,20.512336344458163,31.043368965014817,0.5301409841954023,0.52734375,0.572265625
0.15,dataset_006_seed_611234,30,3.6591622138836652,-0.0015235015745356474,0.39453125,1.9889304257230833,18.45798460754737,16.494935286697,28.711593758640813,0.5352280890804598,0.5390625,0.62421875
0.15,dataset_007_seed_711234,30,3.6762239022616656,0.00021660767384446933,0.48828125,2.4666185575770214,20.141358541468716,19.050706010311842,29.187103214766832,0.513433908045977,0.5078125,0.596875
0.15,dataset_008_seed_811234,30,4.331805595071201,0.00041152008945448095,0.599609375,4.828694460680708,24.447021839365192,22.722947775386274,36.58102235603147,0.5216909123563218,0.51953125,0.59375
0.15,dataset_009_seed_911234,30,3.794664688544101,-0.0015914968070269047,0.515625,4.3419750039465725,20.271880285794065,18.838995441328734,30.694626748142767,0.5391433189655173,0.5390625,0.642578125
0.15,dataset_010_seed_1011234,30,3.8834981233282053,-0.0007717460075745105,0.625,4.106804956682026,18.69592283569362,17.246609571389854,28.3647113211453,0.5240750718390804,0.52734375,0.626953125
0.15,dataset_011_seed_1111234,30,3.866722427466593,0.0017546599071137053,0.451171875,5.388697532238439,20.250298126440644,19.499143673107028,29.68951914701611,0.5276894755747127,0.52734375,0.576171875
0.15,dataset_012_seed_1211234,30,4.657371615594361,-0.006578088938959364,0.341796875,1.6620824550045654,25.200999812733638,23.45194043405354,37.09717168486677,0.5125583692528736,0.513671875,0.596875
0.15,dataset_013_seed_1311234,30,3.479040843853468,-0.0004998323025218201,0.521484375,7.089044760214165,17.54326486788401,16.67093637632206,24.695492237433793,0.5205325071839081,0.5234375,0.575390625
0.15,dataset_014_seed_1411234,30,4.430962169306794,0.0015809032759557873,0.53515625,8.433040721458383,23.393186777789982,21.838577799266204,34.1173264273908,0.52578125,0.525390625,0.575390625
0.15,dataset_015_seed_1511234,30,3.9346747436178586,-0.0028740791869025224,0.494140625,4.222070490242913,20.562045286848992,19.596681266091764,29.22620798787102,0.5191630747126437,0.515625,0.572265625
0.15,dataset_016_seed_1611234,30,3.8930084221070147,-0.0019055386938589007,0.689453125,6.843252088408917,18.035663181153424,16.1386346060317,29.523335384205005,0.5132498204022988,0.517578125,0.671875
0.15,dataset_017_seed_1711234,30,4.571577274776804,-0.0035039455203347927,0.541015625,5.7064174126135185,25.118245996411183,23.23424603557214,39.411754007078706,0.5336476293103448,0.533203125,0.610546875
0.15,dataset_018_seed_1811234,30,4.272097552818741,0.0054923529336580144,0.529296875,4.029292016290128,22.804314478111305,21.509610175387934,33.376476660463965,0.510205639367816,0.5078125,0.595703125
0.15,dataset_019_seed_1911234,30,4.487082838143234,-0.0007205264208654449,0.36328125,3.11204881942831,22.355567159445357,20.51014465186745,34.95079166260548,0.5011000359195402,0.494140625,0.6203125
0.15,dataset_020_seed_2011234,30,4.103950908262861,0.00044356120164669547,0.443359375,6.63817785854917,21.579813793328345,20.497442219872028,31.624670294765384,0.5131779813218391,0.509765625,0.57421875
0.15,dataset_021_seed_2111234,30,4.82966566736063,-0.0025145637313393823,0.525390625,2.5462314068572596,26.011669707385522,24.168472113087773,40.113160435389744,0.5119656968390804,0.509765625,0.59296875
0.15,dataset_022_seed_2211234,30,4.575098587633236,0.0022591208703997105,0.501953125,12.585307730943896,28.273057544643017,26.105699277948588,42.02939169304445,0.5183010057471265,0.515625,0.6078125000000001
0.15,dataset_023_seed_2311234,30,3.954878369895601,0.00011563925210847912,0.529296875,6.3074345358181745,18.81705322294796,17.673995355144143,27.56256292862818,0.5190867456896552,0.517578125,0.591015625
0.15,dataset_024_seed_2411234,30,4.2294134927457225,1.527206768666504e-05,0.494140625,7.283331178128719,20.246802336524038,19.255147237796336,30.340571024362,0.5135057471264368,0.515625,0.560546875
0.15,dataset_025_seed_2511234,30,4.13034884871475,0.0010809652556711962,0.388671875,6.365198555868119,21.89279285575231,20.89839146286249,31.98667220580392,0.5144486350574713,0.51171875,0.5859375
0.15,dataset_026_seed_2611234,30,4.260063298939143,-0.0007348111321917715,0.599609375,7.205385462148115,22.777036812747884,21.416448270436376,32.06059071402997,0.516967492816092,0.513671875,0.595703125
0.15,dataset_027_seed_2711234,30,4.2384332300619,-0.0011241607479660575,0.533203125,9.528764493763447,23.933515165882163,22.431690162979066,34.719814835302536,0.5293776939655173,0.53125,0.587890625
0.15,dataset_028_seed_2811234,30,4.045222422203801,-0.003090858675742731,0.4921875,5.78520993643906,21.615783865624053,20.24195228656754,31.657880592718723,0.5226338002873563,0.521484375,0.5625
0.15,dataset_029_seed_2911234,30,3.949474512938105,-2.6676645062381606e-05,0.53125,2.439326266408898,20.82689233495126,19.47616039821878,30.53894801065326,0.5227101293103448,0.5234375,0.599609375
0.17,dataset_000_seed_013234,30,3.070162284509934,0.0007298352642935219,0.65625,3.4036175806540996,11.695013221651958,11.200774606782943,17.52016882565804,0.485546875,0.48828125,0.576171875
0.17,dataset_001_seed_113234,30,3.956106676665727,-0.0008942079189214393,0.302734375,2.078615376376547,17.045667175056906,15.39932539849542,27.33815244883299,0.5001122485632183,0.49609375,0.65234375
0.17,dataset_002_seed_213234,30,4.086879119916425,-0.001309739634187868,0.6640625,4.104235512786545,20.52680920962426,18.88101239572279,31.08291192445905,0.5117681393678161,0.505859375,0.611328125
0.17,dataset_003_seed_313234,30,3.8043087153705577,-0.002501180617722652,0.423828125,1.883076464990154,18.788698654828977,17.001063897274435,28.788417374435813,0.5283988864942529,0.529296875,0.58203125
0.17,dataset_004_seed_413234,30,3.886070417453211,0.0004608154282305819,0.515625,15.34318232582882,19.596582175717934,17.916383670642972,31.5080210918095,0.5038972701149426,0.501953125,0.6203125
0.17,dataset_005_seed_513234,30,4.801665357817646,0.0006638467838389684,0.576171875,4.683157862862572,24.94008828240511,22.522112508537248,39.821044327411805,0.5127738864942529,0.505859375,0.634765625
0.17,dataset_006_seed_613234,30,4.048980016814384,-0.0013452019950065247,0.5078125,3.0363026302075014,21.076251851768372,19.668443537317216,31.357827529171484,0.5196479885057471,0.513671875,0.60546875
0.17,dataset_007_seed_713234,30,3.309881047500732,-0.0005450105055494372,0.611328125,3.336080048349686,12.49207773737438,11.799243255984038,19.77483621728607,0.5197602370689656,0.525390625,0.606640625
0.17,dataset_008_seed_813234,30,4.058821483354895,0.002541311905355939,0.55078125,2.2228910985868424,22.269690958409967,20.228442549472675,36.105449978541586,0.5290095186781609,0.521484375,0.642578125
0.17,dataset_009_seed_913234,30,2.9656793207661076,-0.0028210794541640126,0.53515625,1.4031302072107792,11.897946946903923,11.44476136378944,18.03292582472786,0.5129714439655172,0.51171875,0.587890625
0.17,dataset_010_seed_1013234,30,3.6375221323810174,0.0010380037968867953,0.572265625,4.0487481005256996,16.68555564335039,15.343243667390198,24.847341757360848,0.494293283045977,0.490234375,0.5703125
0.17,dataset_011_seed_1113234,30,3.932057473435792,-0.00010005722831713954,0.431640625,4.262122705578804,21.832167060013283,20.094699368346483,32.82055242033675,0.5244477370689655,0.525390625,0.6015625
0.17,dataset_012_seed_1213234,30,4.021718597472876,0.0001898349826926373,0.427734375,2.9068219277542084,20.37604260854316,17.952055506873876,32.73388445717283,0.512396731321839,0.51171875,0.62421875
0.17,dataset_013_seed_1313234,30,3.854316019165705,-0.0017013446894497558,0.490234375,1.8271271935664117,19.81822179894327,18.76948462659493,29.155925638228656,0.5247710129310345,0.521484375,0.595703125
0.17,dataset_014_seed_1413234,30,4.267581250020151,0.003616055721167752,0.5234375,6.370058888103813,23.28159320434534,21.401981403818354,34.6556164840702,0.5195177801724138,0.517578125,0.587109375
0.17,dataset_015_seed_1513234,30,3.305684480743946,0.000921889001104919,0.462890625,3.815911984653212,13.578085810161763,12.459482237696648,19.896992804203183,0.5114897629310344,0.509765625,0.60078125
0.17,dataset_016_seed_1613234,30,4.296370899511839,-0.002740156954788556,0.37109375,1.9963799555553123,23.771743081888484,21.69244817807339,35.07989943665453,0.5325161637931034,0.533203125,0.625
0.17,dataset_017_seed_1713234,30,3.526438243258362,0.00022775076799279542,0.486328125,6.718366647837684,15.241654732815878,14.057587870396674,21.798153685592116,0.4778960129310345,0.466796875,0.60078125
0.17,dataset_018_seed_1813234,30,3.6441814024489187,0.001065481875468498,0.515625,3.667437557480298,17.98869762815503,16.91213451582007,27.031916945101695,0.5316451149425288,0.533203125,0.611328125
0.17,dataset_019_seed_1913234,30,3.7838952322664134,-0.0024207731420004984,0.564453125,3.5401223694207147,18.28387751134605,16.878090081736445,28.820171380229304,0.5120330459770115,0.509765625,0.61328125
0.17,dataset_020_seed_2013234,30,4.150134406680385,-0.0027304057349978412,0.505859375,3.038441255921498,20.430338549828583,18.984682511538267,31.30933969165199,0.5254534841954023,0.525390625,0.60546875
0.17,dataset_021_seed_2113234,30,3.4714442064943625,-0.0015886150380867226,0.54296875,3.625240038149059,15.698947982184974,14.3944461629726,23.683505174005408,0.5274066091954023,0.521484375,0.61328125
0.17,dataset_022_seed_2213234,30,4.201086494124058,-0.00029838894398077746,0.48828125,8.704666365287267,23.0146335714122,21.0013995943591,35.7839763830416,0.526427801724138,0.525390625,0.607421875
0.17,dataset_023_seed_2313234,30,3.6480522622995855,0.0026838730663526437,0.44140625,2.219424149952829,17.30296248913684,15.165971277980134,28.21646295823157,0.5039286997126436,0.494140625,0.66015625
0.17,dataset_024_seed_2413234,30,3.631334360540945,-0.0005117662014240104,0.634765625,2.570995627786033,17.287646519820388,16.060825779102743,27.104527299199255,0.5108970905172414,0.513671875,0.62109375
0.17,dataset_025_seed_2513234,30,3.423809862939232,0.002810885455682983,0.3984375,2.266340769827366,14.872214795374472,13.97403571405448,22.80701853288338,0.5067214439655172,0.50390625,0.625
0.17,dataset_026_seed_2613234,30,4.311493411183236,-0.0023669243554318613,0.453125,7.363956849556416,23.346600584110952,20.994774873601273,36.668229731917386,0.5096399066091954,0.509765625,0.596875
0.17,dataset_027_seed_2713234,30,4.846034357561943,-0.0012950293172438179,0.56640625,7.798829059232958,28.45515788807052,26.00540633732453,45.58188773393631,0.5307830459770115,0.537109375,0.602734375
0.17,dataset_028_seed_2813234,30,4.199418032966742,-0.0012994390427302784,0.5,8.376948125078343,21.740586241517196,19.469935892149806,33.463258820306514,0.5375,0.537109375,0.6484375
0.17,dataset_029_seed_2913234,30,3.3376403211898795,-0.002478602948371682,0.505859375,3.7916673831641674,14.621610648267977,13.72729131160304,22.52890869071707,0.5081492456896551,0.505859375,0.596875
0.19,dataset_000_seed_015234,30,3.47706935471057,-0.002994682597353643,0.29296875,2.4877265124814585,16.212640616668644,15.033514104550704,24.5224811417982,0.48618444683908046,0.478515625,0.6015625
0.19,dataset_001_seed_115234,30,3.033484667868357,0.000579314481255839,0.53125,2.7501634468790144,12.417487885735008,11.656396799022332,20.272828672174366,0.5005657327586207,0.494140625,0.641796875
0.19,dataset_002_seed_215234,30,3.3535746161476134,-0.0037633086288320536,0.51953125,2.721219488652423,13.364562513581317,12.405724301468581,19.820323298312726,0.48367007902298853,0.48828125,0.591796875
0.19,dataset_003_seed_315234,30,3.6196373820597496,0.0009514973461224599,0.71875,5.504151753732003,15.901061008454718,13.969350934959948,26.087291782908153,0.5185479525862069,0.515625,0.665234375
0.19,dataset_004_seed_415234,30,3.4542698488782557,0.004867738358862621,0.501953125,5.161403441103175,16.450636752331146,15.525473990710452,25.402829292183743,0.5208872126436782,0.52734375,0.60859375
0.19,dataset_005_seed_515234,30,3.216852049387913,-0.00147892754226208,0.400390625,3.244895312585868,15.34080327984331,14.063651782926172,24.601982860267164,0.502631106321839,0.5,0.587890625
0.19,dataset_006_seed_615234,30,2.7912277728378636,-0.0013599615382819674,0.236328125,1.7929318682290614,11.727088317615461,10.62200381513685,19.71519489856437,0.48453663793103446,0.482421875,0.623046875
0.19,dataset_007_seed_715234,30,3.237070055279489,0.0011205785731897547,0.5546875,4.6738098985515535,13.888221670046246,12.77043612091802,21.14701314903796,0.4853807471264368,0.486328125,0.626953125
0.19,dataset_008_seed_815234,30,3.4002983011947903,0.002662182042433388,0.5,5.387604788527824,15.72446022458808,14.769125137012452,23.188159933127462,0.5244701867816092,0.5234375,0.619140625
0.19,dataset_009_seed_915234,30,3.395348999047426,-0.004117456846005646,0.47265625,2.8389568518614396,14.65313871649747,12.761332635302097,24.525260368455204,0.4795842313218391,0.46875,0.6546875000000001
0.19,dataset_010_seed_1015234,30,3.557317016461045,0.00011040278246153107,0.51953125,1.9296435853466392,17.035351162296507,16.023709970759228,26.530385148758075,0.5164242097701149,0.517578125,0.6136718750000001
0.19,dataset_011_seed_1115234,30,3.66102955105778,0.0013354061893426398,0.583984375,6.916291564237326,16.651178528903717,15.410547570325434,25.396178561868147,0.4925422054597701,0.490234375,0.5921875000000001
0.19,dataset_012_seed_1215234,30,3.9110529258150564,8.23971944256075e-05,0.369140625,1.9194107798393816,18.824705674752444,16.548881061840802,31.718566579464838,0.5125448994252874,0.513671875,0.669921875
0.19,dataset_013_seed_1315234,30,3.396795715562601,0.004305097477876359,0.515625,3.975875597912818,12.511485412603662,11.150776574155316,20.06414462071844,0.4535784841954023,0.44140625,0.599609375
0.19,dataset_014_seed_1415234,30,4.186002128769419,-0.00020467866754714492,0.6640625,5.598900284734555,19.295335704965474,17.170253004413098,30.623474087100476,0.5005298132183909,0.5,0.611328125
0.19,dataset_015_seed_1515234,30,3.7026226453465187,0.00042979336649694736,0.544921875,9.91934300295543,17.324651619269588,16.400806978344917,24.659657719917597,0.4860362787356322,0.484375,0.563671875
0.19,dataset_016_seed_1615234,30,3.6087392766576945,0.0023095138508567293,0.54296875,4.97727673407644,16.705252932598974,15.40186137217097,25.755002860538667,0.4859375,0.490234375,0.572265625
0.19,dataset_017_seed_1715234,30,3.728185293045902,0.002130797781407484,0.21875,2.2170062767108902,14.148254104762541,12.026490113930777,23.826601147279145,0.4529992816091954,0.451171875,0.60859375
0.19,dataset_018_seed_1815234,30,4.243194152626079,-0.0036964222116557632,0.482421875,2.8648890489712358,21.833396074416694,20.446671050507575,34.782719727605595,0.5257902298850575,0.52734375,0.626171875
0.19,dataset_019_seed_1915234,30,4.18912666835883,-0.0006731472368569321,0.6953125,7.125823694514111,17.68553293534105,14.72020849166438,29.88245920864866,0.4980603448275862,0.494140625,0.637890625
0.19,dataset_020_seed_2015234,30,3.1906482924287096,0.0023206490995865935,0.83984375,5.003436244209297,8.591533173335417,7.209633146412671,15.099148517241717,0.41922593390804597,0.404296875,0.610546875
0.19,dataset_021_seed_2115234,30,3.474252433213026,-0.00324975062941787,0.509765625,6.9188501161988825,15.97475463334503,13.861393683589995,26.92971905237064,0.5209590517241379,0.5234375,0.6203125
0.19,dataset_022_seed_2215234,30,3.092021378508369,-0.0009332030986319649,0.56640625,5.0169597018975765,13.335320421492938,12.651958423666656,20.32886993128341,0.49322467672413794,0.4921875,0.5921875000000001
0.19,dataset_023_seed_2315234,30,2.811458273542235,0.0005584469716134483,0.27734375,1.3774650981649756,11.35427217128494,10.402679454535246,18.026024233270437,0.49487697557471266,0.486328125,0.6328125
0.19,dataset_024_seed_2415234,30,3.988019116487855,0.00356276370334308,0.380859375,5.138731457409449,21.0405516410854,19.18565259175375,33.29709482034669,0.49756645114942527,0.5,0.618359375
0.19,dataset_025_seed_2515234,30,3.645735662402162,0.002919066859860491,0.486328125,3.9042885109083727,15.97140125469599,14.332176497671753,24.944314692122862,0.5173805675287356,0.515625,0.5890625
0.19,dataset_026_seed_2615234,30,3.3614760041637206,0.001987439270227982,0.6875,7.7641909825615585,17.54422340085516,16.230828950181603,26.93437776211649,0.5159976652298851,0.513671875,0.6285156250000001
0.19,dataset_027_seed_2715234,30,2.9029096900991913,-0.0007495972447799549,0.63671875,6.594268732238561,12.365165358355494,11.397341753356159,19.19210519595072,0.5000404094827586,0.505859375,0.61328125
0.19,dataset_028_seed_2815234,30,3.363605094174521,-0.0018386159011025249,0.552734375,4.403209319687448,13.696339906121057,12.169376731384546,21.70617612143979,0.49106950431034485,0.4921875,0.6015625
0.19,dataset_029_seed_2915234,30,2.972579559442686,-0.0022614436664699857,0.58984375,3.4628389342688024,11.391852140945554,10.103889852995053,18.247337807808073,0.4737652658045977,0.466796875,0.591015625
0.21,dataset_000_seed_017234,30,4.15627330075277,-0.005156799552345661,0.484375,2.5810051180887967,17.60630280974578,15.382300723809749,29.081925379019236,0.47030352011494253,0.462890625,0.657421875
0.21,dataset_001_seed_117234,30,2.890497148005627,0.0009427610023267905,0.6171875,4.199128549313173,8.89893472289142,7.671909934841096,14.993410463258625,0.48266882183908044,0.482421875,0.640625
0.21,dataset_002_seed_217234,30,3.0676503022871544,-0.0023917326211826294,0.40234375,2.3832027832977474,11.381302286405651,10.199176050024107,18.722810264350848,0.44027029454022987,0.4375,0.606640625
0.21,dataset_003_seed_317234,30,2.8977681370187076,0.0034133186716268104,0.44921875,4.454804109176621,10.858639580340007,9.983937034383416,16.893627182347704,0.4610632183908046,0.439453125,0.6515625
0.21,dataset_004_seed_417234,30,3.0705566497935886,-0.0002908510779910916,0.396484375,3.0369544150307775,13.793886848911107,11.709244444267824,23.622390408068895,0.4580998563218391,0.44921875,0.610546875
0.21,dataset_005_seed_517234,30,3.0577276829924265,-0.001880365011547787,0.486328125,3.0544508532620966,9.036856249051874,7.335918030701578,16.73466799799354,0.4020519037356322,0.38671875,0.591796875
0.21,dataset_006_seed_617234,30,3.5413045787007422,0.005617418900401577,0.64453125,9.733190812170506,11.855855558657932,10.62314072297886,20.559411487355828,0.4743938577586207,0.46484375,0.642578125
0.21,dataset_007_seed_717234,30,3.4562866963206393,0.0007176639361798693,0.4453125,5.368226055288687,13.26550754355802,11.560320595279336,21.439635087596262,0.4858252514367816,0.478515625,0.64453125
0.21,dataset_008_seed_817234,30,2.934068325523261,-0.0022444367456945797,0.5,2.2506095489952713,9.389533783146984,8.297562046907842,16.83450590162538,0.5301320043103448,0.529296875,0.7078125000000002
0.21,dataset_009_seed_917234,30,3.23048904703495,0.0007590968805504789,0.451171875,3.3769286077003926,11.326694638842994,9.134035810828209,20.588418278191238,0.5011314655172414,0.494140625,0.7261718750000001
0.21,dataset_010_seed_1017234,30,3.1656935939275193,0.0006945227221256714,0.45703125,4.121558213373646,12.494248444032749,10.771769450744614,21.858003037190066,0.4721309267241379,0.46875,0.669921875
0.21,dataset_011_seed_1117234,30,2.748506871187684,-0.00027880332838918455,0.603515625,3.076774589251727,8.041365710184534,7.036355772521347,12.991160392435273,0.45579202586206896,0.447265625,0.625
0.21,dataset_012_seed_1217234,30,3.2279754108735323,0.001313238032752258,0.482421875,2.950042089330964,11.866008262564534,10.518519007135183,19.509546823520214,0.4384967672413793,0.42578125,0.63203125
0.21,dataset_013_seed_1317234,30,3.73143376927954,-4.5332166696850035e-05,0.416015625,4.8515458181500435,15.952366404332777,13.924474111991003,24.254291982576255,0.4125359195402299,0.40234375,0.55390625
0.21,dataset_014_seed_1417234,30,3.8309671074329623,0.001860541134259486,0.494140625,3.151774706551805,18.12971375727405,15.765984546858817,31.378086610278118,0.494445941091954,0.486328125,0.63671875
0.21,dataset_015_seed_1517234,30,3.247522117130872,0.0013512336019490775,0.43359375,3.1681290678679943,13.805895101710961,13.173659415682778,21.379860956780615,0.49344468390804597,0.4921875,0.583203125
0.21,dataset_016_seed_1617234,30,3.201939538074044,-0.0009503515869922318,0.36328125,3.4775301506742835,11.646745644545922,10.714437308954075,19.12955994764343,0.45971174568965517,0.443359375,0.654296875
0.21,dataset_017_seed_1717234,30,3.3407214813293415,0.0026920680890576334,0.556640625,6.157266371767037,11.551375224898923,10.23578131897375,18.936894371081145,0.47022270114942527,0.47265625,0.6664062500000001
0.21,dataset_018_seed_1817234,30,3.318585960132478,-0.0026779210018351585,0.470703125,1.2947349465684965,11.427828532006677,9.737160846358165,20.76487617888488,0.45424299568965515,0.443359375,0.6304687500000001
0.21,dataset_019_seed_1917234,30,3.0895641396016855,0.001314124240515345,0.3203125,1.2429605240467936,6.880262417928316,5.6791648948565125,13.138033498264853,0.44718480603448274,0.4453125,0.66328125
0.21,dataset_020_seed_2017234,30,2.8599556852396977,0.0028198470598460425,0.525390625,4.737969513516873,11.213971116881678,10.347349795047194,17.73125406140462,0.4752559267241379,0.48046875,0.594921875
0.21,dataset_021_seed_2117234,30,3.929122450008966,-0.002209832873074299,0.646484375,8.53775065287482,16.995857518432587,14.770854332717136,28.97102059735917,0.44135686063218393,0.4453125,0.6246093750000001
0.21,dataset_022_seed_2217234,30,4.178900913274016,-0.002191451060603084,0.234375,1.7072912695584819,14.371788323227177,11.794728143140674,25.441422381578015,0.437279992816092,0.41015625,0.630078125
0.21,dataset_023_seed_2317234,30,3.1441165548934413,-0.0010612116331612232,0.392578125,2.973232090123929,12.653862998373379,10.212208255659789,21.861972131440417,0.4518363864942529,0.43359375,0.638671875
0.21,dataset_024_seed_2417234,30,2.8249100185934073,-6.467228955641458e-05,0.5,3.413789416081272,10.740917287039004,9.565353037323803,17.581483139423653,0.4600619612068966,0.455078125,0.60078125
0.21,dataset_025_seed_2517234,30,3.8010987848621447,0.0014611087484372523,0.490234375,9.570791419013403,14.83442398961901,12.334564445540309,24.81568271461875,0.46509967672413793,0.455078125,0.66015625
0.21,dataset_026_seed_2617234,30,2.9805381843610035,0.0019088727660936322,0.556640625,5.51784148614388,10.224145514832745,9.444854679517448,16.753058841265737,0.45575161637931033,0.453125,0.610546875
0.21,dataset_027_seed_2717234,30,2.7783037181952785,-0.0014699038934231816,0.431640625,1.551634018542245,9.427464285093071,8.441570479888469,15.404502336401492,0.5148527298850575,0.5078125,0.65546875
0.21,dataset_028_seed_2817234,30,3.6408023191607146,-0.0005326650210520197,0.8359375,6.956775115104392,11.949667401293068,9.907728697173297,21.291251637646933,0.4345860272988506,0.419921875,0.64453125
0.21,dataset_029_seed_2917234,30,2.920473229372894,0.00039803790547804504,0.41015625,2.6390979844145477,9.069729379372372,7.785930073121563,17.233140896540135,0.4386224856321839,0.435546875,0.640625
0.23,dataset_000_seed_019234,30,3.0718338735668804,0.0024830602981985132,0.53515625,2.7604365994920954,10.391364763063732,9.152399037964642,17.34328216724098,0.48050915948275863,0.474609375,0.62109375
0.23,dataset_001_seed_119234,30,2.976321982434374,0.0020444806701668565,0.421875,1.4993011188926175,7.7233654809660734,6.348160447087139,15.16421818640083,0.43091325431034483,0.42578125,0.6585937500000001
0.23,dataset_002_seed_219234,30,3.004341582903101,0.0002500133331290009,0.23046875,0.6956565858563408,8.078942095536481,6.636058619944379,14.378625178290532,0.41458333333333336,0.40625,0.65625
0.23,dataset_003_seed_319234,30,2.7782604958219252,0.0022187193700783244,0.306640625,1.2891725455410779,6.42327259894803,4.874947010073811,12.266006248956554,0.4071345186781609,0.392578125,0.63203125
0.23,dataset_004_seed_419234,30,3.2901279774106156,-0.004553572090078279,0.8046875,2.2247445679968223,11.58547297910086,9.687912076013163,20.454371998505668,0.4432426364942529,0.4453125,0.6800781250000001
0.23,dataset_005_seed_519234,30,3.192696356257359,-0.0036439087893760237,0.259765625,2.4852156987180933,16.023604034707112,14.034488672856241,26.494221626780927,0.5061557112068965,0.505859375,0.6585937500000001
0.23,dataset_006_seed_619234,30,3.1022580470786107,0.0023915207463657373,0.5,5.974136361386627,7.868317150219675,6.349575279047713,14.882739440165464,0.4413029813218391,0.42578125,0.680859375
0.23,dataset_007_seed_719234,30,3.0138149586245038,0.0010753675309638088,0.533203125,4.093926128349267,9.598933799265637,7.255484311608598,20.198782866029077,0.41281429597701147,0.39453125,0.626953125
0.23,dataset_008_seed_819234,30,2.5182552072750424,0.0013336002360197178,0.736328125,2.287414566264488,6.853153064419334,4.458313611336052,14.872431321255865,0.3993354885057471,0.404296875,0.642578125
0.23,dataset_009_seed_919234,30,3.1377641950707096,-0.0003864642663730641,0.56640625,2.3396287609357387,10.921768970302328,9.827995858620852,18.229005321487787,0.43505298132183906,0.431640625,0.58203125
0.23,dataset_010_seed_1019234,30,3.090385736944484,-0.000967767638521984,0.470703125,2.0452146308962256,8.434335111556361,7.468627852853388,13.738961827196182,0.4177667025862069,0.396484375,0.6000000000000001
0.23,dataset_011_seed_1119234,30,2.9787518190953093,0.002417819096979412,0.517578125,4.908907120348886,7.961455693754271,6.038909199647605,14.98654739772901,0.4090876436781609,0.396484375,0.6585937500000001
0.23,dataset_012_seed_1219234,30,3.1883708064010814,0.0020418910387745453,0.490234375,3.0852601933293045,11.653711871538933,10.459748872322962,19.286774952430278,0.5255747126436782,0.517578125,0.67109375
0.23,dataset_013_seed_1319234,30,2.661459101453923,-0.0006856254467842446,0.306640625,1.153655598522164,5.55058886624134,4.951519418973476,9.749354565609247,0.40123922413793106,0.392578125,0.5703125
0.23,dataset_014_seed_1419234,30,3.3693384601190135,-1.6038691348771802e-07,0.494140625,1.7303211684338748,13.650331489599427,11.496598789468408,23.888135625701405,0.4746048850574713,0.4609375,0.692578125
0.23,dataset_015_seed_1519234,30,2.9339445758673612,-0.0005554834444946497,0.28125,0.7558946768986061,8.517470109739458,7.225392944645137,15.828321348829196,0.45523976293103446,0.451171875,0.630859375
0.23,dataset_016_seed_1619234,30,2.8735587238246643,0.0010334731565515925,0.486328125,2.713461427949369,11.424839693706097,10.130589020438492,18.970648044766858,0.47975933908045976,0.478515625,0.609375
0.23,dataset_017_seed_1719234,30,2.9823932597350873,0.0013908848847721108,0.54296875,5.99753177841194,6.311328442567617,5.361993853934109,11.924285753630102,0.430859375,0.431640625,0.6234375000000001
