cell_id,series,dataset_id,dataset_tag,seed,beta_ising,rewire_p,width,attempt_count,exact_attempt_count,mean_attempt_accuracy_percent,best_attempt_id,best_train_accuracy,best_train_accuracy_percent,best_cls_err,best_train_loss,is_exact_solution,early_stop_phase,early_stop_epoch,best_theta_path,best_theta_init_path
cell_beta_0p05_p_0p00,beta,0,dataset_000_seed_001234,1234,0.05,0.0,48,100,23,97.794921875,34,1.0,100.0,0.0,0.0026408865291452,True,lbfgs,419,02_dnn/03_reference_search/raw_outputs/36_beta_cell_10_dataset_10_reference/selected_references/cell_beta_0p05_p_0p00/dataset_000_seed_001234/width_048/best_theta.npy,02_dnn/03_reference_search/raw_outputs/36_beta_cell_10_dataset_10_reference/selected_references/cell_beta_0p05_p_0p00/dataset_000_seed_001234/width_048/best_theta_init.npy
cell_beta_0p05_p_0p00,beta,1,dataset_001_seed_101234,101234,0.05,0.0,48,100,27,97.0234375,23,1.0,100.0,0.0,0.0027207863320004985,True,lbfgs,1746,02_dnn/03_reference_search/raw_outputs/36_beta_cell_10_dataset_10_reference/selected_references/cell_beta_0p05_p_0p00/dataset_001_seed_101234/width_048/best_theta.npy,02_dnn/03_reference_search/raw_outputs/36_beta_cell_10_dataset_10_reference/selected_references/cell_beta_0p05_p_0p00/dataset_001_seed_101234/width_048/best_theta_init.npy
cell_beta_0p05_p_0p00,beta,2,dataset_002_seed_201234,201234,0.05,0.0,48,100,30,97.5546875,47,1.0,100.0,0.0,0.0023441354541189714,True,lbfgs,626,02_dnn/03_reference_search/raw_outputs/36_beta_cell_10_dataset_10_reference/selected_references/cell_beta_0p05_p_0p00/dataset_002_seed_201234/width_048/best_theta.npy,02_dnn/03_reference_search/raw_outputs/36_beta_cell_10_dataset_10_reference/selected_references/cell_beta_0p05_p_0p00/dataset_002_seed_201234/width_048/best_theta_init.npy
cell_beta_0p05_p_0p00,beta,3,dataset_003_seed_301234,301234,0.05,0.0,48,100,29,97.859375,19,1.0,100.0,0.0,0.0025592405871666833,True,lbfgs,551,02_dnn/03_reference_search/raw_outputs/36_beta_cell_10_dataset_10_reference/selected_references/cell_beta_0p05_p_0p00/dataset_003_seed_301234/width_048/best_theta.npy,02_dnn/03_reference_search/raw_outputs/36_beta_cell_10_dataset_10_reference/selected_references/cell_beta_0p05_p_0p00/dataset_003_seed_301234/width_048/best_theta_init.npy
cell_beta_0p05_p_0p00,beta,4,dataset_004_seed_401234,401234,0.05,0.0,48,100,19,97.84375,18,1.0,100.0,0.0,0.002715412284830937,True,lbfgs,1338,02_dnn/03_reference_search/raw_outputs/36_beta_cell_10_dataset_10_reference/selected_references/cell_beta_0p05_p_0p00/dataset_004_seed_401234/width_048/best_theta.npy,02_dnn/03_reference_search/raw_outputs/36_beta_cell_10_dataset_10_reference/selected_references/cell_beta_0p05_p_0p00/dataset_004_seed_401234/width_048/best_theta_init.npy
cell_beta_0p05_p_0p00,beta,5,dataset_005_seed_501234,501234,0.05,0.0,48,100,36,97.451171875,23,1.0,100.0,0.0,0.0020772917287544233,True,lbfgs,245,02_dnn/03_reference_search/raw_outputs/36_beta_cell_10_dataset_10_reference/selected_references/cell_beta_0p05_p_0p00/dataset_005_seed_501234/width_048/best_theta.npy,02_dnn/03_reference_search/raw_outputs/36_beta_cell_10_dataset_10_reference/selected_references/cell_beta_0p05_p_0p00/dataset_005_seed_501234/width_048/best_theta_init.npy
cell_beta_0p05_p_0p00,beta,6,dataset_006_seed_601234,601234,0.05,0.0,48,100,43,99.25390625,99,1.0,100.0,0.0,0.001916793615702084,True,lbfgs,634,02_dnn/03_reference_search/raw_outputs/36_beta_cell_10_dataset_10_reference/selected_references/cell_beta_0p05_p_0p00/dataset_006_seed_601234/width_048/best_theta.npy,02_dnn/03_reference_search/raw_outputs/36_beta_cell_10_dataset_10_reference/selected_references/cell_beta_0p05_p_0p00/dataset_006_seed_601234/width_048/best_theta_init.npy
cell_beta_0p05_p_0p00,beta,7,dataset_007_seed_701234,701234,0.05,0.0,48,100,34,97.103515625,58,1.0,100.0,0.0,0.0027386520908639096,True,lbfgs,690,02_dnn/03_reference_search/raw_outputs/36_beta_cell_10_dataset_10_reference/selected_references/cell_beta_0p05_p_0p00/dataset_007_seed_701234/width_048/best_theta.npy,02_dnn/03_reference_search/raw_outputs/36_beta_cell_10_dataset_10_reference/selected_references/cell_beta_0p05_p_0p00/dataset_007_seed_701234/width_048/best_theta_init.npy
cell_beta_0p05_p_0p00,beta,8,dataset_008_seed_801234,801234,0.05,0.0,48,100,23,98.44140625,50,1.0,100.0,0.0,0.002310985090813971,True,lbfgs,681,02_dnn/03_reference_search/raw_outputs/36_beta_cell_10_dataset_10_reference/selected_references/cell_beta_0p05_p_0p00/dataset_008_seed_801234/width_048/best_theta.npy,02_dnn/03_reference_search/raw_outputs/36_beta_cell_10_dataset_10_reference/selected_references/cell_beta_0p05_p_0p00/dataset_008_seed_801234/width_048/best_theta_init.npy
cell_beta_0p05_p_0p00,beta,9,dataset_009_seed_901234,901234,0.05,0.0,48,100,38,98.630859375,42,1.0,100.0,0.0,0.001783699525176135,True,lbfgs,288,02_dnn/03_reference_search/raw_outputs/36_beta_cell_10_dataset_10_reference/selected_references/cell_beta_0p05_p_0p00/dataset_009_seed_901234/width_048/best_theta.npy,02_dnn/03_reference_search/raw_outputs/36_beta_cell_10_dataset_10_reference/selected_references/cell_beta_0p05_p_0p00/dataset_009_seed_901234/width_048/best_theta_init.npy
