r,phi,Q,p,t,cd,s,qref,phi_rel,phi_radius,phi_radius_rel,phi_energy,phi_energy_rel,alpha,eta,A,G_S,G_E,alpha_G_E,quadrature_tier,gradient_max_abs,dF_dsqrtQ,dF_ds,dF_deta,confirmation_quadrature_tier,confirmation_gradient_max_abs,confirmation_dF_dsqrtQ,confirmation_dF_ds,confirmation_dF_deta,root_success,root_status,root_nfev,root_cost,inner_hessian_min_eigenvalue,inner_hessian_max_eigenvalue,reduced_outer_curvature,physical_curvature_signature,boundary_Q,boundary_s,boundary_gradient_max_abs,Q_lower_exact,Q_upper_exact,geometry_margin_lower,geometry_margin_upper,conditional_normalization,quadrature_method,solver_mode,boundary_q_scan_count,boundary_s_seed_count,full_eta_initial
0.65,0.4088268300665644,0.7907489729315732,0.593531544303901,0.058255033809760125,0.7693355780092886,0.06152196290922929,0.06328302527249907,1.4288644649980404,-0.4307829160924542,1.4663370687934272,0.8396097461590186,-0.03747260379538675,0.1,0.000269536584272206,0.00010958765704548346,0.970977412571767,-0.4938873821404113,-0.049388738214041134,reference_48_48_32_72,6.359497534830483e-07,-6.359497534830483e-07,1.4182266472317906e-07,1.1915468611789491e-08,confirmation_32_32_24_48,8.540178820536969e-12,-8.540178820536969e-12,4.163336342344337e-12,8.326672684688674e-12,True,1,8,7.980075089208692e-23,0.06596693381020631,0.5140987294080029,-3.973752008166763,True,0.7907487212895646,0.061755528104368816,4.163336342344337e-12,0.12249999999999998,2.7224999999999997,0.6682489729315733,1.9317510270684264,0.9999999999999999,conditional_CDF_GH_GL,corrected_full_A,129,65,0.001
0.7,0.47327723245151376,0.7786911381657358,0.535338290223863,0.05717655513442876,0.7301905872707426,0.06593250636782848,0.06328302527249907,1.49331486738299,-0.35667494393873245,1.540445040947149,0.8299521763902462,-0.04713017356415916,0.1,0.0002811534751740809,0.00013067799505632997,1.0381875028100271,-0.5049430289710165,-0.050494302897101655,reference_48_48_32_72,5.941795863686086e-07,-5.941795863686086e-07,1.4295231665073516e-07,1.5989987112163817e-08,confirmation_32_32_24_48,1.4988010832439613e-10,2.2799227386969228e-11,-5.6898930012039266e-11,-1.4988010832439613e-10,True,1,7,1.3110669938645195e-20,0.06575147553554922,0.5160892947788047,-3.641936901372095,True,0.7786908872819122,0.06618976934548464,2.775557561562891e-12,0.09000000000000002,2.8899999999999997,0.6886911381657357,2.1113088618342637,0.9999999999999999,conditional_CDF_GH_GL,corrected_full_A,129,65,0.001
0.75,0.5311380109427013,0.7696635653672473,0.4760930717866907,0.05596093335743169,0.687995597675782,0.07030639797943236,0.06328302527249907,1.5511756458741774,-0.2876820724517809,1.6094379124341003,0.8188200833944822,-0.05826226655992284,0.1,0.000289746688228368,0.0001518442937709502,1.0985151743947261,-0.5164448691350892,-0.051644486913508925,reference_48_48_32_72,5.317562269691257e-07,-5.317562269691257e-07,1.3769263507157348e-07,2.109423746787797e-08,confirmation_32_32_24_48,2.3314683517128287e-10,-1.8503720777830095e-12,-9.15933995315754e-11,-2.3314683517128287e-10,True,1,7,3.137511073248119e-20,0.06552759602564731,0.5181846559393679,-3.380613287328962,True,0.7696633292991161,0.07058477484321783,2.775557561562891e-12,0.0625,3.0625,0.7071635653672473,2.2928364346327528,0.9999999999999999,conditional_CDF_GH_GL,corrected_full_A,129,65,0.001
0.8,0.5829938178967474,0.763926655947268,0.41683513896889135,0.05460780776861557,0.6429573178276743,0.07464545174449091,0.06328302527249907,1.6030314528282235,-0.2231435513142097,1.6739764335716716,0.8061373692109571,-0.07094498074344813,0.1,0.00029569781221219896,0.00017249157894844993,1.1524354866012634,-0.5283659348441248,-0.05283659348441248,reference_48_48_32_72,4.4528972755338394e-07,-4.4528972755338394e-07,1.2465029008978945e-07,2.7422508708241363e-08,confirmation_32_32_24_48,3.4694476458431426e-12,-3.4694476458431426e-12,-2.775557561562891e-12,-2.775557561562891e-12,True,1,8,1.3722253261172203e-23,0.06529599274528662,0.5203830052959373,-3.174941208037265,True,0.7639264521483046,0.07494228606013897,1.1102230246251564e-11,0.03999999999999998,3.24,0.7239266559472681,2.476073344052732,0.9999999999999999,conditional_CDF_GH_GL,corrected_full_A,129,65,0.001
0.85,0.6293158225925706,0.7617019938767073,0.3586659277275449,0.053120382363091204,0.5953569522595842,0.0789510781682383,0.06328302527249907,1.6493534575240467,-0.16251892949777494,1.7346010553881064,0.7918347520903455,-0.08524759786405967,0.1,0.0002995002876827447,0.0001921372843182744,1.200334999604825,-0.5406823810382838,-0.05406823810382838,reference_48_48_32_72,3.31576336024163e-07,-3.31576336024163e-07,1.0221823387723815e-07,3.455014052633487e-08,confirmation_32_32_24_48,2.7478019859472624e-10,5.387848108838763e-11,-3.3306690738754696e-11,2.7478019859472624e-10,True,1,7,3.975819195605799e-20,0.06505731044056189,0.522683472298531,-3.0143482408034523,True,0.7617018431483151,0.07926387815719964,1.3877787807814455e-11,0.022500000000000006,3.4225000000000003,0.7392019938767074,2.6607980061232928,0.9999999999999999,conditional_CDF_GH_GL,corrected_full_A,129,65,0.001
0.9,0.6704886984133988,0.7631783960372747,0.30269549175056887,0.05150559974872552,0.5455457298884707,0.08322432540749548,0.06328302527249907,1.690526333344875,-0.10536051565782628,1.791759469228055,0.775849214071225,-0.10123313588317995,0.1,0.0003017325061442768,0.00021046294033023972,1.2425469231199824,-0.5533729352406831,-0.05533729352406831,reference_48_48_32_72,1.8783743752267924e-07,-1.8783743752267924e-07,6.938616348151072e-08,4.1577852272212106e-08,confirmation_32_32_24_48,1.1102230246251564e-11,0.0,-2.775557561562891e-12,-1.1102230246251564e-11,True,1,8,6.5481618109166e-23,0.06481211377291297,0.5250847811451921,-2.8911367783648556,True,0.7631783221380302,0.08355096755582053,6.167906925943365e-12,0.009999999999999995,3.61,0.7531783960372747,2.8468216039627254,0.9999999999999999,conditional_CDF_GH_GL,corrected_full_A,129,65,0.001
0.95,0.706830153277205,0.7685170927146913,0.24998285897605366,0.049774057418918584,0.4939348879095314,0.08746591642186408,0.06328302527249907,1.7268677882086811,-0.05129329438755058,1.8458266904983307,0.7581234476647556,-0.11895890228964956,0.1,0.00030303741937851925,0.00022735215511592813,1.279376781020555,-0.5664184408992727,-0.05664184408992728,reference_48_48_32_72,4.868327962981311e-08,-1.1297982354926683e-08,2.5832114225465826e-08,4.868327962981311e-08,confirmation_32_32_24_48,6.855627177060341e-10,-7.742346325460488e-11,6.855627177060341e-10,-2.192690473634684e-10,True,1,7,2.620347738512517e-19,0.06456100076093295,0.5275864760426756,-2.799592815344955,True,0.7685171220713802,0.08780482766441446,2.498001805406602e-11,0.0025000000000000044,3.8024999999999998,0.7660170927146912,3.0339829072853086,0.9999999999999999,conditional_CDF_GH_GL,corrected_full_A,129,65,0.001
1.0,0.7386053229097874,0.7778561095049469,0.20147709245724954,0.04793964960376701,0.4409807562425334,0.09167625511866735,0.06328302527249907,1.7586429578412637,0.0,1.8971199848858813,0.7386053229097874,-0.13847702704461762,0.1,0.0003041056515107056,0.00024290919910476276,1.311120386524306,-0.579801482963475,-0.057980148296347504,reference_48_48_32_72,2.006215040104089e-07,2.006215040104089e-07,-3.110289803487376e-08,5.561384686103565e-08,confirmation_32_32_24_48,8.326672684688674e-12,-2.775558116674514e-12,5.551115123125782e-12,-8.326672684688674e-12,True,1,8,5.392603998358702e-23,0.06430445659762582,0.5301875905350291,-2.735400437108484,True,0.7778562706535627,0.09202660048763743,1.2212453270876722e-10,0.0,4.0,0.7778561095049469,3.2221438904950532,0.9999999999999999,conditional_CDF_GH_GL,corrected_full_A,129,65,0.001
1.05,0.7660375510137928,0.7913139449626699,0.15796614956824961,0.04601899855103243,0.38716627986472657,0.09585557899942897,0.06328302527249907,1.7860751859452688,0.04879016416943205,1.9459101490553135,0.7172473868443607,-0.15983496311004464,0.1,0.0003056346240469113,0.00025743337986575354,1.338075379877151,-0.5935060954681386,-0.059350609546813864,reference_48_48_32_72,4.4981943839979686e-07,4.4981943839979686e-07,-9.970080316890061e-08,6.102618410608329e-08,confirmation_32_32_24_48,8.326672684688674e-12,0.0,-8.326672684688674e-12,-5.551115123125782e-12,True,1,8,5.0074178554068126e-23,0.06404304859168268,0.5328877677090321,-2.695248054014932,True,0.7913142676130319,0.0962173209465877,5.551115123125782e-12,0.0025000000000000044,4.2025,0.7888139449626699,3.4111860550373296,0.9999999999999999,conditional_CDF_GH_GL,corrected_full_A,129,65,0.001
1.1,0.7893165811445778,0.808992642957888,0.12003955765819552,0.04403065726733904,0.33298081085266146,0.100003899505095,0.06328302527249907,1.8093542160760538,0.09531017980432493,1.9924301646902063,0.6940064013402529,-0.18307594861415244,0.1,0.0003083347012524002,0.0002714060239987179,1.3605473824411136,-0.6075175183749684,-0.06075175183749684,reference_48_48_32_72,7.381860489316956e-07,7.381860489316956e-07,-1.8063883722163607e-07,6.430689314385063e-08,confirmation_32_32_24_48,2.775557561562891e-12,-1.3877790583372572e-12,0.0,-2.775557561562891e-12,True,1,8,4.8148252461541924e-24,0.06377724737788479,0.5356863693562461,-2.6765577718256774,True,0.8089931574554176,0.10037791231391521,5.551115123125782e-12,0.010000000000000018,4.41,0.798992642957888,3.6010073570421124,0.9999999999999999,conditional_CDF_GH_GL,corrected_full_A,129,65,0.001
1.15,0.8086048637044992,0.8309803540539848,0.08806866550900105,0.04199424401210122,0.2789001861161709,0.1041211010373638,0.06328302527249907,1.8286424986359755,0.13976194237515863,2.03688192726104,0.6688429213293406,-0.20823942862506462,0.1,0.00031290199033602654,0.00028543444261722775,1.3788518050094822,-0.6218220140944338,-0.06218220140944339,reference_48_48_32_72,1.0672825870467344e-06,1.0672825870467344e-06,-2.734978910012842e-07,6.477041125663163e-08,confirmation_32_32_24_48,2.0261570199409104e-10,2.3592243991733373e-11,2.0261570199409104e-10,1.5820678100908478e-10,True,1,7,3.331955111419015e-20,0.0635074905479263,0.5385826525795023,-2.677296054949909,True,0.830981090560915,0.1045092111204478,0.0,0.022499999999999975,4.6225,0.8084803540539849,3.791519645946015,0.9999999999999999,conditional_CDF_GH_GL,corrected_full_A,129,65,0.001
1.2,0.8240424698170709,0.8573534694666541,0.06220540685068798,0.039929546377014576,0.22536894810473507,0.1082069533966706,0.06328302527249907,1.844080104748547,0.1823215567939546,2.0794415416798357,0.6417209130231163,-0.23536143693128864,0.1,0.0003200103877976379,0.00030020007857180003,1.3933123743047657,-0.6364067193820347,-0.06364067193820348,reference_48_48_32_72,1.4382872771654416e-06,1.4382872771654416e-06,-3.7871095148744866e-07,6.121769757783113e-08,confirmation_32_32_24_48,3.0253577421035516e-10,3.1918918341756915e-11,-3.0253577421035516e-10,1.1102230246251564e-10,True,1,7,5.2436331834622525e-20,0.06323422703731041,0.5415759279843498,-2.695838904874017,True,0.8573544571784688,0.10861196690474499,1.1102230246251564e-11,0.03999999999999998,4.840000000000001,0.8173534694666542,3.9826465305333465,0.9999999999999999,conditional_CDF_GH_GL,corrected_full_A,129,65,0.001
1.25,0.8357509616112895,0.8881783995657324,0.04239776324371358,0.037855711280184924,0.17278612143406658,0.11226118532797541,0.06328302527249907,1.8557885965427656,0.22314355131420976,2.120263536200091,0.6126074102970798,-0.2644749396573254,0.1,0.000330295425535122,0.0003163961424813208,1.404257442680339,-0.6512595340823742,-0.06512595340823743,reference_48_48_32_72,1.8520425011762283e-06,1.8520425011762283e-06,-4.944517018046213e-07,5.33212363151847e-08,confirmation_32_32_24_48,3.386180225106727e-10,-3.747003457510595e-11,-3.386180225106727e-10,3.136380044566067e-10,True,1,7,1.0721748324981027e-19,0.06295788886772473,0.5446655806242509,-2.730874325946286,True,0.8881796661112543,0.11268684855733799,2.775557561562891e-11,0.0625,5.0625,0.8256783995657324,4.174321600434268,0.9999999999999999,conditional_CDF_GH_GL,corrected_full_A,129,65,0.001
1.3,0.8438364711051446,0.9235130584115361,0.028418049043823723,0.03579055127615451,0.1214953498629859,0.11628347391646733,0.06328302527249907,1.8638741060366208,0.26236426446749106,2.1594842493533726,0.5814722066376535,-0.29561014331675173,0.1,0.00034435082713353137,0.0003346802958764798,1.4120150728465792,-0.6663690288006197,-0.06663690288006197,reference_48_48_32_72,2.3092254952595628e-06,2.3092254952595628e-06,-6.198680457814021e-07,3.956834859764058e-08,confirmation_32_32_24_48,1.3600232051658168e-10,-6.661339480018835e-11,1.3600232051658168e-10,-7.494005416219807e-11,True,1,7,1.4274993635266975e-20,0.06267885501776994,0.5478507059303168,-2.781330845902457,True,0.9235146293602683,0.11673445044803031,1.1102230246251564e-11,0.09000000000000002,5.289999999999999,0.833513058411536,4.366486941588463,0.9999999999999999,conditional_CDF_GH_GL,corrected_full_A,129,65,0.001
1.35,0.8483921721471381,0.9634081054359168,0.019899122680159365,0.03375002937444148,0.07177956665530066,0.12027345326634795,0.06328302527249907,1.8684298070786143,0.30010459245033816,2.1972245773362196,0.5482875796968,-0.3287947702576053,0.1,0.00036273374324785444,0.00035564466431108364,1.4169077479752938,-0.681724373820323,-0.06817243738203231,reference_48_48_32_72,2.810129080796754e-06,2.810129080796754e-06,-7.55157048004662e-07,2.051692149507289e-08,confirmation_32_32_24_48,4.996003610813204e-11,4.0245592691780463e-11,1.942890293094024e-11,4.996003610813204e-11,True,1,7,2.2465976040692243e-21,0.062397528867247934,0.5511305744195171,-2.846324260437216,True,0.963410003790973,0.12075529268269604,1.3877787807814455e-11,0.12250000000000007,5.522500000000001,0.8409081054359168,4.559091894564084,0.9999999999999999,conditional_CDF_GH_GL,corrected_full_A,129,65,0.001
1.4,0.8495002820328723,1.00790798637523,0.016373562271617348,0.031747947190097416,0.0238598373325874,0.1242307932857871,0.06328302527249907,1.8695379169643485,0.3364722366212129,2.2335922215070942,0.5130280454116594,-0.3640543045427458,0.1,0.0003859391110172785,0.0003797664796875492,1.4192473629305626,-0.6973152877242071,-0.06973152877242071,reference_48_48_32_72,3.354274474012676e-06,3.354274474012676e-06,-8.9852292273207e-07,-4.846123502488808e-09,confirmation_32_32_24_48,1.3600232051658168e-10,2.7755581166745144e-12,1.3600232051658168e-10,4.1633363423443364e-11,True,1,7,1.0118835929351281e-20,0.06211424936692783,0.5545040709334901,-2.9251178134460933,True,1.0079102319753512,0.12474982683999615,2.775557561562891e-12,0.15999999999999992,5.76,0.8479079863752301,4.75209201362477,0.9999999999999999,conditional_CDF_GH_GL,corrected_full_A,129,65,0.001
1.45,0.8472336951516086,1.057051807592106,0.017311646490729582,0.029795778827397888,-0.022102351565088434,0.1281551546929393,0.06328302527249907,1.8672713300830848,0.371563556432483,2.268683541318364,0.4756701387191256,-0.40141221123527937,0.1,0.0004144175101890396,0.0004074120994609581,1.41933093806136,-0.7131319885978443,-0.07131319885978443,reference_48_48_32_72,3.9412578312013515e-06,3.9412578312013515e-06,-1.049427211796683e-06,-3.662903313994548e-08,confirmation_32_32_24_48,8.326674350023542e-12,8.326674350023542e-12,5.551115123125782e-12,8.326672684688674e-12,True,1,7,8.474093141973811e-23,0.061829330713682185,0.5579702198582157,-3.0170917405262845,True,1.0570544171302592,0.12871843796887894,1.387779058337257e-12,0.20249999999999996,6.002500000000001,0.8545518075921061,4.945448192407895,0.9999999999999999,conditional_CDF_GH_GL,corrected_full_A,129,65,0.001
1.5,0.8416573261674096,1.1108740738755458,0.022155113075324917,0.027902676602879706,-0.06600026162935206,0.13204623552835595,0.06328302527249907,1.8616949610988858,0.4054651081081644,2.302585092994046,0.43619221805924524,-0.44089013189516013,0.1,0.0004485640966263885,0.0004388229485636013,1.4174372994540294,-0.7291651604234037,-0.07291651604234038,reference_48_48_32_72,4.5700175013831555e-06,4.5700175013831555e-06,-1.206476585302596e-06,-7.477629626606586e-08,confirmation_32_32_24_48,4.1633363423443364e-11,6.938895291686287e-12,-2.2204460492503128e-11,4.1633363423443364e-11,True,1,7,1.1372616417903151e-21,0.06154311200048109,0.5615279716158855,-3.1217198930393675,True,1.11087706057032,0.13266144873664368,5.551115123125782e-12,0.25,6.25,0.8608740738755458,5.139125926124454,0.9999999999999999,conditional_CDF_GH_GL,corrected_full_A,129,65,0.001
1.55,0.8328292220044446,1.169405311697772,0.030344968030418085,0.026075578460773137,-0.10777545135048372,0.1359037598146607,0.06328302527249907,1.8528668569359208,0.4382549309311553,2.3353749158170367,0.39457429107328934,-0.4825080588811159,0.1,0.0004887240003218831,0.0004741254026198401,1.4138248004851008,-0.7454059212731895,-0.07454059212731895,reference_48_48_32_72,5.239133786581405e-06,5.239133786581405e-06,-1.3687107003335084e-06,-1.1929623955353463e-07,confirmation_32_32_24_48,1.1102230246251564e-11,1.3877790583372572e-12,-1.1102230246251564e-11,-5.551115123125782e-12,True,1,7,7.800016313286913e-23,0.061255890985750676,0.5651763262242872,-3.2385516828523744,True,1.1694086852163792,0.13657912289615423,4.163337175011772e-12,0.30250000000000005,6.5024999999999995,0.8669053116977721,5.333094688302228,0.9999999999999999,conditional_CDF_GH_GL,corrected_full_A,129,65,0.001
1.6,0.820801488379004,1.2326725978898525,0.0413427272802418,0.024319400741018113,-0.1474105264143739,0.1397274874367459,0.06328302527249907,1.8408391233104802,0.47000362924573563,2.367123614131617,0.3507978591332684,-0.5262844908211368,0.1,0.0005351937377064961,0.0005133421064470748,1.408730039138189,-0.761845798072822,-0.07618457980728222,reference_48_48_32_72,5.946773430660039e-06,5.946773430660039e-06,-1.535141458397504e-06,-1.697753049256789e-07,confirmation_32_32_24_48,5.551115123125782e-12,1.3877790583372572e-12,-2.775557561562891e-12,-5.551115123125782e-12,True,1,7,2.0222264801252074e-23,0.06096795628054215,0.5689140624850286,-3.3671979335831463,True,1.232676364322994,0.1404716697050728,8.326672684688674e-12,0.3600000000000001,6.760000000000001,0.8726725978898524,5.527327402110148,0.9999999999999999,conditional_CDF_GH_GL,corrected_full_A,129,65,0.001
