rule,split_id,ref_id,observed_radius_count,observed_radius_min,observed_radius_max,unit_qc_fail_count,split_fail_count,ess_fail_count,dense_complete,dense_unit_qc_fail_count,dense_max_split_logZ_per_P_diff,dense_min_ess_fraction,first_fail_radius,max_pass_radius,max_split_logZ_per_P_diff,min_ess_fraction,mean_delta_phi_energy_observed,small_d_slope_0p01_0p08,theta_norm,CE_mean_train,CE_mean_test,train_error,test_error,min_margin,q05_margin,median_margin,mean_margin,theta_path,dataset_path,delta_phi_energy_r_0p0100,delta_phi_energy_r_0p0200,delta_phi_energy_r_0p0300,delta_phi_energy_r_0p0500,delta_phi_energy_r_0p0800,hardness_rank,phi_qc_cluster,phi_qc_cluster_quality,function_cluster,function_pc1,function_pc2
real_even_odd,0,33,5,0.01,0.08,0,0,0,True,0,1.5593140516178545e-05,0.8883246810831932,,0.08,1.5593140516178545e-05,0.8883246810831932,-0.0003585550140944785,-0.01981311172488019,14.378827951003665,0.0012934978040568,0.6647090098699826,0.0,0.11767578125,2.345877658608466,5.256399692710283,8.942620332842843,8.576038767364446,02_dnn/08_mnist/runs/final/single_dataset_10x10_box_n_train_512_60ref_allrule_sparse_0p010_to_2p500/04_exact_reference_search/selected_reference_pool/split_000/real_even_odd/ref_033/theta.npy,02_dnn/08_mnist/runs/final/single_dataset_10x10_box_n_train_512_60ref_allrule_sparse_0p010_to_2p500/01_dataset_prepare/raw_datasets/split_000/real_even_odd/dataset.npz,0.0,-2.2736509840759655e-05,-6.839927964826362e-05,-0.0003147214602417557,-0.0013869178207416134,30,1,stable_candidate,1,0.4024024788628157,-1.5065418872651035
real_even_odd,0,11,5,0.01,0.08,0,0,0,True,0,1.6038649231813277e-05,0.7443521201140209,,0.08,1.6038649231813277e-05,0.7443521201140209,-0.00039542700866404963,-0.02216587040710726,13.007657129219307,0.0006635507392569,0.7857644193991824,0.0,0.1259765625,3.874483905032915,5.64496720867614,9.804580096268316,9.161654346717755,02_dnn/08_mnist/runs/final/single_dataset_10x10_box_n_train_512_60ref_allrule_sparse_0p010_to_2p500/04_exact_reference_search/selected_reference_pool/split_000/real_even_odd/ref_011/theta.npy,02_dnn/08_mnist/runs/final/single_dataset_10x10_box_n_train_512_60ref_allrule_sparse_0p010_to_2p500/01_dataset_prepare/raw_datasets/split_000/real_even_odd/dataset.npz,0.0,-1.9794256319778503e-05,-6.617331285395024e-05,-0.00033955654564901114,-0.0015516109284975082,31,1,stable_candidate,1,0.2873098233205682,3.2123806052176453
real_even_odd,0,47,5,0.01,0.08,0,0,0,True,0,1.6059096430959544e-05,0.7340176928695887,,0.08,1.6059096430959544e-05,0.7340176928695887,-0.0004812208910950029,-0.025312124409744292,13.62500549626374,0.0021853165546516,0.6135178864551643,0.0,0.11572265625,2.383232789218974,4.602530519182035,8.392648491656038,7.766114610602522,02_dnn/08_mnist/runs/final/single_dataset_10x10_box_n_train_512_60ref_allrule_sparse_0p010_to_2p500/04_exact_reference_search/selected_reference_pool/split_000/real_even_odd/ref_047/theta.npy,02_dnn/08_mnist/runs/final/single_dataset_10x10_box_n_train_512_60ref_allrule_sparse_0p010_to_2p500/01_dataset_prepare/raw_datasets/split_000/real_even_odd/dataset.npz,0.0,-3.660394956954028e-05,-0.00011481354138348329,-0.0004828382558398902,-0.0017718487086821005,32,0,hard_candidate,1,-0.29570285226420473,2.1985627515908885
real_even_odd,0,52,5,0.01,0.08,0,0,0,True,0,1.631087551125608e-05,0.9164238514583375,,0.08,1.631087551125608e-05,0.9164238514583375,-0.0002500570626330301,-0.014408908973848748,13.931352313899891,0.0005552619731073,0.7475631397793121,0.0,0.11767578125,3.230013102208096,6.044559344151269,9.667665125105149,9.149208227381564,02_dnn/08_mnist/runs/final/single_dataset_10x10_box_n_train_512_60ref_allrule_sparse_0p010_to_2p500/04_exact_reference_search/selected_reference_pool/split_000/real_even_odd/ref_052/theta.npy,02_dnn/08_mnist/runs/final/single_dataset_10x10_box_n_train_512_60ref_allrule_sparse_0p010_to_2p500/01_dataset_prepare/raw_datasets/split_000/real_even_odd/dataset.npz,0.0,-1.0769847926451188e-05,-3.710679017756725e-05,-0.00019378504689171938,-0.0010086236281694125,33,1,stable_candidate,1,0.8773407110982424,2.9334905649707155
real_even_odd,0,19,5,0.01,0.08,0,0,0,True,0,1.661027671054941e-05,0.9378600447457422,,0.08,1.661027671054941e-05,0.9378600447457422,-0.00028136842431559443,-0.01600610103050689,15.06179411565386,0.0010177481079954,0.7052427912181345,0.0,0.11474609375,1.8758465664869788,5.383621136154594,9.8343677767705,9.388638591763286,02_dnn/08_mnist/runs/final/single_dataset_10x10_box_n_train_512_60ref_allrule_sparse_0p010_to_2p500/04_exact_reference_search/selected_reference_pool/split_000/real_even_odd/ref_019/theta.npy,02_dnn/08_mnist/runs/final/single_dataset_10x10_box_n_train_512_60ref_allrule_sparse_0p010_to_2p500/01_dataset_prepare/raw_datasets/split_000/real_even_odd/dataset.npz,0.0,-1.5306118333040668e-05,-4.579231125583388e-05,-0.00022531661985361525,-0.0011204270721354825,34,1,stable_candidate,2,2.9062005424772113,-5.483021820028127
real_even_odd,0,57,5,0.01,0.08,0,0,0,True,0,1.6616865647534758e-05,0.9014564896460547,,0.08,1.6616865647534758e-05,0.9014564896460547,-0.000270734501218728,-0.015881588872351603,14.84331601764068,0.0006926205876713,0.7135977376842938,0.0,0.12255859375,3.019804879768208,5.913058257820313,8.530234665875355,8.352224802179336,02_dnn/08_mnist/runs/final/single_dataset_10x10_box_n_train_512_60ref_allrule_sparse_0p010_to_2p500/04_exact_reference_search/selected_reference_pool/split_000/real_even_odd/ref_057/theta.npy,02_dnn/08_mnist/runs/final/single_dataset_10x10_box_n_train_512_60ref_allrule_sparse_0p010_to_2p500/01_dataset_prepare/raw_datasets/split_000/real_even_odd/dataset.npz,0.0,-1.0970049881347693e-05,-3.398354391415582e-05,-0.00019700769123352435,-0.0011117112210646122,35,1,stable_candidate,0,-7.178703085474272,-6.307796489992868
real_even_odd,0,58,5,0.01,0.08,0,0,0,True,0,1.672702568900822e-05,0.9603389757129092,,0.08,1.672702568900822e-05,0.9603389757129092,-0.0002430467714941045,-0.014235212758705776,14.67980770402276,0.0007622399158704,0.6931946533437825,0.0,0.12158203125,1.8810176233706075,5.8207702913009465,9.78820715850982,9.26951289703196,02_dnn/08_mnist/runs/final/single_dataset_10x10_box_n_train_512_60ref_allrule_sparse_0p010_to_2p500/04_exact_reference_search/selected_reference_pool/split_000/real_even_odd/ref_058/theta.npy,02_dnn/08_mnist/runs/final/single_dataset_10x10_box_n_train_512_60ref_allrule_sparse_0p010_to_2p500/01_dataset_prepare/raw_datasets/split_000/real_even_odd/dataset.npz,0.0,-1.1031238268170788e-05,-3.417755673608952e-05,-0.00017356016935685787,-0.0009964648931094044,36,1,stable_candidate,2,-2.904991805794891,-2.5929725548616047
real_even_odd,0,54,5,0.01,0.08,0,0,0,True,0,1.7500254329870015e-05,0.8495199816836714,,0.08,1.7500254329870015e-05,0.8495199816836714,-0.00039810952396002067,-0.02208369739366024,15.160780017593828,0.0015137497217913,0.7243649700442056,0.0,0.1240234375,2.490413821746833,4.988143773801275,9.979870480049875,9.231669922214262,02_dnn/08_mnist/runs/final/single_dataset_10x10_box_n_train_512_60ref_allrule_sparse_0p010_to_2p500/04_exact_reference_search/selected_reference_pool/split_000/real_even_odd/ref_054/theta.npy,02_dnn/08_mnist/runs/final/single_dataset_10x10_box_n_train_512_60ref_allrule_sparse_0p010_to_2p500/01_dataset_prepare/raw_datasets/split_000/real_even_odd/dataset.npz,0.0,-2.4127439887492972e-05,-7.461590776861804e-05,-0.0003459454545877751,-0.001545858817556217,37,1,stable_candidate,2,1.7235999746698083,-0.6501353768702346
real_even_odd,0,5,5,0.01,0.08,0,0,0,True,0,1.94392090385554e-05,0.8803873103762998,,0.08,1.94392090385554e-05,0.8803873103762998,-0.0003382416090487965,-0.01860303785529465,13.115463194561432,0.0014074779537099,0.7526781798063146,0.0,0.1279296875,1.8213991313435,5.192546953892112,9.065914320565312,8.393041338114676,02_dnn/08_mnist/runs/final/single_dataset_10x10_box_n_train_512_60ref_allrule_sparse_0p010_to_2p500/04_exact_reference_search/selected_reference_pool/split_000/real_even_odd/ref_005/theta.npy,02_dnn/08_mnist/runs/final/single_dataset_10x10_box_n_train_512_60ref_allrule_sparse_0p010_to_2p500/01_dataset_prepare/raw_datasets/split_000/real_even_odd/dataset.npz,0.0,-2.178124771862624e-05,-6.627866567340075e-05,-0.00030093548198132996,-0.0013022126498706257,38,1,stable_candidate,1,-0.26396327775464734,4.315167003108338
real_even_odd,0,2,5,0.01,0.08,0,0,0,True,0,1.9460243469531855e-05,0.8715771160158247,,0.08,1.9460243469531855e-05,0.8715771160158247,-0.00037326683757665644,-0.020905377101528844,13.958333358245138,0.0011971916724327,0.7351513645662631,0.0,0.12353515625,2.7153980803438813,5.368468835101512,9.39751657844215,8.715104875039565,02_dnn/08_mnist/runs/final/single_dataset_10x10_box_n_train_512_60ref_allrule_sparse_0p010_to_2p500/04_exact_reference_search/selected_reference_pool/split_000/real_even_odd/ref_002/theta.npy,02_dnn/08_mnist/runs/final/single_dataset_10x10_box_n_train_512_60ref_allrule_sparse_0p010_to_2p500/01_dataset_prepare/raw_datasets/split_000/real_even_odd/dataset.npz,0.0,-2.058370124253753e-05,-6.66584294995663e-05,-0.0003157156600341591,-0.001463376397107019,39,1,stable_candidate,2,3.151620869881182,1.164163718693212
real_even_odd,0,23,5,0.01,0.08,0,0,0,True,0,2.0636141449124156e-05,0.8592259996101723,,0.08,2.0636141449124156e-05,0.8592259996101723,-0.00035408951181335513,-0.01882833410342298,14.714240754559894,0.0015720011564508,0.6583135504517952,0.0,0.123046875,2.721005058651776,5.009270052895098,9.285558293153652,8.623341487716994,02_dnn/08_mnist/runs/final/single_dataset_10x10_box_n_train_512_60ref_allrule_sparse_0p010_to_2p500/04_exact_reference_search/selected_reference_pool/split_000/real_even_odd/ref_023/theta.npy,02_dnn/08_mnist/runs/final/single_dataset_10x10_box_n_train_512_60ref_allrule_sparse_0p010_to_2p500/01_dataset_prepare/raw_datasets/split_000/real_even_odd/dataset.npz,0.0,-2.6910888302997228e-05,-8.410115368078617e-05,-0.00034145212984338323,-0.0013179833872396089,40,1,stable_candidate,2,2.6150440205128804,-2.647239252534351
real_even_odd,0,20,5,0.01,0.08,0,0,0,True,0,2.1079631653199353e-05,0.5759730048996886,,0.08,2.1079631653199353e-05,0.5759730048996886,-0.00018491607882017126,-0.010683515664490686,13.97079746053826,0.0010539700211849,0.7574440032087504,0.0,0.1220703125,1.1626490088915211,6.181536426854056,9.59395675524586,9.030798395380758,02_dnn/08_mnist/runs/final/single_dataset_10x10_box_n_train_512_60ref_allrule_sparse_0p010_to_2p500/04_exact_reference_search/selected_reference_pool/split_000/real_even_odd/ref_020/theta.npy,02_dnn/08_mnist/runs/final/single_dataset_10x10_box_n_train_512_60ref_allrule_sparse_0p010_to_2p500/01_dataset_prepare/raw_datasets/split_000/real_even_odd/dataset.npz,0.0,-9.94413862069484e-06,-2.966893669212078e-05,-0.00013712122227369262,-0.0007478460965143481,41,1,stable_candidate,1,-4.1956465079249226,1.1520351075375355
real_even_odd,0,32,5,0.01,0.08,0,0,0,True,0,2.1248510804461856e-05,0.8024463193253799,,0.08,2.1248510804461856e-05,0.8024463193253799,-0.0003767531479542916,-0.021263411422096208,12.983440962345751,0.0007204142125555,0.7597282848118954,0.0,0.1298828125,3.639473503613672,5.563365678579701,9.8244682327249,9.156542001559888,02_dnn/08_mnist/runs/final/single_dataset_10x10_box_n_train_512_60ref_allrule_sparse_0p010_to_2p500/04_exact_reference_search/selected_reference_pool/split_000/real_even_odd/ref_032/theta.npy,02_dnn/08_mnist/runs/final/single_dataset_10x10_box_n_train_512_60ref_allrule_sparse_0p010_to_2p500/01_dataset_prepare/raw_datasets/split_000/real_even_odd/dataset.npz,0.0,-2.0053436090536057e-05,-6.345954028202852e-05,-0.00031181396385215865,-0.0014884387995467347,42,1,stable_candidate,1,2.5280157779759325,1.4516152798603355
real_even_odd,0,29,5,0.01,0.08,0,0,0,True,0,2.178776337379912e-05,0.8325080524888874,,0.08,2.178776337379912e-05,0.8325080524888874,-0.0004596647222762363,-0.024702797931851008,14.988456376617558,0.0031904053518384,0.6402954951420239,0.0,0.125,0.6762989524020957,4.644612433127469,8.877998565107493,8.168513807913591,02_dnn/08_mnist/runs/final/single_dataset_10x10_box_n_train_512_60ref_allrule_sparse_0p010_to_2p500/04_exact_reference_search/selected_reference_pool/split_000/real_even_odd/ref_029/theta.npy,02_dnn/08_mnist/runs/final/single_dataset_10x10_box_n_train_512_60ref_allrule_sparse_0p010_to_2p500/01_dataset_prepare/raw_datasets/split_000/real_even_odd/dataset.npz,0.0,-3.3964306200306215e-05,-0.00010440735014890743,-0.000430756099802397,-0.0017291958552295707,43,0,hard_candidate,2,3.7686559201699295,0.2045511231882255
real_even_odd,0,44,5,0.01,0.08,0,0,0,True,0,2.4076344494488123e-05,0.9309710939371756,,0.08,2.4076344494488123e-05,0.9309710939371756,-0.00029933614483359687,-0.016762246543643163,15.237526666969574,0.0011893239870149,0.7070335795806619,0.0,0.1201171875,2.905175485632359,5.286149143569713,10.026283636649495,9.289039158024812,02_dnn/08_mnist/runs/final/single_dataset_10x10_box_n_train_512_60ref_allrule_sparse_0p010_to_2p500/04_exact_reference_search/selected_reference_pool/split_000/real_even_odd/ref_044/theta.npy,02_dnn/08_mnist/runs/final/single_dataset_10x10_box_n_train_512_60ref_allrule_sparse_0p010_to_2p500/01_dataset_prepare/raw_datasets/split_000/real_even_odd/dataset.npz,0.0,-1.81342319926925e-05,-5.4668650939262066e-05,-0.0002505205831810083,-0.0011733572580550215,44,1,stable_candidate,2,1.3973922594486916,-1.1505728193858684
real_even_odd,0,51,5,0.01,0.08,0,0,0,True,0,2.71747800611119e-05,0.9238623272588296,,0.08,2.71747800611119e-05,0.9238623272588296,-0.00028680073873917685,-0.0166281819366077,13.240967866476106,0.0004604749661089,0.8304834791606224,0.0,0.1259765625,4.077943027748017,6.1643535044949695,10.352575320465062,9.644245031891,02_dnn/08_mnist/runs/final/single_dataset_10x10_box_n_train_512_60ref_allrule_sparse_0p010_to_2p500/04_exact_reference_search/selected_reference_pool/split_000/real_even_odd/ref_051/theta.npy,02_dnn/08_mnist/runs/final/single_dataset_10x10_box_n_train_512_60ref_allrule_sparse_0p010_to_2p500/01_dataset_prepare/raw_datasets/split_000/real_even_odd/dataset.npz,0.0,-1.2899598241769055e-05,-4.1289120137281786e-05,-0.00021584223975429422,-0.0011639727355625391,45,1,stable_candidate,2,2.047912081016712,0.5339923116054806
real_even_odd,0,39,5,0.01,0.08,0,0,0,True,0,2.7511974491460726e-05,0.7891006490388096,,0.08,2.7511974491460726e-05,0.7891006490388096,-0.00046235581775962777,-0.02501229391065298,14.765596679968525,0.002102955808954,0.7265670697158011,0.0,0.13232421875,1.9464093258938373,4.610121946402628,9.188824918035063,8.50336634624584,02_dnn/08_mnist/runs/final/single_dataset_10x10_box_n_train_512_60ref_allrule_sparse_0p010_to_2p500/04_exact_reference_search/selected_reference_pool/split_000/real_even_odd/ref_039/theta.npy,02_dnn/08_mnist/runs/final/single_dataset_10x10_box_n_train_512_60ref_allrule_sparse_0p010_to_2p500/01_dataset_prepare/raw_datasets/split_000/real_even_odd/dataset.npz,0.0,-3.2957389124310644e-05,-0.00010088323821885612,-0.00042707788770926324,-0.0017508605737457088,46,0,hard_candidate,2,2.049122589835638,-1.6398143097609543
real_even_odd,0,10,5,0.01,0.08,0,0,0,True,0,2.958082651148456e-05,0.8542629612827533,,0.08,2.958082651148456e-05,0.8542629612827533,-0.0003114300791226579,-0.017740947945184736,13.186916532857529,0.0006195671996407,0.7385979527097473,0.0,0.12109375,3.445511479769528,5.831077382524152,9.441545076627817,8.837150151011304,02_dnn/08_mnist/runs/final/single_dataset_10x10_box_n_train_512_60ref_allrule_sparse_0p010_to_2p500/04_exact_reference_search/selected_reference_pool/split_000/real_even_odd/ref_010/theta.npy,02_dnn/08_mnist/runs/final/single_dataset_10x10_box_n_train_512_60ref_allrule_sparse_0p010_to_2p500/01_dataset_prepare/raw_datasets/split_000/real_even_odd/dataset.npz,0.0,-1.407039746163957e-05,-4.79590956369368e-05,-0.00025325454635178116,-0.0012418663561629317,47,1,stable_candidate,1,-0.027872344815430432,1.4699037380216744
real_even_odd,0,31,5,0.01,0.08,0,0,0,True,0,2.9873320862363277e-05,0.8255435379684829,,0.08,2.9873320862363277e-05,0.8255435379684829,-0.00044229407522267144,-0.02367448050262194,13.581505316686693,0.0018220795034362,0.696492745941971,0.0,0.12109375,2.048162527963182,4.584229287259654,9.024895863975672,8.312614376184612,02_dnn/08_mnist/runs/final/single_dataset_10x10_box_n_train_512_60ref_allrule_sparse_0p010_to_2p500/04_exact_reference_search/selected_reference_pool/split_000/real_even_odd/ref_031/theta.npy,02_dnn/08_mnist/runs/final/single_dataset_10x10_box_n_train_512_60ref_allrule_sparse_0p010_to_2p500/01_dataset_prepare/raw_datasets/split_000/real_even_odd/dataset.npz,0.0,-3.307861832501741e-05,-9.864606100043398e-05,-0.0004225320616043699,-0.0016572136351835358,48,0,hard_candidate,1,-0.8701076605554126,3.0469307589904693
real_even_odd,0,35,5,0.01,0.08,0,0,0,True,0,3.0044322759571754e-05,0.6871747214177623,,0.08,3.0044322759571754e-05,0.6871747214177623,-0.0004369181275739098,-0.023996423715895738,13.055629484402388,0.0012144824469538,0.7428576729422105,0.0,0.126953125,1.1552232875195256,5.707146773687719,9.276660840413108,8.746232276301697,02_dnn/08_mnist/runs/final/single_dataset_10x10_box_n_train_512_60ref_allrule_sparse_0p010_to_2p500/04_exact_reference_search/selected_reference_pool/split_000/real_even_odd/ref_035/theta.npy,02_dnn/08_mnist/runs/final/single_dataset_10x10_box_n_train_512_60ref_allrule_sparse_0p010_to_2p500/01_dataset_prepare/raw_datasets/split_000/real_even_odd/dataset.npz,0.0,-2.5038674529080096e-05,-8.174767456692057e-05,-0.0003980546286608464,-0.0016797496601127018,49,0,hard_candidate,0,-7.490242602065211,-0.1383857988438159
