selector,rule,radius,selected_ref_count,observed_ref_count,missing_ref_count,missing_refs,complete,finite_unit_fraction,q05_ess_fraction,max_split_logZ_per_P_diff,bootstrap_sd_phi,observed_qc_fail,qc_pass,claim_status
dense_qc_stable_ref30,real_even_odd,0.2,30,0,30,1;3;4;6;7;8;9;13;15;16;21;22;24;26;27;30;33;34;36;37,False,0.0,,,,False,False,missing_units
dense_qc_stable_ref30,real_even_odd,0.3,30,0,30,1;3;4;6;7;8;9;13;15;16;21;22;24;26;27;30;33;34;36;37,False,0.0,,,,False,False,missing_units
dense_qc_stable_ref30,real_even_odd,0.45,30,0,30,1;3;4;6;7;8;9;13;15;16;21;22;24;26;27;30;33;34;36;37,False,0.0,,,,False,False,missing_units
dense_qc_stable_ref30,real_even_odd,0.65,30,0,30,1;3;4;6;7;8;9;13;15;16;21;22;24;26;27;30;33;34;36;37,False,0.0,,,,False,False,missing_units
dense_qc_stable_ref30,real_even_odd,0.85,30,0,30,1;3;4;6;7;8;9;13;15;16;21;22;24;26;27;30;33;34;36;37,False,0.0,,,,False,False,missing_units
dense_qc_stable_ref30,real_even_odd,1.0,30,0,30,1;3;4;6;7;8;9;13;15;16;21;22;24;26;27;30;33;34;36;37,False,0.0,,,,False,False,missing_units
dense_qc_stable_ref30,real_even_odd,1.25,30,0,30,1;3;4;6;7;8;9;13;15;16;21;22;24;26;27;30;33;34;36;37,False,0.0,,,,False,False,missing_units
dense_qc_stable_ref30,real_even_odd,1.5,30,0,30,1;3;4;6;7;8;9;13;15;16;21;22;24;26;27;30;33;34;36;37,False,0.0,,,,False,False,missing_units
dense_qc_stable_ref30,real_even_odd,1.75,30,0,30,1;3;4;6;7;8;9;13;15;16;21;22;24;26;27;30;33;34;36;37,False,0.0,,,,False,False,missing_units
dense_qc_stable_ref30,real_even_odd,2.0,30,0,30,1;3;4;6;7;8;9;13;15;16;21;22;24;26;27;30;33;34;36;37,False,0.0,,,,False,False,missing_units
dense_qc_stable_ref30,real_even_odd,2.25,30,0,30,1;3;4;6;7;8;9;13;15;16;21;22;24;26;27;30;33;34;36;37,False,0.0,,,,False,False,missing_units
dense_qc_stable_ref30,real_even_odd,2.5,30,0,30,1;3;4;6;7;8;9;13;15;16;21;22;24;26;27;30;33;34;36;37,False,0.0,,,,False,False,missing_units
dense_qc_stable_ref30,teacher_nn,0.01,30,30,0,,True,1.0,0.9770418376730539,1.6868261851939844e-06,0.0,False,True,claimable_selector_radius
dense_qc_stable_ref30,teacher_nn,0.02,30,30,0,,True,1.0,0.8721069111151378,1.0958252998020346e-05,1.5719849833737853e-05,False,True,claimable_selector_radius
dense_qc_stable_ref30,teacher_nn,0.03,30,30,0,,True,1.0,0.6272283983191386,2.929327256926195e-05,4.1776774547806915e-05,False,True,claimable_selector_radius
dense_qc_stable_ref30,teacher_nn,0.05,30,30,0,,True,1.0,0.508234231569534,7.78048393214487e-05,0.00011750165127604697,False,True,claimable_selector_radius
dense_qc_stable_ref30,teacher_nn,0.08,30,30,0,,True,1.0,0.5462405246929369,8.668261214202303e-05,0.00024363971942626574,False,True,claimable_selector_radius
dense_qc_stable_ref30,teacher_nn,0.12,30,1,29,3;5;7;8;10;11;16;17;21;24;25;28;29;31;32;33;37;39;41;42,False,1.0,0.9714473667485138,0.0002151895759866181,0.0,False,False,missing_units
dense_qc_stable_ref30,teacher_nn,0.15,30,1,29,3;5;7;8;10;11;16;17;21;24;25;28;29;31;32;33;37;39;41;42,False,1.0,0.917989507492091,0.000567478244629846,0.0,False,False,missing_units
dense_qc_stable_ref30,teacher_nn,0.2,30,1,29,3;5;7;8;10;11;16;17;21;24;25;28;29;31;32;33;37;39;41;42,False,1.0,0.9261654779374654,0.0019082769385028431,0.0,False,False,missing_units
dense_qc_stable_ref30,teacher_nn,0.3,30,1,29,3;5;7;8;10;11;16;17;21;24;25;28;29;31;32;33;37;39;41;42,False,1.0,0.7055666631875606,0.002596944907216163,0.0,False,False,missing_units
dense_qc_stable_ref30,teacher_nn,0.45,30,1,29,3;5;7;8;10;11;16;17;21;24;25;28;29;31;32;33;37;39;41;42,False,1.0,0.7090257743633238,0.0007701105651306512,0.0,False,False,missing_units
dense_qc_stable_ref30,teacher_nn,0.65,30,1,29,3;5;7;8;10;11;16;17;21;24;25;28;29;31;32;33;37;39;41;42,False,1.0,0.8074850852717771,0.0011966113864005266,0.0,False,False,missing_units
dense_qc_stable_ref30,teacher_nn,0.85,30,1,29,3;5;7;8;10;11;16;17;21;24;25;28;29;31;32;33;37;39;41;42,False,1.0,0.6924392352531413,0.0022581994253328412,0.0,False,False,missing_units
dense_qc_stable_ref30,teacher_nn,1.0,30,1,29,3;5;7;8;10;11;16;17;21;24;25;28;29;31;32;33;37;39;41;42,False,1.0,0.8054110727358645,0.0009426421571338834,0.0,False,False,missing_units
dense_qc_stable_ref30,teacher_nn,1.25,30,1,29,3;5;7;8;10;11;16;17;21;24;25;28;29;31;32;33;37;39;41;42,False,1.0,0.7692118867908414,0.00019512475869181225,0.0,False,False,missing_units
dense_qc_stable_ref30,teacher_nn,1.5,30,1,29,3;5;7;8;10;11;16;17;21;24;25;28;29;31;32;33;37;39;41;42,False,1.0,0.7024924300888455,0.0019161426845418687,0.0,False,False,missing_units
dense_qc_stable_ref30,teacher_nn,1.75,30,1,29,3;5;7;8;10;11;16;17;21;24;25;28;29;31;32;33;37;39;41;42,False,1.0,0.9523448540443482,0.001600570793096473,0.0,False,False,missing_units
dense_qc_stable_ref30,teacher_nn,2.0,30,1,29,3;5;7;8;10;11;16;17;21;24;25;28;29;31;32;33;37;39;41;42,False,1.0,0.7981588847163592,0.0022232840612042607,0.0,False,False,missing_units
dense_qc_stable_ref30,teacher_nn,2.25,30,1,29,3;5;7;8;10;11;16;17;21;24;25;28;29;31;32;33;37;39;41;42,False,1.0,0.7794034993296863,0.000533510426904995,0.0,False,False,missing_units
dense_qc_stable_ref30,teacher_nn,2.5,30,1,29,3;5;7;8;10;11;16;17;21;24;25;28;29;31;32;33;37;39;41;42,False,1.0,0.7760983910317887,0.0024498724411200694,0.0,False,False,missing_units
high_margin_ref30,low_tv_spectral_teacher,0.01,30,30,0,,True,1.0,0.9911868527324018,1.592132342802535e-06,0.0,False,True,claimable_selector_radius
high_margin_ref30,low_tv_spectral_teacher,0.02,30,30,0,,True,1.0,0.9486464584461946,4.653380040157612e-06,8.235837062629199e-06,False,True,claimable_selector_radius
high_margin_ref30,low_tv_spectral_teacher,0.03,30,30,0,,True,1.0,0.8282094261078419,6.5375239921331175e-06,2.4432190325269507e-05,False,True,claimable_selector_radius
high_margin_ref30,low_tv_spectral_teacher,0.05,30,30,0,,True,1.0,0.6748796706251922,3.837702359259156e-05,7.329620371460036e-05,False,True,claimable_selector_radius
high_margin_ref30,low_tv_spectral_teacher,0.08,30,30,0,,True,1.0,0.6171512755523967,0.0001540973998160545,0.00015913000476068358,False,True,claimable_selector_radius
high_margin_ref30,low_tv_spectral_teacher,0.12,30,19,11,35;38;40;42;45;46;48;49;56;57;59,False,1.0,0.5487170083256486,0.0006937131039658596,0.0003680997712868908,False,False,missing_units
high_margin_ref30,low_tv_spectral_teacher,0.15,30,19,11,35;38;40;42;45;46;48;49;56;57;59,False,1.0,0.5885613832537432,0.0007498797569513474,0.00044601414731305987,False,False,missing_units
high_margin_ref30,low_tv_spectral_teacher,0.2,30,19,11,35;38;40;42;45;46;48;49;56;57;59,False,1.0,0.6646632010663256,0.0023063611305702107,0.0005403333440064741,False,False,missing_units
high_margin_ref30,low_tv_spectral_teacher,0.3,30,18,12,30;35;38;40;42;45;46;48;49;56;57;59,False,1.0,0.627304535396741,0.0022370658266690573,0.0008058342468895849,False,False,missing_units
high_margin_ref30,low_tv_spectral_teacher,0.45,30,18,12,30;35;38;40;42;45;46;48;49;56;57;59,False,1.0,0.6265073022669556,0.005303409591476637,0.000667157089818202,True,False,missing_units_and_qc_fail
high_margin_ref30,low_tv_spectral_teacher,0.65,30,18,12,30;35;38;40;42;45;46;48;49;56;57;59,False,1.0,0.6526742454851705,0.0074940864032227526,0.0005554506164489383,True,False,missing_units_and_qc_fail
high_margin_ref30,low_tv_spectral_teacher,0.85,30,18,12,30;35;38;40;42;45;46;48;49;56;57;59,False,1.0,0.6680029882964432,0.00499123052973095,0.0006841856127304714,True,False,missing_units_and_qc_fail
high_margin_ref30,low_tv_spectral_teacher,1.0,30,18,12,30;35;38;40;42;45;46;48;49;56;57;59,False,1.0,0.6408163093199714,0.006657152362075361,0.0007495232660633727,True,False,missing_units_and_qc_fail
high_margin_ref30,low_tv_spectral_teacher,1.25,30,18,12,30;35;38;40;42;45;46;48;49;56;57;59,False,1.0,0.6640773790706626,0.006274023437152993,0.0006743585966177431,True,False,missing_units_and_qc_fail
high_margin_ref30,low_tv_spectral_teacher,1.5,30,18,12,30;35;38;40;42;45;46;48;49;56;57;59,False,1.0,0.5913622305555484,0.01335174660053681,0.0010163116437844667,True,False,missing_units_and_qc_fail
high_margin_ref30,low_tv_spectral_teacher,1.75,30,18,12,30;35;38;40;42;45;46;48;49;56;57;59,False,1.0,0.5582118649326907,0.009058805453941082,0.0011382844885200914,True,False,missing_units_and_qc_fail
high_margin_ref30,low_tv_spectral_teacher,2.0,30,17,13,29;30;35;38;40;42;45;46;48;49;56;57;59,False,1.0,0.6251130999024752,0.011819613823012224,0.0012786725188536237,True,False,missing_units_and_qc_fail
high_margin_ref30,low_tv_spectral_teacher,2.25,30,17,13,29;30;35;38;40;42;45;46;48;49;56;57;59,False,1.0,0.6686985829595148,0.010746348109765819,0.0013958854921563412,True,False,missing_units_and_qc_fail
high_margin_ref30,low_tv_spectral_teacher,2.5,30,17,13,29;30;35;38;40;42;45;46;48;49;56;57;59,False,1.0,0.6930585080315167,0.01992111699038066,0.001037128087650024,True,False,missing_units_and_qc_fail
high_margin_ref30,random_label,0.01,30,30,0,,True,1.0,0.9337483373633398,1.7321215343324984e-06,0.0,False,True,claimable_selector_radius
high_margin_ref30,random_label,0.02,30,30,0,,True,1.0,0.5982082811141753,9.92196253932197e-06,1.886069702306571e-05,False,True,claimable_selector_radius
high_margin_ref30,random_label,0.03,30,30,0,,True,1.0,0.5763753398954519,2.9882415181416847e-05,5.7639955434659816e-05,False,True,claimable_selector_radius
high_margin_ref30,random_label,0.05,30,30,0,,True,1.0,0.5821934505694445,0.0002260254535324072,0.00017421593421500315,False,True,claimable_selector_radius
high_margin_ref30,random_label,0.08,30,30,0,,True,1.0,0.6823717059824119,0.00150638975145374,0.00044731486403776373,False,True,claimable_selector_radius
high_margin_ref30,random_label,0.12,30,1,29,3;7;8;11;12;13;14;15;17;19;20;21;25;28;31;32;35;36;37;41,False,1.0,0.7987530257787868,0.0006634051832135869,0.0,False,False,missing_units
high_margin_ref30,random_label,0.15,30,1,29,3;7;8;11;12;13;14;15;17;19;20;21;25;28;31;32;35;36;37;41,False,1.0,0.7765599981976739,0.0011112228809374016,0.0,False,False,missing_units
high_margin_ref30,random_label,0.2,30,1,29,3;7;8;11;12;13;14;15;17;19;20;21;25;28;31;32;35;36;37;41,False,1.0,0.7798625117308431,0.0027039468711534337,0.0,False,False,missing_units
high_margin_ref30,random_label,0.3,30,1,29,3;7;8;11;12;13;14;15;17;19;20;21;25;28;31;32;35;36;37;41,False,1.0,0.8352636182520048,0.0030837164989109163,0.0,False,False,missing_units
high_margin_ref30,random_label,0.45,30,1,29,3;7;8;11;12;13;14;15;17;19;20;21;25;28;31;32;35;36;37;41,False,1.0,0.7748320111452588,0.0023665829117792254,0.0,False,False,missing_units
high_margin_ref30,random_label,0.65,30,1,29,3;7;8;11;12;13;14;15;17;19;20;21;25;28;31;32;35;36;37;41,False,1.0,0.8025763975378477,0.00038753276490053967,0.0,False,False,missing_units
high_margin_ref30,random_label,0.85,30,1,29,3;7;8;11;12;13;14;15;17;19;20;21;25;28;31;32;35;36;37;41,False,1.0,0.8411092485640088,0.00025474648490972005,0.0,False,False,missing_units
high_margin_ref30,random_label,1.0,30,1,29,3;7;8;11;12;13;14;15;17;19;20;21;25;28;31;32;35;36;37;41,False,1.0,0.8389218157279528,0.0025638060458241753,0.0,False,False,missing_units
high_margin_ref30,random_label,1.25,30,1,29,3;7;8;11;12;13;14;15;17;19;20;21;25;28;31;32;35;36;37;41,False,1.0,0.7911285844356616,0.0008066028615109116,0.0,False,False,missing_units
high_margin_ref30,random_label,1.5,30,1,29,3;7;8;11;12;13;14;15;17;19;20;21;25;28;31;32;35;36;37;41,False,1.0,0.7999294914906581,0.0017295364483314454,0.0,False,False,missing_units
high_margin_ref30,random_label,1.75,30,1,29,3;7;8;11;12;13;14;15;17;19;20;21;25;28;31;32;35;36;37;41,False,1.0,0.9668558497189713,1.4405066871704131e-05,0.0,False,False,missing_units
high_margin_ref30,random_label,2.0,30,1,29,3;7;8;11;12;13;14;15;17;19;20;21;25;28;31;32;35;36;37;41,False,1.0,0.8366932728751082,0.0005093837770549351,0.0,False,False,missing_units
high_margin_ref30,random_label,2.25,30,1,29,3;7;8;11;12;13;14;15;17;19;20;21;25;28;31;32;35;36;37;41,False,1.0,0.9745315503586311,0.0021885618554707896,0.0,False,False,missing_units
high_margin_ref30,random_label,2.5,30,1,29,3;7;8;11;12;13;14;15;17;19;20;21;25;28;31;32;35;36;37;41,False,1.0,0.7555452626918078,0.0006277532753092612,0.0,False,False,missing_units
high_margin_ref30,real_even_odd,0.01,30,30,0,,True,1.0,0.999145142795494,5.285329021220652e-07,0.0,False,True,claimable_selector_radius
high_margin_ref30,real_even_odd,0.02,30,30,0,,True,1.0,0.9951551032451154,1.550739768552152e-06,1.4387082561261535e-06,False,True,claimable_selector_radius
high_margin_ref30,real_even_odd,0.03,30,30,0,,True,1.0,0.9761559159868679,3.928216293885495e-06,4.896548425955206e-06,False,True,claimable_selector_radius
high_margin_ref30,real_even_odd,0.05,30,30,0,,True,1.0,0.7522827959100234,1.8406146982971777e-05,1.784901276566798e-05,False,True,claimable_selector_radius
high_margin_ref30,real_even_odd,0.08,30,30,0,,True,1.0,0.7344075878865214,4.630684732788777e-05,5.6770477943898156e-05,False,True,claimable_selector_radius
high_margin_ref30,real_even_odd,0.12,30,1,29,1;2;3;7;10;11;13;14;15;16;18;21;22;23;26;28;30;32;37;38,False,1.0,0.9082992847748135,1.3967537394431142e-05,0.0,False,False,missing_units
high_margin_ref30,real_even_odd,0.15,30,1,29,1;2;3;7;10;11;13;14;15;16;18;21;22;23;26;28;30;32;37;38,False,1.0,0.7999634345116367,6.898440119593077e-05,0.0,False,False,missing_units
high_margin_ref30,real_even_odd,0.2,30,1,29,1;2;3;7;10;11;13;14;15;16;18;21;22;23;26;28;30;32;37;38,False,1.0,0.883756476938485,3.8957580357027e-06,0.0,False,False,missing_units
high_margin_ref30,real_even_odd,0.3,30,1,29,1;2;3;7;10;11;13;14;15;16;18;21;22;23;26;28;30;32;37;38,False,1.0,0.8265161268901055,0.0012895740314120654,0.0,False,False,missing_units
high_margin_ref30,real_even_odd,0.45,30,1,29,1;2;3;7;10;11;13;14;15;16;18;21;22;23;26;28;30;32;37;38,False,1.0,0.7694871058179114,0.0024023344377061004,0.0,False,False,missing_units
high_margin_ref30,real_even_odd,0.65,30,1,29,1;2;3;7;10;11;13;14;15;16;18;21;22;23;26;28;30;32;37;38,False,1.0,0.6933235918086916,0.0006069598145958785,0.0,False,False,missing_units
high_margin_ref30,real_even_odd,0.85,30,1,29,1;2;3;7;10;11;13;14;15;16;18;21;22;23;26;28;30;32;37;38,False,1.0,0.8084089873685179,0.002946693223327331,0.0,False,False,missing_units
high_margin_ref30,real_even_odd,1.0,30,1,29,1;2;3;7;10;11;13;14;15;16;18;21;22;23;26;28;30;32;37;38,False,1.0,0.6871095626131601,0.00018901178153750788,0.0,False,False,missing_units
high_margin_ref30,real_even_odd,1.25,30,1,29,1;2;3;7;10;11;13;14;15;16;18;21;22;23;26;28;30;32;37;38,False,1.0,0.8713898451170548,0.000853316787924199,0.0,False,False,missing_units
high_margin_ref30,real_even_odd,1.5,30,1,29,1;2;3;7;10;11;13;14;15;16;18;21;22;23;26;28;30;32;37;38,False,1.0,0.7894381344998274,0.00281314389072018,0.0,False,False,missing_units
high_margin_ref30,real_even_odd,1.75,30,1,29,1;2;3;7;10;11;13;14;15;16;18;21;22;23;26;28;30;32;37;38,False,1.0,0.7574312083538277,0.00282212228391797,0.0,False,False,missing_units
high_margin_ref30,real_even_odd,2.0,30,1,29,1;2;3;7;10;11;13;14;15;16;18;21;22;23;26;28;30;32;37;38,False,1.0,0.859869633680354,0.0011015207792560786,0.0,False,False,missing_units
high_margin_ref30,real_even_odd,2.25,30,1,29,1;2;3;7;10;11;13;14;15;16;18;21;22;23;26;28;30;32;37;38,False,1.0,0.7786847659852595,0.002744731461836823,0.0,False,False,missing_units
high_margin_ref30,real_even_odd,2.5,30,1,29,1;2;3;7;10;11;13;14;15;16;18;21;22;23;26;28;30;32;37;38,False,1.0,0.8235887575828337,0.0036474106622846566,0.0,False,False,missing_units
high_margin_ref30,teacher_nn,0.01,30,30,0,,True,1.0,0.976302231799911,1.0594411257690468e-06,0.0,False,True,claimable_selector_radius
high_margin_ref30,teacher_nn,0.02,30,30,0,,True,1.0,0.8433427092648507,1.4365435957703001e-05,1.669865494521796e-05,False,True,claimable_selector_radius
high_margin_ref30,teacher_nn,0.03,30,30,0,,True,1.0,0.5751611931979982,2.8455447051608573e-05,4.010859884210083e-05,False,True,claimable_selector_radius
high_margin_ref30,teacher_nn,0.05,30,30,0,,True,1.0,0.508234231569534,4.465775881173441e-05,0.00011024673241588337,False,True,claimable_selector_radius
high_margin_ref30,teacher_nn,0.08,30,30,0,,True,1.0,0.5435830554274381,0.00043651824728204304,0.0002467938334553042,False,True,claimable_selector_radius
high_margin_ref30,teacher_nn,0.12,30,0,30,3;5;8;13;14;16;20;21;25;27;28;32;33;35;37;43;44;45;46;48,False,0.0,,,,False,False,missing_units
high_margin_ref30,teacher_nn,0.15,30,0,30,3;5;8;13;14;16;20;21;25;27;28;32;33;35;37;43;44;45;46;48,False,0.0,,,,False,False,missing_units
high_margin_ref30,teacher_nn,0.2,30,0,30,3;5;8;13;14;16;20;21;25;27;28;32;33;35;37;43;44;45;46;48,False,0.0,,,,False,False,missing_units
high_margin_ref30,teacher_nn,0.3,30,0,30,3;5;8;13;14;16;20;21;25;27;28;32;33;35;37;43;44;45;46;48,False,0.0,,,,False,False,missing_units
high_margin_ref30,teacher_nn,0.45,30,0,30,3;5;8;13;14;16;20;21;25;27;28;32;33;35;37;43;44;45;46;48,False,0.0,,,,False,False,missing_units
high_margin_ref30,teacher_nn,0.65,30,0,30,3;5;8;13;14;16;20;21;25;27;28;32;33;35;37;43;44;45;46;48,False,0.0,,,,False,False,missing_units
high_margin_ref30,teacher_nn,0.85,30,0,30,3;5;8;13;14;16;20;21;25;27;28;32;33;35;37;43;44;45;46;48,False,0.0,,,,False,False,missing_units
high_margin_ref30,teacher_nn,1.0,30,0,30,3;5;8;13;14;16;20;21;25;27;28;32;33;35;37;43;44;45;46;48,False,0.0,,,,False,False,missing_units
