branch,r,phi,phi_rel,Q,s,eta,A,p,t,cd,G_S,G_E,p_min,qref,alpha,beta,lambda_ref,lambda_shell
boundary_mixed_eta0,0.15,-0.9857447132215311,0.0,0.9819729729729728,0.0,0.0,0.0,0.9775050936959997,0.06256720392987478,0.9886885726536945,-0.4782946577402909,-0.07367822276153113,0.9775050936959997,0.06328302527249907,0.1,1.0,1.0,1.0
full_max_envelope,0.15,1616.2256949411885,0.0,0.9819729729729728,-0.9666666666666667,0.995,0.0014672927495293208,0.9999926266696003,0.027267858759851195,0.9886885726536945,1616.7330794305424,-0.07302256148746343,0.998525333920071,0.06328302527249907,0.1,1.0,1.0,1.0
full_mixed_maxQ_min_s_eta,0.15,-0.9857447132215311,0.0,0.9819729729729728,0.0,0.0,0.0,0.9775050936959997,0.06256720392987478,0.9886885726536945,-0.4782946577402909,-0.07367822276153113,0.9775050936959997,0.06328302527249907,0.1,1.0,1.0,1.0
