branch,r,phi,phi_rel,Q,s,eta,A,p,t,cd,G_S,G_E,p_min,qref,alpha,beta,lambda_ref,lambda_shell
boundary_mixed_eta0,0.15,-0.9857310946656397,0.0,0.9816045454545452,0.0,0.0,0.0,0.9775042907537119,0.06256717823289146,0.9886881665893003,-0.4782768108564901,-0.07368633613130908,0.9775042907537119,0.06328302527249907,0.1,1.0,1.0,1.0
full_max_envelope,0.15,267.4383144549138,0.0,0.9816045454545452,-0.95,0.98,0.002149465018482879,0.9999561333669698,0.027875823335296056,0.9886881665893003,267.94570483583954,-0.07304730729718242,0.9978066683484869,0.06328302527249907,0.1,1.0,1.0,1.0
full_mixed_maxQ_min_s_eta,0.15,-0.9857310946656397,0.0,0.9816045454545452,0.0,0.0,0.0,0.9775042907537119,0.06256717823289146,0.9886881665893003,-0.4782768108564901,-0.07368633613130908,0.9775042907537119,0.06328302527249907,0.1,1.0,1.0,1.0
