branch,r,phi,phi_rel,Q,s,eta,A,p,t,cd,G_S,G_E,p_min,qref,alpha,beta,lambda_ref,lambda_shell
boundary_mixed_eta0,0.15,-0.9856856464056375,0.0,0.9796571428571428,0.0,0.0,0.0,0.9775011874729186,0.06256707891686879,0.9886865971949446,-0.4782078406646546,-0.0737292293331528,0.9775011874729186,0.06328302527249907,0.1,1.0,1.0,1.0
boundary_mixed_eta0,0.2,-0.699661073836938,0.2860245725686995,0.9828714285714286,0.0,0.0,0.0,0.9601330545963825,0.06200874523298959,0.9798637939001433,-0.19216533400963853,-0.07421544375599942,0.9601330545963825,0.06328302527249907,0.1,1.0,1.0,1.0
boundary_mixed_eta0,0.25,-0.47738642612298954,0.508299220282648,0.9196714285714286,0.0,0.0,0.0,0.9375864053044678,0.06127634933685708,0.9682904550311687,0.03195245139209524,-0.07633755435924017,0.9375864053044678,0.06328302527249907,0.1,1.0,1.0,1.0
full_max_envelope,0.15,0.5548494122986763,0.0,0.9796571428571428,-0.8,0.5,0.004049786254874677,0.9959502137451253,0.033351291422543686,0.9886865971949446,1.0622744033412181,-0.07320108234874165,0.9919004274902506,0.06328302527249907,0.1,1.0,1.0,1.0
full_max_envelope,0.2,0.8408880626542026,0.2860386503555262,0.9828714285714286,-0.8,0.5,0.0071760501726511605,0.9928239498273488,0.023118177852241704,0.9798637939001433,1.3483169099962566,-0.07354651890354541,0.9856478996546977,0.06328302527249907,0.1,1.0,1.0,1.0
full_max_envelope,0.25,1.063177586482941,0.5083281741842646,0.9196714285714286,-0.8,0.5,0.011234447045195772,0.9887655529548043,0.012615756387718995,0.9682904550311687,1.5724346953980315,-0.07551986835929644,0.9775311059096085,0.06328302527249907,0.1,1.0,1.0,1.0
full_mixed_maxQ_min_s_eta,0.15,-0.9856856464056375,0.0,0.9796571428571428,0.0,0.0,0.0,0.9775011874729186,0.06256707891686879,0.9886865971949446,-0.4782078406646546,-0.0737292293331528,0.9775011874729186,0.06328302527249907,0.1,1.0,1.0,1.0
full_mixed_maxQ_min_s_eta,0.2,-0.699661073836938,0.2860245725686995,0.9828714285714286,0.0,0.0,0.0,0.9601330545963825,0.06200874523298959,0.9798637939001433,-0.19216533400963853,-0.07421544375599942,0.9601330545963825,0.06328302527249907,0.1,1.0,1.0,1.0
full_mixed_maxQ_min_s_eta,0.25,-0.47738642612298954,0.508299220282648,0.9196714285714286,0.0,0.0,0.0,0.9375864053044678,0.06127634933685708,0.9682904550311687,0.03195245139209524,-0.07633755435924017,0.9375864053044678,0.06328302527249907,0.1,1.0,1.0,1.0
