beta,radius,finite_reference_coverage_pass,ess_pass,ess_fraction_pass,split_pass,bootstrap_pass,smc_completed_pass,smc_cess_pass,smc_steps_pass,claim,finite_ref_count,finite_ref_min,aggregate_ref_level_ess,aggregate_ref_level_ess_min,q05_ess_fraction,q05_ess_fraction_min,max_split_logZ_per_P_diff,max_split_logZ_per_P_diff_allowed,bootstrap_sd_phi,bootstrap_sd_phi_max,min_smc_cess_fraction,min_smc_cess_fraction_allowed,max_smc_step_count,max_smc_step_count_allowed
0.06,1.5,True,True,True,True,True,True,True,True,pass,100,100,97230.95300927854,25600.0,0.83977006250339,0.2,0.0003739591754232886,0.004,0.00013265791985483404,0.012,0.7500000000004684,0.6,5.0,120.0
0.06,1.6,True,True,True,True,True,True,True,True,pass,100,100,96375.0755084181,25600.0,0.7992693395956436,0.2,0.0004062228665921059,0.004,0.00012924020070309022,0.012,0.7500000000013837,0.6,6.0,120.0
0.06,1.7,True,True,True,True,True,True,True,True,pass,100,100,96288.43599341458,25600.0,0.8003849704427298,0.2,0.0003670350640996769,0.004,0.0001447461475176924,0.012,0.7500000000000274,0.6,6.0,120.0
0.06,1.8,True,True,True,True,True,True,True,True,pass,100,100,96326.45070962296,25600.0,0.7978944861891555,0.2,0.00026371473920887447,0.004,0.00013056625341919344,0.012,0.7500000000001373,0.6,6.0,120.0
0.06,1.9,True,True,True,True,True,True,True,True,pass,100,100,97257.05023427744,25600.0,0.8097196604312981,0.2,0.0005737895205051162,0.004,0.00012588459842551025,0.012,0.7500000000005843,0.6,6.0,120.0
0.06,2.0,True,True,True,True,True,True,True,True,pass,100,100,96699.70493962234,25600.0,0.8073518377360679,0.2,0.00038552273018221814,0.004,0.00013627075921652512,0.012,0.7500000000000094,0.6,6.0,120.0
0.06,2.1,True,True,True,True,True,True,True,True,pass,100,100,97892.83318220451,25600.0,0.8201550936440746,0.2,0.0002625406033496154,0.004,0.00013089311501452764,0.012,0.7500000000005776,0.6,6.0,120.0
0.06,2.2,True,True,True,True,True,True,True,True,pass,100,100,98438.23572180398,25600.0,0.8440766826784575,0.2,0.0005208255916601887,0.004,0.00013754097489609404,0.012,0.7500000000007562,0.6,7.0,120.0
0.06,2.3,True,True,True,True,True,True,True,True,pass,100,100,98563.07152785992,25600.0,0.8517813363154291,0.2,0.0005423574708515047,0.004,0.00013784644957104755,0.012,0.7500000000004937,0.6,6.0,120.0
0.06,2.4,True,True,True,True,True,True,True,True,pass,100,100,97393.23930571745,25600.0,0.799470722435869,0.2,0.00043032810393066524,0.004,0.00013806358600173345,0.012,0.7500000000000081,0.6,7.0,120.0
0.06,2.5,True,True,True,True,True,True,True,True,pass,100,100,98207.42142765941,25600.0,0.8429404288358793,0.2,0.0007135267555064134,0.004,0.00014223161594768897,0.012,0.7500000000000727,0.6,7.0,120.0
0.06,2.6,True,True,True,True,True,True,True,True,pass,100,100,98002.81708341757,25600.0,0.8203802052178479,0.2,0.0004056487065746086,0.004,0.00014466463929901455,0.012,0.7500000000017027,0.6,7.0,120.0
0.06,2.7,True,True,True,True,True,True,True,True,pass,100,100,98196.93379495326,25600.0,0.8269040711699817,0.2,0.0003701440213322963,0.004,0.0001387528740908074,0.012,0.7500000000003085,0.6,7.0,120.0
0.06,2.8,True,True,True,True,True,True,True,True,pass,100,100,98279.3073914705,25600.0,0.8595533531695059,0.2,0.00040176051120291927,0.004,0.00014692996498775367,0.012,0.7500000000003139,0.6,7.0,120.0
0.06,2.9,True,True,True,True,True,True,True,True,pass,100,100,97586.7119444518,25600.0,0.8209164003745688,0.2,0.00047937728947718014,0.004,0.0001361791693064356,0.012,0.7500000000005084,0.6,7.0,120.0
0.06,3.0,True,True,True,True,True,True,True,True,pass,100,100,98409.17951078263,25600.0,0.8227043386138361,0.2,0.0005140906653096383,0.004,0.00014074212141075478,0.012,0.7500000000001567,0.6,7.0,120.0
0.1,0.1,True,True,True,True,True,True,True,True,pass,100,100,99135.02142879643,25600.0,0.9361028835120129,0.2,1.3000599978561934e-05,0.004,1.0205593255192132e-05,0.012,0.9066288624534407,0.6,1.0,120.0
0.1,0.2,True,True,True,True,True,True,True,True,pass,100,100,90928.40853173728,25600.0,0.8010274245286367,0.2,3.359901720331014e-05,0.004,2.7412946456207506e-05,0.012,0.7500000000086805,0.6,2.0,120.0
0.1,0.3,True,True,True,True,True,True,True,True,pass,100,100,92331.36584228497,25600.0,0.7789861616058307,0.2,4.543992375774963e-05,0.004,4.247882512653068e-05,0.012,0.7500000000004098,0.6,2.0,120.0
0.1,0.4,True,True,True,True,True,True,True,True,pass,100,100,96821.45034917656,25600.0,0.7773407873639249,0.2,6.373999920657754e-05,0.004,5.64945152246813e-05,0.012,0.750000000000118,0.6,3.0,120.0
0.1,0.5,True,True,True,True,True,True,True,True,pass,100,100,99961.57056007111,25600.0,0.7946184002996329,0.2,6.565660111748559e-05,0.004,6.792584076538893e-05,0.012,0.7500000000004577,0.6,3.0,120.0
0.1,0.6,True,True,True,True,True,True,True,True,pass,100,100,101240.2209818958,25600.0,0.9361345271518499,0.2,0.00011109607851348042,0.004,8.168886418705241e-05,0.012,0.7500000000000474,0.6,3.0,120.0
0.1,0.7,True,True,True,True,True,True,True,True,pass,100,100,100196.02800594896,25600.0,0.8873252637721689,0.2,0.00011889956023788741,0.004,8.137583334839645e-05,0.012,0.7500000000002965,0.6,4.0,120.0
0.1,0.8,True,True,True,True,True,True,True,True,pass,100,100,97683.790668186,25600.0,0.8287776958115531,0.2,0.00011591936873816451,0.004,8.794307325654212e-05,0.012,0.7500000000013937,0.6,4.0,120.0
0.1,0.9,True,True,True,True,True,True,True,True,pass,100,100,97088.92486832348,25600.0,0.8062130321041172,0.2,0.00011776237718119088,0.004,9.83481217534248e-05,0.012,0.7500000000024242,0.6,4.0,120.0
0.1,1.0,True,True,True,True,True,True,True,True,pass,100,100,96900.01446111749,25600.0,0.8034575822110077,0.2,0.00013779941694171428,0.004,0.00010249410594175458,0.012,0.7500000000003771,0.6,5.0,120.0
0.1,1.1,True,True,True,True,True,True,True,True,pass,100,100,97474.44180586065,25600.0,0.8153408995417558,0.2,0.00013275065925853383,0.004,0.00010642298012524929,0.012,0.750000000000144,0.6,5.0,120.0
0.1,1.2,True,True,True,True,True,True,True,True,pass,100,100,97194.42243985116,25600.0,0.7966888335116155,0.2,0.0001735643593986885,0.004,0.0001102986897336875,0.012,0.7500000000002706,0.6,5.0,120.0
0.1,1.3,True,True,True,True,True,True,True,True,pass,100,100,97166.6909036342,25600.0,0.8214133844978564,0.2,0.00022938497536583458,0.004,0.00010635912911926674,0.012,0.7500000000006929,0.6,5.0,120.0
0.1,1.4,True,True,True,True,True,True,True,True,pass,100,100,98536.72571862224,25600.0,0.8418556076083512,0.2,0.0002423560715588576,0.004,0.00011187004061862565,0.012,0.7500000000003978,0.6,5.0,120.0
0.1,1.5,True,True,True,True,True,True,True,True,pass,100,100,97477.71375334664,25600.0,0.8286850951304731,0.2,0.0002872456727585309,0.004,0.00011878404322539584,0.012,0.7500000000004671,0.6,6.0,120.0
0.1,1.6,True,True,True,True,True,True,True,True,pass,100,100,96514.63129763311,25600.0,0.8126472142111201,0.2,0.00020439539899776485,0.004,0.00011594244741018074,0.012,0.7500000000004817,0.6,6.0,120.0
0.1,1.7,True,True,True,True,True,True,True,True,pass,100,100,96288.77640223055,25600.0,0.8092261975966112,0.2,0.00026360618856680675,0.004,0.00012076404624946683,0.012,0.7500000000003012,0.6,6.0,120.0
0.1,1.8,True,True,True,True,True,True,True,True,pass,100,100,96025.1220860115,25600.0,0.8109131555704868,0.2,0.0004885351459783455,0.004,0.00011886239788684958,0.012,0.7500000000006829,0.6,7.0,120.0
0.1,1.9,True,True,True,True,True,True,True,True,pass,100,100,96560.02258477078,25600.0,0.7893111098839213,0.2,0.0003088070140376012,0.004,0.00012596218086924148,0.012,0.750000000000094,0.6,6.0,120.0
0.1,2.0,True,True,True,True,True,True,True,True,pass,100,100,97344.32782861234,25600.0,0.8436979431464142,0.2,0.0003626733507281065,0.004,0.00012958946995985103,0.012,0.7500000000000427,0.6,6.0,120.0
0.1,2.1,True,True,True,True,True,True,True,True,pass,100,100,97715.12857400828,25600.0,0.8251728693503052,0.2,0.0003590947274168193,0.004,0.0001250419286263299,0.012,0.7500000000001906,0.6,6.0,120.0
0.1,2.2,True,True,True,True,True,True,True,True,pass,100,100,98087.88990084137,25600.0,0.8581813869832386,0.2,0.0005444817197162117,0.004,0.00011766166215085242,0.012,0.7500000000001833,0.6,6.0,120.0
0.1,2.3,True,True,True,True,True,True,True,True,pass,100,100,98123.95496680509,25600.0,0.8270684319537966,0.2,0.00042945509829181357,0.004,0.00011914259835727514,0.012,0.7500000000001047,0.6,7.0,120.0
0.1,2.4,True,True,True,True,True,True,True,True,pass,100,100,97661.45120369387,25600.0,0.8172184755325709,0.2,0.0004344853149334823,0.004,0.0001220745210558185,0.012,0.750000000000152,0.6,7.0,120.0
0.1,2.5,True,True,True,True,True,True,True,True,pass,100,100,98555.67714635553,25600.0,0.8237248363848053,0.2,0.00036684175797705907,0.004,0.00012473066493310644,0.012,0.75000000000099,0.6,7.0,120.0
0.1,2.6,True,True,True,True,True,True,True,True,pass,100,100,98658.50234053416,25600.0,0.8454772767901162,0.2,0.00034653855129318777,0.004,0.00012327698840666212,0.012,0.7500000000002519,0.6,7.0,120.0
0.1,2.7,True,True,True,True,True,True,True,True,pass,100,100,97796.4530922429,25600.0,0.8244505627622957,0.2,0.0005738416819336876,0.004,0.00013625605050679153,0.012,0.7500000000002692,0.6,7.0,120.0
0.1,2.8,True,True,True,True,True,True,True,True,pass,100,100,98187.50750437465,25600.0,0.8318212596376744,0.2,0.0004993574503897162,0.004,0.00012453392337623048,0.012,0.7500000000000208,0.6,7.0,120.0
0.1,2.9,True,True,True,True,True,True,True,True,pass,100,100,98300.46741412766,25600.0,0.8364850152170912,0.2,0.00048504504747377483,0.004,0.0001218514546864753,0.012,0.7500000000003498,0.6,7.0,120.0
0.1,3.0,True,True,True,True,True,True,True,True,pass,100,100,97821.44404291845,25600.0,0.8381509209462589,0.2,0.0004938012163368765,0.004,0.00012174617995949778,0.012,0.750000000000092,0.6,7.0,120.0
0.14,0.1,True,True,True,True,True,True,True,True,pass,100,100,100890.39565708912,25600.0,0.9686805495925954,0.2,1.1072381968697543e-05,0.004,5.7510083311267215e-06,0.012,0.949491330343393,0.6,1.0,120.0
0.14,0.2,True,True,True,True,True,True,True,True,pass,100,100,95668.48363394148,25600.0,0.8677240581077641,0.2,2.4341126268669456e-05,0.004,1.7139268159576934e-05,0.012,0.8260720480181951,0.6,1.0,120.0
0.14,0.3,True,True,True,True,True,True,True,True,pass,100,100,89399.52211978707,25600.0,0.7712883939437832,0.2,4.31824879273141e-05,0.004,2.504692487945882e-05,0.012,0.7500000000132582,0.6,2.0,120.0
0.14,0.4,True,True,True,True,True,True,True,True,pass,100,100,90910.08255089654,25600.0,0.7761566420694423,0.2,4.314634502679934e-05,0.004,3.358663991602284e-05,0.012,0.7500000000003332,0.6,2.0,120.0
0.14,0.5,True,True,True,True,True,True,True,True,pass,100,100,94988.34238888686,25600.0,0.7655491796868058,0.2,5.314949775908535e-05,0.004,4.1340994027566484e-05,0.012,0.7500000000015569,0.6,2.0,120.0
0.14,0.6,True,True,True,True,True,True,True,True,pass,100,100,100527.82439599876,25600.0,0.8578548268904258,0.2,6.307962084375052e-05,0.004,4.548865525399847e-05,0.012,0.7500000000001267,0.6,3.0,120.0
0.14,0.7,True,True,True,True,True,True,True,True,pass,100,100,102010.45985680794,25600.0,0.9783580040144227,0.2,8.033908490825917e-05,0.004,5.023014550572527e-05,0.012,0.7500000000017734,0.6,3.0,120.0
0.14,0.8,True,True,True,True,True,True,True,True,pass,100,100,101051.15127706784,25600.0,0.923176200318905,0.2,7.823015388316698e-05,0.004,5.546828098153993e-05,0.012,0.7500000000004617,0.6,3.0,120.0
0.14,0.9,True,True,True,True,True,True,True,True,pass,100,100,99636.63301489438,25600.0,0.8573866718566006,0.2,9.106114546040991e-05,0.004,5.868875087848326e-05,0.012,0.7500000000004398,0.6,4.0,120.0
0.14,1.0,True,True,True,True,True,True,True,True,pass,100,100,98268.23087854675,25600.0,0.8320287145239447,0.2,0.00012467315559029963,0.004,5.9912268506042024e-05,0.012,0.7500000000003612,0.6,4.0,120.0
0.14,1.1,True,True,True,True,True,True,True,True,pass,100,100,97215.04639450336,25600.0,0.8198034549728977,0.2,9.927046849727337e-05,0.004,6.0469082096254165e-05,0.012,0.7500000000003325,0.6,4.0,120.0
0.14,1.2,True,True,True,True,True,True,True,True,pass,100,100,97198.06739093858,25600.0,0.8271029214629617,0.2,0.00015919909906202695,0.004,6.69912721424158e-05,0.012,0.7500000000001413,0.6,4.0,120.0
0.14,1.3,True,True,True,True,True,True,True,True,pass,100,100,96335.65794032735,25600.0,0.8025919182732185,0.2,0.00011228604579753749,0.004,7.272393297210403e-05,0.012,0.7500000000007109,0.6,5.0,120.0
0.14,1.4,True,True,True,True,True,True,True,True,pass,100,100,96157.66539816429,25600.0,0.7972490343394831,0.2,0.0002066406495230546,0.004,6.77731809592263e-05,0.012,0.7500000000001273,0.6,5.0,120.0
0.14,1.5,True,True,True,True,True,True,True,True,pass,100,100,94835.9525823174,25600.0,0.8002437570794411,0.2,0.00021029956373945342,0.004,7.377811318540743e-05,0.012,0.7500000000007009,0.6,5.0,120.0
0.14,1.6,True,True,True,True,True,True,True,True,pass,100,100,94750.42189169429,25600.0,0.796029578281089,0.2,0.0002500769585951351,0.004,7.461831149185539e-05,0.012,0.7500000000002512,0.6,5.0,120.0
0.14,1.7,True,True,True,True,True,True,True,True,pass,100,100,95050.0650192603,25600.0,0.8082346759054133,0.2,0.00032392104242527945,0.004,7.663839638674035e-05,0.012,0.7500000000003052,0.6,6.0,120.0
0.14,1.8,True,True,True,True,True,True,True,True,pass,100,100,95230.65050773944,25600.0,0.7863425780577528,0.2,0.0002486215462873531,0.004,7.568718603961947e-05,0.012,0.750000000000559,0.6,5.0,120.0
0.14,1.9,True,True,True,True,True,True,True,True,pass,100,100,95906.94017229235,25600.0,0.7942302183634978,0.2,0.0001958205011575563,0.004,7.499682546878234e-05,0.012,0.7500000000001973,0.6,5.0,120.0
0.14,2.0,True,True,True,True,True,True,True,True,pass,100,100,97961.49342940877,25600.0,0.8339848804668932,0.2,0.00017322963701420156,0.004,7.552386347101655e-05,0.012,0.7500000000004065,0.6,6.0,120.0
0.14,2.1,True,True,True,True,True,True,True,True,pass,100,100,98611.24478183265,25600.0,0.8387663630771689,0.2,0.00023231737290753526,0.004,7.207480108680583e-05,0.012,0.7500000000000188,0.6,6.0,120.0
0.14,2.2,True,True,True,True,True,True,True,True,pass,100,100,99046.69258226498,25600.0,0.8156815998411575,0.2,0.00033618091864929834,0.004,7.548292262554281e-05,0.012,0.7500000000001373,0.6,6.0,120.0
0.14,2.3,True,True,True,True,True,True,True,True,pass,100,100,99578.90760351121,25600.0,0.8293330341322729,0.2,0.0002525237660544688,0.004,7.479244133738086e-05,0.012,0.7500000000003525,0.6,6.0,120.0
0.14,2.4,True,True,True,True,True,True,True,True,pass,100,100,99659.36342682419,25600.0,0.8690511684795147,0.2,0.0004950426472110633,0.004,7.082400131248376e-05,0.012,0.7500000000003705,0.6,6.0,120.0
0.14,2.5,True,True,True,True,True,True,True,True,pass,100,100,99739.98845707657,25600.0,0.8642618629618838,0.2,0.00025681380127680754,0.004,7.55412401491411e-05,0.012,0.7500000000002153,0.6,6.0,120.0
0.14,2.6,True,True,True,True,True,True,True,True,pass,100,100,100209.29771780028,25600.0,0.8612910101280606,0.2,0.00032921295483894647,0.004,7.491526877514222e-05,0.012,0.7500000000000661,0.6,6.0,120.0
0.14,2.7,True,True,True,True,True,True,True,True,pass,100,100,99635.58956490237,25600.0,0.8565619757219554,0.2,0.0002757854524931487,0.004,7.936955482774757e-05,0.012,0.7500000000008408,0.6,6.0,120.0
0.14,2.8,True,True,True,True,True,True,True,True,pass,100,100,99323.65089842102,25600.0,0.8595997365055615,0.2,0.0003689475179482469,0.004,7.573775064037847e-05,0.012,0.7500000000001213,0.6,6.0,120.0
0.14,2.9,True,True,True,True,True,True,True,True,pass,100,100,98780.76673796159,25600.0,0.848442842260065,0.2,0.0003953712830999145,0.004,7.073603601612129e-05,0.012,0.7500000000004025,0.6,6.0,120.0
0.14,3.0,True,True,True,True,True,True,True,True,pass,100,100,99481.15246227135,25600.0,0.8679508193217549,0.2,0.00033054417330313383,0.004,7.523439462155804e-05,0.012,0.7500000000000917,0.6,6.0,120.0
0.18,0.1,True,True,True,True,True,True,True,True,pass,100,100,101822.18206784611,25600.0,0.9865288210595686,0.2,4.6059440508103096e-06,0.004,3.537975606769499e-06,0.012,0.9816095488468726,0.6,1.0,120.0
0.18,0.2,True,True,True,True,True,True,True,True,pass,100,100,99396.39169461059,25600.0,0.9346956950276968,0.2,1.0593157778249033e-05,0.004,9.35100582702815e-06,0.012,0.8971263300316045,0.6,1.0,120.0
0.18,0.3,True,True,True,True,True,True,True,True,pass,100,100,95033.3851483868,25600.0,0.849255777846859,0.2,2.4727023774942703e-05,0.004,1.4516050694918408e-05,0.012,0.7866628077073888,0.6,1.0,120.0
0.18,0.4,True,True,True,True,True,True,True,True,pass,100,100,91415.3778643682,25600.0,0.7976190326301886,0.2,3.085960624691458e-05,0.004,2.0472590085985927e-05,0.012,0.7500000000009001,0.6,2.0,120.0
0.18,0.5,True,True,True,True,True,True,True,True,pass,100,100,90475.7666193884,25600.0,0.7677647719239065,0.2,3.408736796441124e-05,0.004,2.4870323636071227e-05,0.012,0.750000000000517,0.6,2.0,120.0
0.18,0.6,True,True,True,True,True,True,True,True,pass,100,100,91447.63158225082,25600.0,0.7631659061941864,0.2,4.226963819943887e-05,0.004,2.8645174075856232e-05,0.012,0.7500000000011399,0.6,2.0,120.0
0.18,0.7,True,True,True,True,True,True,True,True,pass,100,100,99469.7535076407,25600.0,0.7978989346171136,0.2,6.245180543670225e-05,0.004,3.235893214969189e-05,0.012,0.7500000000007055,0.6,3.0,120.0
0.18,0.8,True,True,True,True,True,True,True,True,pass,100,100,101410.88273103198,25600.0,0.978031098672538,0.2,0.00010346203963697226,0.004,3.574344381426396e-05,0.012,0.7500000000003825,0.6,3.0,120.0
0.18,0.9,True,True,True,True,True,True,True,True,pass,100,100,101910.3789825789,25600.0,0.9747114759099013,0.2,7.628540489638834e-05,0.004,3.490128255851224e-05,0.012,0.7500000000003512,0.6,3.0,120.0
0.18,1.0,True,True,True,True,True,True,True,True,pass,100,100,101226.41415845302,25600.0,0.9339232882687372,0.2,8.613448964477384e-05,0.004,3.7814013089486256e-05,0.012,0.750000000001784,0.6,3.0,120.0
0.18,1.1,True,True,True,True,True,True,True,True,pass,100,100,100659.496430279,25600.0,0.8964360194863277,0.2,0.00010421984864956136,0.004,3.976213002539859e-05,0.012,0.7500000000010506,0.6,4.0,120.0
0.18,1.2,True,True,True,True,True,True,True,True,pass,100,100,99451.26591395482,25600.0,0.8336662969462583,0.2,7.763616662096373e-05,0.004,3.988102316489591e-05,0.012,0.7500000000000134,0.6,4.0,120.0
0.18,1.3,True,True,True,True,True,True,True,True,pass,100,100,98852.31926876074,25600.0,0.8471225680474639,0.2,0.00010538480635953907,0.004,4.395303366911696e-05,0.012,0.7500000000002156,0.6,4.0,120.0
0.18,1.4,True,True,True,True,True,True,True,True,pass,100,100,97888.60465108904,25600.0,0.8286627564099156,0.2,0.0002851447349270723,0.004,4.3745193669198736e-05,0.012,0.7500000000000164,0.6,4.0,120.0
0.18,1.5,True,True,True,True,True,True,True,True,pass,100,100,97010.4332737149,25600.0,0.8519321368800066,0.2,0.00011966201060319637,0.004,4.3204686809580706e-05,0.012,0.7500000000001343,0.6,5.0,120.0
0.18,1.6,True,True,True,True,True,True,True,True,pass,100,100,95520.21840990656,25600.0,0.8059249678175933,0.2,0.0001039125624911473,0.004,4.826131612965308e-05,0.012,0.7500000000001263,0.6,4.0,120.0
0.18,1.7,True,True,True,True,True,True,True,True,pass,100,100,94202.85562934118,25600.0,0.8118238516055898,0.2,0.0001327661428855586,0.004,4.57335860611781e-05,0.012,0.7500000000003768,0.6,5.0,120.0
0.18,1.8,True,True,True,True,True,True,True,True,pass,100,100,93279.45381177746,25600.0,0.7892252227768419,0.2,0.00015665746181521532,0.004,4.577154507224469e-05,0.012,0.7500000000001816,0.6,5.0,120.0
0.18,1.9,True,True,True,True,True,True,True,True,pass,100,100,92971.62531480858,25600.0,0.7876058413979465,0.2,0.00014384188450049365,0.004,4.444630147686754e-05,0.012,0.7500000000013797,0.6,5.0,120.0
0.18,2.0,True,True,True,True,True,True,True,True,pass,100,100,92845.45743116642,25600.0,0.7882403731183858,0.2,0.000157567704543796,0.004,4.700058180015583e-05,0.012,0.7500000000016811,0.6,5.0,120.0
0.18,2.1,True,True,True,True,True,True,True,True,pass,100,100,92875.91196689256,25600.0,0.7814728286459598,0.2,0.00022246156208775012,0.004,4.711893427567778e-05,0.012,0.7500000000005573,0.6,5.0,120.0
0.18,2.2,True,True,True,True,True,True,True,True,pass,100,100,93898.82022584633,25600.0,0.7828680397478547,0.2,0.0001810653362234593,0.004,4.617501854497897e-05,0.012,0.7500000000000661,0.6,5.0,120.0
0.18,2.3,True,True,True,True,True,True,True,True,pass,100,100,94703.8389249462,25600.0,0.7751790985812362,0.2,0.0001705783996779395,0.004,4.440550364239165e-05,0.012,0.7500000000004757,0.6,5.0,120.0
0.18,2.4,True,True,True,True,True,True,True,True,pass,100,100,96581.6989400583,25600.0,0.7904723336657787,0.2,0.00016982468506016878,0.004,4.5450891789210864e-05,0.012,0.7500000000000094,0.6,5.0,120.0
0.18,2.5,True,True,True,True,True,True,True,True,pass,100,100,97635.11550703784,25600.0,0.7781153528526636,0.2,0.00020070642054421305,0.004,4.6082036455098194e-05,0.012,0.7500000000002602,0.6,5.0,120.0
0.18,2.6,True,True,True,True,True,True,True,True,pass,100,100,99228.31590473923,25600.0,0.8092467626642603,0.2,0.0003023566980739525,0.004,4.865745188655286e-05,0.012,0.7500000000003848,0.6,5.0,120.0
0.18,2.7,True,True,True,True,True,True,True,True,pass,100,100,100407.58637080622,25600.0,0.8635642503299524,0.2,0.00018962493119548763,0.004,4.330035145648825e-05,0.012,0.750000000000178,0.6,6.0,120.0
0.18,2.8,True,True,True,True,True,True,True,True,pass,100,100,101169.45251797783,25600.0,0.8642246881002313,0.2,0.00021685614395803194,0.004,4.761337552949897e-05,0.012,0.7500000000000827,0.6,5.0,120.0
0.18,2.9,True,True,True,True,True,True,True,True,pass,100,100,101817.21077002372,25600.0,0.9760503596429073,0.2,0.00029684962678780115,0.004,4.686889104199879e-05,0.012,0.7500000000015489,0.6,6.0,120.0
0.18,3.0,True,True,True,True,True,True,True,True,pass,100,100,101792.43823088422,25600.0,0.9727031271869022,0.2,0.00032511285878128384,0.004,4.316620772593444e-05,0.012,0.7500000000002879,0.6,5.0,120.0
0.22,0.1,True,True,True,True,True,True,True,True,pass,100,100,102156.00248328822,25600.0,0.9940374853477626,0.2,4.530845134516716e-06,0.004,2.2414818277986753e-06,0.012,0.9870914784346871,0.6,1.0,120.0
0.22,0.2,True,True,True,True,True,True,True,True,pass,100,100,101146.54078150952,25600.0,0.969969433736758,0.2,6.523827217311758e-06,0.004,5.5869277583823066e-06,0.012,0.9425451850229214,0.6,1.0,120.0
0.22,0.3,True,True,True,True,True,True,True,True,pass,100,100,98949.50555205077,25600.0,0.9244037416538617,0.2,9.385844797678002e-06,0.004,8.812396486799106e-06,0.012,0.867359953243245,0.6,1.0,120.0
0.22,0.4,True,True,True,True,True,True,True,True,pass,100,100,95186.2134117341,25600.0,0.8557731218903992,0.2,2.729797586912434e-05,0.004,1.1797391750568153e-05,0.012,0.7850367150202312,0.6,1.0,120.0
0.22,0.5,True,True,True,True,True,True,True,True,pass,100,100,90633.27199210021,25600.0,0.8010567772863051,0.2,2.993595762163642e-05,0.004,1.4573134928458086e-05,0.012,0.750000000001818,0.6,2.0,120.0
0.22,0.6,True,True,True,True,True,True,True,True,pass,100,100,88903.10481981574,25600.0,0.7662131511467676,0.2,3.7532101130607685e-05,0.004,1.586111253228566e-05,0.012,0.7500000000027846,0.6,2.0,120.0
