N,r,split_logZ_per_N_diff,dataset_id,ref_id,split0_logZ,split1_logZ,signed_split_logZ_per_N_diff,ess_fraction,smc_min_cess_fraction,smc_completed,sampler_method,n_particles,sample_payload_path,payload_split,far_split_start_r,source_path
320,0.15,3.4381210605227696e-06,0,0,-12.444076318828364,-12.442976120088996,-3.4381210605227696e-06,0.9139597539644368,0.911673530534558,True,exact_shell_l2_vmf_adaptive_ce_tempered_smc,2048,01_theory/02_theory_sampling/raw_outputs/shell_pool/near_split/N_320/dataset_001/ref_001/r_001/samples.npy,near_split,1.45,/home/bjyong/Complexity/Complexity/01_theory/02_theory_sampling/summarized_outputs/sample_unit_summary.csv
320,0.15,2.9606332187959163e-06,0,1,-12.273166416491046,-12.272219013861031,-2.9606332187959163e-06,0.9256763183096464,0.9221168536745584,True,exact_shell_l2_vmf_adaptive_ce_tempered_smc,2048,01_theory/02_theory_sampling/raw_outputs/shell_pool/near_split/N_320/dataset_001/ref_002/r_001/samples.npy,near_split,1.45,/home/bjyong/Complexity/Complexity/01_theory/02_theory_sampling/summarized_outputs/sample_unit_summary.csv
320,0.15,2.5611999997166012e-05,0,2,-11.164762265627925,-11.156566425628831,-2.5611999997166012e-05,0.9333507701682444,0.9311840063966798,True,exact_shell_l2_vmf_adaptive_ce_tempered_smc,2048,01_theory/02_theory_sampling/raw_outputs/shell_pool/near_split/N_320/dataset_001/ref_003/r_001/samples.npy,near_split,1.45,/home/bjyong/Complexity/Complexity/01_theory/02_theory_sampling/summarized_outputs/sample_unit_summary.csv
320,0.15,6.810253656608367e-05,0,3,-12.425876286199331,-12.447669097900478,6.810253656608367e-05,0.9215758828377182,0.9190191465081496,True,exact_shell_l2_vmf_adaptive_ce_tempered_smc,2048,01_theory/02_theory_sampling/raw_outputs/shell_pool/near_split/N_320/dataset_001/ref_004/r_001/samples.npy,near_split,1.45,/home/bjyong/Complexity/Complexity/01_theory/02_theory_sampling/summarized_outputs/sample_unit_summary.csv
320,0.15,2.684718534917696e-05,0,4,-13.88883710902594,-13.880246009714204,-2.684718534917696e-05,0.9151535598029824,0.9141150909381188,True,exact_shell_l2_vmf_adaptive_ce_tempered_smc,2048,01_theory/02_theory_sampling/raw_outputs/shell_pool/near_split/N_320/dataset_001/ref_005/r_001/samples.npy,near_split,1.45,/home/bjyong/Complexity/Complexity/01_theory/02_theory_sampling/summarized_outputs/sample_unit_summary.csv
320,0.15,1.5038531289074398e-05,0,5,-14.511245722458211,-14.506433392445707,-1.5038531289074398e-05,0.915516837274899,0.9097093087499164,True,exact_shell_l2_vmf_adaptive_ce_tempered_smc,2048,01_theory/02_theory_sampling/raw_outputs/shell_pool/near_split/N_320/dataset_001/ref_006/r_001/samples.npy,near_split,1.45,/home/bjyong/Complexity/Complexity/01_theory/02_theory_sampling/summarized_outputs/sample_unit_summary.csv
320,0.15,2.9561188952392792e-05,0,6,-13.172194837513002,-13.162735257048237,-2.9561188952392792e-05,0.9238779395242024,0.9237031090008004,True,exact_shell_l2_vmf_adaptive_ce_tempered_smc,2048,01_theory/02_theory_sampling/raw_outputs/shell_pool/near_split/N_320/dataset_001/ref_007/r_001/samples.npy,near_split,1.45,/home/bjyong/Complexity/Complexity/01_theory/02_theory_sampling/summarized_outputs/sample_unit_summary.csv
320,0.15,2.2630168372139715e-05,0,7,-12.91849759123967,-12.911255937360584,-2.2630168372139715e-05,0.9224699036790543,0.917254312424717,True,exact_shell_l2_vmf_adaptive_ce_tempered_smc,2048,01_theory/02_theory_sampling/raw_outputs/shell_pool/near_split/N_320/dataset_001/ref_008/r_001/samples.npy,near_split,1.45,/home/bjyong/Complexity/Complexity/01_theory/02_theory_sampling/summarized_outputs/sample_unit_summary.csv
320,0.15,0.00011075716698220051,0,8,-14.163390059681452,-14.198832353115757,0.00011075716698220051,0.9162787911106672,0.9123282119350224,True,exact_shell_l2_vmf_adaptive_ce_tempered_smc,2048,01_theory/02_theory_sampling/raw_outputs/shell_pool/near_split/N_320/dataset_001/ref_009/r_001/samples.npy,near_split,1.45,/home/bjyong/Complexity/Complexity/01_theory/02_theory_sampling/summarized_outputs/sample_unit_summary.csv
320,0.15,5.9931278920005716e-05,0,9,-12.964349154595702,-12.983527163850104,5.9931278920005716e-05,0.9310010979894384,0.9309286036274476,True,exact_shell_l2_vmf_adaptive_ce_tempered_smc,2048,01_theory/02_theory_sampling/raw_outputs/shell_pool/near_split/N_320/dataset_001/ref_010/r_001/samples.npy,near_split,1.45,/home/bjyong/Complexity/Complexity/01_theory/02_theory_sampling/summarized_outputs/sample_unit_summary.csv
