N,r,split_logZ_per_N_diff,dataset_id,ref_id,split0_logZ,split1_logZ,signed_split_logZ_per_N_diff,ess_fraction,smc_min_cess_fraction,smc_completed,sampler_method,n_particles,sample_payload_path,payload_split,far_split_start_r,source_path
160,0.15,1.2805689754791239e-05,0,0,-6.09086841231183,-6.092917322672597,1.2805689754791239e-05,0.958675472763992,0.957960991753808,True,exact_shell_l2_vmf_adaptive_ce_tempered_smc,2048,01_theory/02_theory_sampling/raw_outputs/shell_pool/near_split/N_160/dataset_001/ref_001/r_001/samples.npy,near_split,1.75,/home/bjyong/Complexity/Complexity/01_theory/02_theory_sampling/summarized_outputs/sample_unit_summary.csv
160,0.15,7.374981342239684e-06,0,1,-5.84552049536548,-5.846700492380238,7.374981342239684e-06,0.9668354040883066,0.966605192409236,True,exact_shell_l2_vmf_adaptive_ce_tempered_smc,2048,01_theory/02_theory_sampling/raw_outputs/shell_pool/near_split/N_160/dataset_001/ref_002/r_001/samples.npy,near_split,1.75,/home/bjyong/Complexity/Complexity/01_theory/02_theory_sampling/summarized_outputs/sample_unit_summary.csv
160,0.15,9.431678808548005e-05,0,2,-6.4816795080787175,-6.466588821985041,-9.431678808548005e-05,0.9641308225765624,0.9640260293465924,True,exact_shell_l2_vmf_adaptive_ce_tempered_smc,2048,01_theory/02_theory_sampling/raw_outputs/shell_pool/near_split/N_160/dataset_001/ref_003/r_001/samples.npy,near_split,1.75,/home/bjyong/Complexity/Complexity/01_theory/02_theory_sampling/summarized_outputs/sample_unit_summary.csv
160,0.15,2.648379906061704e-05,0,3,-7.0538260771822285,-7.058063485031927,2.648379906061704e-05,0.953615943094703,0.9532248504009384,True,exact_shell_l2_vmf_adaptive_ce_tempered_smc,2048,01_theory/02_theory_sampling/raw_outputs/shell_pool/near_split/N_160/dataset_001/ref_004/r_001/samples.npy,near_split,1.75,/home/bjyong/Complexity/Complexity/01_theory/02_theory_sampling/summarized_outputs/sample_unit_summary.csv
160,0.15,2.0427788639026946e-05,0,4,-6.4259335131024615,-6.422665066920217,-2.0427788639026946e-05,0.9622899654501696,0.9619978387858322,True,exact_shell_l2_vmf_adaptive_ce_tempered_smc,2048,01_theory/02_theory_sampling/raw_outputs/shell_pool/near_split/N_160/dataset_001/ref_005/r_001/samples.npy,near_split,1.75,/home/bjyong/Complexity/Complexity/01_theory/02_theory_sampling/summarized_outputs/sample_unit_summary.csv
160,0.15,1.8577614608328297e-05,0,5,-6.364564973972303,-6.367537392309636,1.8577614608328297e-05,0.9635699004695558,0.9616733671499502,True,exact_shell_l2_vmf_adaptive_ce_tempered_smc,2048,01_theory/02_theory_sampling/raw_outputs/shell_pool/near_split/N_160/dataset_001/ref_006/r_001/samples.npy,near_split,1.75,/home/bjyong/Complexity/Complexity/01_theory/02_theory_sampling/summarized_outputs/sample_unit_summary.csv
160,0.15,2.186107122262859e-05,0,6,-6.062431670738113,-6.065929442133734,2.186107122262859e-05,0.965639647029188,0.963871292200589,True,exact_shell_l2_vmf_adaptive_ce_tempered_smc,2048,01_theory/02_theory_sampling/raw_outputs/shell_pool/near_split/N_160/dataset_001/ref_007/r_001/samples.npy,near_split,1.75,/home/bjyong/Complexity/Complexity/01_theory/02_theory_sampling/summarized_outputs/sample_unit_summary.csv
160,0.15,3.162218846406439e-05,0,7,-7.027948836980693,-7.033008387134943,3.162218846406439e-05,0.9599677165492644,0.9596264770156112,True,exact_shell_l2_vmf_adaptive_ce_tempered_smc,2048,01_theory/02_theory_sampling/raw_outputs/shell_pool/near_split/N_160/dataset_001/ref_008/r_001/samples.npy,near_split,1.75,/home/bjyong/Complexity/Complexity/01_theory/02_theory_sampling/summarized_outputs/sample_unit_summary.csv
160,0.15,2.9097116683085567e-05,0,8,-6.829208656046854,-6.82455311737756,-2.9097116683085567e-05,0.9635248015311476,0.9630805655122384,True,exact_shell_l2_vmf_adaptive_ce_tempered_smc,2048,01_theory/02_theory_sampling/raw_outputs/shell_pool/near_split/N_160/dataset_001/ref_009/r_001/samples.npy,near_split,1.75,/home/bjyong/Complexity/Complexity/01_theory/02_theory_sampling/summarized_outputs/sample_unit_summary.csv
160,0.15,1.988602223998992e-05,0,9,-6.268194389997812,-6.2713761535562105,1.988602223998992e-05,0.9668481648451588,0.96619400399884,True,exact_shell_l2_vmf_adaptive_ce_tempered_smc,2048,01_theory/02_theory_sampling/raw_outputs/shell_pool/near_split/N_160/dataset_001/ref_010/r_001/samples.npy,near_split,1.75,/home/bjyong/Complexity/Complexity/01_theory/02_theory_sampling/summarized_outputs/sample_unit_summary.csv
160,0.15,1.964893404868273e-05,1,0,-7.038714254872326,-7.041858084320115,1.964893404868273e-05,0.9499552141611678,0.9489636899504316,True,exact_shell_l2_vmf_adaptive_ce_tempered_smc,2048,01_theory/02_theory_sampling/raw_outputs/shell_pool/near_split/N_160/dataset_002/ref_001/r_001/samples.npy,near_split,1.75,/home/bjyong/Complexity/Complexity/01_theory/02_theory_sampling/summarized_outputs/sample_unit_summary.csv
160,0.15,5.0263819127194245e-05,1,1,-6.341954991614855,-6.333912780554504,-5.0263819127194245e-05,0.9586646668369614,0.9582151201605632,True,exact_shell_l2_vmf_adaptive_ce_tempered_smc,2048,01_theory/02_theory_sampling/raw_outputs/shell_pool/near_split/N_160/dataset_002/ref_002/r_001/samples.npy,near_split,1.75,/home/bjyong/Complexity/Complexity/01_theory/02_theory_sampling/summarized_outputs/sample_unit_summary.csv
160,0.15,4.088770372965289e-05,1,2,-6.621321156975989,-6.627863189572733,4.088770372965289e-05,0.9627999533852236,0.9618605724923884,True,exact_shell_l2_vmf_adaptive_ce_tempered_smc,2048,01_theory/02_theory_sampling/raw_outputs/shell_pool/near_split/N_160/dataset_002/ref_003/r_001/samples.npy,near_split,1.75,/home/bjyong/Complexity/Complexity/01_theory/02_theory_sampling/summarized_outputs/sample_unit_summary.csv
160,0.15,2.52389366758754e-05,1,3,-5.375399703048278,-5.379437932916418,2.52389366758754e-05,0.9703576760029886,0.9686946841484352,True,exact_shell_l2_vmf_adaptive_ce_tempered_smc,2048,01_theory/02_theory_sampling/raw_outputs/shell_pool/near_split/N_160/dataset_002/ref_004/r_001/samples.npy,near_split,1.75,/home/bjyong/Complexity/Complexity/01_theory/02_theory_sampling/summarized_outputs/sample_unit_summary.csv
