cell_id,series,dataset_id,seed,beta_ising,rewire_p,dataset_raw_path,dataset_meta_path
cell_beta_0p13_p_0p00,beta,22,2209234,0.13,0.0,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p13_p_0p00/dataset_022_seed_2209234/dataset.npz,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p13_p_0p00/dataset_022_seed_2209234/dataset_meta.json
cell_beta_0p13_p_0p00,beta,23,2309234,0.13,0.0,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p13_p_0p00/dataset_023_seed_2309234/dataset.npz,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p13_p_0p00/dataset_023_seed_2309234/dataset_meta.json
cell_beta_0p13_p_0p00,beta,24,2409234,0.13,0.0,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p13_p_0p00/dataset_024_seed_2409234/dataset.npz,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p13_p_0p00/dataset_024_seed_2409234/dataset_meta.json
cell_beta_0p13_p_0p00,beta,25,2509234,0.13,0.0,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p13_p_0p00/dataset_025_seed_2509234/dataset.npz,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p13_p_0p00/dataset_025_seed_2509234/dataset_meta.json
cell_beta_0p13_p_0p00,beta,26,2609234,0.13,0.0,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p13_p_0p00/dataset_026_seed_2609234/dataset.npz,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p13_p_0p00/dataset_026_seed_2609234/dataset_meta.json
cell_beta_0p13_p_0p00,beta,27,2709234,0.13,0.0,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p13_p_0p00/dataset_027_seed_2709234/dataset.npz,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p13_p_0p00/dataset_027_seed_2709234/dataset_meta.json
cell_beta_0p13_p_0p00,beta,28,2809234,0.13,0.0,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p13_p_0p00/dataset_028_seed_2809234/dataset.npz,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p13_p_0p00/dataset_028_seed_2809234/dataset_meta.json
cell_beta_0p13_p_0p00,beta,29,2909234,0.13,0.0,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p13_p_0p00/dataset_029_seed_2909234/dataset.npz,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p13_p_0p00/dataset_029_seed_2909234/dataset_meta.json
cell_beta_0p13_p_0p00,beta,30,3009234,0.13,0.0,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p13_p_0p00/dataset_030_seed_3009234/dataset.npz,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p13_p_0p00/dataset_030_seed_3009234/dataset_meta.json
cell_beta_0p13_p_0p00,beta,31,3109234,0.13,0.0,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p13_p_0p00/dataset_031_seed_3109234/dataset.npz,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p13_p_0p00/dataset_031_seed_3109234/dataset_meta.json
cell_beta_0p13_p_0p00,beta,32,3209234,0.13,0.0,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p13_p_0p00/dataset_032_seed_3209234/dataset.npz,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p13_p_0p00/dataset_032_seed_3209234/dataset_meta.json
cell_beta_0p13_p_0p00,beta,33,3309234,0.13,0.0,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p13_p_0p00/dataset_033_seed_3309234/dataset.npz,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p13_p_0p00/dataset_033_seed_3309234/dataset_meta.json
cell_beta_0p13_p_0p00,beta,34,3409234,0.13,0.0,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p13_p_0p00/dataset_034_seed_3409234/dataset.npz,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p13_p_0p00/dataset_034_seed_3409234/dataset_meta.json
cell_beta_0p13_p_0p00,beta,35,3509234,0.13,0.0,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p13_p_0p00/dataset_035_seed_3509234/dataset.npz,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p13_p_0p00/dataset_035_seed_3509234/dataset_meta.json
cell_beta_0p13_p_0p00,beta,36,3609234,0.13,0.0,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p13_p_0p00/dataset_036_seed_3609234/dataset.npz,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p13_p_0p00/dataset_036_seed_3609234/dataset_meta.json
cell_beta_0p13_p_0p00,beta,37,3709234,0.13,0.0,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p13_p_0p00/dataset_037_seed_3709234/dataset.npz,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p13_p_0p00/dataset_037_seed_3709234/dataset_meta.json
cell_beta_0p13_p_0p00,beta,38,3809234,0.13,0.0,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p13_p_0p00/dataset_038_seed_3809234/dataset.npz,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p13_p_0p00/dataset_038_seed_3809234/dataset_meta.json
cell_beta_0p13_p_0p00,beta,39,3909234,0.13,0.0,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p13_p_0p00/dataset_039_seed_3909234/dataset.npz,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p13_p_0p00/dataset_039_seed_3909234/dataset_meta.json
cell_beta_0p13_p_0p00,beta,40,4009234,0.13,0.0,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p13_p_0p00/dataset_040_seed_4009234/dataset.npz,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p13_p_0p00/dataset_040_seed_4009234/dataset_meta.json
cell_beta_0p13_p_0p00,beta,41,4109234,0.13,0.0,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p13_p_0p00/dataset_041_seed_4109234/dataset.npz,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p13_p_0p00/dataset_041_seed_4109234/dataset_meta.json
cell_beta_0p13_p_0p00,beta,42,4209234,0.13,0.0,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p13_p_0p00/dataset_042_seed_4209234/dataset.npz,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p13_p_0p00/dataset_042_seed_4209234/dataset_meta.json
cell_beta_0p13_p_0p00,beta,43,4309234,0.13,0.0,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p13_p_0p00/dataset_043_seed_4309234/dataset.npz,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p13_p_0p00/dataset_043_seed_4309234/dataset_meta.json
cell_beta_0p13_p_0p00,beta,44,4409234,0.13,0.0,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p13_p_0p00/dataset_044_seed_4409234/dataset.npz,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p13_p_0p00/dataset_044_seed_4409234/dataset_meta.json
cell_beta_0p13_p_0p00,beta,45,4509234,0.13,0.0,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p13_p_0p00/dataset_045_seed_4509234/dataset.npz,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p13_p_0p00/dataset_045_seed_4509234/dataset_meta.json
cell_beta_0p13_p_0p00,beta,46,4609234,0.13,0.0,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p13_p_0p00/dataset_046_seed_4609234/dataset.npz,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p13_p_0p00/dataset_046_seed_4609234/dataset_meta.json
cell_beta_0p13_p_0p00,beta,47,4709234,0.13,0.0,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p13_p_0p00/dataset_047_seed_4709234/dataset.npz,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p13_p_0p00/dataset_047_seed_4709234/dataset_meta.json
cell_beta_0p13_p_0p00,beta,48,4809234,0.13,0.0,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p13_p_0p00/dataset_048_seed_4809234/dataset.npz,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p13_p_0p00/dataset_048_seed_4809234/dataset_meta.json
cell_beta_0p13_p_0p00,beta,49,4909234,0.13,0.0,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p13_p_0p00/dataset_049_seed_4909234/dataset.npz,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p13_p_0p00/dataset_049_seed_4909234/dataset_meta.json
cell_beta_0p13_p_0p00,beta,50,5009234,0.13,0.0,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p13_p_0p00/dataset_050_seed_5009234/dataset.npz,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p13_p_0p00/dataset_050_seed_5009234/dataset_meta.json
cell_beta_0p13_p_0p00,beta,51,5109234,0.13,0.0,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p13_p_0p00/dataset_051_seed_5109234/dataset.npz,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p13_p_0p00/dataset_051_seed_5109234/dataset_meta.json
cell_beta_0p13_p_0p00,beta,52,5209234,0.13,0.0,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p13_p_0p00/dataset_052_seed_5209234/dataset.npz,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p13_p_0p00/dataset_052_seed_5209234/dataset_meta.json
cell_beta_0p13_p_0p00,beta,53,5309234,0.13,0.0,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p13_p_0p00/dataset_053_seed_5309234/dataset.npz,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p13_p_0p00/dataset_053_seed_5309234/dataset_meta.json
cell_beta_0p13_p_0p00,beta,54,5409234,0.13,0.0,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p13_p_0p00/dataset_054_seed_5409234/dataset.npz,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p13_p_0p00/dataset_054_seed_5409234/dataset_meta.json
cell_beta_0p13_p_0p00,beta,55,5509234,0.13,0.0,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p13_p_0p00/dataset_055_seed_5509234/dataset.npz,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p13_p_0p00/dataset_055_seed_5509234/dataset_meta.json
cell_beta_0p13_p_0p00,beta,56,5609234,0.13,0.0,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p13_p_0p00/dataset_056_seed_5609234/dataset.npz,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p13_p_0p00/dataset_056_seed_5609234/dataset_meta.json
cell_beta_0p13_p_0p00,beta,57,5709234,0.13,0.0,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p13_p_0p00/dataset_057_seed_5709234/dataset.npz,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p13_p_0p00/dataset_057_seed_5709234/dataset_meta.json
cell_beta_0p13_p_0p00,beta,58,5809234,0.13,0.0,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p13_p_0p00/dataset_058_seed_5809234/dataset.npz,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p13_p_0p00/dataset_058_seed_5809234/dataset_meta.json
cell_beta_0p13_p_0p00,beta,59,5909234,0.13,0.0,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p13_p_0p00/dataset_059_seed_5909234/dataset.npz,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p13_p_0p00/dataset_059_seed_5909234/dataset_meta.json
cell_beta_0p13_p_0p00,beta,60,6009234,0.13,0.0,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p13_p_0p00/dataset_060_seed_6009234/dataset.npz,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p13_p_0p00/dataset_060_seed_6009234/dataset_meta.json
cell_beta_0p13_p_0p00,beta,61,6109234,0.13,0.0,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p13_p_0p00/dataset_061_seed_6109234/dataset.npz,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p13_p_0p00/dataset_061_seed_6109234/dataset_meta.json
cell_beta_0p13_p_0p00,beta,62,6209234,0.13,0.0,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p13_p_0p00/dataset_062_seed_6209234/dataset.npz,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p13_p_0p00/dataset_062_seed_6209234/dataset_meta.json
cell_beta_0p13_p_0p00,beta,63,6309234,0.13,0.0,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p13_p_0p00/dataset_063_seed_6309234/dataset.npz,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p13_p_0p00/dataset_063_seed_6309234/dataset_meta.json
cell_beta_0p13_p_0p00,beta,64,6409234,0.13,0.0,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p13_p_0p00/dataset_064_seed_6409234/dataset.npz,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p13_p_0p00/dataset_064_seed_6409234/dataset_meta.json
cell_beta_0p13_p_0p00,beta,65,6509234,0.13,0.0,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p13_p_0p00/dataset_065_seed_6509234/dataset.npz,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p13_p_0p00/dataset_065_seed_6509234/dataset_meta.json
cell_beta_0p13_p_0p00,beta,66,6609234,0.13,0.0,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p13_p_0p00/dataset_066_seed_6609234/dataset.npz,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p13_p_0p00/dataset_066_seed_6609234/dataset_meta.json
cell_beta_0p13_p_0p00,beta,67,6709234,0.13,0.0,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p13_p_0p00/dataset_067_seed_6709234/dataset.npz,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p13_p_0p00/dataset_067_seed_6709234/dataset_meta.json
cell_beta_0p13_p_0p00,beta,68,6809234,0.13,0.0,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p13_p_0p00/dataset_068_seed_6809234/dataset.npz,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p13_p_0p00/dataset_068_seed_6809234/dataset_meta.json
cell_beta_0p13_p_0p00,beta,69,6909234,0.13,0.0,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p13_p_0p00/dataset_069_seed_6909234/dataset.npz,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p13_p_0p00/dataset_069_seed_6909234/dataset_meta.json
cell_beta_0p13_p_0p00,beta,70,7009234,0.13,0.0,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p13_p_0p00/dataset_070_seed_7009234/dataset.npz,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p13_p_0p00/dataset_070_seed_7009234/dataset_meta.json
cell_beta_0p13_p_0p00,beta,71,7109234,0.13,0.0,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p13_p_0p00/dataset_071_seed_7109234/dataset.npz,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p13_p_0p00/dataset_071_seed_7109234/dataset_meta.json
cell_beta_0p13_p_0p00,beta,72,7209234,0.13,0.0,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p13_p_0p00/dataset_072_seed_7209234/dataset.npz,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p13_p_0p00/dataset_072_seed_7209234/dataset_meta.json
cell_beta_0p13_p_0p00,beta,73,7309234,0.13,0.0,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p13_p_0p00/dataset_073_seed_7309234/dataset.npz,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p13_p_0p00/dataset_073_seed_7309234/dataset_meta.json
cell_beta_0p13_p_0p00,beta,74,7409234,0.13,0.0,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p13_p_0p00/dataset_074_seed_7409234/dataset.npz,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p13_p_0p00/dataset_074_seed_7409234/dataset_meta.json
cell_beta_0p13_p_0p00,beta,75,7509234,0.13,0.0,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p13_p_0p00/dataset_075_seed_7509234/dataset.npz,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p13_p_0p00/dataset_075_seed_7509234/dataset_meta.json
cell_beta_0p13_p_0p00,beta,76,7609234,0.13,0.0,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p13_p_0p00/dataset_076_seed_7609234/dataset.npz,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p13_p_0p00/dataset_076_seed_7609234/dataset_meta.json
cell_beta_0p13_p_0p00,beta,77,7709234,0.13,0.0,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p13_p_0p00/dataset_077_seed_7709234/dataset.npz,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p13_p_0p00/dataset_077_seed_7709234/dataset_meta.json
cell_beta_0p13_p_0p00,beta,78,7809234,0.13,0.0,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p13_p_0p00/dataset_078_seed_7809234/dataset.npz,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p13_p_0p00/dataset_078_seed_7809234/dataset_meta.json
cell_beta_0p13_p_0p00,beta,79,7909234,0.13,0.0,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p13_p_0p00/dataset_079_seed_7909234/dataset.npz,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p13_p_0p00/dataset_079_seed_7909234/dataset_meta.json
cell_beta_0p13_p_0p00,beta,80,8009234,0.13,0.0,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p13_p_0p00/dataset_080_seed_8009234/dataset.npz,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p13_p_0p00/dataset_080_seed_8009234/dataset_meta.json
cell_beta_0p13_p_0p00,beta,81,8109234,0.13,0.0,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p13_p_0p00/dataset_081_seed_8109234/dataset.npz,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p13_p_0p00/dataset_081_seed_8109234/dataset_meta.json
cell_beta_0p13_p_0p00,beta,82,8209234,0.13,0.0,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p13_p_0p00/dataset_082_seed_8209234/dataset.npz,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p13_p_0p00/dataset_082_seed_8209234/dataset_meta.json
cell_beta_0p13_p_0p00,beta,83,8309234,0.13,0.0,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p13_p_0p00/dataset_083_seed_8309234/dataset.npz,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p13_p_0p00/dataset_083_seed_8309234/dataset_meta.json
cell_beta_0p13_p_0p00,beta,84,8409234,0.13,0.0,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p13_p_0p00/dataset_084_seed_8409234/dataset.npz,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p13_p_0p00/dataset_084_seed_8409234/dataset_meta.json
cell_beta_0p13_p_0p00,beta,85,8509234,0.13,0.0,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p13_p_0p00/dataset_085_seed_8509234/dataset.npz,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p13_p_0p00/dataset_085_seed_8509234/dataset_meta.json
cell_beta_0p13_p_0p00,beta,86,8609234,0.13,0.0,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p13_p_0p00/dataset_086_seed_8609234/dataset.npz,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p13_p_0p00/dataset_086_seed_8609234/dataset_meta.json
cell_beta_0p13_p_0p00,beta,87,8709234,0.13,0.0,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p13_p_0p00/dataset_087_seed_8709234/dataset.npz,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p13_p_0p00/dataset_087_seed_8709234/dataset_meta.json
cell_beta_0p13_p_0p00,beta,88,8809234,0.13,0.0,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p13_p_0p00/dataset_088_seed_8809234/dataset.npz,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p13_p_0p00/dataset_088_seed_8809234/dataset_meta.json
cell_beta_0p13_p_0p00,beta,89,8909234,0.13,0.0,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p13_p_0p00/dataset_089_seed_8909234/dataset.npz,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p13_p_0p00/dataset_089_seed_8909234/dataset_meta.json
cell_beta_0p15_p_0p00,beta,0,11234,0.15,0.0,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p15_p_0p00/dataset_000_seed_011234/dataset.npz,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p15_p_0p00/dataset_000_seed_011234/dataset_meta.json
cell_beta_0p15_p_0p00,beta,1,111234,0.15,0.0,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p15_p_0p00/dataset_001_seed_111234/dataset.npz,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p15_p_0p00/dataset_001_seed_111234/dataset_meta.json
cell_beta_0p15_p_0p00,beta,2,211234,0.15,0.0,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p15_p_0p00/dataset_002_seed_211234/dataset.npz,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p15_p_0p00/dataset_002_seed_211234/dataset_meta.json
cell_beta_0p15_p_0p00,beta,3,311234,0.15,0.0,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p15_p_0p00/dataset_003_seed_311234/dataset.npz,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p15_p_0p00/dataset_003_seed_311234/dataset_meta.json
