source,case_id,case_label,eta,nmstv,ref_id,method,radius,dphi_dr,curvature
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,0,moving_avg_7,0.44,-0.08563888127708497,2.8081606077271632
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,0,moving_avg_7,0.45,-0.05308095866381102,1.0781155657526629
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,0,moving_avg_7,0.46,-0.06407656996203169,-2.0768265647830395
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,0,moving_avg_7,0.47,-0.09461748995947161,-3.063855357702929
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,0,moving_avg_7,0.48,-0.12535367711609016,-1.0047266545111828
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,0,moving_avg_7,0.49,-0.11471202304969527,3.29906685588482
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,0,moving_avg_7,0.5,-0.059372339998393704,3.8672672715765124
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,0,moving_avg_7,0.51,-0.03736667761816496,-2.2318490614525213
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,0,moving_avg_7,0.52,-0.10400932122744416,-3.293651441303628
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,0,moving_avg_7,0.53,-0.10323970644423758,3.2489203715356485
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,0,moving_avg_7,0.54,-0.03903091379673113,4.357454000063706
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,0,moving_avg_7,0.55,-0.016090626442963378,0.3186084783703582
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,0,moving_avg_7,0.56,-0.032658744229323966,-3.163670234080022
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,0,moving_avg_7,0.57,-0.07936403112456318,-3.8925702955055597
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,0,moving_avg_7,0.58,-0.11051015013943463,-0.5277805441302927
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,0,moving_avg_7,0.59,-0.08991964200716904,3.551906378654555
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,0,moving_avg_7,0.6,-0.039472022566343475,2.5685456263294872
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,0,moving_avg_7,0.61,-0.03854872948057926,-0.32421361814489336
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,0,moving_avg_7,0.62,-0.045956294929241345,-0.9507738837383519
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,0,moving_avg_7,0.63,-0.05756420715534631,-1.3115164318499608
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,0,moving_avg_7,0.64,-0.07218662356624059,0.7266287600958878
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,0,moving_avg_7,0.65,-0.043031631953428545,1.877657705412925
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,0,moving_avg_7,0.66,-0.03463346945798205,-1.392625071543105
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,0,moving_avg_7,0.67,-0.07088413338429067,-2.2756044167129303
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,0,moving_avg_7,0.68,-0.0801455577922407,-0.2714747148385719
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,0,moving_avg_7,0.69,-0.07631362768106222,1.0543303622636637
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,0,moving_avg_7,0.7,-0.05905895054696738,1.1189601190170322
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,0,moving_avg_7,0.71,-0.05393442530072155,-1.2578547902390569
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,0,moving_avg_7,0.72,-0.08421604635174854,-1.5030296113472779
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,0,moving_avg_7,0.73,-0.08399501752766714,-0.3178375574682839
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,0,moving_avg_7,0.74,-0.09057279750111422,-1.7732797082283565
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,0,moving_avg_7,0.75,-0.1194606116922343,-0.213525088637323
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,0,moving_avg_7,0.76,-0.09484329927386069,5.56974402814357
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,0,moving_avg_7,0.77,-0.008065731129362791,4.06174761955788
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,0,moving_avg_7,0.78,-0.013608346882703005,-0.9768387353185388
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,0,moving_avg_7,0.79,-0.027602505835733582,-1.2632623908576668
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,0,moving_avg_7,0.8,-0.038873594699856365,-1.355266940868495
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,0,moving_avg_7,0.81,-0.05470784465310351,2.5735438601179923
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,0,moving_avg_7,0.82,0.012597282502502319,2.289901348757493
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,0,moving_avg_7,0.83,-0.008909817677954849,-6.922490566223891
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,0,moving_avg_7,0.84,-0.12585252882197562,-5.095847594425491
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,0,moving_avg_7,0.85,-0.11082676956646476,2.4116622567617125
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,0,moving_avg_7,0.86,-0.07761928368674133,1.7185175136116322
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,0,moving_avg_7,0.87,-0.07645641929423208,1.3442971888106374
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,0,moving_avg_7,0.88,-0.05073333991052856,2.2517955478894907
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,0,moving_avg_7,0.89,-0.031420508336442235,2.5886947794678536
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,0,moving_avg_7,0.9,0.0010405556788285648,-0.0570409332116355
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,0,moving_avg_7,0.91,-0.03256132700067495,-3.015535259722459
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,0,moving_avg_7,0.92,-0.05927014951562067,-0.8660857061508245
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,0,moving_avg_7,0.93,-0.049883041123691456,2.199926170812158
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,0,moving_avg_7,0.94,-0.015271626099377995,3.6387031818359374
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,0,moving_avg_7,0.95,0.022891022513026993,0.856752243025072
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,0,moving_avg_7,0.96,0.0018634187611234615,-0.9035852109464293
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,0,moving_avg_7,0.97,0.0048193182940983945,5.081069250829671
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,0,moving_avg_7,0.98,0.10348480377771696,8.437183975159526
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,0,moving_avg_7,0.99,0.17356299779728904,5.264278947171921
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,0,moving_avg_7,1.0,0.20877038272115547,3.5207384923866405
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,0,savgol_11_3,0.01,0.0034225799796716453,-0.720841398649142
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,0,savgol_11_3,0.02,-0.00435175640119581,-0.8340258775243478
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,0,savgol_11_3,0.03,-0.013257937570815323,-0.9472103563995534
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,0,savgol_11_3,0.04,-0.02329596352918689,-1.0603948352747592
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,0,savgol_11_3,0.05,-0.034465834276310524,-1.1735793141499649
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,0,savgol_11_3,0.06,-0.04676754981218627,-1.286763793025171
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,0,savgol_11_3,0.07,-0.06197700207957489,-1.323575460149309
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,0,savgol_11_3,0.08,-0.07854214717894212,-1.1903660677067527
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,0,savgol_11_3,0.09,-0.08962965515944935,-1.1240211434748555
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,0,savgol_11_3,0.1,-0.09919461009505874,-1.0679607686211583
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,0,savgol_11_3,0.11,-0.10456185295397491,-1.2417815212033652
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,0,savgol_11_3,0.12,-0.11882183209450606,-1.2041558563443016
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,0,savgol_11_3,0.13,-0.13431645276065507,-1.06379532571912
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,0,savgol_11_3,0.14,-0.16031226169769758,-0.11183548389547493
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,0,savgol_11_3,0.15,-0.14546148077428017,-0.43798430961218027
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,0,savgol_11_3,0.16,-0.14456988979763905,-0.4421110598135103
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,0,savgol_11_3,0.17,-0.13650775030109558,-0.8522448527527338
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,0,savgol_11_3,0.18,-0.14892193394052097,-0.7106899580363533
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,0,savgol_11_3,0.19,-0.17113551497600915,-0.3574239609230534
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,0,savgol_11_3,0.2,-0.1814114509582555,-0.20925523735281315
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,0,savgol_11_3,0.21,-0.20091262989925776,0.5299878556823576
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,0,savgol_11_3,0.22,-0.1834147413197334,1.2435229437976538
