case_id,case_label,radius,split_mean,split_max,split_fail_frac,ess_fraction_mean,phi_sd,phi_sem,curvature_mean,curvature_sem,dphi_dr_mean,curvature_abs_mean
eta_0.05,eta=0.05,0.18,0.00117051635812911,0.0039123771065035,0.0,0.8363819164894698,0.0025156093033901145,0.0004592853204455408,-0.3776329944586356,1.0328632467598815,-0.21707468564742974,0.3776329944586356
eta_0.05,eta=0.05,0.19,0.001207711674034588,0.0037681567654147,0.0,0.7892656349958581,0.002554801522343052,0.0004664408079119427,1.6580829696993789,1.3780827755541696,-0.2242808510055108,1.6580829696993789
eta_0.05,eta=0.05,0.2,0.0013128070084236572,0.0039333155200663,0.0,0.8087703875046882,0.002766075733510275,0.000505014025003742,0.8012139008770577,1.255186970296141,-0.18391302625344214,0.8012139008770577
eta_0.05,eta=0.05,0.21,0.0021235955245309597,0.0075913099007038,0.1,0.7897218757348203,0.002940033856303132,0.0005367742876420425,-4.045346458204322,1.6079443571787435,-0.20825657298796948,4.045346458204322
eta_0.05,eta=0.05,0.22,0.0021690938168298533,0.0063788999179197,0.16666666666666666,0.8581152131272359,0.003285837158536005,0.0005999090440062828,-0.8863110257145971,1.9974622006113927,-0.2648199554175286,0.8863110257145971
eta_0.05,eta=0.05,0.23,0.00220353359621703,0.0056259982932669,0.06666666666666667,0.7789007040370775,0.002973117091641201,0.00054281443239868,1.2966972229501637,1.5239035569212367,-0.22598279350226144,1.2966972229501637
eta_0.05,eta=0.05,0.24,0.002159075190957918,0.0041438649241987,0.03333333333333333,0.8028692366298393,0.00288552175017844,0.0005268217842481726,-0.24162143370790454,2.1670710929474906,-0.2388860109585252,0.24162143370790454
eta_0.05,eta=0.05,0.25,0.0018328054063452743,0.0046235939965183,0.03333333333333333,0.7893961325462074,0.0028348784630585462,0.0005175756273342471,1.1380799232026686,1.7607438752756428,-0.23081522217641945,1.1380799232026686
eta_0.05,eta=0.05,0.26,0.0020550450028327576,0.00690014960318,0.13333333333333333,0.8235863632434008,0.0036410411844001274,0.0006647601298337591,2.207743219160211,1.9930836783353771,-0.2161244124944718,2.207743219160211
eta_0.05,eta=0.05,0.27,0.001964891064304045,0.0059224860195815,0.13333333333333333,0.7730306645146762,0.0034078971128424836,0.0006221940407868522,3.706043890449378,2.0183549307321558,-0.18666035779321521,3.706043890449378
