source,case_id,case_label,eta,nmstv,ref_id,radius,phi_energy_raw,split_logZ_per_P_diff,ess_fraction,ref_key
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,24,0.12,-0.0076948107488105,0.000249472871292,0.5997866905511771,eta_flip:eta_0.02:24
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,24,0.13,-0.009184881584374,0.0002252264330794,0.9344155501513182,eta_flip:eta_0.02:24
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,24,0.14,-0.0101759084532366,2.1757139305420117e-05,0.684704607084898,eta_flip:eta_0.02:24
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,24,0.15,-0.0117251477256577,0.000833583726112,0.7426476379446997,eta_flip:eta_0.02:24
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,24,0.16,-0.0135652217989751,0.0008237410658359,0.9127370852195206,eta_flip:eta_0.02:24
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,24,0.17,-0.0155598030670599,0.0003730367142224,0.663481915124118,eta_flip:eta_0.02:24
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,24,0.18,-0.0165992050357803,0.0004493365192806,0.9901954298314296,eta_flip:eta_0.02:24
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,24,0.19,-0.0180196701633383,0.0006066184557565,0.6429433170057597,eta_flip:eta_0.02:24
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,24,0.2,-0.0207591366911169,0.0002741540987856,0.8428523242891536,eta_flip:eta_0.02:24
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,24,0.21,-0.0206902223786063,0.0006442590541682,0.6471766981746805,eta_flip:eta_0.02:24
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,24,0.22,-0.0240657705716331,0.0008332512841539,0.911658370316208,eta_flip:eta_0.02:24
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,24,0.23,-0.0244391977443438,0.0005546151735549,0.8035249077747404,eta_flip:eta_0.02:24
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,24,0.24,-0.0262019389178398,0.0015895958435528,0.7574097965280936,eta_flip:eta_0.02:24
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,24,0.25,-0.0267238244897567,0.0003671930780916,0.8210051145928898,eta_flip:eta_0.02:24
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,24,0.26,-0.0289929717912177,0.0027488647081376,0.6996523323115182,eta_flip:eta_0.02:24
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,24,0.27,-0.0281317751007391,0.0048687228969,0.7259538798774179,eta_flip:eta_0.02:24
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,24,0.28,-0.0317463945330626,0.0024514147100956,0.9536120482683568,eta_flip:eta_0.02:24
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,24,0.29,-0.031510006422961,0.001728046435845,0.7794725688949894,eta_flip:eta_0.02:24
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,24,0.3,-0.0328688331223972,0.0041243880326209,0.5999075715001971,eta_flip:eta_0.02:24
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,24,0.31,-0.0356096488294826,0.0003701995403747,0.8734739019168325,eta_flip:eta_0.02:24
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,24,0.32,-0.0380009363010655,0.002975196615085,0.7703095005420963,eta_flip:eta_0.02:24
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,24,0.33,-0.0379447204632645,0.0008748192410606,0.7444431242358805,eta_flip:eta_0.02:24
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,24,0.34,-0.042172016129733,0.0016966549899517,0.923868280477818,eta_flip:eta_0.02:24
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,24,0.35,-0.0420516680665602,7.003767836135871e-05,0.7612676434229438,eta_flip:eta_0.02:24
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,24,0.36,-0.0443277446536648,0.0014977665539086,0.8759205946288812,eta_flip:eta_0.02:24
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,24,0.37,-0.0429874004448112,0.0007905836743133,0.9545096889079474,eta_flip:eta_0.02:24
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,24,0.38,-0.0465332468097447,0.0017059054688951,0.7744040509221505,eta_flip:eta_0.02:24
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,24,0.39,-0.0452180461847138,0.0050619467649474,0.8301328470298484,eta_flip:eta_0.02:24
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,24,0.4,-0.0458629654280054,0.0038858685358571,0.6975410073564114,eta_flip:eta_0.02:24
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,24,0.41,-0.0464467989947491,0.0033002630725523,0.9214543530153968,eta_flip:eta_0.02:24
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,24,0.42,-0.0512099659511786,0.000267832479033,0.862745474018152,eta_flip:eta_0.02:24
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,24,0.43,-0.0507241505033473,0.0007118410589523,0.7741739869777399,eta_flip:eta_0.02:24
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,24,0.44,-0.0510760899803275,0.0013460314727772,0.9187567624657372,eta_flip:eta_0.02:24
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,24,0.45,-0.0513490738411192,0.0060555675960041,0.656943887742023,eta_flip:eta_0.02:24
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,24,0.46,-0.0533015167012727,5.765712916037439e-05,0.8127308540019567,eta_flip:eta_0.02:24
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,24,0.47,-0.0544325416338657,0.0003541235785254,0.9103776184561908,eta_flip:eta_0.02:24
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,24,0.48,-0.0534274406617983,0.0016597171857667,0.9208882710845652,eta_flip:eta_0.02:24
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,24,0.49,-0.0533754766738403,0.0054585923359649,0.6921963198689505,eta_flip:eta_0.02:24
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,24,0.5,-0.0552028989213632,0.0021044585756776,0.9973996154559652,eta_flip:eta_0.02:24
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,24,0.51,-0.0587171442319061,0.0034008913509425,0.5820618143835715,eta_flip:eta_0.02:24
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,24,0.52,-0.0598478419673962,0.0010501901421834,0.8071278863767583,eta_flip:eta_0.02:24
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,24,0.53,-0.0622532623032115,0.0021139275072339,0.8884644269861393,eta_flip:eta_0.02:24
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,24,0.54,-0.0566714303122702,0.0016387766161137,0.9903777978066612,eta_flip:eta_0.02:24
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,24,0.55,-0.0609579191297367,0.0005697676650553,0.9995663003553564,eta_flip:eta_0.02:24
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,24,0.56,-0.0625105291597787,0.0008024970658297,0.658652751240109,eta_flip:eta_0.02:24
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,24,0.57,-0.060692132086974,0.0022213240625248,0.8681218639718485,eta_flip:eta_0.02:24
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,24,0.58,-0.0654144094293964,0.0009063953738876,0.7843909022830999,eta_flip:eta_0.02:24
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,24,0.59,-0.0607807812188511,0.0012307751950898,0.5921750793031658,eta_flip:eta_0.02:24
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,24,0.6,-0.0638865152986562,0.0026584397287807,0.8143106542569772,eta_flip:eta_0.02:24
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,24,0.61,-0.063906282008032,0.0032597573885895,0.9844712708147302,eta_flip:eta_0.02:24
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,24,0.62,-0.068239149246239,0.0013235341183077,0.8331850303312293,eta_flip:eta_0.02:24
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,24,0.63,-0.065629782696216,0.0023466613648031,0.6675632957315516,eta_flip:eta_0.02:24
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,24,0.64,-0.0689429329492933,0.0018396816177246,0.89192228075046,eta_flip:eta_0.02:24
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,24,0.65,-0.0682275910317742,0.0008812168470383,0.7233162743474824,eta_flip:eta_0.02:24
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,24,0.66,-0.0676481128016516,0.0009630945611155,0.7775509690490723,eta_flip:eta_0.02:24
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,24,0.67,-0.0705821873753211,0.0012914098788049,0.9599797605134132,eta_flip:eta_0.02:24
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,24,0.68,-0.0697787499964254,0.0012288695917834,0.8645695972429658,eta_flip:eta_0.02:24
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,24,0.69,-0.0650749042039222,0.0019816635644055,0.7360595879824501,eta_flip:eta_0.02:24
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,24,0.7,-0.0715329266172224,0.0012519613097185,0.9391944309232436,eta_flip:eta_0.02:24
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,24,0.71,-0.0667982148614112,0.0023754183298304,0.8518354521435914,eta_flip:eta_0.02:24
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,24,0.72,-0.0674072900282203,0.0001514198898163,0.6882088760952783,eta_flip:eta_0.02:24
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,24,0.73,-0.0740197126393105,0.0042961911910024,0.8973417368728395,eta_flip:eta_0.02:24
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,24,0.74,-0.0699111513426365,0.0047435030580472,0.6929053956635489,eta_flip:eta_0.02:24
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,24,0.75,-0.0757849534731333,0.0004739557152842,1.0,eta_flip:eta_0.02:24
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,24,0.76,-0.0756834372476023,0.0018302890537811,0.696626862731757,eta_flip:eta_0.02:24
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,24,0.77,-0.0720293700806166,0.0023115848467278,0.8407711151985492,eta_flip:eta_0.02:24
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,24,0.78,-0.0777197903870106,0.0009872753901642,0.5690462969831197,eta_flip:eta_0.02:24
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,24,0.79,-0.0670683639137714,0.0100533209869783,0.9960257320356846,eta_flip:eta_0.02:24
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,24,0.8,-0.0777272465056482,0.0032168242073902,0.8586076484348024,eta_flip:eta_0.02:24
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,24,0.81,-0.0782606377462636,0.0023608089244236,0.701904553427619,eta_flip:eta_0.02:24
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,24,0.82,-0.077018507339988,0.0036022440130625,0.8958792839930849,eta_flip:eta_0.02:24
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,24,0.83,-0.0755690091020449,0.0047841004132685,0.77420238598388,eta_flip:eta_0.02:24
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,24,0.84,-0.0743949729415101,0.0081921349599439,0.6901664187822024,eta_flip:eta_0.02:24
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,24,0.85,-0.0784095659344424,0.0005423990588208,0.9429086736817844,eta_flip:eta_0.02:24
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,24,0.86,-0.0793115779637291,0.0053038295870344,0.7486068925153835,eta_flip:eta_0.02:24
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,24,0.87,-0.0795824546640943,0.0016560166096032,0.5999979775414146,eta_flip:eta_0.02:24
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,24,0.88,-0.0807660871246791,0.0049227525033326,0.7119642375922423,eta_flip:eta_0.02:24
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,24,0.89,-0.0825461375706154,0.0028344062680059,0.9062724175534974,eta_flip:eta_0.02:24
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,24,0.9,-0.0840150221267566,0.0047132595461901,0.7099752500190626,eta_flip:eta_0.02:24
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,24,0.91,-0.0754337105902851,0.008159612667277,0.5609914150921015,eta_flip:eta_0.02:24
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,24,0.92,-0.0832338595962417,0.0014784047721118,0.7004170585091163,eta_flip:eta_0.02:24
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,24,0.93,-0.081456842764457,0.004927994872483,0.9497078708115684,eta_flip:eta_0.02:24
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,24,0.94,-0.0818921684542662,0.0050430187221273,0.8093112451881888,eta_flip:eta_0.02:24
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,24,0.95,-0.0853053830671227,0.0031998434152538,0.542592987860599,eta_flip:eta_0.02:24
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,24,0.96,-0.0808527721776454,0.0008329138937927,0.8484145351887868,eta_flip:eta_0.02:24
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,24,0.97,-0.080750644452584,0.0105912634455962,0.7678708619989763,eta_flip:eta_0.02:24
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,24,0.98,-0.0875305137513614,0.003898562489832,0.5874444192304406,eta_flip:eta_0.02:24
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,24,0.99,-0.0833326922248649,0.0071617159828352,0.6736222478401045,eta_flip:eta_0.02:24
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,24,1.0,-0.0874398517148103,0.0012494690684061,0.6518846954623355,eta_flip:eta_0.02:24
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,25,0.01,-0.0006178624517863,1.6218725400919009e-07,0.9988802009571002,eta_flip:eta_0.02:25
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,25,0.02,-0.0006691303674452,2.3663923535260287e-06,0.991693190330649,eta_flip:eta_0.02:25
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,25,0.03,-0.0007769442406211,4.791379633589491e-06,0.9624011265604986,eta_flip:eta_0.02:25
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,25,0.04,-0.000950969491005,1.1795857750207766e-05,0.8623819577757055,eta_flip:eta_0.02:25
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,25,0.05,-0.0012240053020311,1.23100269822495e-05,0.6916576605541217,eta_flip:eta_0.02:25
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,25,0.06,-0.0016417112290598,1.8583865507428857e-05,1.0,eta_flip:eta_0.02:25
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,25,0.07,-0.0021523379090498,3.623832257432477e-05,0.8065142671861656,eta_flip:eta_0.02:25
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,25,0.08,-0.002750054230235,8.198237494563077e-05,0.6787140387276674,eta_flip:eta_0.02:25
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,25,0.09,-0.0035699755370904,7.369518701229214e-06,0.9140733573081312,eta_flip:eta_0.02:25
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,25,0.1,-0.0043780264391308,8.01687951228926e-05,0.6385385065829701,eta_flip:eta_0.02:25
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,25,0.11,-0.0052753490872275,0.0002830782468095,0.9346573491241956,eta_flip:eta_0.02:25
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,25,0.12,-0.0062387535775085,0.0005009004557711,0.6936610387745284,eta_flip:eta_0.02:25
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,25,0.13,-0.0073485617804365,0.0002141541061543,0.9839966625297176,eta_flip:eta_0.02:25
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,25,0.14,-0.009196228033671,0.0002202313143442,0.723250211707186,eta_flip:eta_0.02:25
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,25,0.15,-0.0094439815239786,0.0008473654375305,0.6992581835068513,eta_flip:eta_0.02:25
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,25,0.16,-0.0115665729809942,0.00095415300108,0.8988165244075097,eta_flip:eta_0.02:25
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,25,0.17,-0.0119053845073655,0.0007509474867378,0.7032642202953179,eta_flip:eta_0.02:25
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,25,0.18,-0.01361626551643,0.0003047670611865,0.807202253529113,eta_flip:eta_0.02:25
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,25,0.19,-0.01578930807483,0.0006869674099015,0.7573061070660242,eta_flip:eta_0.02:25
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,25,0.2,-0.0167312579078225,0.0014147042952643,0.5958164043941966,eta_flip:eta_0.02:25
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,25,0.21,-0.0163330458634882,0.0019237087047748,0.916923167394644,eta_flip:eta_0.02:25
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,25,0.22,-0.0192066567536113,0.0011778477717559,0.889492995686584,eta_flip:eta_0.02:25
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,25,0.23,-0.0211082249619171,0.0007840143067794,0.7177340388303423,eta_flip:eta_0.02:25
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,25,0.24,-0.0232360279536797,3.361988465548837e-05,0.8827985438130845,eta_flip:eta_0.02:25
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,25,0.25,-0.0251436992551465,0.0018270910616355,0.7342637174504739,eta_flip:eta_0.02:25
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,25,0.26,-0.0255512441752518,0.0011107335180762,0.7421185475778892,eta_flip:eta_0.02:25
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,25,0.27,-0.0265327941749658,0.0020963863856142,0.7123102759056216,eta_flip:eta_0.02:25
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,25,0.28,-0.0285743062596539,0.0012140871254222,0.8196569080764837,eta_flip:eta_0.02:25
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,25,0.29,-0.0301466849065415,0.001239849077364,0.9682806771375504,eta_flip:eta_0.02:25
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,25,0.3,-0.0297159276017269,8.679110889523855e-05,0.8579717526414832,eta_flip:eta_0.02:25
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,25,0.31,-0.0323514966427144,0.0003793967751224,0.9084050564488956,eta_flip:eta_0.02:25
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,25,0.32,-0.0330420292885477,0.0030435047143037,0.9993427741798672,eta_flip:eta_0.02:25
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,25,0.33,-0.0351119580792303,0.0016436585037471,0.6808358849675064,eta_flip:eta_0.02:25
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,25,0.34,-0.0354792426769943,0.0022697193832414,0.6784291285330333,eta_flip:eta_0.02:25
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,25,0.35,-0.0368135936046058,0.0029380549866727,0.5734552677461829,eta_flip:eta_0.02:25
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,25,0.36,-0.0354405801887293,0.0002525410419573,0.7199310004103577,eta_flip:eta_0.02:25
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,25,0.37,-0.0385735745379787,0.0001583596064109,0.8095949049064192,eta_flip:eta_0.02:25
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,25,0.38,-0.0426114337239077,0.0017772616873395,0.92937499039306,eta_flip:eta_0.02:25
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,25,0.39,-0.0407353229985038,0.0031804223631408,0.9942052374343092,eta_flip:eta_0.02:25
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,25,0.4,-0.0442408313615598,0.0014556516734271,0.988101872760672,eta_flip:eta_0.02:25
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,25,0.41,-0.0428654444500732,0.0021215238269946,0.6358849887161987,eta_flip:eta_0.02:25
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,25,0.42,-0.0454777550611103,0.0003387751135093,0.6413550657931709,eta_flip:eta_0.02:25
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,25,0.43,-0.0443379082911878,0.0036407017695627,0.8019170672479659,eta_flip:eta_0.02:25
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,25,0.44,-0.0446864097401486,0.0034508616439856,0.9401349263189448,eta_flip:eta_0.02:25
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,25,0.45,-0.0494636163628432,0.0020175411060964,0.9346841714758348,eta_flip:eta_0.02:25
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,25,0.46,-0.0492208582433338,0.0025184541144382,0.990440389785214,eta_flip:eta_0.02:25
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,25,0.47,-0.0491805329696324,0.0037330046519992,0.7024365724753674,eta_flip:eta_0.02:25
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,25,0.48,-0.0514925189726494,0.0044274494936256,0.9114578760614152,eta_flip:eta_0.02:25
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,25,0.49,-0.050889552518448,0.0034694553928153,0.7521092998694533,eta_flip:eta_0.02:25
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,25,0.5,-0.0497074062738466,0.0020473524771295,0.6571582519819942,eta_flip:eta_0.02:25
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,25,0.51,-0.0531008838217272,0.0006316219143882,0.9519026321680492,eta_flip:eta_0.02:25
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,25,0.52,-0.0540482961739169,0.0034335269167811,0.7150220254592528,eta_flip:eta_0.02:25
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,25,0.53,-0.0539625605991323,0.0027271010113222,0.9453820011754588,eta_flip:eta_0.02:25
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,25,0.54,-0.0537880494613356,0.0011929535114189,0.9491922325734828,eta_flip:eta_0.02:25
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,25,0.55,-0.0573845113908014,0.0006680662564297,0.6669822191402737,eta_flip:eta_0.02:25
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,25,0.56,-0.0559325666238797,0.0025016432747675,0.7244668420452774,eta_flip:eta_0.02:25
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,25,0.57,-0.0585911298780005,0.0003094305396682,0.8798098378802253,eta_flip:eta_0.02:25
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,25,0.58,-0.0630967506987248,0.0016088848088492,0.6408610036181701,eta_flip:eta_0.02:25
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,25,0.59,-0.0564107286399164,0.0062720919613593,0.867854466312845,eta_flip:eta_0.02:25
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,25,0.6,-0.0636865455764272,0.0011452820939314,0.9220834516003856,eta_flip:eta_0.02:25
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,25,0.61,-0.0602062342424073,0.0032043158278969,0.789368886789562,eta_flip:eta_0.02:25
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,25,0.62,-0.061632786226141,0.0002878071066551,0.9326522233734972,eta_flip:eta_0.02:25
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,25,0.63,-0.0625399543739214,0.0015576328499656,0.756071668364305,eta_flip:eta_0.02:25
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,25,0.64,-0.0623503467788156,0.002093110152771,0.5211018576770112,eta_flip:eta_0.02:25
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,25,0.65,-0.0648843615872693,0.0006214835915118,0.6971686737568978,eta_flip:eta_0.02:25
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,25,0.66,-0.060488401648556,0.0029034416191691,0.8275035966341479,eta_flip:eta_0.02:25
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,25,0.67,-0.0616902295154123,0.0060581270093945,0.9771784594952893,eta_flip:eta_0.02:25
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,25,0.68,-0.0692830247160797,0.0016523353696282,0.7822769820854775,eta_flip:eta_0.02:25
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,25,0.69,-0.0638510693067428,0.0048057147401838,0.664093965755973,eta_flip:eta_0.02:25
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,25,0.7,-0.0677138977780555,0.0027469651621646,0.7619120892924839,eta_flip:eta_0.02:25
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,25,0.71,-0.0661295252589904,0.0021890063973968,0.858706992428664,eta_flip:eta_0.02:25
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,25,0.72,-0.0671590169915025,0.0011753118369105,0.7794099682387957,eta_flip:eta_0.02:25
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,25,0.73,-0.0709966822038057,0.0030034646184686,0.908245525093189,eta_flip:eta_0.02:25
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,25,0.74,-0.0684214537400237,0.0017305669140494,0.809937022568781,eta_flip:eta_0.02:25
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,25,0.75,-0.0679721812128454,0.0019285359426078,0.8766025339146811,eta_flip:eta_0.02:25
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,25,0.76,-0.0699244224167208,0.000713279312976,0.9158294789801034,eta_flip:eta_0.02:25
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,25,0.77,-0.0705697387140826,0.0031426279391221,0.7528379853298076,eta_flip:eta_0.02:25
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,25,0.78,-0.0748633765865794,0.0020998381840847,0.9156984526005882,eta_flip:eta_0.02:25
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,25,0.79,-0.075827019468767,0.0016181376650708,0.8148014486052793,eta_flip:eta_0.02:25
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,25,0.8,-0.0730072598705267,0.0080379913095359,0.8176248241668906,eta_flip:eta_0.02:25
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,25,0.81,-0.06916706065767,0.0084564794885268,0.508943582925825,eta_flip:eta_0.02:25
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,25,0.82,-0.0726246793139354,0.0009133814241629,0.9992091423771328,eta_flip:eta_0.02:25
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,25,0.83,-0.07468897794352,0.0041889490195999,0.5782833199936758,eta_flip:eta_0.02:25
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,25,0.84,-0.0742370529359762,0.0025320312183028,0.7854861185800275,eta_flip:eta_0.02:25
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,25,0.85,-0.0737050515047512,0.0083613213135997,0.7651274658674093,eta_flip:eta_0.02:25
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,25,0.86,-0.0717292243971044,0.0049992573626763,0.7996519873993277,eta_flip:eta_0.02:25
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,25,0.87,-0.0764670611535529,0.0035943378470199,0.5315324927401237,eta_flip:eta_0.02:25
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,25,0.88,-0.0777615048789132,0.0020542466810853,0.7103162995872322,eta_flip:eta_0.02:25
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,25,0.89,-0.0768050112217543,0.000963321586449,0.6416261721931702,eta_flip:eta_0.02:25
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,25,0.9,-0.0754041176065836,0.0133695177528716,0.6797627388377315,eta_flip:eta_0.02:25
