source,case_id,case_label,eta,nmstv,ref_id,radius,phi_energy_raw,split_logZ_per_P_diff,ess_fraction,ref_key
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,0,0.36,-0.0406863978999785,0.000856289038922,0.8120809154606059,eta_flip:eta_0.02:0
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,0,0.37,-0.0421949491184719,0.0034172414798001,0.7520065456317959,eta_flip:eta_0.02:0
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,0,0.38,-0.0429919383422237,0.0039764341688379,0.8434321448825337,eta_flip:eta_0.02:0
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,0,0.39,-0.0435847156669611,0.0022083175670385,0.99569520623957,eta_flip:eta_0.02:0
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,0,0.4,-0.0452166361352305,0.0006051193550584,0.717341115188908,eta_flip:eta_0.02:0
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,0,0.41,-0.0500334188618175,0.0001843743157423,0.8618083808699021,eta_flip:eta_0.02:0
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,0,0.42,-0.0450752421229832,0.0037049427130647,0.6403642923646667,eta_flip:eta_0.02:0
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,0,0.43,-0.0511321169574089,0.000998157206352,0.6702897849474204,eta_flip:eta_0.02:0
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,0,0.44,-0.0500917601042293,0.0002721589210697,0.8944935370764174,eta_flip:eta_0.02:0
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,0,0.45,-0.0505821665231552,0.0016086807816884,0.9684245651985643,eta_flip:eta_0.02:0
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,0,0.46,-0.050586646518526,0.002144643235975,0.773609375540352,eta_flip:eta_0.02:0
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,0,0.47,-0.0535088891982351,0.0006279442899723,0.9042931939764776,eta_flip:eta_0.02:0
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,0,0.48,-0.0537306091776047,0.0005244769006738,0.9008651206101608,eta_flip:eta_0.02:0
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,0,0.49,-0.0488093860201295,0.0067781920295164,0.7242319365471843,eta_flip:eta_0.02:0
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,0,0.5,-0.056368692854947,0.0045202388296188,0.8487647914701287,eta_flip:eta_0.02:0
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,0,0.51,-0.0581016328010172,7.627994100237778e-05,0.8201134744456934,eta_flip:eta_0.02:0
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,0,0.52,-0.0601218086226199,0.0003818340169792,0.8041196255150853,eta_flip:eta_0.02:0
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,0,0.53,-0.0571066876460186,0.0026249941844977,0.7904098459238719,eta_flip:eta_0.02:0
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,0,0.54,-0.0553009756705176,0.0048455911022507,0.9279921345490614,eta_flip:eta_0.02:0
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,0,0.55,-0.0571698575718653,0.0017192896704114,0.7515684873711225,eta_flip:eta_0.02:0
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,0,0.56,-0.0599314425977111,0.0004570899151834,0.5503658309206827,eta_flip:eta_0.02:0
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,0,0.57,-0.0597001951795587,0.000441910857565,0.7766210928518039,eta_flip:eta_0.02:0
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,0,0.58,-0.0602344584079479,0.0029523104552473,0.904612384784249,eta_flip:eta_0.02:0
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,0,0.59,-0.0602416707177041,0.0039360266023543,0.651492635622306,eta_flip:eta_0.02:0
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,0,0.6,-0.0615590497430398,0.003787796345027,0.7974874358814523,eta_flip:eta_0.02:0
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,0,0.61,-0.0619595779309353,0.0037374401658978,0.6739061848335585,eta_flip:eta_0.02:0
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,0,0.62,-0.0659826763309685,0.0016158691353096,0.9961095143527352,eta_flip:eta_0.02:0
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,0,0.63,-0.0637073737196116,0.0048733820832828,0.6367125828223182,eta_flip:eta_0.02:0
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,0,0.64,-0.0614503472169463,0.0051723768161912,0.5398055919971076,eta_flip:eta_0.02:0
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,0,0.65,-0.0638811284978414,0.0035006668132933,0.7209068033131213,eta_flip:eta_0.02:0
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,0,0.66,-0.0630288819179044,0.0041844903741617,0.9250568708886294,eta_flip:eta_0.02:0
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,0,0.67,-0.066830827544588,0.0032250313081687,0.7532916861067639,eta_flip:eta_0.02:0
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,0,0.68,-0.0667939274286608,0.0012969675076779,0.9354719956988734,eta_flip:eta_0.02:0
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,0,0.69,-0.067172755306723,0.0027707226718888,0.6924848463408918,eta_flip:eta_0.02:0
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,0,0.7,-0.0673659804679746,0.0024962696429367,0.9984102103739252,eta_flip:eta_0.02:0
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,0,0.71,-0.067715519142384,0.0026202411211494,0.7314432253516234,eta_flip:eta_0.02:0
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,0,0.72,-0.0688363346633174,0.0050483280510992,0.8172789748460982,eta_flip:eta_0.02:0
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,0,0.73,-0.0687575836277771,0.0005494699149431,0.5948753602396321,eta_flip:eta_0.02:0
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,0,0.74,-0.0693703789112907,0.0054068213576953,0.7108079046415446,eta_flip:eta_0.02:0
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,0,0.75,-0.0718051956040591,0.0028000401813642,1.0,eta_flip:eta_0.02:0
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,0,0.76,-0.0739517336205695,0.0027065455579042,0.6712865084863926,eta_flip:eta_0.02:0
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,0,0.77,-0.0723463046080015,0.0021533740479509,0.8617817831203559,eta_flip:eta_0.02:0
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,0,0.78,-0.0754153866525131,0.000255542082306,0.6958790858874123,eta_flip:eta_0.02:0
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,0,0.79,-0.0778609527901011,0.0011649585857363,0.6767715026400636,eta_flip:eta_0.02:0
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,0,0.8,-0.0730110273993339,0.0031529442779834,0.8464576212247826,eta_flip:eta_0.02:0
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,0,0.81,-0.0662461374978447,0.0053922272175394,0.6068535311160562,eta_flip:eta_0.02:0
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,0,0.82,-0.0768346055810833,0.0018690180881234,0.7746427271702456,eta_flip:eta_0.02:0
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,0,0.83,-0.0727866744605476,0.0046303024288349,0.7131747213193382,eta_flip:eta_0.02:0
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,0,0.84,-0.0789536670260029,0.0006926169367002,0.7385871545781162,eta_flip:eta_0.02:0
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,0,0.85,-0.0764671224859458,0.0014373503262005,0.9578337070297732,eta_flip:eta_0.02:0
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,0,0.86,-0.0750455974063177,0.00197270329175,0.7430998299974108,eta_flip:eta_0.02:0
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,0,0.87,-0.0770737572580306,0.0061483683383566,0.8221406500768877,eta_flip:eta_0.02:0
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,0,0.88,-0.0798027616742242,0.0020525336352547,0.6494623594654159,eta_flip:eta_0.02:0
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,0,0.89,-0.0787937291440087,0.003160683252802,0.5919962499897968,eta_flip:eta_0.02:0
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,0,0.9,-0.081694250613766,0.0019563076648515,0.981100264643704,eta_flip:eta_0.02:0
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,0,0.91,-0.080749989573977,0.0047057736982046,0.7865701622209191,eta_flip:eta_0.02:0
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,0,0.92,-0.0817734675254457,0.0029872400019359,0.6986088146765627,eta_flip:eta_0.02:0
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,0,0.93,-0.0741381235339197,0.011172491500076,0.8556006930184095,eta_flip:eta_0.02:0
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,0,0.94,-0.0778355533353925,0.0125693038140765,0.770642050755422,eta_flip:eta_0.02:0
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,0,0.95,-0.0835995513769567,0.0004328650053194,0.6750328194522308,eta_flip:eta_0.02:0
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,0,0.96,-0.083294760373463,0.0060787367599338,0.6918498827842435,eta_flip:eta_0.02:0
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,0,0.97,-0.0841768451416284,0.001817546734074,0.6942163208577069,eta_flip:eta_0.02:0
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,0,0.98,-0.0804054227000274,0.0074413500163149,0.7856130859754811,eta_flip:eta_0.02:0
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,0,0.99,-0.0789132912475714,0.0003990301024367,0.8492911673749921,eta_flip:eta_0.02:0
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,0,1.0,-0.0767374211852366,0.0098866374842343,0.9999208830387104,eta_flip:eta_0.02:0
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,1,0.01,-0.0009515748033826,2.002710439018869e-06,0.9976767534706552,eta_flip:eta_0.02:1
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,1,0.02,-0.0010185221226443,1.3706007543103963e-06,0.9869739561118572,eta_flip:eta_0.02:1
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,1,0.03,-0.001144962181413,4.598148345641652e-07,0.9499217153455378,eta_flip:eta_0.02:1
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,1,0.04,-0.0013620601880956,1.3874866294366572e-05,0.8550686311326479,eta_flip:eta_0.02:1
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,1,0.05,-0.0016874447418975,1.4990672954000776e-06,0.6506257708060779,eta_flip:eta_0.02:1
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,1,0.06,-0.0021251254532355,5.058866321684527e-05,1.0,eta_flip:eta_0.02:1
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,1,0.07,-0.0027573716797217,5.324392537992088e-05,0.8410889010319865,eta_flip:eta_0.02:1
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,1,0.08,-0.003536624040348,3.331780179336284e-05,0.5102628151618965,eta_flip:eta_0.02:1
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,1,0.09,-0.0043805978861145,0.0002717946315274,0.8958781403178468,eta_flip:eta_0.02:1
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,1,0.1,-0.0053870492854326,4.887464570004281e-05,0.5560416112943365,eta_flip:eta_0.02:1
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,1,0.11,-0.0065492330322238,8.924621888417122e-05,0.9263866306674994,eta_flip:eta_0.02:1
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,1,0.12,-0.0076993307256403,0.0004206902515046,0.5183344408746894,eta_flip:eta_0.02:1
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,1,0.13,-0.0087693652473399,0.0003288565943278,0.819242807100066,eta_flip:eta_0.02:1
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,1,0.14,-0.0104902683139056,0.0002025704048631,0.7664574177937937,eta_flip:eta_0.02:1
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,1,0.15,-0.0119031288596198,0.0003074120567078,0.9982708055281122,eta_flip:eta_0.02:1
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,1,0.16,-0.0134690506757735,0.0002524137444676,0.8081422971345251,eta_flip:eta_0.02:1
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,1,0.17,-0.0137686552445191,0.0019951310533342,0.844589196007491,eta_flip:eta_0.02:1
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,1,0.18,-0.0164039221069046,0.000453809298956,0.9913931849943268,eta_flip:eta_0.02:1
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,1,0.19,-0.0178680130023561,1.2027247672595749e-05,0.7746483564710912,eta_flip:eta_0.02:1
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,1,0.2,-0.0182303278712187,0.0031658117710677,0.8582328441988901,eta_flip:eta_0.02:1
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,1,0.21,-0.0211953537003447,0.0004547091085284,0.9646875741711484,eta_flip:eta_0.02:1
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,1,0.22,-0.0232499446811744,0.0019419043270484,0.919871571110782,eta_flip:eta_0.02:1
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,1,0.23,-0.0247713416752121,0.0007044447780722,0.8545185279834393,eta_flip:eta_0.02:1
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,1,0.24,-0.0255025059516959,0.0003027778171914,0.9375988580994778,eta_flip:eta_0.02:1
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,1,0.25,-0.0280593753838704,0.0005781215744688,0.9999992544395324,eta_flip:eta_0.02:1
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,1,0.26,-0.030009757185922,0.0010291690101116,0.7879872736554913,eta_flip:eta_0.02:1
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,1,0.27,-0.0279568661879515,0.0032474124176961,0.685960575782626,eta_flip:eta_0.02:1
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,1,0.28,-0.0301304601380599,0.004244532326922,0.8973776786529671,eta_flip:eta_0.02:1
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,1,0.29,-0.0329051837516945,0.0004828374105457,0.5928693995578318,eta_flip:eta_0.02:1
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,1,0.3,-0.0358776082482203,0.0003503982779675,0.6170215835104726,eta_flip:eta_0.02:1
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,1,0.31,-0.0362625182839566,0.0025053480231835,0.6762417873050729,eta_flip:eta_0.02:1
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,1,0.32,-0.0339326819236066,0.0029060053553327,0.6465624879907623,eta_flip:eta_0.02:1
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,1,0.33,-0.036281413910465,0.0003419573319512,0.7019361198054679,eta_flip:eta_0.02:1
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,1,0.34,-0.037933378518402,0.0020887530444489,0.8990382175236354,eta_flip:eta_0.02:1
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,1,0.35,-0.0376900142701991,0.0034160381369478,0.6787633823679831,eta_flip:eta_0.02:1
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,1,0.36,-0.043282139908267,0.0006434766244572,0.7746399608296424,eta_flip:eta_0.02:1
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,1,0.37,-0.0448617918552381,6.623033020351177e-06,0.6483407555605735,eta_flip:eta_0.02:1
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,1,0.38,-0.0458198496905761,0.000215151243476,0.9590651835233928,eta_flip:eta_0.02:1
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,1,0.39,-0.0470756368407887,0.0005372825322782,1.0,eta_flip:eta_0.02:1
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,1,0.4,-0.0471593196363934,0.0033481159534313,0.7953500692026293,eta_flip:eta_0.02:1
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,1,0.41,-0.0469568751427345,0.0032615626512913,0.9391862814815172,eta_flip:eta_0.02:1
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,1,0.42,-0.0483563584049079,0.0026410224242553,0.6661640671034337,eta_flip:eta_0.02:1
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,1,0.43,-0.0478193637535244,0.0034449507210406,0.9293519530830378,eta_flip:eta_0.02:1
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,1,0.44,-0.0510089662972748,0.002319741547758,0.840711554774326,eta_flip:eta_0.02:1
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,1,0.45,-0.0470462791633934,0.0028687755837171,0.822258327555492,eta_flip:eta_0.02:1
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,1,0.46,-0.0541207719886925,0.0013466431852133,0.5624098699793513,eta_flip:eta_0.02:1
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,1,0.47,-0.0527020700519251,0.0003988871055811,0.746476620637714,eta_flip:eta_0.02:1
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,1,0.48,-0.0510883935881016,0.0039372411587746,0.7934309140193029,eta_flip:eta_0.02:1
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,1,0.49,-0.0525791921441473,0.0038010939087795,0.8891658040589515,eta_flip:eta_0.02:1
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,1,0.5,-0.0491083574279526,0.0102767443199286,0.640449886901128,eta_flip:eta_0.02:1
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,1,0.51,-0.0492242135242537,0.0068805593657253,0.6418185433767086,eta_flip:eta_0.02:1
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,1,0.52,-0.059849521757747,0.0019062193453208,0.73379790972487,eta_flip:eta_0.02:1
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,1,0.53,-0.0581419662352856,0.0012939624132781,0.697118347216886,eta_flip:eta_0.02:1
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,1,0.54,-0.0571677062514048,0.0017097896867845,0.8537974282388054,eta_flip:eta_0.02:1
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,1,0.55,-0.0598651688140395,0.0010748520006402,0.8084724931051734,eta_flip:eta_0.02:1
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,1,0.56,-0.0598690108872408,0.0017793147981484,0.8216900679212922,eta_flip:eta_0.02:1
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,1,0.57,-0.0570931983990984,0.002154724107607,0.7783283583572664,eta_flip:eta_0.02:1
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,1,0.58,-0.061653758115119,0.0028260873227429,0.7457320799083887,eta_flip:eta_0.02:1
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,1,0.59,-0.061516494144737,0.0007072249594792,0.7880596009022874,eta_flip:eta_0.02:1
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,1,0.6,-0.0609119857473069,0.0067441717961599,0.9506234346431552,eta_flip:eta_0.02:1
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,1,0.61,-0.0611798782676042,0.0073121700034186,0.9249271933099696,eta_flip:eta_0.02:1
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,1,0.62,-0.06315207979037,0.0027462649900935,0.694490228763592,eta_flip:eta_0.02:1
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,1,0.63,-0.0621710221227113,0.0061097879245425,0.6657285923927724,eta_flip:eta_0.02:1
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,1,0.64,-0.0673051339027024,0.0027146863828195,0.9229438692581002,eta_flip:eta_0.02:1
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,1,0.65,-0.0675043741444989,0.0026050615711897,0.7188475881640585,eta_flip:eta_0.02:1
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,1,0.66,-0.0618548591999984,0.0103983298013391,0.650461941925746,eta_flip:eta_0.02:1
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,1,0.67,-0.0634593981045399,0.0043349188476361,0.7148814602263384,eta_flip:eta_0.02:1
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,1,0.68,-0.0661722332009985,0.0064945353975518,0.966714288743756,eta_flip:eta_0.02:1
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,1,0.69,-0.0694727009698867,0.0023439140511011,0.835247754693395,eta_flip:eta_0.02:1
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,1,0.7,-0.0638702434372608,0.003624612482028,0.9999035840595126,eta_flip:eta_0.02:1
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,1,0.71,-0.0724495198528889,0.0015213139487074,0.8604567201384322,eta_flip:eta_0.02:1
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,1,0.72,-0.0679323928901777,0.0049472593487985,0.6929263634076029,eta_flip:eta_0.02:1
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,1,0.73,-0.0695021556852457,0.0006406634905554,0.6528219318489485,eta_flip:eta_0.02:1
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,1,0.74,-0.0705419662366546,0.0026608533247599,0.931270916172582,eta_flip:eta_0.02:1
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,1,0.75,-0.073256557571932,0.0026497922543204,0.6759993365750201,eta_flip:eta_0.02:1
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,1,0.76,-0.0732625414426633,0.0016244329904943,0.6712885933251649,eta_flip:eta_0.02:1
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,1,0.77,-0.0719748681100353,0.0035059670903909,0.6726281745663921,eta_flip:eta_0.02:1
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,1,0.78,-0.0735085141374167,0.005422713687944,0.9866818637997063,eta_flip:eta_0.02:1
