source,case_id,case_label,eta,nmstv,ref_key,n_radii,d_min,d_max,A_kappa,min_dphi_dr,min_dphi_dr_radius,max_curvature,max_curvature_radius
mnist_rule,even_odd,even odd,,0.4932864276461805,mnist_rule:even_odd:17,100,0.01,1.0,1.0331140374540921,-0.15360103659314556,0.2,10.267203622060219,0.98
mnist_rule,even_odd,even odd,,0.4932864276461805,mnist_rule:even_odd:18,100,0.01,1.0,0.9984977292104742,-0.15540290897341147,0.34,9.164948466941249,0.97
mnist_rule,even_odd,even odd,,0.4932864276461805,mnist_rule:even_odd:19,100,0.01,1.0,0.6182861358967727,-0.15946967270571621,0.42,6.407830922671703,0.88
mnist_rule,even_odd,even odd,,0.4932864276461805,mnist_rule:even_odd:2,100,0.01,1.0,0.8369520847619178,-0.14764249042158273,0.52,5.139232683926204,0.53
mnist_rule,even_odd,even odd,,0.4932864276461805,mnist_rule:even_odd:20,100,0.01,1.0,0.7080076397043373,-0.15281818610089032,0.58,5.589514883969089,0.59
mnist_rule,even_odd,even odd,,0.4932864276461805,mnist_rule:even_odd:21,100,0.01,1.0,0.5719842616161663,-0.1951889278393364,1.0,6.143973911847047,0.93
mnist_rule,even_odd,even odd,,0.4932864276461805,mnist_rule:even_odd:22,100,0.01,1.0,0.6495358747824866,-0.34207598592262484,1.0,4.758543860693481,0.86
mnist_rule,even_odd,even odd,,0.4932864276461805,mnist_rule:even_odd:23,100,0.01,1.0,0.8927665458009633,-0.13929843477576342,0.33,6.428848609394636,0.99
mnist_rule,even_odd,even odd,,0.4932864276461805,mnist_rule:even_odd:24,100,0.01,1.0,0.5099285147321452,-0.148068595727603,0.31,3.808908445096721,0.32
mnist_rule,even_odd,even odd,,0.4932864276461805,mnist_rule:even_odd:25,100,0.01,1.0,0.7976848370792045,-0.3099176480062156,1.0,8.536489240128391,0.89
mnist_rule,even_odd,even odd,,0.4932864276461805,mnist_rule:even_odd:26,100,0.01,1.0,0.8142423121659568,-0.13746057487602506,0.31,6.147007216308075,1.0
mnist_rule,even_odd,even odd,,0.4932864276461805,mnist_rule:even_odd:27,100,0.01,1.0,0.644158060926236,-0.13538529138190353,0.21,4.026122801534782,0.62
mnist_rule,even_odd,even odd,,0.4932864276461805,mnist_rule:even_odd:28,100,0.01,1.0,0.5427791987377671,-0.15026060077583564,0.25,4.162925789578331,0.37
mnist_rule,even_odd,even odd,,0.4932864276461805,mnist_rule:even_odd:29,100,0.01,1.0,0.7702005780210679,-0.38965978091336795,1.0,5.46712085980671,0.59
mnist_rule,even_odd,even odd,,0.4932864276461805,mnist_rule:even_odd:3,100,0.01,1.0,0.8058818356303281,-0.17323466248271985,0.8,6.383826289630225,0.81
mnist_rule,even_odd,even odd,,0.4932864276461805,mnist_rule:even_odd:4,100,0.01,1.0,0.8934773482635023,-0.1517963491300547,0.29,6.34337508700912,0.98
mnist_rule,even_odd,even odd,,0.4932864276461805,mnist_rule:even_odd:5,100,0.01,1.0,0.7314505017814367,-0.13813850779465942,0.9,9.679708273237612,0.91
mnist_rule,even_odd,even odd,,0.4932864276461805,mnist_rule:even_odd:6,100,0.01,1.0,0.6851914366974285,-0.13569377031023366,0.21,5.3063190748231985,0.69
