source,case_id,case_label,eta,nmstv,ref_id,method,n_radius,dphi_min,dphi_min_radius,curvature_max,curvature_max_radius,curvature_sign_changes,A_kappa
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,28,coarsen_0p10,11,-0.1421895516084185,0.3,0.3399205532448252,0.4,3,0.11624402347920353
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,29,raw_gradient,100,-0.5379066273987143,0.98,28.570583477457156,0.67,45,3.6226558709388996
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,29,moving_avg_7,100,-0.18689553664929595,1.0,4.098462840866076,0.9,30,0.5930928496336016
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,29,savgol_11_3,100,-0.6449212261707593,1.0,3.1043271074437904,0.92,20,0.5271776294204813
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,29,savgol_21_3,100,-0.165636739339312,0.25,0.8256112746366058,0.63,9,0.19445487085091814
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,29,coarsen_0p05,21,-0.17795000622796206,0.25,0.956330581484158,0.45,9,0.23078481262416134
eta_flip,eta_0.02,eta=0.02,0.02,0.356969,29,coarsen_0p10,11,-0.1502656097588935,0.2,0.24977831672787237,0.4,2,0.10849588136085074
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,0,raw_gradient,100,-0.4635192206468055,0.88,41.08692332516624,0.89,48,4.715875582534111
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,0,moving_avg_7,100,-0.24382736436194483,0.15,5.067349544476277,0.87,37,0.9002203846534568
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,0,savgol_11_3,100,-0.2603603061594625,0.16,9.709127502455434,1.0,21,0.8677233894373754
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,0,savgol_21_3,100,-0.23500382698894273,0.16,0.6442199586700634,0.36,8,0.23283917379816899
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,0,coarsen_0p05,21,-0.243120163721831,0.2,1.0153988702578407,0.25,8,0.27341333463969203
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,0,coarsen_0p10,11,-0.204754641376301,0.2,0.5541741206313653,0.4,1,0.18730254268814026
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,1,raw_gradient,100,-0.5075082910765958,0.28,32.88643372697515,0.56,43,5.119617309888419
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,1,moving_avg_7,100,-0.23327192244909012,0.25,10.583136278423051,1.0,29,1.3121199451979544
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,1,savgol_11_3,100,-0.2691521800042045,0.27,14.24132162153532,1.0,31,1.0497594361750262
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,1,savgol_21_3,100,-0.22819689912225813,0.22,4.186901112754782,1.0,17,0.432622668485218
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,1,coarsen_0p05,21,-0.22070104320507097,0.2,1.6435735508414004,0.95,5,0.35620117367377147
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,1,coarsen_0p10,11,-0.19988783547122954,0.2,0.44348123400581757,0.4,1,0.21930272514850913
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,2,raw_gradient,100,-0.44330649057656446,0.22,68.83064871426477,1.0,47,4.464696627030027
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,2,moving_avg_7,100,-0.2678248770522975,0.24,10.743927862425846,0.97,37,1.00571405924596
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,2,savgol_11_3,100,-0.3425745310715878,0.24,5.2041760529843,1.0,27,0.6393473744007512
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,2,savgol_21_3,100,-0.23828406356861256,0.21,1.5919224889195742,1.0,11,0.2658945193939647
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,2,coarsen_0p05,21,-0.23931651027270703,0.2,1.2971236160146813,0.35,7,0.32764752597202323
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,2,coarsen_0p10,11,-0.2036854070659875,0.2,0.39597093483102785,0.4,3,0.18515419596686594
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,3,raw_gradient,100,-0.528383249063495,0.84,49.67587463654657,1.0,37,5.4141902999792055
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,3,moving_avg_7,100,-0.2584105434753295,0.25,8.603316930226782,0.97,33,1.1785451049978475
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,3,savgol_11_3,100,-0.26619341214556563,0.25,5.102977723429962,0.78,22,0.7182791515253929
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,3,savgol_21_3,100,-0.23825590362580998,0.21,3.4666424154693702,1.0,9,0.4189978894544558
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,3,coarsen_0p05,21,-0.22998502117118302,0.2,1.053201555600399,0.4,5,0.2958939606474557
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,3,coarsen_0p10,11,-0.1974962484111505,0.2,0.5480668889780571,0.4,3,0.18765890444662395
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,4,raw_gradient,100,-0.5606045413890302,0.72,31.230576750555247,0.73,44,5.073074655716965
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,4,moving_avg_7,100,-0.2466160480088199,0.21,7.797998790143268,0.93,34,1.0343776031766603
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,4,savgol_11_3,100,-0.2636948855406204,0.29,6.243638209374392,0.76,26,0.7392839917890368
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,4,savgol_21_3,100,-0.24050338736342558,0.27,1.3511426475128454,0.35,7,0.26853290429976234
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,4,coarsen_0p05,21,-0.23683092774633008,0.25,1.936302583292921,0.35,5,0.3423298751847263
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,4,coarsen_0p10,11,-0.22800345899158553,0.2,0.5527497738022349,0.3,3,0.19630482783163625
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,5,raw_gradient,100,-0.5610329305076491,0.63,42.85155865148802,0.93,49,5.7185461689371495
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,5,moving_avg_7,100,-0.25520073427811657,0.33,8.663403732754299,0.91,38,1.0940779094147617
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,5,savgol_11_3,100,-0.3394111039009469,1.0,4.392250379121126,0.67,22,0.6288528552467794
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,5,savgol_21_3,100,-0.2637490526749943,0.19,1.1944938904769504,0.37,20,0.2284653790502711
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,5,coarsen_0p05,21,-0.25774340438462306,0.2,1.099044723393121,0.35,8,0.2954885421532905
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,5,coarsen_0p10,11,-0.20799306487006003,0.2,0.5388537354029297,0.4,3,0.1740955145737856
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,6,raw_gradient,100,-0.41419367157150955,0.3,31.050007297024756,0.65,46,4.188949861466244
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,6,moving_avg_7,100,-0.23664586132599272,0.24,5.782567168000543,0.45,37,0.8160981887101293
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,6,savgol_11_3,100,-0.2931729664178042,0.24,10.315884602819064,1.0,21,0.7931633609903319
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,6,savgol_21_3,100,-0.22482792054807835,0.19,1.1074697949001213,0.73,7,0.2231983808327155
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,6,coarsen_0p05,21,-0.24210432896938505,0.2,1.2646247011864407,0.95,5,0.3731463121957534
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,6,coarsen_0p10,11,-0.20424146829275203,0.2,0.5284756195188373,0.3,3,0.16061413868105748
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,7,raw_gradient,100,-0.4149607147897898,0.36,30.87987591168497,0.37,46,3.8140900864315053
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,7,moving_avg_7,100,-0.25065938689647627,0.19,5.522892219239795,0.34,36,0.6200671151310675
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,7,savgol_11_3,100,-0.2807629322843356,0.24,3.372420149922114,0.34,24,0.45700989034939105
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,7,savgol_21_3,100,-0.2525008391061861,0.19,0.9343260090996748,0.25,7,0.23912901789583604
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,7,coarsen_0p05,21,-0.228654200120275,0.2,0.7837520093687698,0.25,5,0.19509702689983677
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,7,coarsen_0p10,11,-0.20670889628100247,0.2,0.47889875506076496,0.3,2,0.14544315942911099
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,8,raw_gradient,100,-0.9661295857903185,1.0,44.706798483342965,0.91,46,5.185289016120436
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,8,moving_avg_7,100,-0.6056162218611141,1.0,8.298351116685813,0.94,40,0.9375917145456528
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,8,savgol_11_3,100,-0.7172026477442243,1.0,4.363192647043773,0.63,22,0.7286367510102321
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,8,savgol_21_3,100,-0.24205167540657724,0.21,1.2977399344729665,0.49,6,0.27325271394050904
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,8,coarsen_0p05,21,-0.26352428610943307,0.25,1.241290921735691,0.7,6,0.30432555670521777
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,8,coarsen_0p10,11,-0.22239846725636303,0.2,0.6398413738545872,0.4,2,0.2000053799570355
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,9,raw_gradient,100,-0.5341672031003197,0.37,32.79018259796544,0.57,44,4.230813557696537
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,9,moving_avg_7,100,-0.2697509469670142,0.27,5.275496107884275,0.59,41,0.7836070585542373
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,9,savgol_11_3,100,-0.2887659056999784,0.24,2.972465243248239,0.55,27,0.500824670666069
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,9,savgol_21_3,100,-0.24926453506721755,0.26,1.0946177214983313,0.43,12,0.2228533350033438
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,9,coarsen_0p05,21,-0.25933029834898014,0.25,1.0480123448188594,0.4,8,0.276085205023232
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,9,coarsen_0p10,11,-0.21619483974806605,0.2,0.6785954049195018,0.4,3,0.17847200598001542
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,10,raw_gradient,100,-0.6213857165219698,0.34,38.90589832035815,0.99,43,5.299063166610756
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,10,moving_avg_7,100,-0.24779689631204802,0.23,9.82652677640415,0.99,33,1.2327483295187038
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,10,savgol_11_3,100,-0.27617924649112524,0.26,4.592076674584491,0.28,25,0.6892496788386896
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,10,savgol_21_3,100,-0.24616537925012547,0.23,0.9977389832074537,0.37,13,0.2186272226545369
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,10,coarsen_0p05,21,-0.228131406619556,0.2,1.3205993939945613,0.35,7,0.21747867094753986
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,10,coarsen_0p10,11,-0.19610075830065102,0.2,0.5045664337277672,0.4,2,0.16616248431542496
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,11,raw_gradient,100,-0.6599980360273641,0.98,38.37897552435818,0.99,45,4.609808819578331
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,11,moving_avg_7,100,-0.23593265213302236,0.25,4.90608645853488,0.76,34,0.8104492174880095
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,11,savgol_11_3,100,-0.46050626499834335,1.0,3.5032492882068684,0.92,26,0.5394127444874421
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,11,savgol_21_3,100,-0.2117750692987039,0.22,0.8961184781107541,0.38,8,0.20909473920804184
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,11,coarsen_0p05,21,-0.19805710547771604,0.3,0.9512136885655214,0.35,6,0.19801403071303234
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,11,coarsen_0p10,11,-0.1835594071989605,0.2,0.3968303459532875,0.6,3,0.15158950338652827
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,12,raw_gradient,100,-0.5539345382876961,0.35,46.47071529444967,0.32,40,4.715229016912158
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,12,moving_avg_7,100,-0.2776758659356168,0.22,5.591456260345882,0.29,34,0.8627211405738439
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,12,savgol_11_3,100,-0.352356613827632,1.0,4.1825135189683085,0.39,28,0.5373050439315163
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,12,savgol_21_3,100,-0.2579648389578205,0.18,1.8213060022033758,1.0,17,0.31977584080160815
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,12,coarsen_0p05,21,-0.24940520236863498,0.2,1.3155700724908388,0.4,7,0.3912232655020821
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,12,coarsen_0p10,11,-0.217807524955653,0.2,0.67993363341289,0.4,4,0.174300733310352
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,13,raw_gradient,100,-0.49354663671240395,0.49,52.40355123027602,0.83,47,5.6024918587337975
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,13,moving_avg_7,100,-0.24739595789007857,0.17,7.693789552496408,0.81,39,1.074555000090851
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,13,savgol_11_3,100,-0.2723398711907101,0.17,3.4696915224891267,0.76,32,0.5118717757016473
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,13,savgol_21_3,100,-0.24328307418208822,0.21,0.9534030943998091,0.41,11,0.2144349564651915
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,13,coarsen_0p05,21,-0.22254345620906102,0.15,1.7056393424189606,0.95,7,0.44955337687408314
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,13,coarsen_0p10,11,-0.217089157147901,0.2,0.5596990071132426,0.4,4,0.161805164652031
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,14,raw_gradient,100,-0.4292007062650294,0.83,26.13887770142049,0.87,42,3.650806032904824
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,14,moving_avg_7,100,-0.23841491752588773,1.0,5.158838303263522,0.77,26,0.6816044692120671
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,14,savgol_11_3,100,-0.45844566304492745,1.0,4.724486962359018,0.86,26,0.6358902071251504
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,14,savgol_21_3,100,-0.22743741408790263,0.19,0.9914406094943407,0.38,6,0.19843800392915442
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,14,coarsen_0p05,21,-0.23585852970608498,0.2,0.7591906576401692,0.25,6,0.21263731407026815
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,14,coarsen_0p10,11,-0.181203573550178,0.2,0.5258542265335606,0.4,2,0.12443861894092703
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,15,raw_gradient,100,-0.49227348880116484,0.79,20.664801775152444,0.76,46,4.126154275688283
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,15,moving_avg_7,100,-0.2580283487929993,0.21,4.746895499662615,0.35,40,0.7419344534708219
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,15,savgol_11_3,100,-0.4284665994323278,1.0,3.4962840317502817,0.56,20,0.6070856365373059
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,15,savgol_21_3,100,-0.2496405224526743,0.21,0.8546352600878016,0.88,12,0.22805403072139707
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,15,coarsen_0p05,21,-0.228524781258089,0.15,1.0780613492041435,0.55,6,0.2561119887040205
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,15,coarsen_0p10,11,-0.21535563385537349,0.2,0.5252018933338052,0.3,2,0.1499677191598343
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,16,raw_gradient,100,-0.43678169226594976,0.54,41.62178035831198,1.0,41,4.169400107703555
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,16,moving_avg_7,100,-0.23195689397453603,0.27,6.934481116252273,0.57,39,0.7810648349979387
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,16,savgol_11_3,100,-0.2542063605906069,0.27,4.529004994806096,0.57,23,0.5308698418395102
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,16,savgol_21_3,100,-0.21356195803534966,0.19,0.8493524100509742,0.43,11,0.23520360397275786
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,16,coarsen_0p05,21,-0.22730271372303806,0.25,1.4747544442441218,0.3,8,0.2982977603883119
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,16,coarsen_0p10,11,-0.219262489517544,0.2,0.65957156374983,0.3,3,0.17844318744922644
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,17,raw_gradient,100,-0.5159854817153144,0.89,42.89292121471094,0.9,47,4.856555945135769
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,17,moving_avg_7,100,-0.24291670442299823,0.27,5.225731996306495,0.61,35,0.8239164739283575
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,17,savgol_11_3,100,-0.3029347799655898,0.29,3.5166953444124065,0.32,27,0.4849147748652076
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,17,savgol_21_3,100,-0.2523699337866696,0.25,1.0080493979264409,0.3,10,0.22025381807027583
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,17,coarsen_0p05,21,-0.2449921191383651,0.25,1.4033316594327914,0.3,8,0.28237825510620906
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,17,coarsen_0p10,11,-0.21439752580212754,0.2,0.41148916692664284,0.5,3,0.19755066589439274
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,18,raw_gradient,100,-0.5454376443285196,0.43,37.409731953443185,0.97,48,5.121417917447136
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,18,moving_avg_7,100,-0.30952114455813906,0.24,7.736427608974307,0.95,31,1.1881224287329009
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,18,savgol_11_3,100,-0.33473152905930725,0.24,18.072594155075517,1.0,17,1.3418210193758005
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,18,savgol_21_3,100,-0.2719420461920891,0.23,5.610429881091475,1.0,7,0.5232920078412521
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,18,coarsen_0p05,21,-0.23768411119816008,0.25,2.4304309977584775,1.0,7,0.45037944420176146
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,18,coarsen_0p10,11,-0.21510104892476004,0.2,0.5804600914900375,0.4,2,0.1916753670523333
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,19,raw_gradient,100,-0.5990240556902484,0.35,37.54530328769662,0.36,44,4.4232601387226955
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,19,moving_avg_7,100,-0.2606995480413493,0.2,5.972976491916993,0.63,30,0.7840926171430582
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,19,savgol_11_3,100,-0.2837483871873494,0.94,19.974737126634384,1.0,25,1.0905426997455125
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,19,savgol_21_3,100,-0.24638217132420998,0.24,1.0174616642793919,0.47,12,0.2191921024578502
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,19,coarsen_0p05,21,-0.21923969229123907,0.25,1.1901563049552182,0.45,7,0.2653679380480129
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,19,coarsen_0p10,11,-0.219064098940566,0.2,0.5103752851297747,0.4,2,0.1626580522344025
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,20,raw_gradient,100,-0.5148180501910993,0.38,28.138410337097252,0.77,48,4.339397702408607
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,20,moving_avg_7,100,-0.2365417717179611,0.26,6.7956969431219,0.91,32,0.7791158411430869
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,20,savgol_11_3,100,-0.27962016554513436,1.0,4.677643141794649,0.92,28,0.5651067539892349
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,20,savgol_21_3,100,-0.23268576732288204,0.27,4.302154979367464,1.0,9,0.4373715513786723
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,20,coarsen_0p05,21,-0.20803716939845895,0.2,1.293574069650139,0.6,6,0.24655069032736834
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,20,coarsen_0p10,11,-0.19247505052515648,0.2,0.41277292484133254,0.4,2,0.15309306825429933
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,21,raw_gradient,100,-0.5307753447946008,1.0,32.10906504444854,0.83,40,4.778888373914063
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,21,moving_avg_7,100,-0.30165157775390683,1.0,5.65140405771964,0.68,30,0.9325007238958571
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,21,savgol_11_3,100,-0.2944325822128765,0.24,4.599547564596278,0.34,30,0.5652883315489244
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,21,savgol_21_3,100,-0.2575912398551474,0.28,1.3069733812992443,0.33,14,0.22086243741241676
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,21,coarsen_0p05,21,-0.23080250188332807,0.3,1.4012285288634805,0.35,6,0.31163574520179904
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,21,coarsen_0p10,11,-0.21574597156576553,0.2,0.49052475052388766,0.3,3,0.18871688053197022
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,22,raw_gradient,100,-0.5359157707903741,0.23,38.71963171446421,0.86,45,5.07400675528451
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,22,moving_avg_7,100,-0.24524808090472558,0.21,7.596867797948436,1.0,35,1.190732584193646
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,22,savgol_11_3,100,-0.28509767224116556,0.22,8.364314354116047,1.0,27,0.8577120909270974
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,22,savgol_21_3,100,-0.22702051037238566,0.2,1.215314374112485,1.0,19,0.24485976250867572
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,22,coarsen_0p05,21,-0.24087059983487502,0.2,1.2701111632623507,0.25,7,0.3620729458187936
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,22,coarsen_0p10,11,-0.18050283761634395,0.3,0.44531798649825693,0.4,1,0.16498784206452685
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,23,raw_gradient,100,-0.5847271938668097,0.88,40.69702409570084,1.0,43,4.907818660713428
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,23,moving_avg_7,100,-0.24561843998492874,0.28,6.471224718159821,0.97,33,1.011051924041982
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,23,savgol_11_3,100,-0.30417314397214396,0.31,3.798149759060376,0.73,26,0.542347063521517
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,23,savgol_21_3,100,-0.22674927451432314,0.28,1.220360160313263,0.38,8,0.2017114846796895
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,23,coarsen_0p05,21,-0.216677139820265,0.2,1.268235549810297,1.0,9,0.32635328378714995
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,23,coarsen_0p10,11,-0.19254426541525851,0.2,0.4685100333026002,0.4,2,0.16156224385971749
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,24,raw_gradient,100,-0.5572193030971739,0.84,45.5549642665951,0.93,42,5.317801962404963
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,24,moving_avg_7,100,-0.2631137071959299,0.99,8.853089227400412,0.58,27,0.8902047329474745
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,24,savgol_11_3,100,-0.33664127374335706,1.0,6.4306591440421865,0.58,20,0.7727247462361995
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,24,savgol_21_3,100,-0.21453505970815012,0.21,1.0620018399085311,0.73,16,0.20548882292745976
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,24,coarsen_0p05,21,-0.252285416784496,1.0,1.4318902197696022,0.85,6,0.3556910005284564
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,24,coarsen_0p10,11,-0.18830646936679002,0.2,0.4589365817248646,0.4,4,0.14488439226212288
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,25,raw_gradient,100,-0.5122666222420492,1.0,30.659533049070674,0.86,40,4.089086375305227
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,25,moving_avg_7,100,-0.2671155784229875,1.0,4.574327813563566,0.4,36,0.7244791134187336
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,25,savgol_11_3,100,-0.22999156304214924,0.6,3.1790745369371436,0.48,31,0.5980438725857063
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,25,savgol_21_3,100,-0.2034774885016943,0.24,2.5763239376079765,1.0,9,0.31974814567921206
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,25,coarsen_0p05,21,-0.21343968852644007,0.25,1.5533781731781175,0.55,7,0.3275088261315239
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,25,coarsen_0p10,11,-0.19231050029926852,0.2,0.42761150754165966,0.3,2,0.143510813495912
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,26,raw_gradient,100,-0.4129085481720445,0.3,27.587429589476397,0.72,42,4.443459810734405
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,26,moving_avg_7,100,-0.2600687590257366,1.0,5.015634075382009,0.7,38,0.7690733939307928
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,26,savgol_11_3,100,-0.32768766979172453,1.0,3.0184062578991018,0.51,28,0.48130522018621885
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,26,savgol_21_3,100,-0.23411040727550494,0.2,1.2135681626408572,0.3,21,0.20512690715575227
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,26,coarsen_0p05,21,-0.22236684024349906,0.2,1.1692859034433898,0.3,9,0.28453890622479605
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,26,coarsen_0p10,11,-0.20002986396500802,0.2,0.43886526562098527,0.3,2,0.12997895438949475
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,27,raw_gradient,100,-0.546097037197756,0.35,38.319208744356914,0.43,41,5.904128769411529
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,27,moving_avg_7,100,-0.2365503001018312,0.24,5.529133183453286,0.68,34,0.9724480418595324
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,27,savgol_11_3,100,-0.41211348929391456,1.0,4.266398974427508,0.59,24,0.6780188884142473
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,27,savgol_21_3,100,-0.2360791977005509,0.21,0.9339444205968306,0.47,8,0.23013893003375097
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,27,coarsen_0p05,21,-0.23762868459228897,0.2,1.6516245920551325,1.0,3,0.3177803112167277
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,27,coarsen_0p10,11,-0.21032421367630752,0.2,0.44435187590556,0.4,3,0.15679015897038504
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,28,raw_gradient,100,-0.5724405152979744,0.77,49.57134843135887,0.74,46,5.071750063979019
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,28,moving_avg_7,100,-0.265907322272497,0.22,5.956540378973969,0.71,34,0.7975091432717687
