source,case_id,case_label,eta,nmstv,ref_key,radius,phi_energy_raw,dphi_dr_raw,dphi_dr_smooth,curvature_smooth,positive_curvature_smooth
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,eta_flip:eta_0.02:0,0.56,-0.0599314425977111,-0.1265168803846688,-0.032658744229323966,-3.163670234080022,0.0
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,eta_flip:eta_0.02:0,0.57,-0.0597001951795587,-0.015150790511839318,-0.07936403112456318,-3.8925702955055597,0.0
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,eta_flip:eta_0.02:0,0.58,-0.0602344584079479,-0.027073776907270197,-0.11051015013943463,-0.5277805441302927,0.0
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,eta_flip:eta_0.02:0,0.59,-0.0602416707177041,-0.06622956675459468,-0.08991964200716904,3.551906378654555,3.551906378654555
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,eta_flip:eta_0.02:0,0.6,-0.0615590497430398,-0.08589536066156,-0.039472022566343475,2.5685456263294872,2.5685456263294872
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,eta_flip:eta_0.02:0,0.61,-0.0619595779309353,-0.2211813293964351,-0.03854872948057926,-0.32421361814489336,0.0
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,eta_flip:eta_0.02:0,0.62,-0.0659826763309685,-0.08738978943381515,-0.045956294929241345,-0.9507738837383519,0.0
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,eta_flip:eta_0.02:0,0.63,-0.0637073737196116,0.2266164557011101,-0.05756420715534631,-1.3115164318499608,0.0
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,eta_flip:eta_0.02:0,0.64,-0.0614503472169463,-0.008687738911489884,-0.07218662356624059,0.7266287600958878,0.7266287600958878
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,eta_flip:eta_0.02:0,0.65,-0.0638811284978414,-0.07892673504790482,-0.043031631953428545,1.877657705412925,1.877657705412925
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,eta_flip:eta_0.02:0,0.66,-0.0630288819179044,-0.1474849523373294,-0.03463346945798205,-1.392625071543105,0.0
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,eta_flip:eta_0.02:0,0.67,-0.066830827544588,-0.18825227553781998,-0.07088413338429067,-2.2756044167129303,0.0
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,eta_flip:eta_0.02:0,0.68,-0.0667939274286608,-0.017096388106750737,-0.0801455577922407,-0.2714747148385719,0.0
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,eta_flip:eta_0.02:0,0.69,-0.067172755306723,-0.028602651965689674,-0.07631362768106222,1.0543303622636637,1.0543303622636637
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,eta_flip:eta_0.02:0,0.7,-0.0673659804679746,-0.027138191783050214,-0.05905895054696738,1.1189601190170322,1.1189601190170322
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,eta_flip:eta_0.02:0,0.71,-0.067715519142384,-0.07351770976714,-0.05393442530072155,-1.2578547902390569,0.0
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,eta_flip:eta_0.02:0,0.72,-0.0688363346633174,-0.052103224269655524,-0.08421604635174854,-1.5030296113472779,0.0
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,eta_flip:eta_0.02:0,0.73,-0.0687575836277771,-0.026702212398665548,-0.08399501752766714,-0.3178375574682839,0.0
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,eta_flip:eta_0.02:0,0.74,-0.0693703789112907,-0.15238059881409916,-0.09057279750111422,-1.7732797082283565,0.0
