source,case_id,case_label,eta,nmstv,baseline_case_id,A_kappa_mean,even_odd_A_kappa_mean,A_kappa_gap_to_even_odd,A_kappa_ratio_to_even_odd,phi_signed_area_gap,phi_mean_abs_gap,phi_rmse_gap,phi_max_abs_gap,phi_max_abs_gap_radius,dphi_dr_signed_area_gap,dphi_dr_mean_abs_gap,dphi_dr_rmse_gap,dphi_dr_max_abs_gap,dphi_dr_max_abs_gap_radius,curvature_signed_area_gap,curvature_mean_abs_gap,curvature_rmse_gap,curvature_max_abs_gap,curvature_max_abs_gap_radius
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,even_odd,0.8350189079554596,0.7509152127175251,0.08410369523793448,1.1120015866153081,-0.007564644890855549,0.007641055445308635,0.008291374909900477,0.011450292830594531,0.51,-0.011024478728725886,0.014206286920568778,0.0182818599091514,0.053325567576591855,1.0,-0.050129082776240286,0.5125442939888276,0.6650751163379658,1.9971328866722344,0.97
eta_flip,eta_0.05,eta=0.05,0.05,0.43057445790361204,even_odd,0.9264440753214501,0.7509152127175251,0.17552886260392497,1.233753238223387,-0.019901138182789865,0.020102159780595825,0.0217186977812438,0.02724127195525622,0.57,-0.024601824528583262,0.031622960295888035,0.04493476008240338,0.09970872532853298,0.22,-0.04117885929930273,0.5726763789573583,0.7016470333627837,2.2291883868554416,0.76
eta_flip,eta_0.15,eta=0.15,0.15,0.6551292914748983,even_odd,1.1447795584091691,0.7509152127175251,0.39386434569164397,1.5245124070216507,-0.05457943682574246,0.05513074426842673,0.058874998543410745,0.07274198815493899,0.41,-0.06110957973672616,0.0870580223998526,0.13074380404626176,0.3101034147160018,0.18,-0.09168338029596382,1.0714068187292154,1.3420143806582392,3.796213591524485,0.98
eta_flip,eta_0.25,eta=0.25,0.25,0.8111369149742439,even_odd,1.3760654275257733,0.7509152127175251,0.6251502148082482,1.832517712014197,-0.0732240293833773,0.07396366604381545,0.07871609878185402,0.09928533774325493,0.37,-0.07535813355447993,0.12069345327572037,0.18342239166586688,0.44319537914563334,0.19,0.0361233492359133,1.1671374290429752,1.604361986801735,3.8713704565263356,0.06
