source,case_id,case_label,eta,nmstv,radius,n_refs,phi_energy_raw_mean,phi_energy_raw_sd,phi_energy_raw_sem,dphi_dr_smooth_mean,dphi_dr_smooth_sd,dphi_dr_smooth_sem,curvature_smooth_mean,curvature_smooth_sd,curvature_smooth_sem,positive_curvature_smooth_mean
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,0.21,30,-0.019902357415677464,0.0019948093081789743,0.0003642006853369665,-0.15876576377970733,0.015086266054113633,0.00275436274212083,-0.12861687414853165,0.9471153274200496,0.17291880979561747,0.29580281793467567
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,0.22,30,-0.021568135438410373,0.0019530662004759055,0.0003565794714338534,-0.15874626184185364,0.013653108738466507,0.0024927052120430025,0.25735266951219365,1.1271342996243225,0.20578562708067608,0.5822600755202302
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,0.23,30,-0.02321839218197562,0.0020936963458614215,0.00038225490573147935,-0.15361871038946345,0.014857483461301502,0.002712592946504922,0.28857987790127987,1.226214021507466,0.22387502663625472,0.6780639735760552
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,0.24,30,-0.024539476865983848,0.002340008736023963,0.0004272251898264921,-0.152974664283828,0.017937520770400783,0.003274928250555318,0.003913264052590915,0.9844359326768303,0.17973258891524566,0.39408359113049407
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,0.25,30,-0.026339992714733394,0.0019211945143421912,0.0003507605242868003,-0.1535404451084116,0.01902353889268689,0.0034732071250338195,0.22120840777587772,1.0298880816267606,0.18803097800423285,0.5295712572033264
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,0.26,30,-0.027605962180774157,0.0025202044219119046,0.0004601242704684723,-0.14855049612831048,0.017297543168302423,0.0031580848608995407,0.11372420802245961,1.20199211316236,0.2194527314407757,0.5099000630205789
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,0.27,30,-0.028829339795992615,0.0027095743869997935,0.0004946983376660065,-0.15126596094796244,0.01456785165665202,0.002659713655579104,0.10868449741884048,1.1530133147579928,0.21051046719891903,0.533891479231903
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,0.28,30,-0.030724274586903726,0.0024915250256578735,0.00045488815304715175,-0.14637680617993365,0.015110856733404428,0.002758852365371477,0.6286359644233267,1.3629012233675992,0.24883058122994037,0.9109948455135363
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,0.29,30,-0.03224188058236174,0.0023256544550083916,0.0004246044686568263,-0.13869324165949592,0.02164529128534033,0.003951871433583628,0.2454910649528487,1.2267772713251903,0.22397786151314736,0.6188652170304891
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,0.3,30,-0.03334171649598772,0.0025795342591213646,0.0004709563671927158,-0.14146698488087675,0.018497169337105802,0.0033771056319752426,0.17664713554273595,1.800854690686952,0.3287895789594107,0.8222710893533739
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,0.31,30,-0.0355933870846865,0.002158251904416874,0.0003940410842758687,-0.1351602989486412,0.02354898077450856,0.004299435992151273,0.45567355749485045,1.4037981329951281,0.2562973012083563,0.8421377377712965
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,0.32,30,-0.03577883536122146,0.0024481102342459537,0.00044696173285192184,-0.13235351373097975,0.024465993003977126,0.004466858753347285,0.21590375967369993,1.5669360085137085,0.28608206601002173,0.7596403978496086
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,0.33,30,-0.03758417336661553,0.0029899267894742433,0.0005458834492946809,-0.13084222375516721,0.026518765629023118,0.004841642044069547,0.3592941848389428,1.230348069247729,0.22462979703663644,0.707123792937179
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,0.34,30,-0.03865650649347399,0.0027653610650250383,0.0005048835449869081,-0.1251676300342009,0.01700272094526196,0.0031042579335618463,0.33279205234545167,1.7586540271539184,0.321084827173168,0.8806322619091271
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,0.35,30,-0.039819549742232105,0.002057343730720218,0.0003756178566190991,-0.12418638270825814,0.018360874630032976,0.0033522217367977936,0.13285661372078503,1.4306195488948867,0.26119419937919813,0.660601264271545
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,0.36,30,-0.04167609734937053,0.002933513322232797,0.0005355838064429414,-0.1225104977597852,0.023110152294338736,0.004219317239663032,0.31221524261462924,1.1965938880289415,0.21846715488208746,0.6471674044502532
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,0.37,30,-0.04222541105470234,0.002369195448958887,0.00043255393017778724,-0.11794207785596554,0.02383641715002897,0.0043519144543912895,0.41012804833308986,1.5796257425560474,0.28839888387126517,0.8001266034284203
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,0.38,30,-0.04423316073076,0.0023046618075053,0.00042077175313042734,-0.11430793679312339,0.02884606985034708,0.005266547717468256,0.30281138424989945,1.6108353983756163,0.29409696137271524,0.7915656317340029
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,0.39,30,-0.0445251552943041,0.0025259132598144237,0.00046116655690058933,-0.11188585017096755,0.01947126582357335,0.0035549505049168443,0.2706146571011925,2.008468034756419,0.3666944162213868,0.9111150508833497
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,0.4,30,-0.04598932311990281,0.002269028541910933,0.00041426603867589126,-0.10889564365109954,0.018262341996462587,0.003334232221445496,0.6171653926560938,1.6740476207801938,0.30563788141305537,0.9870067388100229
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,0.41,30,-0.046763247640021884,0.0028823717792247896,0.000526246680865906,-0.09954254231784572,0.022440671504141838,0.004097087329460624,0.6439797923443221,1.280572643953244,0.23379950787240777,0.8937221562623062
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,0.42,30,-0.04771591974672151,0.00265068745093762,0.0004839471032581341,-0.09601604780421315,0.020920316742745627,0.003819509796718261,0.09822411563519436,1.6418596539315387,0.29976118957197645,0.7108952733626615
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,0.43,30,-0.04944374636881659,0.0028944648609984173,0.000528454565424963,-0.09757806000514184,0.021395032513097705,0.0039061806419933513,0.039933607173194684,1.735590547776293,0.3168740312032745,0.7502754714563917
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,0.44,30,-0.04970315214641022,0.002286233761345407,0.00041740726760625384,-0.09521737566074927,0.024266744006652418,0.004430481029882275,0.3580934999443489,1.8765599425226376,0.34261140367674886,1.0015217824615388
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,0.45,30,-0.05069137556355053,0.002303839241800122,0.00042062157386650844,-0.09041619000625485,0.02991828899777773,0.005462307255347165,0.6141216835116445,1.5695818126259744,0.2865651215416977,0.9949622288841152
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,0.46,30,-0.05150918715410342,0.0028827750619504085,0.0005263203098811971,-0.08293494199051636,0.0281156983570076,0.005133200736714666,0.05580387474593713,2.1205931446180317,0.387165566866037,0.9400833334570715
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,0.47,30,-0.05266621966082334,0.0026786584731577686,0.0004890538898669524,-0.08930011251133602,0.028131737306207095,0.005136129034806415,-0.46051231947651877,2.2120214453113207,0.4038580144273968,0.6844205446162731
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,0.48,30,-0.05341678369160623,0.0021188405874169327,0.0003868455951619168,-0.09214518838004672,0.029695172875568325,0.005421572010988107,0.4110843421492433,1.9858140076913677,0.3625583756740998,0.9623460252852146
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,0.49,30,-0.05372065029601281,0.0023745092222784564,0.0004335240880153196,-0.08107842566835115,0.027315430807388106,0.004987092540392673,0.9530960747273828,2.408208046495705,0.4396766234103826,1.3871144716851687
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,0.5,30,-0.05504990769819757,0.002994485766164835,0.0005467158007522069,-0.07308326688549904,0.028296282846469758,0.005166170802852658,0.3888188647243853,2.302591762484311,0.4203938163460781,1.1089687492665348
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,0.51,30,-0.05659900656861628,0.0031429954411694746,0.0005738298337548075,-0.07330204837386343,0.030278072652474456,0.00552799446318018,-0.5259092861483466,2.4458010651544866,0.4465401381850916,0.7564875109282603
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,0.52,30,-0.056695847514551,0.0025808033654544657,0.00047118807324821976,-0.08360145260846599,0.03212439564999128,0.005865085381240353,-0.5033580198177543,1.669124801230276,0.3047391016417163,0.45916469353858635
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,0.53,30,-0.0568556947966721,0.0031771185520490576,0.0005800598329418066,-0.08336920877021853,0.028917358749653562,0.0052795632302182136,0.4065606476966139,2.3793489509374086,0.4344076975348904,1.185210407518677
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,0.54,30,-0.05755136938222453,0.0035643208725841384,0.000650752981366943,-0.0754702396545337,0.03451656824080237,0.006301834344384622,0.6014952346737942,2.064184800626417,0.3768668593874642,1.158570922599426
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,0.55,30,-0.05879392074254595,0.0027410244200561755,0.000500440301845761,-0.07133930407674265,0.027162530959019816,0.004959176975062528,-0.2656010802567032,2.7347156989088837,0.49928849221863386,1.0051356195508396
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,0.56,30,-0.06004771661025836,0.0026709912723477855,0.00048765405692143557,-0.08078226125966777,0.035743273812078015,0.006525799115319598,-0.6797297608449979,2.0793516707482884,0.3796359383516309,0.5428462476122924
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,0.57,30,-0.06039453061178262,0.0029602531217179737,0.0005404658035633395,-0.08493389929364259,0.02746264713775286,0.005013970442050642,0.2681001708661262,2.9148944809351063,0.5321844866518234,1.2737103337382611
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,0.58,30,-0.06182021720666596,0.002884123890794572,0.0005265665712092511,-0.07542025784234511,0.03876301965774942,0.007077126754521847,0.7104705780703459,1.9227798548185653,0.3510499665335456,1.16110578851741
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,0.59,30,-0.06146213944724531,0.002801427371123666,0.0005114683214589429,-0.07072448773223566,0.03247423437014677,0.005928956900746319,0.3050624150167753,2.4014044688781975,0.43843446576610046,1.1288749902840904
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,0.6,30,-0.0633989194403313,0.0026541706129432885,0.0004845830387254506,-0.0693190095420096,0.031112377204265674,0.005680316937461943,0.22717844542678425,2.302460144659594,0.4203697863288892,1.0414886294781334
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,0.61,30,-0.06289889063967531,0.0028085944336227165,0.0005127768420595361,-0.06618091882369996,0.03140023784125378,0.005732872858894005,0.268140413665469,2.0213080209981653,0.36903866625560705,0.9490114005590858
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,0.62,30,-0.06400523558302348,0.0027818719489181446,0.000507898006171109,-0.06395620126870023,0.02852664971189295,0.005208229845750672,0.2301540444948745,2.3146707435841054,0.42259912648609027,1.045665148469057
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,0.63,30,-0.06473783005229382,0.0030662854241097627,0.0005598245648447374,-0.06157783793380247,0.03851989676939243,0.0070327387911222035,0.2120747218650966,2.7107649633130335,0.4949157061670708,1.2043230358364576
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,0.64,30,-0.06540907850562853,0.0032790762185148166,0.0005986746708864348,-0.05971470683139828,0.043855231299540894,0.008006833149121715,-0.14772665900452311,2.232338647630701,0.4075674110993037,0.8811771351575179
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,0.65,30,-0.06607099794813806,0.002611337096757442,0.00047676274438136757,-0.06453237111389294,0.03355580035376932,0.006126422929633097,-0.17932678434512753,2.8812893209794495,0.5260490519330625,1.0927255968731238
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,0.66,30,-0.06616522688339126,0.00321402402542329,0.0005867978196959648,-0.06330124251830084,0.028330422792418392,0.005172403875688684,0.25475077866034795,2.7548101359103345,0.5029572176939876,1.2431560482998838
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,0.67,30,-0.06731672931491771,0.003903237152612258,0.0007126303452593228,-0.05943735554068597,0.03891519326255755,0.007104909726525279,0.217800464096447,1.9132219857070796,0.349304946362198,0.8549337736021339
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,0.68,30,-0.06734113972148467,0.0029102591285872117,0.0005313381909708481,-0.0589452332363719,0.0344128939229141,0.006282906090204165,-0.25116960680108613,2.8065787581503407,0.5124088317512593,0.9430077694584763
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,0.69,30,-0.06859751845715913,0.0028030190734844346,0.0005117589252215516,-0.06446074767670759,0.03354285177789093,0.006124058853934376,-0.20503260160512962,2.251247529758617,0.4110196848588591,0.7470857729438912
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,0.7,30,-0.06900772113072026,0.002608990105340628,0.00047633424433428075,-0.0630458852684744,0.03541991344456766,0.006466761859490071,0.10401385862392357,2.9473424706144464,0.5381086519495131,1.1484310646230302
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,0.71,30,-0.06946041720289808,0.0025103192619930314,0.0004583194954444355,-0.062380470504229124,0.04315414192386111,0.007878832327159371,0.02716358551283737,2.5753994031332716,0.47020144922714463,1.0142905991843325
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,0.72,30,-0.07027199190396054,0.0033018516959637525,0.0006028328851386787,-0.06250261355821765,0.03313560182642811,0.006049705525614685,0.3249857059860747,2.9883482493404587,0.5455952486149472,1.3234618144410546
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,0.73,30,-0.0709887376023078,0.002944426692781729,0.0005375763061856288,-0.055880756384507624,0.03761946790582046,0.006868343724453166,0.18664751108671343,2.3631177935019574,0.4314443071809524,1.0792720131377018
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,0.74,30,-0.07131964253358754,0.003245142822364143,0.0005924793087116072,-0.05876966333648338,0.03194600915335786,0.005832516611853539,-0.1945042420382095,2.8440024542576205,0.5192414325989844,0.982470498530861
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,0.75,30,-0.07207149237340689,0.002816792825087518,0.0005142736567063793,-0.05977084122527183,0.03986703513279035,0.007278691481026748,0.057301977654004334,2.1652576646736663,0.395320155250908,0.8929588685571903
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,0.76,30,-0.07261753170338739,0.0035302812968188947,0.0006445382335354336,-0.05762362378340329,0.03655550938054983,0.006674092362939613,0.24417938137966086,2.4713543663126307,0.45120551133943776,1.039856252746486
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,0.77,30,-0.0728110137783231,0.002629144856136224,0.0004800139815514945,-0.05488725359767859,0.03283103407924342,0.005994099317140824,0.23663660329600894,2.944185607044095,0.5375322901533638,1.285088326670245
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,0.78,30,-0.07388487742240295,0.0028950008111973315,0.0005285524160961775,-0.05289089171748311,0.04107811709199369,0.007499803783707821,0.014980783137607097,2.5278194251432913,0.4615145734835741,0.9107954715721535
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,0.79,30,-0.07421544945599373,0.0034609019687000843,0.000631871359190358,-0.05458763793492646,0.03641749605435974,0.0066488946922760705,-0.21297599797749672,2.971751009126988,0.5425650209958639,1.0550021308033062
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,0.8,30,-0.07511258737995107,0.0025912758347732606,0.00047310007580778145,-0.05715041167703305,0.04296039482563616,0.007843459108443048,0.011585752426221663,2.0547634341820538,0.3751467610794309,0.8161253330591624
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,0.81,30,-0.07488000825961928,0.003620999657494532,0.0006611010643760783,-0.05435592288640202,0.030993707766601868,0.005658650961496969,0.6062063404303849,3.354132880178872,0.6123780797812469,1.7204586690617638
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,0.82,30,-0.07591585148782275,0.0033802231481103707,0.0006171414892070591,-0.045026284868425484,0.04000621848320113,0.007304102767909789,0.38111956904668104,2.395613800801089,0.43737723925648125,1.2530909440921079
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,0.83,30,-0.07641544189986119,0.0025581707422334043,0.00046705594049032317,-0.046733531505468565,0.030866385305704996,0.005635405166860206,-0.6037403000507809,3.228483318486798,0.5894377133547849,1.0603655692163807
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,0.84,30,-0.07701416121663389,0.003610253816487818,0.0006591391512031646,-0.057101090869441117,0.03589614620704267,0.0065537096683669265,-0.40752194695206195,2.9385872791761165,0.5365101800008301,1.0265481042136888
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,0.85,30,-0.0772915591881884,0.003099476210525489,0.0005658843456518141,-0.05488397044450981,0.04693801327448821,0.008569669558304705,0.5411074970243344,2.924397080348498,0.53391941600304,1.4179114720596675
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,0.86,30,-0.07711244757178783,0.0032406786392854404,0.0005916642641205941,-0.04627894092895442,0.04616162007818771,0.008427920202602265,0.6549110333611503,2.6101434490654487,0.47654481512582764,1.3612221157230473
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,0.87,30,-0.07875828367492256,0.0033418342817672178,0.0006101326731893268,-0.041785749777286794,0.03467298161642125,0.0063303913890919526,-0.061083239172655665,2.315834696752191,0.4228116342881036,0.8550405424013708
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,0.88,30,-0.07922846468636952,0.002702608094351958,0.0004934264724575394,-0.04750060571240753,0.03293926702374877,0.006013859858864419,-0.7701418097488495,2.7656401847584786,0.5049345050449914,0.7738446592399342
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,0.89,30,-0.0792511509233039,0.0030444493159807262,0.0005558378551812719,-0.057188585972263804,0.041957507272978485,0.007660357730032461,0.0166250981149052,2.676774133256382,0.48870985804361994,1.0297729203385007
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,0.9,30,-0.07955919419443366,0.0030802523492409043,0.0005623745648291749,-0.04716810375010942,0.04082875528131368,0.007454276754144561,0.8052748110965362,3.131294136789802,0.5716934776344806,1.749740216476514
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,0.91,30,-0.07972041389088155,0.0032650386932002893,0.0005961117811309959,-0.04108308975033306,0.03976889853954503,0.007260774272414357,-0.2279461298560423,3.1054014774069434,0.5669661464285508,1.2247603000835234
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,0.92,30,-0.0812353913136778,0.0034900554958178843,0.0006371940406681109,-0.05172702634723027,0.039181371046505604,0.007153506918716974,-0.857107758148966,2.5300875219665975,0.4619286694144843,0.5692429212330216
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,0.93,30,-0.08117501748241536,0.0032919307687023095,0.0006010215799211923,-0.05822524491331239,0.038626171454938456,0.007052141805310645,-0.22101186871000986,2.7675088774668324,0.5052756800947951,0.9993046135958362
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,0.94,30,-0.08129924828931032,0.003750107361587847,0.0006846727983359487,-0.056147263721430536,0.0400188692443225,0.007306412470321717,0.784461873590619,2.725922330346565,0.49768305011262093,1.5397995217052227
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,0.95,30,-0.0824391326370284,0.0030132646749697367,0.0005501443447381327,-0.04253600744149997,0.04306933879740913,0.007863349465391134,0.8648497939798219,2.9294017634124914,0.534833141938811,1.6261434860618218
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,0.96,30,-0.08328226666125728,0.0024796757156955243,0.0004527247749280688,-0.03885026784183409,0.039191352322587705,0.0071553292420712565,-0.47074861811520113,5.1563674404182125,0.9414195873007435,1.8445988007103695
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,0.97,30,-0.08367961274434405,0.0037539309432113627,0.0006853708856378365,-0.051950979803804004,0.0830035301345322,0.015154301935747697,-0.8814075608468227,6.981690353575261,1.274676432056463,2.4726823768548916
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,0.98,30,-0.08346061226197146,0.0033853567870401327,0.0006180787591550308,-0.05647841905877056,0.1385069095730067,0.025287786247821336,-0.19599277644882393,6.75244361446444,1.2328218953079637,2.577599893949785
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,0.99,30,-0.08345023398439788,0.003034822275589164,0.0005540802061197817,-0.055870835332780484,0.19950870584803745,0.036425139537210986,-0.20443386476931227,6.700014603749853,1.2232497113626106,2.461682942910741
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,1.0,30,-0.08439921230955205,0.003915848744417289,0.0007149328963652096,-0.06056709635415681,0.260354253633511,0.04753396588583178,-0.4696261021376318,6.804005299036026,1.2422357278889047,2.4780231348695883
eta_flip,eta_0.05,eta=0.05,0.05,0.43057445790361204,0.01,30,-0.0005903433385683833,0.0004902516898646143,8.950730313129201e-05,-0.011232231776073404,0.0055526581698415595,0.0010137720445791915,-0.608445212374686,0.1400885466334109,0.025576552346411183,0.0
eta_flip,eta_0.05,eta=0.05,0.05,0.43057445790361204,0.02,30,-0.0006450298377168,0.0005251105683652555,9.587163449266971e-05,-0.017316683899820263,0.006828179044920168,0.0012466492298622855,-0.7479809227108323,0.14647661364976478,0.026742848480981758,0.0
eta_flip,eta_0.05,eta=0.05,0.05,0.43057445790361204,0.03,30,-0.0007636605866739533,0.0005877271926976866,0.00010730381369990281,-0.026191850230290043,0.008159858447203084,0.0014897795125274023,-1.0282314522204905,0.15490704907714878,0.028282028365371404,0.0
