source,case_id,case_label,eta,nmstv,radius,n_refs,phi_energy_raw_mean,phi_energy_raw_sd,phi_energy_raw_sem,dphi_dr_smooth_mean,dphi_dr_smooth_sd,dphi_dr_smooth_sem,curvature_smooth_mean,curvature_smooth_sd,curvature_smooth_sem,positive_curvature_smooth_mean
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,0.01,30,-0.00043901297443786337,0.0002489403425173018,4.545008035659621e-05,-0.008168518769296619,0.002691485471546698,0.0004913957686545183,-0.4342360956304001,0.09484829225216684,0.01731684973578475,0.0
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,0.02,30,-0.0004796635538651634,0.0002639893372482327,4.8197638317231957e-05,-0.012510879725600619,0.0035514966050847335,0.0006484116011693083,-0.5355903887249501,0.1044759712824996,0.01907461539622899,0.0
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,0.03,30,-0.0005658980481326933,0.0002908442857175301,5.310065866965628e-05,-0.018880326543795616,0.004615502839763186,0.00084267167318915,-0.7394396869502987,0.12151654197952726,0.022185783717403512,0.0
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,0.04,30,-0.0007291169672824232,0.0003318979748869048,6.05960025452803e-05,-0.027299673464606593,0.005811207064982985,0.0010609763986081902,-0.947781427540244,0.13354371304524595,0.024381634682626042,0.0
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,0.05,30,-0.00100794755330373,0.0003880825644709183,7.085385824505831e-05,-0.0378359550946005,0.007083769451064063,0.0012933134401712583,-1.1229692783309848,0.13533568006507407,0.024708801602314426,0.0
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,0.06,30,-0.0014183486600195833,0.00045916379211977934,8.383145551120534e-05,-0.04975905903122628,0.008211825209818576,0.001499267301902409,-1.2172932963727434,0.1378988959858935,0.02517677866217748,0.0
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,0.07,30,-0.00198097126670563,0.0005447943154997313,9.946537859992964e-05,-0.06218182102205538,0.009335339565455215,0.001704392020656766,-1.2408663900606873,0.12878444735638697,0.023512715624309906,0.0
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,0.08,30,-0.00267835838778772,0.0006337570460621249,0.00011570767670202216,-0.07457638683244003,0.009754839973657317,0.001780981966141737,-1.2318003618761604,0.14509484538585496,0.026490573265185724,0.0
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,0.09,30,-0.0035373518537593768,0.0007327968025569174,0.00013378977960936097,-0.08681782825957857,0.01033290844782143,0.001886522347169163,-1.2016657737411391,0.11511490625255144,0.021017010286538313,0.0
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,0.1,30,-0.004474478012610161,0.000821510441068255,0.0001499865999330339,-0.0986097023072628,0.010262844732712335,0.0018737305214265418,-1.1146574140333334,0.21486530974610005,0.03922885899109121,0.0
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,0.11,30,-0.00552599194589271,0.0009612037421470636,0.00017549099064410867,-0.10911097654024522,0.00995761867681122,0.0018180041227747494,-1.0382148797492095,0.2709114133492971,0.049461430725672065,0.0
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,0.12,30,-0.006651766731235047,0.0009968143407613748,0.00018199256669321545,-0.119373999902247,0.010440013125185754,0.0019060768964380798,-0.9307689484685633,0.3208137010617012,0.058572300276070924,0.0
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,0.13,30,-0.007929025438429266,0.0011637478996226554,0.00021247032529086196,-0.1277263555096165,0.010548086373794657,0.0019258082818134007,-0.6926545381217016,0.3946047785010214,0.07204464616144633,0.009821352928293987
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,0.14,30,-0.009275652811312743,0.0011734663704004447,0.00021424466718067875,-0.13322709066468102,0.011713167070569406,0.0021385219414591884,-0.5935820675621328,0.5086775091169088,0.09287138207962357,0.03798636468926319
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,0.15,30,-0.01065921355881494,0.0012818208249032344,0.0002340273934931272,-0.13959799686085914,0.014820749401824738,0.0027058862555035352,-0.605749164115079,0.6733564238485469,0.12293750086095291,0.066355925368006
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,0.16,30,-0.012268856669046736,0.0014404788776730538,0.00026299425830375215,-0.14534207394698262,0.016884492632143717,0.0030826724955516287,-0.49598699032075627,0.7053633936013441,0.12878114730461712,0.0991912926283411
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,0.17,30,-0.013624662968669115,0.0014765086978689452,0.00026957237339180043,-0.14951773666727428,0.015259460293671692,0.002785983539399464,-0.42419147549378144,0.7435686353529493,0.1357564382120479,0.14192183231436487
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,0.18,30,-0.015027599682889104,0.001735304157586716,0.0003168217437475815,-0.15382590345685823,0.013203474707338535,0.0024106136448860806,-0.33070509253782693,0.7471226883157684,0.13640531653814925,0.1895608123751585
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,0.19,30,-0.01669387855475894,0.002069350360193842,0.0003778099572198692,-0.1561318385180308,0.013537243285742698,0.002471551171345544,-0.11740104510123768,0.9262131592433496,0.16910261345856903,0.30667704750164
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,0.2,30,-0.018234803967482945,0.002114115798902249,0.0003859829707456057,-0.156173924358883,0.014863690774708161,0.0027137262416963666,-0.1316962630838259,0.9917194747187463,0.1810623756735439,0.32899000179003435
