source,case_id,case_label,eta,nmstv,radius,phi_gap_to_even_odd,abs_phi_gap_to_even_odd,dphi_dr_gap_to_even_odd,abs_dphi_dr_gap_to_even_odd,curvature_gap_to_even_odd,abs_curvature_gap_to_even_odd,positive_curvature_gap_to_even_odd,abs_positive_curvature_gap_to_even_odd
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,0.11,-0.0016103432905548729,0.0016103432905548729,-0.026574618082958232,0.026574618082958232,-0.16386846864209403,0.16386846864209403,0.0,0.0
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,0.12,-0.0017785540411631544,0.0017785540411631544,-0.02867446934908327,0.02867446934908327,-0.2032063539407558,0.2032063539407558,0.0,0.0
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,0.13,-0.0021825409923227424,0.0021825409923227424,-0.030638745161773354,0.030638745161773354,-0.01960123004519032,0.01960123004519032,0.009821352928293987,0.009821352928293987
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,0.14,-0.0024945718879338897,0.0024945718879338897,-0.029066493949987074,0.029066493949987074,0.07415462431616093,0.07415462431616093,0.03798636468926319,0.03798636468926319
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,0.15,-0.002750570275609888,0.002750570275609888,-0.029155652675450103,0.029155652675450103,-0.03899607305717301,0.03899607305717301,0.05318408375409789,0.05318408375409789
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,0.16,-0.0032663259163175067,0.0032663259163175067,-0.02984641541113056,0.02984641541113056,-0.03026325842786698,0.03026325842786698,0.06019374646407112,0.06019374646407112
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,0.17,-0.003528694058533557,0.003528694058533557,-0.02976091784400746,0.02976091784400746,-0.11882949135291865,0.11882949135291865,0.04301511498571059,0.04301511498571059
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,0.18,-0.003519482779625884,0.003519482779625884,-0.0322230052381889,0.0322230052381889,-0.12891568938699605,0.12891568938699605,0.05107078494929568,0.05107078494929568
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,0.19,-0.003951205926655165,0.003951205926655165,-0.03233923163174737,0.03233923163174737,0.19201645906701448,0.19201645906701448,0.1888631599076664,0.1888631599076664
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,0.2,-0.004188387264389012,0.004188387264389012,-0.028382676056848632,0.028382676056848632,0.01701104128037942,0.01701104128037942,0.1586497415144663,0.1586497415144663
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,0.21,-0.004655254114028666,0.004655254114028666,-0.03199901080613976,0.03199901080613976,-0.23965532495077818,0.23965532495077818,-0.03773383647172035,0.03773383647172035
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,0.22,-0.00510110878286156,0.00510110878286156,-0.0331757825558642,0.0331757825558642,0.2984929772813409,0.2984929772813409,0.35670748295933224,0.35670748295933224
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,0.23,-0.005443279837510466,0.005443279837510466,-0.026029151260512945,0.026029151260512945,0.26482595525938973,0.26482595525938973,0.3991044517518532,0.3991044517518532
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,0.24,-0.0053253147852994065,0.0053253147852994065,-0.027879263450676345,0.027879263450676345,-0.22562111917782526,0.22562111917782526,-0.07783249048147373,0.07783249048147373
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,0.25,-0.006202723565719603,0.006202723565719603,-0.030541573644069425,0.030541573644069425,0.0730527881862667,0.0730527881862667,0.12947173855165567,0.12947173855165567
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,0.26,-0.005912574698382429,0.005912574698382429,-0.02641820768695105,0.02641820768695105,-0.04938621857870429,0.04938621857870429,0.07282162546031185,0.07282162546031185
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,0.27,-0.005871099669133562,0.005871099669133562,-0.031529298015643525,0.031529298015643525,0.06978582119465254,0.06978582119465254,0.18088106094175127,0.18088106094175127
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,0.28,-0.0068756385923788126,0.0068756385923788126,-0.025022491263057972,0.025022491263057972,0.5204623253102018,0.5204623253102018,0.4237777977270379,0.4237777977270379
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,0.29,-0.007156544614681147,0.007156544614681147,-0.02112005150943949,0.02112005150943949,-0.1529344727598377,0.1529344727598377,0.03428667262844032,0.03428667262844032
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,0.3,-0.007086393081864036,0.007086393081864036,-0.028081180718254786,0.028081180718254786,0.23609445402802964,0.23609445402802964,0.4352289251480577,0.4352289251480577
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,0.31,-0.008096303263135936,0.008096303263135936,-0.016398162428878912,0.016398162428878912,0.5923175687177481,0.5923175687177481,0.4494917133963411,0.4494917133963411
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,0.32,-0.006934883864711187,0.006934883864711187,-0.01623482934389983,0.01623482934389983,-0.3635964427226527,0.3635964427226527,-0.16040697806980497,0.16040697806980497
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,0.33,-0.00813722161071238,0.00813722161071238,-0.023670091283331973,0.023670091283331973,-0.002633370958653236,0.002633370958653236,-0.08405540644928633,0.08405540644928633
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,0.34,-0.007577818057359281,0.007577818057359281,-0.016287496763072895,0.016287496763072895,0.2970439379072707,0.2970439379072707,0.23995244725068798,0.23995244725068798
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,0.35,-0.007464662944196135,0.007464662944196135,-0.017729212525186513,0.017729212525186513,-0.054640473952032115,0.054640473952032115,0.0002945033805149544,0.0002945033805149544
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,0.36,-0.0088403963710098,0.0088403963710098,-0.017380306242113522,0.017380306242113522,0.17724138382731497,0.17724138382731497,0.03860891160754787,0.03860891160754787
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,0.37,-0.008716354105201857,0.008716354105201857,-0.014184384848640194,0.014184384848640194,-0.21700024757187925,0.21700024757187925,-0.24129862073472708,0.24129862073472708
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,0.38,-0.008746591786628323,0.008746591786628323,-0.021720311193551084,0.021720311193551084,-0.17693042700192474,0.17693042700192474,0.034388937746434256,0.034388937746434256
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,0.39,-0.008766685094744923,0.008766685094744923,-0.017722993388678707,0.017722993388678707,0.8517897610709395,0.8517897610709395,0.42632119665942436,0.42632119665942436
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,0.4,-0.008738663254574536,0.008738663254574536,-0.0046845159721322915,0.0046845159721322915,0.8848687381663989,0.8848687381663989,0.4391601232709311,0.4391601232709311
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,0.41,-0.008962190292306757,0.008962190292306757,-2.5618625350706803e-05,2.5618625350706803e-05,0.0690337355368551,0.0690337355368551,-0.23111676131882664,0.23111676131882664
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,0.42,-0.009121134276345831,0.009121134276345831,-0.0033038412613952267,0.0033038412613952267,-0.0832092770289976,0.0832092770289976,0.08188391680828044,0.08188391680828044
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,0.43,-0.009665144113275126,0.009665144113275126,-0.001689804165930675,0.001689804165930675,-0.03970218889271881,0.03970218889271881,0.020907768203795918,0.020907768203795918
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,0.44,-0.008547438599035055,0.008547438599035055,-0.004097885039249613,0.004097885039249613,0.07453272729264154,0.07453272729264154,0.11093744475637313,0.11093744475637313
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,0.45,-0.008919093900344226,0.008919093900344226,-0.000199149620077832,0.000199149620077832,0.5370342549132268,0.5370342549132268,0.37281161093454307,0.37281161093454307
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,0.46,-0.009056720757624356,0.009056720757624356,0.00664280005901495,0.00664280005901495,-0.9086668981498943,0.9086668981498943,-0.2984414586776092,0.2984414586776092
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,0.47,-0.008685200174925405,0.008685200174925405,-0.01837248758307551,0.01837248758307551,-1.6560640594782612,1.6560640594782612,-0.8264877693442577,0.8264877693442577
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,0.48,-0.009589357277450833,0.009589357277450833,-0.02647848113055014,0.02647848113055014,0.8566040895332213,0.8566040895332213,0.34435709087025534,0.34435709087025534
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,0.49,-0.008521848238012643,0.008521848238012643,-0.0012404057924110673,0.0012404057924110673,1.1442653855814324,1.1442653855814324,0.7804034381665206,0.7804034381665206
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,0.5,-0.009334438143346224,0.009334438143346224,-0.003593173418921458,0.003593173418921458,-0.2530476684600328,0.2530476684600328,0.02729590381119018,0.02729590381119018
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,0.51,-0.011450292830594531,0.011450292830594531,-0.00630135916161173,0.00630135916161173,-0.27604242867549916,0.27604242867549916,0.09686615380108676,0.09686615380108676
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,0.52,-0.00972322702706177,0.00972322702706177,-0.009114021992431456,0.009114021992431456,-0.48338026518024374,0.48338026518024374,-0.31574214114592225,0.31574214114592225
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,0.53,-0.008426244441844359,0.008426244441844359,-0.015968964465216604,0.015968964465216604,0.556382080285069,0.556382080285069,0.4604268046301456,0.4604268046301456
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,0.54,-0.009818720769354403,0.009818720769354403,0.002013619613269929,0.002013619613269929,1.2441421510536914,1.2441421510536914,0.8615814680114473,0.8615814680114473
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,0.55,-0.009338026965647492,0.009338026965647492,0.008913878555857235,0.008913878555857235,-0.8106340279116084,0.8106340279116084,0.02450188830844735,0.02450188830844735
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,0.56,-0.010049141628756399,0.010049141628756399,-0.014199060944962247,0.014199060944962247,-0.9327566013539581,0.9327566013539581,-0.26837013894522477,0.26837013894522477
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,0.57,-0.010042799777732793,0.010042799777732793,-0.00974125347122215,0.00974125347122215,1.0259917909206875,1.0259917909206875,0.8836113695585904,0.8836113695585904
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,0.58,-0.010460024450350179,0.010460024450350179,0.006320774873451548,0.006320774873451548,0.3967784551308375,0.3967784551308375,0.23005849044229176,0.23005849044229176
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,0.59,-0.00946555240948612,0.00946555240948612,-0.0018056843686053842,0.0018056843686053842,-0.3313069227333298,0.3313069227333298,-0.046382772059726074,0.046382772059726074
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,0.6,-0.010671787591714728,0.010671787591714728,-0.00030536358121503737,0.00030536358121503737,0.26909620541042817,0.26909620541042817,0.3280460600654517,0.3280460600654517
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,0.61,-0.008936953105455142,0.008936953105455142,0.003576239739603193,0.003576239739603193,-0.25372608290354987,0.25372608290354987,-0.23895577753912545,0.23895577753912545
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,0.62,-0.009334886147263528,0.009334886147263528,-0.005379885239286064,0.005379885239286064,-0.15782922205277336,0.15782922205277336,-0.10255916948071331,0.10255916948071331
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,0.63,-0.010305078258745118,0.010305078258745118,0.0004196552985477123,0.0004196552985477123,0.4396416239444062,0.4396416239444062,0.40024820149139506,0.40024820149139506
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,0.64,-0.009829614049114206,0.009829614049114206,0.0034129472396020807,0.0034129472396020807,-0.4827207799569476,0.4827207799569476,-0.12827968668737122,0.12827968668737122
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,0.65,-0.010172536615424332,0.010172536615424332,-0.009234760300591255,0.009234760300591255,-0.3536926269302058,0.3536926269302058,0.08399057611602045,0.08399057611602045
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,0.66,-0.010506224177912027,0.010506224177912027,-0.0036609052990020374,0.0036609052990020374,0.7884382686454086,0.7884382686454086,0.35607602356302803,0.35607602356302803
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,0.67,-0.00957236408149216,0.00957236408149216,0.006534005072316933,0.006534005072316933,0.5650812480725811,0.5650812480725811,0.22510909650889377,0.22510909650889377
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,0.68,-0.009558564002133431,0.009558564002133431,0.0076407196624495785,0.0076407196624495785,-0.2403985907216968,0.2403985907216968,0.042232772831189536,0.042232772831189536
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,0.69,-0.010006141692668016,0.010006141692668016,0.0017260332578831056,0.0017260332578831056,-0.8710608422770709,0.8710608422770709,-0.4576014280580115,0.4576014280580115
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,0.7,-0.01014634945520089,0.01014634945520089,-0.009780497183091819,0.009780497183091819,-0.6141776929090124,0.6141776929090124,-0.06914105583345354,0.06914105583345354
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,0.71,-0.00907358214253403,0.00907358214253403,-0.01055752060029716,0.01055752060029716,0.3843216915122008,0.3843216915122008,0.40371043550338115,0.40371043550338115
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,0.72,-0.009858867769261544,0.009858867769261544,-0.002094063352847793,0.002094063352847793,0.6429549070742047,0.6429549070742047,0.5693754520618641,0.5693754520618641
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,0.73,-0.010578248367971152,0.010578248367971152,0.0023015775411869485,0.0023015775411869485,-0.24873778402143018,0.24873778402143018,-0.06606474456657252,0.06606474456657252
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,0.74,-0.010869609497065863,0.010869609497065863,-0.0070688190332763995,0.0070688190332763995,-0.6636476595388965,0.6636476595388965,-0.24619127801773288,0.24619127801773288
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,0.75,-0.009739371470601318,0.009739371470601318,-0.010971375649591004,0.010971375649591004,0.4890493369324889,0.4890493369324889,0.14428179406737895,0.14428179406737895
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,0.76,-0.010118503093598831,0.010118503093598831,0.002712167705373386,0.002712167705373386,1.5231157332284315,1.5231157332284315,0.6062353490842713,0.6062353490842713
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,0.77,-0.009711767198503932,0.009711767198503932,0.019490939014977678,0.019490939014977678,0.361234678198413,0.361234678198413,0.2039984835652906,0.2039984835652906
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,0.78,-0.010497799063889701,0.010497799063889701,0.009936861269341651,0.009936861269341651,-1.159080061655252,1.159080061655252,-0.803593495931119,0.803593495931119
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,0.79,-0.009970643438848611,0.009970643438848611,-0.0036906622181273954,0.0036906622181273954,-0.5678612599966637,0.5678612599966637,-0.3168015463807077,0.3168015463807077
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,0.8,-0.010086769219631808,0.010086769219631808,-0.0014203639305916324,0.0014203639305916324,0.539601729570151,0.539601729570151,0.15517149288312027,0.15517149288312027
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,0.81,-0.008632357183308334,0.008632357183308334,0.007101372373275634,0.007101372373275634,0.7225820971149672,0.7225820971149672,0.7968053504230757,0.7968053504230757
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,0.82,-0.010585463206650964,0.010585463206650964,0.01303127801170767,0.01303127801170767,-0.514997430500544,0.514997430500544,-0.08080175856924798,0.08080175856924798
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,0.83,-0.009789104068086932,0.009789104068086932,-0.0031985762367354523,0.0031985762367354523,-1.2913990279863665,1.2913990279863665,-0.32918107963630816,0.32918107963630816
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,0.84,-0.01024001717429858,0.01024001717429858,-0.012796702548019685,0.012796702548019685,-0.007881848637886768,0.007881848637886768,0.25416994554082994,0.25416994554082994
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,0.85,-0.008975356955836386,0.008975356955836386,-0.0033562132094931765,0.0033562132094931765,1.0081291432713193,1.0081291432713193,0.5598796572980768,0.5598796572980768
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,0.86,-0.009668706625262799,0.009668706625262799,0.007365880317406717,0.007365880317406717,0.8078971197433915,0.8078971197433915,0.5272068618839905,0.5272068618839905
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,0.87,-0.010836506706360535,0.010836506706360535,0.012801729185374658,0.012801729185374658,-0.5220729542007433,0.5220729542007433,-0.3547388142359048,0.3547388142359048
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,0.88,-0.009674158053302281,0.009674158053302281,-0.0030755787666081544,0.0030755787666081544,-1.2681803685851505,1.2681803685851505,-0.6221055883208639,0.6221055883208639
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,0.89,-0.010013532185986024,0.010013532185986024,-0.012561878186328375,0.012561878186328375,0.6344399633846145,0.6344399633846145,0.24963229549077037,0.24963229549077037
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,0.9,-0.009329811844314917,0.009329811844314917,0.009613220501084145,0.009613220501084145,1.039508780648619,1.039508780648619,0.7614144844053979,0.7614144844053979
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,0.91,-0.008907067312118114,0.008907067312118114,0.008228297426644028,0.008228297426644028,-0.4848854793641502,0.4848854793641502,0.041236208970445,0.041236208970445
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,0.92,-0.01073888784534198,0.01073888784534198,-8.448908619886064e-05,8.448908619886064e-05,-1.0039605179176063,1.0039605179176063,-0.549323434764201,0.549323434764201
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,0.93,-0.009663838681843145,0.009663838681843145,-0.011850912931708119,0.011850912931708119,-0.9885398094526529,0.9885398094526529,-0.4422381178924121,0.4422381178924121
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,0.94,-0.009495523779628368,0.009495523779628368,-0.01985528527525187,0.01985528527525187,0.8346474827664799,0.8346474827664799,0.5537151762930959,0.5537151762930959
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,0.95,-0.009863179340304298,0.009863179340304298,0.004842036723621761,0.004842036723621761,1.360825898256077,1.360825898256077,0.8491565873735234,0.8491565873735234
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,0.96,-0.00983633937105187,0.00983633937105187,0.0073612326898696845,0.0073612326898696845,-1.1302324886263504,1.1302324886263504,-0.1853021232055725,0.1853021232055725
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,0.97,-0.011166132469688214,0.011166132469688214,-0.017762613048905272,0.017762613048905272,-1.9971328866722344,1.9971328866722344,-0.27891435633874373,0.27891435633874373
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,0.98,-0.009850486625280083,0.009850486625280083,-0.03258142504357504,0.03258142504357504,-1.4313544376947003,1.4313544376947003,-0.355439219709754,0.355439219709754
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,0.99,-0.009117583390872958,0.009117583390872958,-0.046389701802799305,0.046389701802799305,-1.0372071266508402,1.0372071266508402,-0.0818653290934237,0.0818653290934237
eta_flip,eta_0.02,eta=0.02,0.02,0.3569686266284974,1.0,-0.010254570559730405,0.010254570559730405,-0.053325567576591855,0.053325567576591855,-0.6935865773792547,0.6935865773792547,0.0734366207132151,0.0734366207132151
eta_flip,eta_0.05,eta=0.05,0.05,0.43057445790361204,0.01,-0.00024326314542047332,0.00024326314542047332,-0.006260197807128499,0.006260197807128499,-0.3338402682550383,0.3338402682550383,0.0,0.0
eta_flip,eta_0.05,eta=0.05,0.05,0.43057445790361204,0.02,-0.0002727696260431933,0.0002727696260431933,-0.009598600489678881,0.009598600489678881,-0.4040180810067751,0.4040180810067751,0.0,0.0
eta_flip,eta_0.05,eta=0.05,0.05,0.43057445790361204,0.03,-0.00033950548253019005,0.00033950548253019005,-0.014340559427263998,0.014340559427263998,-0.5335450317298454,0.5335450317298454,0.0,0.0
eta_flip,eta_0.05,eta=0.05,0.05,0.43057445790361204,0.04,-0.00046909809478897326,0.00046909809478897326,-0.020269501124275776,0.020269501124275776,-0.655660565830488,0.655660565830488,0.0,0.0
eta_flip,eta_0.05,eta=0.05,0.05,0.43057445790361204,0.05,-0.0006873105246909233,0.0006873105246909233,-0.027453770743873764,0.027453770743873764,-0.7610104854317191,0.7610104854317191,0.0,0.0
eta_flip,eta_0.05,eta=0.05,0.05,0.43057445790361204,0.06,-0.0009954874315914665,0.0009954874315914665,-0.03548971083291016,0.03548971083291016,-0.8107997935451245,0.8107997935451245,0.0,0.0
eta_flip,eta_0.05,eta=0.05,0.05,0.43057445790361204,0.07,-0.0014101977371982798,0.0014101977371982798,-0.04366976661477625,0.04366976661477625,-0.7837429627123051,0.7837429627123051,0.0,0.0
eta_flip,eta_0.05,eta=0.05,0.05,0.43057445790361204,0.08,-0.0018845522304185567,0.0018845522304185567,-0.051164570087156275,0.051164570087156275,-0.7199204102805148,0.7199204102805148,0.0,0.0
eta_flip,eta_0.05,eta=0.05,0.05,0.43057445790361204,0.09,-0.0024750084451874376,0.0024750084451874376,-0.05806817482038654,0.05806817482038654,-0.6969922865884968,0.6969922865884968,0.0,0.0
eta_flip,eta_0.05,eta=0.05,0.05,0.43057445790361204,0.1,-0.00310582617999337,0.00310582617999337,-0.0651044158189262,0.0651044158189262,-0.7313765203833178,0.7313765203833178,0.0,0.0
eta_flip,eta_0.05,eta=0.05,0.05,0.43057445790361204,0.11,-0.00381654472339447,0.00381654472339447,-0.07269570522805291,0.07269570522805291,-0.7106919532824668,0.7106919532824668,0.0,0.0
eta_flip,eta_0.05,eta=0.05,0.05,0.43057445790361204,0.12,-0.004502903708287304,0.004502903708287304,-0.07931825488457554,0.07931825488457554,-0.6509154243350235,0.6509154243350235,0.006316900946011827,0.006316900946011827
eta_flip,eta_0.05,eta=0.05,0.05,0.43057445790361204,0.13,-0.005309438722849203,0.005309438722849203,-0.08571401371475339,0.08571401371475339,-0.49387415350379693,0.49387415350379693,0.007026554269100001,0.007026554269100001
eta_flip,eta_0.05,eta=0.05,0.05,0.43057445790361204,0.14,-0.006210864660590214,0.006210864660590214,-0.08919573795465151,0.08919573795465151,-0.2804120929543493,0.2804120929543493,0.012909399741755045,0.012909399741755045
eta_flip,eta_0.05,eta=0.05,0.05,0.43057445790361204,0.15,-0.007261284038954029,0.007261284038954029,-0.09132225557384034,0.09132225557384034,-0.26861988839686257,0.26861988839686257,0.02300541130589166,0.02300541130589166
eta_flip,eta_0.05,eta=0.05,0.05,0.43057445790361204,0.16,-0.00820283232049254,0.00820283232049254,-0.09456813572258874,0.09456813572258874,0.028467099983685074,0.028467099983685074,0.23149682891517825,0.23149682891517825
eta_flip,eta_0.05,eta=0.05,0.05,0.43057445790361204,0.17,-0.009377964224753742,0.009377964224753742,-0.09075291357416666,0.09075291357416666,0.26480532484978825,0.26480532484978825,0.2896078846918074,0.2896078846918074
eta_flip,eta_0.05,eta=0.05,0.05,0.43057445790361204,0.18,-0.010031809992285309,0.010031809992285309,-0.08927202922559295,0.08927202922559295,-0.2032494988684186,0.2032494988684186,0.06111498143606414,0.06111498143606414
eta_flip,eta_0.05,eta=0.05,0.05,0.43057445790361204,0.19,-0.011072754219734117,0.011072754219734117,-0.09481790355153505,0.09481790355153505,-0.15437952312206316,0.15437952312206316,0.3398307452901478,0.3398307452901478
eta_flip,eta_0.05,eta=0.05,0.05,0.43057445790361204,0.2,-0.011979127212564819,0.011979127212564819,-0.09235961968803422,0.09235961968803422,-0.08658071497820866,0.08658071497820866,0.1825751086771113,0.1825751086771113
eta_flip,eta_0.05,eta=0.05,0.05,0.43057445790361204,0.21,-0.012246584071257935,0.012246584071257935,-0.09654951785109919,0.09654951785109919,-0.36745528202493905,0.36745528202493905,0.09317664780453566,0.09317664780453566
eta_flip,eta_0.05,eta=0.05,0.05,0.43057445790361204,0.22,-0.013723648719869329,0.013723648719869329,-0.09970872532853298,0.09970872532853298,0.0012538933552132675,0.0012538933552132675,0.2953675064359395,0.2953675064359395
eta_flip,eta_0.05,eta=0.05,0.05,0.43057445790361204,0.23,-0.015014974136792161,0.015014974136792161,-0.09652443998399493,0.09652443998399493,0.01488255572429479,0.01488255572429479,0.3642500768078398,0.3642500768078398
