source,case_id,case_label,eta,nmstv,radius,ref_count,phi_mean,phi_sd,phi_sem,split_mean,split_max,ess_fraction_mean
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,0.48,30,-0.07022068539934226,0.0036773535330083176,0.0006713898273166579,0.0027639942052242834,0.0089324495159178,0.8127069931990114
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,0.49,30,-0.0715159950990331,0.003093941183578363,0.0005648737926133669,0.002594338128894236,0.0074506517655432,0.7574299920899011
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,0.5,30,-0.07163430858097697,0.0028784502329022893,0.0005255307077388612,0.0026970664812578466,0.0067917191501525,0.8137461582431832
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,0.51,30,-0.07236647404107674,0.0033023630983557333,0.0006029262540140289,0.0025014362281026753,0.0101986817382381,0.8233247167508896
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,0.52,30,-0.07290675815950301,0.003567422657090613,0.0006513192871478485,0.0036517258361856634,0.0072697246198372,0.7952899641254394
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,0.53,30,-0.07442311192017396,0.0035656595547951587,0.0006509973901817125,0.0030917994857322167,0.0101265716984665,0.8268779014953634
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,0.54,30,-0.07449946001818757,0.002418068034150677,0.00044147680262883286,0.003214631692298563,0.0095742379996384,0.7617422441856629
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,0.55,30,-0.07583312501058885,0.002625982762209528,0.00047943666482729437,0.002593497219697336,0.0067579234069131,0.7869813139448693
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,0.56,30,-0.07634100307214702,0.003233705521972304,0.000590391152904416,0.002462125475515206,0.0055712802584758,0.8297461045756193
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,0.57,30,-0.07759300278930605,0.0030871353702286723,0.0005636312267821026,0.0024428351036891323,0.0097137634783939,0.8171170285704215
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,0.58,30,-0.07748837346256289,0.0033701034632922047,0.0006152938959904742,0.0032474039529353264,0.0072133267875344,0.8382593197860149
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,0.59,30,-0.07836609935116809,0.0032094770331838993,0.0005859676562898595,0.0028932406459763736,0.0081679786970976,0.7889423723035004
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,0.6,30,-0.07958052642544211,0.001761053292182602,0.0003215228710323822,0.002559878217080285,0.0068101043395321,0.758547789203042
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,0.61,30,-0.07989164880552567,0.0030535695508761983,0.0005575029746419376,0.0023047552748585868,0.0054994236867254,0.7877597266475266
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,0.62,30,-0.0799301981945379,0.003206601046174695,0.0005854425753031818,0.00319171525545341,0.0109430290279094,0.8367567504885065
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,0.63,30,-0.07999962948633146,0.0031173398389513496,0.0005691457830677255,0.0029907250520604966,0.0079947675273001,0.809314354702203
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,0.64,30,-0.08110918229782205,0.002686074115382019,0.000490407794708489,0.00286497087413414,0.0106103443773919,0.7795695918505342
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,0.65,30,-0.08172214157042049,0.0033445181484986816,0.0006106226779727138,0.0037656074245253635,0.010738927733616,0.7695802602438164
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,0.66,30,-0.08261314546621822,0.0028175275626997633,0.0005144078008277372,0.003233479038919123,0.0078425864100135,0.7957572313596067
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,0.67,30,-0.08246174693804582,0.0029215167538561107,0.0005333935427387534,0.0036364037298982172,0.0092588334429093,0.8169704901162815
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,0.68,30,-0.08366395022906074,0.002487007862692333,0.00045406343569643416,0.002766158224137533,0.0067754389122192,0.8333221686245584
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,0.69,30,-0.08442082531694796,0.0025834736290424433,0.00047167559444876036,0.002860112694935564,0.007597814037042,0.794795831618304
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,0.7,30,-0.08432492383229614,0.0023744304418109336,0.0004335097047356024,0.003084212659765033,0.0076561695258426,0.7941822946253019
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,0.71,30,-0.08491096139688928,0.002579933585818539,0.000471029273939335,0.002768074829332877,0.0088174105136647,0.8083726686523801
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,0.72,30,-0.08525964298129977,0.0027901642524211733,0.0005094119667318719,0.00341907373602333,0.0086266334526774,0.8081713605584375
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,0.73,30,-0.08637027406954344,0.002437155887850868,0.00044496175197748393,0.002790074982262277,0.0104455248106018,0.8128339053025558
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,0.74,30,-0.08687382004650629,0.0024371481502331238,0.0004449603392882237,0.003103988621570743,0.0104227069264783,0.762934201116181
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,0.75,30,-0.08747028547120853,0.0024834801871349704,0.000453419373203659,0.0029456134618832267,0.0069304422311404,0.7925154830327663
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,0.76,30,-0.08767920966639446,0.003137945831034049,0.0005729079052955472,0.0032529513195508164,0.0099124277185869,0.8271286001209742
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,0.77,30,-0.08795293112477581,0.0022671567548779724,0.00041392429868229177,0.0030830006255321233,0.0082677395934392,0.808810793885802
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,0.78,30,-0.08860008059302102,0.0035101738371067946,0.0006408671304492849,0.003942085165539837,0.0135134516947362,0.8017109535513616
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,0.79,30,-0.08863143592242582,0.0023519841874242186,0.0004294115981159008,0.0032654636467032965,0.0092120285416493,0.8054396772687465
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,0.8,30,-0.0885794566476133,0.0031709552209674757,0.000578934567787555,0.00440663661060182,0.013639276361162,0.807092843650752
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,0.81,30,-0.08906484390767552,0.0032429686475980535,0.0005920823605238253,0.0034664385216569065,0.0091335553680339,0.7790855524101186
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,0.82,30,-0.09003067599270279,0.0031254721989327798,0.0005706305420702528,0.0037739461861102277,0.0120582359524677,0.8109801338379352
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,0.83,30,-0.09031796467841587,0.0038857887188345724,0.0007094447116682651,0.002863233710108572,0.0095507427361578,0.8391453557439841
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,0.84,30,-0.09131326205080385,0.003579469345026482,0.0006535187013897492,0.0037715487907755466,0.0102004635152923,0.7894381310579826
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,0.85,30,-0.09153441713004984,0.003154165685237431,0.0005758692319710933,0.0037215852976175304,0.0101872481910506,0.8057090499768987
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,0.86,30,-0.09176027730756658,0.003511705545608781,0.000641146780881972,0.00338549794602714,0.0110453275287349,0.8162994284945868
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,0.87,30,-0.09184925183486259,0.0034727656013580363,0.0006340373522639293,0.003780484980335067,0.0108148886397389,0.7624318131474035
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,0.88,30,-0.09258130278854827,0.003173302295685619,0.0005793630830433141,0.003643180402568037,0.0137075953072726,0.7941331081047346
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,0.89,30,-0.09324229549105499,0.0038235765023166986,0.0006980863668885201,0.004213138700305954,0.0133363563243036,0.7780377216576523
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,0.9,30,-0.0938134474126072,0.002682640833270086,0.0004897809660221612,0.0032328456297137124,0.0092621885329096,0.8075951881140836
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,0.91,30,-0.09437377551807075,0.0028728000882876233,0.0005244991371859875,0.00402369644504992,0.0104438147464426,0.7930997473798281
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,0.92,30,-0.09557644662657236,0.003273415674805928,0.0005976412017274007,0.0044352674508379665,0.0148388702111713,0.825460417698288
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,0.93,30,-0.09611302147179639,0.0024629866951193344,0.00044967779058398597,0.0023192814351076806,0.010522953307527,0.806513930731737
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,0.94,30,-0.09552222551971501,0.003322108503622,0.0006065312553045005,0.0033999539655284626,0.010330449306775,0.8133376060498679
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,0.95,30,-0.09607037208732079,0.003550780105644485,0.0006482807868673537,0.003128138790020789,0.0100127144616183,0.799174844581737
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,0.96,30,-0.09660734105324283,0.00245758049439335,0.0004486907578879785,0.002748553487151184,0.0091807011082391,0.7995274109517473
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,0.97,30,-0.09693876619392312,0.0041280882941198025,0.0007536823593541454,0.003673417717262897,0.0130837529479655,0.8009193750897285
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,0.98,30,-0.09671986088022258,0.0028220785347092036,0.0005152386908371186,0.0035334970803993834,0.0120380992673796,0.8070209719652455
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,0.99,30,-0.09826839830754011,0.003204776535304775,0.0005851094667165582,0.00366932991004378,0.0096883383153925,0.7933510094187048
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,1.0,30,-0.0987866863804118,0.0030686637861790664,0.0005602587923631612,0.0038030979934756235,0.0102206575882624,0.8007994678102519
eta_flip,eta_0.15,eta=0.15,0.15,0.655129,0.01,30,-0.0008136144474818966,0.0006534122014172723,0.00011929620068844968,3.1052911494589497e-06,1.769560331175625e-05,0.9744128062265046
eta_flip,eta_0.15,eta=0.15,0.15,0.655129,0.02,30,-0.0009932629933579501,0.0007216797391321026,0.0001317600908056988,5.4428692139990746e-06,1.952902312861878e-05,0.8970106262999631
eta_flip,eta_0.15,eta=0.15,0.15,0.655129,0.03,30,-0.0013885552877299133,0.0008338344135608831,0.00015223663917712907,1.3514251473178467e-05,5.1600710334099945e-05,0.7025351602643727
eta_flip,eta_0.15,eta=0.15,0.15,0.655129,0.04,30,-0.002108985387714437,0.0009806265645093003,0.0001790370966235129,3.358331578939801e-05,0.0001058479698148,0.8827442124387659
eta_flip,eta_0.15,eta=0.15,0.15,0.655129,0.05,30,-0.0032220361983658933,0.001148194896401822,0.0002096307483905284,5.78481842800931e-05,0.0002105861239066,0.8251654238395381
eta_flip,eta_0.15,eta=0.15,0.15,0.655129,0.06,30,-0.0047042115448317065,0.0013244884748675892,0.00024181740494686434,0.0001725265206534916,0.0005817464707057,0.8057103778244724
eta_flip,eta_0.15,eta=0.15,0.15,0.655129,0.07,30,-0.006576607804038306,0.001534720028652968,0.0002802002597160685,0.0002609992528008109,0.0009347053909729,0.7941612565667543
eta_flip,eta_0.15,eta=0.15,0.15,0.655129,0.08,30,-0.008762328808736756,0.0017525917097449583,0.00031997800450795337,0.0004054333951706257,0.0019252387983111,0.829359483392588
eta_flip,eta_0.15,eta=0.15,0.15,0.655129,0.09,30,-0.011340183551319404,0.0020781552312720683,0.0003794174993883591,0.0006909692637762872,0.0030425160165957,0.8379595082317672
eta_flip,eta_0.15,eta=0.15,0.15,0.655129,0.1,30,-0.014534540169405722,0.002270255304304123,0.000414490013821041,0.0007739312391757179,0.0028522490693308,0.7932773241399561
eta_flip,eta_0.15,eta=0.15,0.15,0.655129,0.11,30,-0.017562398205095774,0.002275130111219311,0.00041538002772468466,0.00111842519204057,0.0027864065076623,0.7875500383152195
eta_flip,eta_0.15,eta=0.15,0.15,0.655129,0.12,30,-0.020835520136227585,0.0024072768749874326,0.0004395066155303868,0.001330506375771275,0.0040356680042714,0.8026834554223171
eta_flip,eta_0.15,eta=0.15,0.15,0.655129,0.13,30,-0.024917198049248867,0.0033924534518059764,0.0006193744269467994,0.0013543118295303333,0.0040542688700584,0.8126544071411541
eta_flip,eta_0.15,eta=0.15,0.15,0.655129,0.14,30,-0.02866288638625799,0.0035244780247504232,0.0006434787058623527,0.0014662209353957184,0.0038845543559448,0.7931551560914781
eta_flip,eta_0.15,eta=0.15,0.15,0.655129,0.15,30,-0.03219196837776106,0.004156545700297024,0.0007588779471179295,0.002184350397081651,0.005571617561162,0.8211765497762897
eta_flip,eta_0.15,eta=0.15,0.15,0.655129,0.16,30,-0.036678662473142,0.004245257859043471,0.0007750744972747318,0.0025341118782196744,0.0067162836862128,0.8021069968270425
eta_flip,eta_0.15,eta=0.15,0.15,0.655129,0.17,30,-0.040440490117834876,0.004324787249232836,0.0007895945109385142,0.0027713419819577275,0.0080380108378388,0.8006402244243042
eta_flip,eta_0.15,eta=0.15,0.15,0.655129,0.18,30,-0.04457201620538796,0.003852448451265092,0.0007033576394612442,0.003890008505115833,0.0114810776641657,0.8274386989211175
eta_flip,eta_0.15,eta=0.15,0.15,0.655129,0.19,30,-0.04975684726898903,0.00456267373029652,0.0008330264415398819,0.0030542806475491735,0.0107674640665368,0.8334812785967204
eta_flip,eta_0.15,eta=0.15,0.15,0.655129,0.2,30,-0.05362942024477416,0.0045686300160763405,0.0008341139055667338,0.003451402509555467,0.0082951880408284,0.813582641205505
eta_flip,eta_0.15,eta=0.15,0.15,0.655129,0.21,30,-0.0586281745334806,0.004833132151357745,0.0008824051675673701,0.0034800481869009833,0.010222443140968,0.8139818401178363
eta_flip,eta_0.15,eta=0.15,0.15,0.655129,0.22,30,-0.0626655640413924,0.004289289123648608,0.0007831134695613024,0.0044746810413596495,0.0200531856114639,0.8422864923993502
eta_flip,eta_0.15,eta=0.15,0.15,0.655129,0.23,30,-0.06659590577673928,0.00466445998862096,0.0008516099847826638,0.0042711257202077526,0.0149218863437871,0.7846547458521782
eta_flip,eta_0.15,eta=0.15,0.15,0.655129,0.24,30,-0.07112398630975232,0.005025526159612654,0.0009175313469840528,0.003517569437673883,0.0122660418298658,0.8008152792453502
eta_flip,eta_0.15,eta=0.15,0.15,0.655129,0.25,30,-0.07481251814616127,0.004950073887746262,0.0009037557098786412,0.0034122148947547466,0.0108340089073786,0.7793158794420714
eta_flip,eta_0.15,eta=0.15,0.15,0.655129,0.26,30,-0.07853110752475626,0.004977554202687847,0.000908772906005592,0.004128952273136985,0.013245881999256,0.7799132602917166
eta_flip,eta_0.15,eta=0.15,0.15,0.655129,0.27,30,-0.08133277731735432,0.006019715731581318,0.001099044698651934,0.004264888599840103,0.0135812605575041,0.8273161158800181
eta_flip,eta_0.15,eta=0.15,0.15,0.655129,0.28,30,-0.08446019786897704,0.004438707430268494,0.0008103933952412811,0.004326680879910721,0.0147000489620435,0.7544830389657039
eta_flip,eta_0.15,eta=0.15,0.15,0.655129,0.29,30,-0.0875663029719265,0.004953017405686827,0.0009042931202701304,0.004655031608657151,0.0161896624888816,0.825587390399617
eta_flip,eta_0.15,eta=0.15,0.15,0.655129,0.3,30,-0.09067208839881008,0.004737595096556383,0.0008649625675699321,0.004968252590619217,0.0123347659097521,0.7670234512892133
eta_flip,eta_0.15,eta=0.15,0.15,0.655129,0.31,30,-0.09254491605577195,0.004517144274278477,0.0008247139381758746,0.00536744503140941,0.0140453542098145,0.7979809026111432
eta_flip,eta_0.15,eta=0.15,0.15,0.655129,0.32,30,-0.09551375838984734,0.00447484178931766,0.0008169905964253538,0.004747915039701977,0.0096845581443988,0.8138436113316294
eta_flip,eta_0.15,eta=0.15,0.15,0.655129,0.33,30,-0.09814379331020534,0.005195159955554529,0.0009485020991682506,0.003966066476374947,0.011106663740012,0.8218624988021708
eta_flip,eta_0.15,eta=0.15,0.15,0.655129,0.34,30,-0.10003282236769025,0.004235985189125806,0.000773381547113997,0.00445046435988465,0.011959242119777,0.798356225401516
eta_flip,eta_0.15,eta=0.15,0.15,0.655129,0.35,30,-0.10223664709482382,0.003865715519791638,0.0007057798636958961,0.004127343479101587,0.013051858727679,0.8560640873633487
eta_flip,eta_0.15,eta=0.15,0.15,0.655129,0.36,30,-0.10276957253882865,0.004577561559019431,0.0008357445747478189,0.00484327203132327,0.021725208763468,0.7873292728694959
eta_flip,eta_0.15,eta=0.15,0.15,0.655129,0.37,30,-0.10576159941094615,0.0037762415549428678,0.0006894442274101978,0.004288745479316603,0.016409349944679,0.8099184938662615
eta_flip,eta_0.15,eta=0.15,0.15,0.655129,0.38,30,-0.10628152010257358,0.003700218183254012,0.0006755643222196694,0.00492316308905956,0.0144195750699998,0.8099959015395939
eta_flip,eta_0.15,eta=0.15,0.15,0.655129,0.39,30,-0.10768069139867521,0.0042637413498071396,0.0007784491055522984,0.00439221617913608,0.0111120567776314,0.8002099402603178
eta_flip,eta_0.15,eta=0.15,0.15,0.655129,0.4,30,-0.10918537478549448,0.0046310226074597945,0.0008455051821407075,0.004536585694990537,0.0124112036342905,0.8262727457341121
eta_flip,eta_0.15,eta=0.15,0.15,0.655129,0.41,30,-0.1105430455026541,0.0042678654099788035,0.0007792020524804752,0.0032802924253825133,0.0119237156652538,0.7737337772153148
eta_flip,eta_0.15,eta=0.15,0.15,0.655129,0.42,30,-0.11050875214327321,0.004612879547617067,0.0008421927277613646,0.004105829507684907,0.0099817158346383,0.8599958347226295
eta_flip,eta_0.15,eta=0.15,0.15,0.655129,0.43,30,-0.11141991350993785,0.0036963021831946485,0.0006748493616971002,0.004110808511307042,0.014028297235055,0.8002545115972008
eta_flip,eta_0.15,eta=0.15,0.15,0.655129,0.44,30,-0.11224838416285904,0.004529560023165734,0.0008269807334204983,0.00412659965813767,0.0108136841232128,0.7810338003702365
eta_flip,eta_0.15,eta=0.15,0.15,0.655129,0.45,30,-0.11322446489074336,0.0039141446574916606,0.0007146217740821718,0.00462980802353723,0.0125268973195032,0.8364634013565817
eta_flip,eta_0.15,eta=0.15,0.15,0.655129,0.46,30,-0.11407030915379199,0.004194803797179569,0.0007658628880078586,0.00300298217098792,0.0071458154868155,0.8039404623576754
eta_flip,eta_0.15,eta=0.15,0.15,0.655129,0.47,30,-0.1145283848923715,0.0036309716691549504,0.0006629216962861171,0.00362940274885113,0.0102261695086342,0.8341384854380854
eta_flip,eta_0.15,eta=0.15,0.15,0.655129,0.48,30,-0.11506144659797685,0.003834931060238337,0.0007001594160565795,0.00371258551586913,0.0095474706911342,0.7917970319055999
eta_flip,eta_0.15,eta=0.15,0.15,0.655129,0.49,30,-0.11601286245347768,0.003001770070713744,0.0005480457267245982,0.0028587619091677403,0.0160239841726268,0.8000591272245444
eta_flip,eta_0.15,eta=0.15,0.15,0.655129,0.5,30,-0.11742105402794026,0.003963078382174854,0.0007235558090260821,0.003167715139602108,0.0078811225792212,0.7868755635104506
eta_flip,eta_0.15,eta=0.15,0.15,0.655129,0.51,30,-0.1171890786890996,0.003829133814324708,0.0006991009886038133,0.003594482297587939,0.0118830551271411,0.7936154394965756
eta_flip,eta_0.15,eta=0.15,0.15,0.655129,0.52,30,-0.11858363415879634,0.0027062677731518143,0.0004940946353348407,0.0023215153426158633,0.0070106102313382,0.8012993751613098
eta_flip,eta_0.15,eta=0.15,0.15,0.655129,0.53,30,-0.11793422237856749,0.002990810593375223,0.0005460448090723402,0.0034252398299914433,0.0093479610628358,0.7762225764512319
eta_flip,eta_0.15,eta=0.15,0.15,0.655129,0.54,30,-0.1189978111651603,0.004088644775337659,0.0007464809910260256,0.0034508973962118234,0.0120825182794429,0.7949386875038661
eta_flip,eta_0.15,eta=0.15,0.15,0.655129,0.55,30,-0.11945857464650096,0.004229769172254871,0.0007722466628946489,0.00359872765668609,0.01358693219197,0.8113367762057115
eta_flip,eta_0.15,eta=0.15,0.15,0.655129,0.56,30,-0.11939296671582031,0.0037056214945652088,0.0006765508273831239,0.003956692127385673,0.0114315065908556,0.7960740453314199
eta_flip,eta_0.15,eta=0.15,0.15,0.655129,0.57,30,-0.1200023085480266,0.0034706462884307636,0.0006336504204317034,0.0036251208984429267,0.0114335008822134,0.8183652797612805
eta_flip,eta_0.15,eta=0.15,0.15,0.655129,0.58,30,-0.11958704057246432,0.0033467542947644272,0.0006110309405565898,0.00441818663976136,0.0142238220715518,0.8391378620404856
eta_flip,eta_0.15,eta=0.15,0.15,0.655129,0.59,30,-0.12134351546244503,0.004218923541186732,0.0007702665306325161,0.0032139928004879066,0.0095212540873379,0.7490437198942536
eta_flip,eta_0.15,eta=0.15,0.15,0.655129,0.6,30,-0.12130818453451726,0.0036485595814883805,0.000666132795060931,0.0032906879684246066,0.0069850543051218,0.7991171409614661
eta_flip,eta_0.15,eta=0.15,0.15,0.655129,0.61,30,-0.12191919496176049,0.002980416387837089,0.0005441470954588129,0.0034821683066094187,0.0093375003385031,0.8283255821508901
eta_flip,eta_0.15,eta=0.15,0.15,0.655129,0.62,30,-0.12254583663346309,0.0031668550901350944,0.000578185989739016,0.003179708814291904,0.0107619251133356,0.8111918029327825
eta_flip,eta_0.15,eta=0.15,0.15,0.655129,0.63,30,-0.12265140717395896,0.003141582348931546,0.0005735718395899573,0.004183795603397743,0.0107829882946886,0.8140772122138445
eta_flip,eta_0.15,eta=0.15,0.15,0.655129,0.64,30,-0.12224085086835847,0.003130715506730727,0.000571587834722546,0.0036874620026411927,0.0095913926338184,0.7939449905287217
eta_flip,eta_0.15,eta=0.15,0.15,0.655129,0.65,30,-0.12285102472657612,0.0026251649620124095,0.0004792873556221298,0.0033320882941726467,0.0131699311127284,0.7842679130728627
eta_flip,eta_0.15,eta=0.15,0.15,0.655129,0.66,30,-0.12349879704369801,0.003057733106165369,0.0005582631323590372,0.003913177535394923,0.0086778520188924,0.8283301275627812
eta_flip,eta_0.15,eta=0.15,0.15,0.655129,0.67,30,-0.12340647586748714,0.0029780536779229027,0.0005437157256198661,0.0030915408712388413,0.0090289404440188,0.803953751874177
eta_flip,eta_0.15,eta=0.15,0.15,0.655129,0.68,30,-0.12421093646408442,0.003097823097430423,0.0005655825298743892,0.0031545710139377165,0.0072522144420909,0.8189893630675443
eta_flip,eta_0.15,eta=0.15,0.15,0.655129,0.69,30,-0.1251514104697921,0.0026715396055856508,0.00048775416841590554,0.0024962251247210025,0.0126384496153089,0.8276937688811895
eta_flip,eta_0.15,eta=0.15,0.15,0.655129,0.7,30,-0.12426942302685172,0.0030079558458649893,0.0005491750895865959,0.0026903731477827602,0.0080488406422178,0.7878890569483157
eta_flip,eta_0.15,eta=0.15,0.15,0.655129,0.71,30,-0.12530822228464494,0.0032726879521929853,0.0005975083383638288,0.0028111005347741702,0.0074731581301711,0.8042813336148753
eta_flip,eta_0.15,eta=0.15,0.15,0.655129,0.72,30,-0.1247357386577725,0.002995465062055883,0.0005468945949022062,0.0032154883005703866,0.0125482300313827,0.8196826472912125
eta_flip,eta_0.15,eta=0.15,0.15,0.655129,0.73,30,-0.12536533100498395,0.0031568815600484176,0.0005763650806035395,0.0036139121539214268,0.0086979613465636,0.8043984015673752
eta_flip,eta_0.15,eta=0.15,0.15,0.655129,0.74,30,-0.12626911606063712,0.00313164446782043,0.00057175743903717,0.002839519288886763,0.0075378507631467,0.7936663064464657
eta_flip,eta_0.15,eta=0.15,0.15,0.655129,0.75,30,-0.12618906352962614,0.0028099781749625196,0.0005130294775080567,0.0028925715027380864,0.0069972755021777,0.8138098351146983
eta_flip,eta_0.15,eta=0.15,0.15,0.655129,0.76,30,-0.1265231092491101,0.002523255089631968,0.0004606812436437157,0.0032011779360434666,0.0082367672230836,0.7880803622093588
eta_flip,eta_0.15,eta=0.15,0.15,0.655129,0.77,30,-0.1264267053064441,0.003152515769816832,0.0005755680000064808,0.0032642519604400098,0.0086103388667173,0.8000191840690035
eta_flip,eta_0.15,eta=0.15,0.15,0.655129,0.78,30,-0.12802679176353177,0.0031508772879883613,0.0005752688555206437,0.003293932125027507,0.0121474128515488,0.7941273236655847
eta_flip,eta_0.15,eta=0.15,0.15,0.655129,0.79,30,-0.12733854447688447,0.0035710507267802563,0.0006519816790175887,0.00335533724986597,0.009824511862704,0.8317186577882656
eta_flip,eta_0.15,eta=0.15,0.15,0.655129,0.8,30,-0.1278441448441347,0.003581444757832632,0.0006538793607745202,0.00359198673056126,0.0105115479762362,0.7845395256278382
eta_flip,eta_0.15,eta=0.15,0.15,0.655129,0.81,30,-0.12845803490320246,0.002806561609661135,0.0005124057008798045,0.0035116363102595544,0.0075234276022635,0.7795845031705971
eta_flip,eta_0.15,eta=0.15,0.15,0.655129,0.82,30,-0.12806542170038288,0.002731359759971388,0.0004986757843994102,0.0037661705122325204,0.0089627353254897,0.8076096637399212
eta_flip,eta_0.15,eta=0.15,0.15,0.655129,0.83,30,-0.12910834485834424,0.0024976631401855314,0.000456008814309601,0.0027280579971427133,0.0079849519108258,0.7687596617904302
eta_flip,eta_0.15,eta=0.15,0.15,0.655129,0.84,30,-0.12895090867626594,0.002645325095914767,0.00048296807565567694,0.003842911162649157,0.0108948875925468,0.8093115230901694
eta_flip,eta_0.15,eta=0.15,0.15,0.655129,0.85,30,-0.1296073695661511,0.002579064811310586,0.0004708706581408722,0.0023912807297409864,0.0071230464232431,0.7756653263330447
eta_flip,eta_0.15,eta=0.15,0.15,0.655129,0.86,30,-0.12920491663357833,0.0028808364268886897,0.0005259663651631736,0.00346879549475742,0.009450070141671,0.8036545560579987
eta_flip,eta_0.15,eta=0.15,0.15,0.655129,0.87,30,-0.1294543664610442,0.0027710446122536985,0.0005059212139948364,0.0034322745073068037,0.0080800190341965,0.7974152145789063
eta_flip,eta_0.15,eta=0.15,0.15,0.655129,0.88,30,-0.13005822184536198,0.002566224269558837,0.00046852630668486384,0.003381327585890093,0.0119701947619114,0.8136151142977116
eta_flip,eta_0.15,eta=0.15,0.15,0.655129,0.89,30,-0.130997327179896,0.00219947829097561,0.00040156795823675045,0.0028089579028442034,0.0111969727344247,0.8280373057960948
eta_flip,eta_0.15,eta=0.15,0.15,0.655129,0.9,30,-0.13088125877975496,0.002465753987356353,0.00045018302671112777,0.0031791868801108124,0.012012727443359,0.8118198558380355
eta_flip,eta_0.15,eta=0.15,0.15,0.655129,0.91,30,-0.131209289046603,0.0026626897437127084,0.00048613841208969944,0.003397843189625804,0.0135722709445614,0.7880607360458127
eta_flip,eta_0.15,eta=0.15,0.15,0.655129,0.92,30,-0.13064165079980647,0.0031062459980319107,0.0005671203340940757,0.0031667105345248706,0.0068281267773947,0.8216375690327633
eta_flip,eta_0.15,eta=0.15,0.15,0.655129,0.93,30,-0.13112610959876417,0.0028942288453731404,0.000528411475064333,0.0028954942300005167,0.0110468124573795,0.7942775089579711
eta_flip,eta_0.15,eta=0.15,0.15,0.655129,0.94,30,-0.13198306420802397,0.003352423906401971,0.0006120660652853154,0.003807769524786038,0.0100592298401391,0.8245249620803056
eta_flip,eta_0.15,eta=0.15,0.15,0.655129,0.95,30,-0.13190516837425267,0.003303483193586932,0.0006031307544889227,0.004230139032415896,0.0095670417141689,0.7986064781366983
eta_flip,eta_0.15,eta=0.15,0.15,0.655129,0.96,30,-0.13179110752470405,0.002833833346751974,0.0005173848160754713,0.0030398987875629637,0.0094961412761319,0.8035587214394387
eta_flip,eta_0.15,eta=0.15,0.15,0.655129,0.97,30,-0.13238005376040643,0.0028517313468941433,0.0005206525288795024,0.0028390250850439036,0.0076875893381406,0.7652107164212395
eta_flip,eta_0.15,eta=0.15,0.15,0.655129,0.98,30,-0.13397888953183798,0.00246643970819199,0.00045030822163440393,0.003396837221111751,0.0087865726852239,0.8104402791229931
