source,case_id,case_label,eta,nmstv,radius,ref_count,phi_mean,phi_sd,phi_sem,split_mean,split_max,ess_fraction_mean
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,0.15,30,-0.01516992732215908,0.0021910105118051336,0.0004000219603488702,0.0008558590119728776,0.002534138375428,0.7960432245700791
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,0.16,30,-0.01720536307322177,0.0020164271153670327,0.00036814753888386525,0.0006950565139595616,0.0024727728361466,0.8220226998246293
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,0.17,30,-0.0194739331348893,0.0022185975028877632,0.0004050586327854201,0.0010604891572463472,0.0034978399790442,0.7796510011414901
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,0.18,30,-0.02153992689554853,0.0025156093033901145,0.0004592853204455408,0.00117051635812911,0.0039123771065035,0.8363819164894698
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,0.19,30,-0.02381542684783789,0.002554801522343052,0.0004664408079119427,0.001207711674034588,0.0037681567654147,0.7892656349958581
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,0.2,30,-0.026025543915658752,0.002766075733510275,0.000505014025003742,0.0013128070084236572,0.0039333155200663,0.8087703875046882
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,0.21,30,-0.027493687372906733,0.002940033856303132,0.0005367742876420425,0.0021235955245309597,0.0075913099007038,0.7897218757348203
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,0.22,30,-0.03019067537541814,0.003285837158536005,0.0005999090440062828,0.0021690938168298533,0.0063788999179197,0.8581152131272359
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,0.23,30,-0.032790086481257315,0.002973117091641201,0.00054281443239868,0.00220353359621703,0.0056259982932669,0.7789007040370775
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,0.24,30,-0.03471033124546337,0.00288552175017844,0.0005268217842481726,0.002159075190957918,0.0041438649241987,0.8028692366298393
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,0.25,30,-0.037567806700427815,0.0028348784630585462,0.0005175756273342471,0.0018328054063452743,0.0046235939965183,0.7893961325462074
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,0.26,30,-0.039326635688991765,0.0036410411844001274,0.0006647601298337591,0.0020550450028327576,0.00690014960318,0.8235863632434008
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,0.27,30,-0.04189029495031726,0.0034078971128424836,0.0006221940407868522,0.001964891064304045,0.0059224860195815,0.7730306645146762
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,0.28,30,-0.04305984284485607,0.0032307344748875957,0.0005898487164018479,0.0025870687869184957,0.0071118135601899,0.8178683675311692
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,0.29,30,-0.04473036564402692,0.003240053594142676,0.0005915501470125441,0.003678635315191323,0.0088975802074511,0.8291508626580577
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,0.3,30,-0.047177331748342585,0.003153233656270272,0.00057569906754124,0.002089137221168533,0.0073282180579783,0.8247749800255472
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,0.31,30,-0.04831777798561334,0.0033809684345372857,0.0006172775592696669,0.0032059751745701203,0.008899183433067,0.7865990568083301
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,0.32,30,-0.05109751405795655,0.0036963459559947484,0.0006748573534804405,0.0022870327793831696,0.0081530137348472,0.8103646378911163
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,0.33,30,-0.05266476462763299,0.0032709531177389064,0.0005971916023758167,0.0024645433126475433,0.009056065473365,0.8282810083410056
eta_flip,eta_0.05,eta=0.05,0.05,0.430574,0.34,30,-0.05341558833968271,0.003113809339157827,0.0005685012049423324,0.003252665560929797,0.0090033516304908,0.8550961799211743
