eta,P,r,split_logZ_per_P_diff,signed_split_logZ_per_P_diff
0.25,2461,0.8,0.0025143441601446,0.00251434
0.25,2461,0.8,3.947712640997047e-05,3.94771e-05
0.25,2461,0.8,0.0063419826318062,-0.00634198
0.25,2461,0.8,0.002573925957032,0.00257393
0.25,2461,0.8,0.0030653516886896,-0.00306535
0.25,2461,0.8,0.0003168339503444,-0.000316834
0.25,2461,0.8,0.0023779329254773,-0.00237793
0.25,2461,0.8,0.0031519182874384,-0.00315192
0.25,2461,0.8,0.0012269950166322,-0.001227
0.25,2461,0.8,6.011900780629797e-07,6.0119e-07
0.25,2461,0.8,0.0061570935407533,0.00615709
0.25,2461,0.8,0.0068489112798423,-0.00684891
0.25,2461,0.8,0.001050841473838,-0.00105084
0.25,2461,0.8,0.0006272689228855,0.000627269
0.25,2461,0.8,0.0054218598359147,-0.00542186
0.25,2461,0.85,0.0020187691443806,-0.00201877
0.25,2461,0.85,0.0003538385198823,-0.000353839
0.25,2461,0.85,0.0021152047181939,0.0021152
0.25,2461,0.85,0.002851967450457,-0.00285197
0.25,2461,0.85,0.0049119245993392,0.00491192
0.25,2461,0.85,0.0015700505142178,-0.00157005
0.25,2461,0.85,0.002039742220344,-0.00203974
0.25,2461,0.85,0.0037988775732949,-0.00379888
0.25,2461,0.85,0.0053484881907553,0.00534849
0.25,2461,0.85,0.001018768166356,-0.00101877
0.25,2461,0.85,0.0022296299055332,0.00222963
0.25,2461,0.85,0.0081961013548212,0.0081961
0.25,2461,0.85,0.0006805167910401,0.000680517
0.25,2461,0.85,0.0003518522691383,-0.000351852
0.25,2461,0.85,0.0008371123174326,0.000837112
0.25,2461,0.85,0.0029761818507656,0.00297618
0.25,2461,0.85,0.0012388794577685,-0.00123888
0.25,2461,0.85,0.0010681791960128,0.00106818
0.25,2461,0.85,0.0017649664073742,-0.00176497
0.25,2461,0.85,0.0003033763917849,0.000303376
0.25,2461,0.85,0.0006907378012347,0.000690738
0.25,2461,0.85,0.0049719480707285,0.00497195
0.25,2461,0.85,0.0017675123744767,-0.00176751
0.25,2461,0.85,0.0004283404988776,0.00042834
0.25,2461,0.85,0.0022754751078856,0.00227548
0.25,2461,0.85,0.0052239729587219,-0.00522397
0.25,2461,0.85,0.0017521476623121,-0.00175215
0.25,2461,0.85,0.0009383216132924,0.000938322
0.25,2461,0.85,0.0091203418171069,0.00912034
0.25,2461,0.85,0.002695734895048,-0.00269573
0.25,2461,0.9,0.0002249940111611,-0.000224994
0.25,2461,0.9,0.0038402922389083,-0.00384029
0.25,2461,0.9,0.0025375416340012,0.00253754
0.25,2461,0.9,0.0032936601300123,-0.00329366
0.25,2461,0.9,0.0008310306324113,-0.000831031
0.25,2461,0.9,0.006251026911858,0.00625103
