eta,P,r,split_logZ_per_P_diff,signed_split_logZ_per_P_diff
0.05,2461,0.1,0.0001888303114934,0.00018883
0.05,2461,0.1,0.0004762246189737,-0.000476225
0.05,2461,0.1,0.0005989877834577,0.000598988
0.05,2461,0.1,0.000245525554627,0.000245526
0.05,2461,0.1,0.0002126629693788,0.000212663
0.05,2461,0.1,1.2318434189823795e-05,-1.23184e-05
0.05,2461,0.1,0.0001921332281472,-0.000192133
0.05,2461,0.1,0.0001902324106536,0.000190232
0.05,2461,0.1,5.358586345530655e-05,-5.35859e-05
0.05,2461,0.1,5.250086490789026e-05,-5.25009e-05
0.05,2461,0.1,0.0002166166706076,-0.000216617
0.05,2461,0.1,0.0002168897575353,-0.00021689
0.05,2461,0.1,0.0001109699974099,0.00011097
0.05,2461,0.1,7.227883507058621e-05,-7.22788e-05
0.05,2461,0.1,9.415434528975048e-05,-9.41543e-05
0.05,2461,0.1,0.000114878847102,-0.000114879
0.05,2461,0.1,0.000307932067228,0.000307932
0.05,2461,0.1,0.0001315092842175,-0.000131509
0.05,2461,0.1,2.3223106220304665e-05,-2.32231e-05
0.05,2461,0.1,0.0001168564925894,0.000116856
0.05,2461,0.1,4.299770655291459e-06,-4.29977e-06
0.05,2461,0.1,0.0002707914232576,0.000270791
0.05,2461,0.1,0.0002015621416984,-0.000201562
0.05,2461,0.1,0.000246947440183,-0.000246947
0.05,2461,0.1,0.0001462610907075,-0.000146261
0.05,2461,0.1,0.0006642145513587,0.000664215
0.05,2461,0.1,1.162066260046155e-06,-1.16207e-06
0.05,2461,0.1,0.0001285548466124,-0.000128555
0.05,2461,0.15,0.0016579772041499,-0.00165798
0.05,2461,0.15,0.0009456927420411,-0.000945693
0.05,2461,0.15,0.000247465763411,-0.000247466
0.05,2461,0.15,0.0002892966050293,0.000289297
0.05,2461,0.15,0.0002844415235139,-0.000284442
0.05,2461,0.15,0.0020521209095095,-0.00205212
0.05,2461,0.15,0.0010013465337587,0.00100135
0.05,2461,0.15,0.0024498033741807,-0.0024498
0.05,2461,0.15,0.0016809488409144,0.00168095
0.05,2461,0.15,0.0002324592234886,0.000232459
0.05,2461,0.15,3.891274457412699e-05,3.89127e-05
0.05,2461,0.15,0.0005016661754714,0.000501666
0.05,2461,0.15,0.0006596104609782,0.00065961
0.05,2461,0.15,0.000467323064141,0.000467323
0.05,2461,0.15,0.002534138375428,0.00253414
0.05,2461,0.15,0.0006689692105616,0.000668969
0.05,2461,0.15,0.0007397022682441,-0.000739702
0.05,2461,0.15,0.0007085270268418,-0.000708527
0.05,2461,0.15,0.0008440709859602,0.000844071
0.05,2461,0.15,0.0009879785347884,-0.000987979
0.05,2461,0.15,0.0008665002327483,-0.0008665
0.05,2461,0.15,0.0010816303579914,-0.00108163
0.05,2461,0.15,0.0003424904710982,0.00034249
0.05,2461,0.15,0.0009037674210741,0.000903767
0.05,2461,0.15,0.0003263456318614,-0.000326346
0.05,2461,0.15,0.0002044490030148,0.000204449
0.05,2461,0.15,0.0009009336392253,0.000900934
0.05,2461,0.15,0.0002355772885577,0.000235577
0.05,2461,0.15,0.0009358267443161,-0.000935827
0.05,2461,0.15,0.0008857980023131,-0.000885798
0.05,2461,0.2,0.0002916096996968,0.00029161
0.05,2461,0.2,0.0003118977032579,-0.000311898
0.05,2461,0.2,0.0020796396734936,0.00207964
0.05,2461,0.2,0.0001566227574876,0.000156623
0.05,2461,0.2,0.000414516559125,0.000414517
0.05,2461,0.2,0.0022902059054009,-0.00229021
0.05,2461,0.2,0.0019122137189666,-0.00191221
0.05,2461,0.2,0.0011035715669871,0.00110357
0.05,2461,0.2,0.0014370101861599,-0.00143701
0.05,2461,0.2,0.0013120271191625,-0.00131203
0.05,2461,0.2,0.0012278241171149,0.00122782
0.05,2461,0.2,0.0003443230244128,-0.000344323
0.05,2461,0.2,0.0014533151855416,0.00145332
0.05,2461,0.2,0.0008778544158694,-0.000877854
0.05,2461,0.2,0.0008371401946663,-0.00083714
0.05,2461,0.2,0.0004873651434032,-0.000487365
0.05,2461,0.2,1.5532973889665113e-05,-1.5533e-05
0.05,2461,0.2,0.0021971774323159,-0.00219718
0.05,2461,0.2,0.0015485568355876,-0.00154856
0.05,2461,0.2,0.000890649569217,0.00089065
0.05,2461,0.2,0.0025231978946631,0.0025232
0.05,2461,0.2,0.000354604309818,-0.000354604
0.05,2461,0.2,0.0016121994696241,-0.0016122
0.05,2461,0.2,4.293288496104816e-05,-4.29329e-05
0.05,2461,0.2,0.0035256623012878,-0.00352566
0.05,2461,0.2,0.0021352472622188,-0.00213525
0.05,2461,0.2,0.0005095731234993,0.000509573
0.05,2461,0.2,0.0039333155200663,0.00393332
0.05,2461,0.2,0.0017977996052558,-0.0017978
0.05,2461,0.2,0.0017606240995592,0.00176062
0.05,2461,0.25,0.0007692977801225,-0.000769298
0.05,2461,0.25,0.0020876766173894,-0.00208768
0.05,2461,0.25,0.0012958878161943,0.00129589
0.05,2461,0.25,0.0001438097177413,0.00014381
0.05,2461,0.25,0.0022187985894734,0.0022188
0.05,2461,0.25,0.0013676673995646,-0.00136767
0.05,2461,0.25,0.0012172567666316,0.00121726
0.05,2461,0.25,0.0030715287731321,-0.00307153
0.05,2461,0.25,0.002264911757804,-0.00226491
0.05,2461,0.25,0.0025715989091421,0.0025716
0.05,2461,0.25,0.0017277382974106,-0.00172774
0.05,2461,0.25,0.0001080625834032,0.000108063
0.05,2461,0.25,0.000507611446103,-0.000507611
0.05,2461,0.25,0.0020925600123579,0.00209256
0.05,2461,0.25,0.0003427572147728,0.000342757
0.05,2461,0.25,0.0038243055257317,-0.00382431
0.05,2461,0.25,0.0002488163375114,-0.000248816
0.05,2461,0.25,0.0012641497475412,-0.00126415
0.05,2461,0.25,0.0027560756031138,-0.00275608
0.05,2461,0.25,0.0027510104325939,0.00275101
0.05,2461,0.25,0.0038775667680969,0.00387757
0.05,2461,0.25,0.0046235939965183,-0.00462359
0.05,2461,0.25,3.282686880243419e-05,3.28269e-05
0.05,2461,0.25,0.0020553120720569,-0.00205531
0.05,2461,0.25,0.0027622234858096,0.00276222
0.05,2461,0.25,0.0028726883054504,-0.00287269
0.05,2461,0.25,0.0012668428018924,-0.00126684
0.05,2461,0.25,0.0022543726063882,0.00225437
0.05,2461,0.25,0.0011437447171786,-0.00114374
0.05,2461,0.25,0.0014634692404297,0.00146347
0.05,2461,0.3,0.0030855128900732,0.00308551
0.05,2461,0.3,0.0018602963853686,0.0018603
0.05,2461,0.3,0.0024608663061387,0.00246087
0.05,2461,0.3,0.0001481731375366,-0.000148173
0.05,2461,0.3,0.0003236425288603,-0.000323643
0.05,2461,0.3,0.0034772681648847,-0.00347727
0.05,2461,0.3,0.0016379426826471,0.00163794
0.05,2461,0.3,0.0017511779555852,-0.00175118
0.05,2461,0.3,0.003741651958795,-0.00374165
0.05,2461,0.3,0.0009986313721355,-0.000998631
0.05,2461,0.3,0.0035309902100578,-0.00353099
0.05,2461,0.3,0.0002826242432608,-0.000282624
0.05,2461,0.3,0.0020517973443358,-0.0020518
0.05,2461,0.3,0.0011484226986145,-0.00114842
0.05,2461,0.3,0.0017909330287253,0.00179093
0.05,2461,0.3,0.0007228529393073,0.000722853
0.05,2461,0.3,0.0001217709065112,-0.000121771
0.05,2461,0.3,0.0006496779665952,-0.000649678
0.05,2461,0.3,0.0031830569315525,-0.00318306
0.05,2461,0.3,0.0005858149503887,-0.000585815
0.05,2461,0.3,0.0004160870789817,0.000416087
0.05,2461,0.3,0.0033664294991237,0.00336643
0.05,2461,0.3,0.0073282180579783,0.00732822
0.05,2461,0.3,0.0026208747130773,-0.00262087
0.05,2461,0.3,0.0042810286275177,0.00428103
0.05,2461,0.3,0.003858284349878,0.00385828
0.05,2461,0.3,0.0030856875926643,-0.00308569
0.05,2461,0.3,0.0035345861111751,0.00353459
0.05,2461,0.3,0.000382305525315,-0.000382306
0.05,2461,0.3,0.0002475104779709,0.00024751
0.05,2461,0.35,0.0015431141279192,-0.00154311
0.05,2461,0.35,0.0016478845460678,0.00164788
0.05,2461,0.35,0.0010959110586221,-0.00109591
0.05,2461,0.35,0.0038590586483088,-0.00385906
0.05,2461,0.35,0.0014641839749345,-0.00146418
0.05,2461,0.35,0.0017486709481263,0.00174867
0.05,2461,0.35,0.0008644488364757,0.000864449
0.05,2461,0.35,0.005472351573465,-0.00547235
0.05,2461,0.35,0.0010600994827871,-0.0010601
0.05,2461,0.35,2.1474324264498315e-07,2.14743e-07
0.05,2461,0.35,0.0012435620972223,-0.00124356
0.05,2461,0.35,0.0023737992043939,0.0023738
0.05,2461,0.35,0.0045958100279533,-0.00459581
0.05,2461,0.35,0.0083290154304366,-0.00832902
0.05,2461,0.35,0.0006537151428223,0.000653715
0.05,2461,0.35,0.001108331316684,-0.00110833
0.05,2461,0.35,0.0027914881608309,-0.00279149
0.05,2461,0.35,0.0043710145913942,0.00437101
0.05,2461,0.35,0.0013174131556115,-0.00131741
0.05,2461,0.35,0.0068988247620382,0.00689882
0.05,2461,0.35,0.0008889835552068,-0.000888984
0.05,2461,0.35,0.000915406983125,-0.000915407
0.05,2461,0.35,0.0070166395383931,-0.00701664
0.05,2461,0.35,0.0011764811880958,-0.00117648
0.05,2461,0.35,0.001090759453922,-0.00109076
0.05,2461,0.35,0.0006388162380193,0.000638816
0.05,2461,0.35,0.0049362165203394,0.00493622
0.05,2461,0.35,0.0020392460679174,0.00203925
0.05,2461,0.35,0.0046213327449914,-0.00462133
0.05,2461,0.35,0.0019557667873737,0.00195577
0.05,2461,0.4,0.0013761736983248,0.00137617
0.05,2461,0.4,0.0007739462953067,-0.000773946
0.05,2461,0.4,0.0002690608333728,-0.000269061
0.05,2461,0.4,0.0009914443623522,-0.000991444
0.05,2461,0.4,0.0018851059071461,-0.00188511
0.05,2461,0.4,0.001910416335282,0.00191042
0.05,2461,0.4,0.001338668227764,-0.00133867
0.05,2461,0.4,0.0028230774605976,0.00282308
0.05,2461,0.4,0.0053661630841588,0.00536616
0.05,2461,0.4,0.001698241049454,-0.00169824
0.05,2461,0.4,7.478498711468273e-05,7.4785e-05
0.05,2461,0.4,0.0026447636175241,-0.00264476
0.05,2461,0.4,0.0001770499996609,0.00017705
0.05,2461,0.4,0.0033528381322832,0.00335284
0.05,2461,0.4,0.0005775245708744,0.000577525
0.05,2461,0.4,0.0016832877951602,0.00168329
0.05,2461,0.4,0.0070271940166158,0.00702719
0.05,2461,0.4,0.0008318930548927,-0.000831893
0.05,2461,0.4,0.0049803048965241,0.0049803
0.05,2461,0.4,0.0023757505826961,-0.00237575
0.05,2461,0.4,0.0024977673916068,0.00249777
0.05,2461,0.4,0.0015852326459899,-0.00158523
0.05,2461,0.4,0.0034056951477389,0.0034057
0.05,2461,0.4,0.0005222823181607,-0.000522282
0.05,2461,0.4,0.0001103520144278,-0.000110352
0.05,2461,0.4,0.0059954673266048,0.00599547
0.05,2461,0.4,0.0071277243764392,0.00712772
0.05,2461,0.4,0.0059735018357972,-0.0059735
0.05,2461,0.4,0.003468076920398,0.00346808
0.05,2461,0.4,0.002312828723134,-0.00231283
0.05,2461,0.45,0.0003673355606916,-0.000367336
0.05,2461,0.45,0.0008439706913306,0.000843971
0.05,2461,0.45,0.0010553610658076,0.00105536
0.05,2461,0.45,0.0027302683881247,-0.00273027
0.05,2461,0.45,0.0069799907326464,0.00697999
0.05,2461,0.45,0.0038884330831314,-0.00388843
0.05,2461,0.45,0.0024641237231525,0.00246412
0.05,2461,0.45,0.0009168296759045,0.00091683
0.05,2461,0.45,0.0002916739864684,-0.000291674
0.05,2461,0.45,0.0031923631029966,-0.00319236
0.05,2461,0.45,0.0004951763922607,-0.000495176
0.05,2461,0.45,0.0028709754843961,0.00287098
0.05,2461,0.45,0.0003766364821157,0.000376636
0.05,2461,0.45,0.0027137932538647,-0.00271379
0.05,2461,0.45,0.0051328735328468,0.00513287
0.05,2461,0.45,0.006354263444066,0.00635426
0.05,2461,0.45,0.0013823573307767,-0.00138236
0.05,2461,0.45,0.0017030589448953,0.00170306
0.05,2461,0.45,0.0023808683330381,0.00238087
0.05,2461,0.45,0.0007887185685676,-0.000788719
0.05,2461,0.45,0.0024930847228927,-0.00249308
0.05,2461,0.45,0.0004138810996658,0.000413881
0.05,2461,0.45,0.0009745495397086,-0.00097455
0.05,2461,0.45,0.000725632478415,-0.000725632
0.05,2461,0.45,0.0057020119281336,-0.00570201
0.05,2461,0.45,0.009477125589664,-0.00947713
0.05,2461,0.45,0.0026407563426251,-0.00264076
0.05,2461,0.45,0.0059425802473062,0.00594258
0.05,2461,0.45,0.0023048600752991,-0.00230486
0.05,2461,0.45,0.0035277450760044,-0.00352775
0.05,2461,0.5,0.0034171665745693,-0.00341717
0.05,2461,0.5,0.0041700959758067,0.0041701
0.05,2461,0.5,0.002038338570904,0.00203834
0.05,2461,0.5,0.0052941339692354,-0.00529413
0.05,2461,0.5,0.0021131872642952,0.00211319
0.05,2461,0.5,0.0006761547937218,0.000676155
0.05,2461,0.5,0.0037531445462724,-0.00375314
0.05,2461,0.5,0.004088250013716,0.00408825
0.05,2461,0.5,0.0001011110341986,-0.000101111
0.05,2461,0.5,0.0027529196649774,0.00275292
0.05,2461,0.5,0.0015536528030885,0.00155365
0.05,2461,0.5,0.0004895598031867,-0.00048956
0.05,2461,0.5,0.0003635901481173,-0.00036359
0.05,2461,0.5,0.0002524208475188,0.000252421
0.05,2461,0.5,0.0019038657139935,-0.00190387
0.05,2461,0.5,0.0067917191501525,0.00679172
0.05,2461,0.5,0.0020422096552183,0.00204221
0.05,2461,0.5,0.0042763488360151,0.00427635
0.05,2461,0.5,0.0062620797748914,-0.00626208
0.05,2461,0.5,0.0002199991324819,-0.000219999
0.05,2461,0.5,0.0014451689552544,0.00144517
0.05,2461,0.5,0.004303829089589,0.00430383
0.05,2461,0.5,0.0049099066704908,0.00490991
0.05,2461,0.5,0.0014478893134059,0.00144789
0.05,2461,0.5,0.0036727641154771,-0.00367276
0.05,2461,0.5,0.0043579106850416,-0.00435791
0.05,2461,0.5,0.0019833069515134,0.00198331
0.05,2461,0.5,0.0011222524951919,-0.00112225
0.05,2461,0.5,0.0044497134297787,0.00444971
0.05,2461,0.5,0.0006593044596318,-0.000659304
0.05,2461,0.55,0.0009832056925113,-0.000983206
0.05,2461,0.55,0.0010059080899981,0.00100591
0.05,2461,0.55,0.0008206911497473,0.000820691
0.05,2461,0.55,0.0011867041113429,0.0011867
0.05,2461,0.55,0.004750555194856,0.00475056
0.05,2461,0.55,0.0009225829186921,0.000922583
0.05,2461,0.55,0.0011956628218005,0.00119566
0.05,2461,0.55,0.0020249136181543,-0.00202491
0.05,2461,0.55,0.0067579234069131,-0.00675792
0.05,2461,0.55,0.004577064775576,-0.00457706
0.05,2461,0.55,0.000205041887893,0.000205042
0.05,2461,0.55,0.0051948795989752,-0.00519488
0.05,2461,0.55,0.0023128526145193,0.00231285
0.05,2461,0.55,0.0002308985344708,-0.000230899
0.05,2461,0.55,0.0008720769770247,0.000872077
0.05,2461,0.55,0.0023206403980577,0.00232064
0.05,2461,0.55,0.0028932672527476,0.00289327
0.05,2461,0.55,0.0054573530603816,0.00545735
0.05,2461,0.55,0.0012880014008552,0.001288
0.05,2461,0.55,1.5643368156574947e-05,-1.56434e-05
0.05,2461,0.55,0.0018470042902903,0.001847
0.05,2461,0.55,0.0015422351393745,-0.00154224
0.05,2461,0.55,0.0048910037448644,0.004891
0.05,2461,0.55,0.0020887154406577,-0.00208872
0.05,2461,0.55,0.0040203134275746,-0.00402031
0.05,2461,0.55,0.0012720303929582,-0.00127203
0.05,2461,0.55,0.0065798501002236,0.00657985
0.05,2461,0.55,0.0042564390142646,-0.00425644
0.05,2461,0.55,0.0011046373845358,-0.00110464
0.05,2461,0.55,0.0051868207835031,0.00518682
0.05,2461,0.6,0.0050337634994552,-0.00503376
0.05,2461,0.6,0.0001748938829545,-0.000174894
0.05,2461,0.6,0.0043708965914256,0.0043709
0.05,2461,0.6,0.0068101043395321,-0.0068101
0.05,2461,0.6,0.0007634749106896,-0.000763475
0.05,2461,0.6,0.0017537995222982,0.0017538
0.05,2461,0.6,0.0053460857075235,0.00534609
0.05,2461,0.6,0.0009623211762965,0.000962321
0.05,2461,0.6,0.0067816596327071,-0.00678166
0.05,2461,0.6,0.0036564203179718,0.00365642
0.05,2461,0.6,5.786311627014882e-05,-5.78631e-05
0.05,2461,0.6,0.0008946764641388,0.000894676
0.05,2461,0.6,0.000540219749106,-0.00054022
0.05,2461,0.6,0.0011523252993519,0.00115233
0.05,2461,0.6,0.0040268009220723,0.0040268
0.05,2461,0.6,0.000700029586656,-0.00070003
0.05,2461,0.6,0.0012156268097308,0.00121563
0.05,2461,0.6,0.0009264334739296,0.000926433
0.05,2461,0.6,0.0004398259105398,-0.000439826
0.05,2461,0.6,0.0023908840380334,-0.00239088
0.05,2461,0.6,0.0010102622414965,-0.00101026
0.05,2461,0.6,0.0047429125178266,0.00474291
0.05,2461,0.6,0.0038538675509941,-0.00385387
0.05,2461,0.6,0.0003974980836134,0.000397498
0.05,2461,0.6,0.0006719780137787,0.000671978
0.05,2461,0.6,0.002910958311582,-0.00291096
0.05,2461,0.6,0.0027831854076481,-0.00278319
0.05,2461,0.6,0.0037282620334,-0.00372826
0.05,2461,0.6,0.0064578288183546,-0.00645783
0.05,2461,0.6,0.0022414885830317,-0.00224149
0.05,2461,0.65,0.0004559166454675,-0.000455917
0.05,2461,0.65,0.0010849778162708,0.00108498
0.05,2461,0.65,0.0035355064195196,0.00353551
0.05,2461,0.65,0.0018582085141441,0.00185821
0.05,2461,0.65,0.0024212511136421,-0.00242125
0.05,2461,0.65,0.0006594167243148,0.000659417
0.05,2461,0.65,0.003596907057032,-0.00359691
0.05,2461,0.65,0.0012063702444462,-0.00120637
0.05,2461,0.65,0.0002745821873443,0.000274582
0.05,2461,0.65,0.0097455576557841,0.00974556
0.05,2461,0.65,0.0078862323700178,-0.00788623
0.05,2461,0.65,0.0080731984279994,0.0080732
0.05,2461,0.65,0.0034986676961476,0.00349867
0.05,2461,0.65,0.0036796106411576,0.00367961
0.05,2461,0.65,0.0003328380900304,0.000332838
0.05,2461,0.65,0.000147912594161,-0.000147913
0.05,2461,0.65,0.0070002620163588,0.00700026
0.05,2461,0.65,0.0006686082996958,0.000668608
0.05,2461,0.65,0.0039824622206555,-0.00398246
0.05,2461,0.65,0.0032733811775941,0.00327338
0.05,2461,0.65,0.010738927733616,0.0107389
0.05,2461,0.65,0.0006826361729206,-0.000682636
0.05,2461,0.65,0.0060757309721795,0.00607573
0.05,2461,0.65,0.0031859887177832,-0.00318599
0.05,2461,0.65,0.0077577973439398,-0.0077578
0.05,2461,0.65,0.0073106200979117,-0.00731062
0.05,2461,0.65,0.006146728796068,0.00614673
0.05,2461,0.65,0.0015366329863234,-0.00153663
0.05,2461,0.65,0.0028466255701544,-0.00284663
0.05,2461,0.65,0.0033046664330808,-0.00330467
0.05,2461,0.7,0.000121474394678,-0.000121474
0.05,2461,0.7,0.0003915104556379,-0.00039151
0.05,2461,0.7,0.0057164328914322,0.00571643
0.05,2461,0.7,0.0062359092723521,-0.00623591
0.05,2461,0.7,0.0006209639798776,-0.000620964
0.05,2461,0.7,0.0023383356733205,-0.00233834
0.05,2461,0.7,0.0046831338567889,0.00468313
0.05,2461,0.7,0.0044188819532388,0.00441888
0.05,2461,0.7,0.0006766699489254,0.00067667
0.05,2461,0.7,0.0016243575053136,-0.00162436
0.05,2461,0.7,0.0010606877281247,-0.00106069
0.05,2461,0.7,0.0026464781398733,-0.00264648
0.05,2461,0.7,0.002025008431643,0.00202501
0.05,2461,0.7,0.0033453277875462,0.00334533
0.05,2461,0.7,0.0062108788594415,-0.00621088
0.05,2461,0.7,0.0045429916354425,-0.00454299
0.05,2461,0.7,0.0023017602336368,0.00230176
0.05,2461,0.7,0.0012431082647728,-0.00124311
0.05,2461,0.7,0.0061001155648471,0.00610012
0.05,2461,0.7,0.0048996625236954,-0.00489966
0.05,2461,0.7,0.0076561695258426,-0.00765617
0.05,2461,0.7,0.0071232636029639,0.00712326
0.05,2461,0.7,0.0002308937919865,-0.000230894
0.05,2461,0.7,0.0031640093102738,0.00316401
0.05,2461,0.7,0.0034328250899504,0.00343283
0.05,2461,0.7,0.001199157610749,-0.00119916
0.05,2461,0.7,0.001044730058626,0.00104473
0.05,2461,0.7,0.0043843175578639,-0.00438432
0.05,2461,0.7,0.0013073263358954,0.00130733
0.05,2461,0.7,0.0017799978082112,0.00178
0.05,2461,0.75,0.0035211501505164,-0.00352115
0.05,2461,0.75,0.003970394595068,-0.00397039
0.05,2461,0.75,0.0060678517433673,0.00606785
0.05,2461,0.75,0.0021606147602956,-0.00216061
0.05,2461,0.75,0.0031664075752895,0.00316641
0.05,2461,0.75,0.0013982074696668,-0.00139821
0.05,2461,0.75,0.0012203763831507,0.00122038
0.05,2461,0.75,0.0050676799946912,-0.00506768
0.05,2461,0.75,0.0034199202048338,0.00341992
0.05,2461,0.75,0.0009050420836345,0.000905042
0.05,2461,0.75,0.0013091390782589,0.00130914
0.05,2461,0.75,0.0026539358685475,0.00265394
0.05,2461,0.75,0.0048230514810784,0.00482305
0.05,2461,0.75,0.001072656868565,-0.00107266
0.05,2461,0.75,0.0014874735382477,0.00148747
0.05,2461,0.75,0.003610177938087,-0.00361018
0.05,2461,0.75,0.0043044506343944,-0.00430445
0.05,2461,0.75,5.155064058789808e-05,-5.15506e-05
0.05,2461,0.75,0.0067071420077895,0.00670714
0.05,2461,0.75,0.0016670414206236,0.00166704
0.05,2461,0.75,0.0016826874423904,-0.00168269
0.05,2461,0.75,0.0033320576322293,0.00333206
0.05,2461,0.75,0.0069304422311404,-0.00693044
0.05,2461,0.75,0.0004135406479115,-0.000413541
0.05,2461,0.75,0.0019580503255315,0.00195805
0.05,2461,0.75,0.0010485696248291,-0.00104857
0.05,2461,0.75,0.0037446807759324,-0.00374468
0.05,2461,0.75,0.0021360021050963,-0.002136
0.05,2461,0.75,0.0030810001423244,-0.003081
0.05,2461,0.75,0.0054571084924178,0.00545711
0.05,2461,0.8,0.0080562667099339,0.00805627
0.05,2461,0.8,0.0015181651270127,-0.00151817
0.05,2461,0.8,0.0002126132431247,-0.000212613
0.05,2461,0.8,0.0029819594766412,0.00298196
0.05,2461,0.8,0.0061114523973904,-0.00611145
0.05,2461,0.8,0.0061606897512885,-0.00616069
0.05,2461,0.8,0.0100924164698023,-0.0100924
0.05,2461,0.8,0.0060260329836314,0.00602603
0.05,2461,0.8,0.0109950754697116,-0.0109951
0.05,2461,0.8,0.013639276361162,0.0136393
0.05,2461,0.8,0.0007061592647434,0.000706159
0.05,2461,0.8,0.0048296312243375,-0.00482963
0.05,2461,0.8,0.0015957357639477,0.00159574
0.05,2461,0.8,0.0017716945352432,-0.00177169
0.05,2461,0.8,0.005203509386738,-0.00520351
0.05,2461,0.8,0.0051740064471185,-0.00517401
0.05,2461,0.8,0.0062041722119822,0.00620417
0.05,2461,0.8,0.0018125802683538,0.00181258
0.05,2461,0.8,0.0002741108153422,0.000274111
0.05,2461,0.8,0.000792157825377,-0.000792158
0.05,2461,0.8,0.0008394702815211,-0.00083947
0.05,2461,0.8,0.0076339359429639,0.00763394
0.05,2461,0.8,0.0070851885364437,-0.00708519
0.05,2461,0.8,0.0041024627679178,-0.00410246
0.05,2461,0.8,0.0001325356094746,-0.000132536
0.05,2461,0.8,0.0036333649142827,-0.00363336
0.05,2461,0.8,0.0016793781317638,0.00167938
0.05,2461,0.8,0.0058295399060986,-0.00582954
0.05,2461,0.8,0.0013696491360709,-0.00136965
0.05,2461,0.8,0.0057358673586353,-0.00573587
0.05,2461,0.85,0.0011406625850962,-0.00114066
0.05,2461,0.85,0.0068838968638313,-0.0068839
0.05,2461,0.85,0.0025459636704919,-0.00254596
0.05,2461,0.85,0.0028591676103854,-0.00285917
0.05,2461,0.85,0.0008729390250323,-0.000872939
0.05,2461,0.85,0.0017887403456498,-0.00178874
0.05,2461,0.85,0.0076604850762523,0.00766049
0.05,2461,0.85,8.142052601741097e-05,-8.14205e-05
0.05,2461,0.85,0.004236545811517,0.00423655
0.05,2461,0.85,0.0054787468344685,0.00547875
0.05,2461,0.85,0.0036766198386978,-0.00367662
0.05,2461,0.85,0.0018422316439435,-0.00184223
0.05,2461,0.85,0.0090321903901634,0.00903219
0.05,2461,0.85,0.0101872481910506,0.0101872
0.05,2461,0.85,0.0023781935691121,0.00237819
0.05,2461,0.85,0.0043622991284495,0.0043623
0.05,2461,0.85,0.003494953565037,0.00349495
0.05,2461,0.85,0.0056266694578664,-0.00562667
0.05,2461,0.85,0.0055242436236857,0.00552424
0.05,2461,0.85,0.0007274590907202,0.000727459
0.05,2461,0.85,0.0062910386608583,-0.00629104
0.05,2461,0.85,0.001256162379359,-0.00125616
0.05,2461,0.85,0.003039683370444,-0.00303968
0.05,2461,0.85,0.0026395456168063,0.00263955
0.05,2461,0.85,0.0010965327328866,0.00109653
0.05,2461,0.85,0.0021431976561837,-0.0021432
0.05,2461,0.85,0.0012093661037764,0.00120937
0.05,2461,0.85,0.0090688157368884,-0.00906882
0.05,2461,0.85,0.0001481461209244,0.000148146
0.05,2461,0.85,0.0043543937029305,0.00435439
0.05,2461,0.9,0.0029631642858892,-0.00296316
0.05,2461,0.9,0.0030530317746657,0.00305303
0.05,2461,0.9,0.0010753812733303,0.00107538
0.05,2461,0.9,0.001865092974437,0.00186509
0.05,2461,0.9,0.0021152204269724,-0.00211522
0.05,2461,0.9,0.0005533463716838,-0.000553346
0.05,2461,0.9,0.0092621885329096,0.00926219
0.05,2461,0.9,0.0045312875208459,-0.00453129
0.05,2461,0.9,0.0041630436659008,-0.00416304
