metric,python,julia,diff,abs_diff,unit_index,beta,dataset_id,ref_id,radius,n_samples
theta_ref_norm_sq,20001.668119572198,20001.668119572198,0.0,0.0,2,0.05,0,0,2.5,1024
kappa,7.008566908921366,7.008566908921366,0.0,0.0,2,0.05,0,0,2.5,1024
log_prefactor,-3.1153497033169297,-3.1153497033169297,0.0,0.0,2,0.05,0,0,2.5,1024
reference_prior_log_weight,-3.9296008093462076,-3.9296008093462076,0.0,0.0,2,0.05,0,0,2.5,1024
logZ_inf,-20.732811829263483,-20.45639984422637,0.27641198503711095,0.27641198503711095,2,0.05,0,0,2.5,1024
logZ_inf_full,-24.66241263860969,-24.38600065357258,0.27641198503711095,0.27641198503711095,2,0.05,0,0,2.5,1024
ess_frac,0.8707550492966174,1.0,0.1292449507033826,0.1292449507033826,2,0.05,0,0,2.5,1024
weighted_ce,14.34392973321155,14.191350073794808,-0.152579659416741,0.152579659416741,2,0.05,0,0,2.5,1024
weighted_error,0.47155174546463346,0.46793174743652344,-0.0036199980281100275,0.0036199980281100275,2,0.05,0,0,2.5,1024
weighted_h,5.345333011070984,5.315931540024958,-0.029401471046026195,0.029401471046026195,2,0.05,0,0,2.5,1024
dlogZ_inf_dr,-4.226706511617898,-4.036530612499781,0.19017589911811772,0.19017589911811772,2,0.05,0,0,2.5,1024
ce_ref,0.0019627621487552063,0.0019627621487552445,3.8163916471489756e-17,3.8163916471489756e-17,3,0.12,6,0,0.01,1024
err_ref,0.0,0.0,0.0,0.0,3,0.12,6,0,0.01,1024
theta_ref_norm,152.87478126498988,152.87478126498985,-2.842170943040401e-14,2.842170943040401e-14,3,0.12,6,0,0.01,1024
theta_ref_norm_sq,23370.6987468185,23370.698746818493,-7.275957614183426e-12,7.275957614183426e-12,3,0.12,6,0,0.01,1024
kappa,0.03030344164469602,0.030303441644696016,-3.469446951953614e-18,3.469446951953614e-18,3,0.12,6,0,0.01,1024
log_prefactor,-4.9819587706185955e-05,-4.9819587706185955e-05,0.0,0.0,3,0.12,6,0,0.01,1024
reference_prior_log_weight,-4.591492877567485,-4.591492877567484,8.881784197001252e-16,8.881784197001252e-16,3,0.12,6,0,0.01,1024
logZ_inf,-0.0035730365436156997,-0.003615313545086891,-4.227700147119151e-05,4.227700147119151e-05,3,0.12,6,0,0.01,1024
logZ_inf_full,-4.5950659141111005,-4.595108191112571,-4.227700147030333e-05,4.227700147030333e-05,3,0.12,6,0,0.01,1024
ess_frac,0.999993358014538,0.9999928708424966,-4.871720414856284e-07,4.871720414856284e-07,3,0.12,6,0,0.01,1024
weighted_ce,0.0035219518330889526,0.003558720734948533,3.676890185958046e-05,3.676890185958046e-05,3,0.12,6,0,0.01,1024
weighted_error,0.001073873192356673,0.0010797773791066429,5.904186749969807e-06,5.904186749969807e-06,3,0.12,6,0,0.01,1024
weighted_h,0.04591747604334463,0.04623716140815016,0.0003196853648055262,0.0003196853648055262,3,0.12,6,0,0.01,1024
dlogZ_inf_dr,-0.6076891610550379,-0.6230043326448602,-0.015315171589822318,0.015315171589822318,3,0.12,6,0,0.01,1024
ce_ref,0.0019627621487552063,0.0019627621487552445,3.8163916471489756e-17,3.8163916471489756e-17,4,0.12,6,0,0.5,1024
err_ref,0.0,0.0,0.0,0.0,4,0.12,6,0,0.5,1024
theta_ref_norm,152.87478126498988,152.87478126498985,-2.842170943040401e-14,2.842170943040401e-14,4,0.12,6,0,0.5,1024
theta_ref_norm_sq,23370.6987468185,23370.698746818493,-7.275957614183426e-12,7.275957614183426e-12,4,0.12,6,0,0.5,1024
kappa,1.515172082234801,1.5151720822348007,-2.220446049250313e-16,2.220446049250313e-16,4,0.12,6,0,0.5,1024
log_prefactor,-0.12454896926546488,-0.12454896926546488,0.0,0.0,4,0.12,6,0,0.5,1024
reference_prior_log_weight,-4.591492877567485,-4.591492877567484,8.881784197001252e-16,8.881784197001252e-16,4,0.12,6,0,0.5,1024
logZ_inf,-6.3611429527892875,-6.396268616558022,-0.03512566376873405,0.03512566376873405,4,0.12,6,0,0.5,1024
logZ_inf_full,-10.952635830356773,-10.987761494125506,-0.03512566376873316,0.03512566376873316,4,0.12,6,0,0.5,1024
ess_frac,1.0,1.0,0.0,0.0,4,0.12,6,0,0.5,1024
weighted_ce,5.891158378128171,5.961502527985814,0.07034414985764226,0.07034414985764226,4,0.12,6,0,0.5,1024
weighted_error,0.3116874694824219,0.31314849853515625,0.001461029052734375,0.001461029052734375,4,0.12,6,0,0.5,1024
weighted_h,3.4246933268375743,3.445275293050532,0.020581966212957603,0.020581966212957603,4,0.12,6,0,0.5,1024
dlogZ_inf_dr,-10.71846043668656,-10.583893112812355,0.13456732387420445,0.13456732387420445,4,0.12,6,0,0.5,1024
ce_ref,0.0019627621487552063,0.0019627621487552445,3.8163916471489756e-17,3.8163916471489756e-17,5,0.12,6,0,2.5,1024
err_ref,0.0,0.0,0.0,0.0,5,0.12,6,0,2.5,1024
theta_ref_norm,152.87478126498988,152.87478126498985,-2.842170943040401e-14,2.842170943040401e-14,5,0.12,6,0,2.5,1024
theta_ref_norm_sq,23370.6987468185,23370.698746818493,-7.275957614183426e-12,7.275957614183426e-12,5,0.12,6,0,2.5,1024
kappa,7.575860411174005,7.575860411174004,-8.881784197001252e-16,8.881784197001252e-16,5,0.12,6,0,2.5,1024
log_prefactor,-3.1137242316366223,-3.1137242316366223,0.0,0.0,5,0.12,6,0,2.5,1024
reference_prior_log_weight,-4.591492877567485,-4.591492877567484,8.881784197001252e-16,8.881784197001252e-16,5,0.12,6,0,2.5,1024
logZ_inf,-19.078705606381114,-18.81471910338057,0.26398650300054527,0.26398650300054527,5,0.12,6,0,2.5,1024
logZ_inf_full,-23.6701984839486,-23.40621198094805,0.2639865030005488,0.2639865030005488,5,0.12,6,0,2.5,1024
ess_frac,0.8254176923942325,0.8985784455724088,0.07316075317817639,0.07316075317817639,5,0.12,6,0,2.5,1024
weighted_ce,13.049341366172948,12.457156326045215,-0.5921850401277329,0.5921850401277329,5,0.12,6,0,2.5,1024
weighted_error,0.4536870850798044,0.44223775177598185,-0.011449333303822529,0.011449333303822529,5,0.12,6,0,2.5,1024
weighted_h,5.097459681883629,4.973294025240702,-0.12416565664292722,0.12416565664292722,5,0.12,6,0,2.5,1024
dlogZ_inf_dr,-3.9868619664735805,-5.14685182619895,-1.1599898597253695,1.1599898597253695,5,0.12,6,0,2.5,1024
ce_ref,0.0012320751496531907,0.001232075149653197,6.288372600415926e-18,6.288372600415926e-18,6,0.19,12,0,0.01,1024
err_ref,0.0,0.0,0.0,0.0,6,0.19,12,0,0.01,1024
theta_ref_norm,143.05780775912373,143.05780775912373,0.0,0.0,6,0.19,12,0,0.01,1024
theta_ref_norm_sq,20465.536360846403,20465.536360846403,0.0,0.0,6,0.19,12,0,0.01,1024
kappa,0.028357482466204165,0.028357482466204165,0.0,0.0,6,0.19,12,0,0.01,1024
log_prefactor,-4.984201437881708e-05,-4.984201437881708e-05,0.0,0.0,6,0.19,12,0,0.01,1024
reference_prior_log_weight,-4.020734059105384,-4.020734059105384,0.0,0.0,6,0.19,12,0,0.01,1024
logZ_inf,-0.002017537061050975,-0.001916247264571921,0.00010128979647905378,0.00010128979647905378,6,0.19,12,0,0.01,1024
logZ_inf_full,-4.022751596166435,-4.022650306369956,0.0001012897964791648,0.0001012897964791648,6,0.19,12,0,0.01,1024
ess_frac,0.9999982890570002,0.9999987555129958,4.66455995606907e-07,4.66455995606907e-07,6,0.19,12,0,0.01,1024
weighted_ce,0.0019631767334066367,0.0018644434417233147,-9.873329168332196e-05,9.873329168332196e-05,6,0.19,12,0,0.01,1024
weighted_error,0.00022242909961161063,0.000157839248857913,-6.458985075369765e-05,6.458985075369765e-05,6,0.19,12,0,0.01,1024
weighted_h,0.03044220276289821,0.02900110353392274,-0.0014410992289754718,0.0014410992289754718,6,0.19,12,0,0.01,1024
dlogZ_inf_dr,-0.30330370072379176,-0.271037950977697,0.03226574974609475,0.03226574974609475,6,0.19,12,0,0.01,1024
ce_ref,0.0012320751496531907,0.001232075149653197,6.288372600415926e-18,6.288372600415926e-18,7,0.19,12,0,0.5,1024
err_ref,0.0,0.0,0.0,0.0,7,0.19,12,0,0.5,1024
theta_ref_norm,143.05780775912373,143.05780775912373,0.0,0.0,7,0.19,12,0,0.5,1024
theta_ref_norm_sq,20465.536360846403,20465.536360846403,0.0,0.0,7,0.19,12,0,0.5,1024
kappa,1.4178741233102081,1.4178741233102081,0.0,0.0,7,0.19,12,0,0.5,1024
log_prefactor,-0.1246050359470427,-0.1246050359470427,0.0,0.0,7,0.19,12,0,0.5,1024
reference_prior_log_weight,-4.020734059105384,-4.020734059105384,0.0,0.0,7,0.19,12,0,0.5,1024
logZ_inf,-2.812202241219701,-2.8256435123317702,-0.013441271112069053,0.013441271112069053,7,0.19,12,0,0.5,1024
logZ_inf_full,-6.832936300325085,-6.846377571437154,-0.013441271112069053,0.013441271112069053,7,0.19,12,0,0.5,1024
ess_frac,0.8029262983110919,0.7976800416179488,-0.005246256693143048,0.005246256693143048,7,0.19,12,0,0.5,1024
weighted_ce,2.571162844971506,2.575544297859358,0.0043814528878520775,0.0043814528878520775,7,0.19,12,0,0.5,1024
weighted_error,0.17346637092070527,0.1739072742982179,0.00044090337751262476,0.00044090337751262476,7,0.19,12,0,0.5,1024
weighted_h,2.257806373853893,2.2598109772104893,0.002004603356596135,0.002004603356596135,7,0.19,12,0,0.5,1024
dlogZ_inf_dr,-5.35087709329119,-5.46117859621048,-0.11030150291928997,0.11030150291928997,7,0.19,12,0,0.5,1024
ce_ref,0.0012320751496531907,0.001232075149653197,6.288372600415926e-18,6.288372600415926e-18,8,0.19,12,0,2.5,1024
err_ref,0.0,0.0,0.0,0.0,8,0.19,12,0,2.5,1024
theta_ref_norm,143.05780775912373,143.05780775912373,0.0,0.0,8,0.19,12,0,2.5,1024
theta_ref_norm_sq,20465.536360846403,20465.536360846403,0.0,0.0,8,0.19,12,0,2.5,1024
kappa,7.089370616551041,7.089370616551041,0.0,0.0,8,0.19,12,0,2.5,1024
log_prefactor,-3.1151258986760673,-3.1151258986760673,0.0,0.0,8,0.19,12,0,2.5,1024
reference_prior_log_weight,-4.020734059105384,-4.020734059105384,0.0,0.0,8,0.19,12,0,2.5,1024
logZ_inf,-12.021442938317827,-12.137993171052416,-0.11655023273458909,0.11655023273458909,8,0.19,12,0,2.5,1024
logZ_inf_full,-16.042176997423212,-16.1587272301578,-0.11655023273458909,0.11655023273458909,8,0.19,12,0,2.5,1024
ess_frac,0.9909858805166013,0.9977320237207071,0.006746143204105826,0.006746143204105826,8,0.19,12,0,2.5,1024
weighted_ce,6.825745800963011,6.983671607468137,0.15792580650512633,0.15792580650512633,8,0.19,12,0,2.5,1024
weighted_error,0.2965998097251198,0.30410795574181065,0.007508146016690864,0.007508146016690864,8,0.19,12,0,2.5,1024
weighted_h,3.6731943930434694,3.716859250461636,0.04366485741816639,0.04366485741816639,8,0.19,12,0,2.5,1024
dlogZ_inf_dr,-4.484902393135945,-4.634769315751905,-0.1498669226159599,0.1498669226159599,8,0.19,12,0,2.5,1024
ce_ref,0.003396439570708143,0.0033964395707081346,-8.239936510889834e-18,8.239936510889834e-18,9,0.26,17,29,0.01,1024
err_ref,0.0,0.0,0.0,0.0,9,0.26,17,29,0.01,1024
theta_ref_norm,81.61636442032115,81.61636442032115,0.0,0.0,9,0.26,17,29,0.01,1024
theta_ref_norm_sq,6661.2309411906635,6661.2309411906635,0.0,0.0,9,0.26,17,29,0.01,1024
kappa,0.016178317417680266,0.016178317417680266,0.0,0.0,9,0.26,17,29,0.01,1024
log_prefactor,-4.994857800501627e-05,-4.994857800501627e-05,0.0,0.0,9,0.26,17,29,0.01,1024
reference_prior_log_weight,-1.3086897723360833,-1.3086897723360833,0.0,0.0,9,0.26,17,29,0.01,1024
logZ_inf,-0.0038456154243894543,-0.0037892852178918086,5.633020649764564e-05,5.633020649764564e-05,9,0.26,17,29,0.01,1024
logZ_inf_full,-1.3125353877604728,-1.312479057553975,5.633020649775666e-05,5.633020649775666e-05,9,0.26,17,29,0.01,1024
ess_frac,0.9999992890378713,0.9999996199042739,3.3086640260915345e-07,3.3086640260915345e-07,9,0.26,17,29,0.01,1024
weighted_ce,0.003790937951680384,0.0037374453434313544,-5.349260824902974e-05,5.349260824902974e-05,9,0.26,17,29,0.01,1024
weighted_error,0.0006424271659270973,0.0006902654255967771,4.783825966967988e-05,4.783825966967988e-05,9,0.26,17,29,0.01,1024
weighted_h,0.021284437409582503,0.020257432742159562,-0.0010270046674229413,0.0010270046674229413,9,0.26,17,29,0.01,1024
dlogZ_inf_dr,-0.1464560949167219,-0.13182933104365377,0.014626763873068133,0.014626763873068133,9,0.26,17,29,0.01,1024
ce_ref,0.003396439570708143,0.0033964395707081346,-8.239936510889834e-18,8.239936510889834e-18,10,0.26,17,29,0.5,1024
err_ref,0.0,0.0,0.0,0.0,10,0.26,17,29,0.5,1024
theta_ref_norm,81.61636442032115,81.61636442032115,0.0,0.0,10,0.26,17,29,0.5,1024
theta_ref_norm_sq,6661.2309411906635,6661.2309411906635,0.0,0.0,10,0.26,17,29,0.5,1024
kappa,0.8089158708840132,0.8089158708840132,0.0,0.0,10,0.26,17,29,0.5,1024
log_prefactor,-0.12487144501254066,-0.12487144501254066,0.0,0.0,10,0.26,17,29,0.5,1024
reference_prior_log_weight,-1.3086897723360833,-1.3086897723360833,0.0,0.0,10,0.26,17,29,0.5,1024
logZ_inf,-0.7991909198866585,-0.8038109475236078,-0.004620027636949353,0.004620027636949353,10,0.26,17,29,0.5,1024
logZ_inf_full,-2.107880692222742,-2.1125007198596912,-0.004620027636949242,0.004620027636949242,10,0.26,17,29,0.5,1024
ess_frac,0.9476888433701327,0.9461461723082042,-0.0015426710619285133,0.0015426710619285133,10,0.26,17,29,0.5,1024
weighted_ce,0.6430218633485294,0.646077183457515,0.003055320108985571,0.003055320108985571,10,0.26,17,29,0.5,1024
weighted_error,0.07174655157044363,0.07126392588899384,-0.0004826256814497859,0.0004826256814497859,10,0.26,17,29,0.5,1024
weighted_h,1.114716003212445,1.1164758352731672,0.0017598320607221662,0.0017598320607221662,10,0.26,17,29,0.5,1024
dlogZ_inf_dr,-2.018981380670483,-2.022716530886384,-0.0037351502159013172,0.0037351502159013172,10,0.26,17,29,0.5,1024
ce_ref,0.003396439570708143,0.0033964395707081346,-8.239936510889834e-18,8.239936510889834e-18,11,0.26,17,29,2.5,1024
err_ref,0.0,0.0,0.0,0.0,11,0.26,17,29,2.5,1024
theta_ref_norm,81.61636442032115,81.61636442032115,0.0,0.0,11,0.26,17,29,2.5,1024
theta_ref_norm_sq,6661.2309411906635,6661.2309411906635,0.0,0.0,11,0.26,17,29,2.5,1024
kappa,4.044579354420066,4.044579354420066,0.0,0.0,11,0.26,17,29,2.5,1024
log_prefactor,-3.1217861253135166,-3.1217861253135166,0.0,0.0,11,0.26,17,29,2.5,1024
reference_prior_log_weight,-1.3086897723360833,-1.3086897723360833,0.0,0.0,11,0.26,17,29,2.5,1024
logZ_inf,-7.554573832162022,-7.496444393999351,0.058129438162671576,0.058129438162671576,11,0.26,17,29,2.5,1024
logZ_inf_full,-8.863263604498105,-8.805134166335435,0.0581294381626698,0.0581294381626698,11,0.26,17,29,2.5,1024
ess_frac,1.0,1.0,0.0,0.0,11,0.26,17,29,2.5,1024
weighted_ce,2.737451140269892,2.6123368588781384,-0.1251142813917534,0.1251142813917534,11,0.26,17,29,2.5,1024
weighted_error,0.23984146118164062,0.23073577880859375,-0.009105682373046875,0.009105682373046875,11,0.26,17,29,2.5,1024
weighted_h,2.282651735651851,2.238787760939765,-0.04386397471208614,0.04386397471208614,11,0.26,17,29,2.5,1024
dlogZ_inf_dr,-3.7687262278563045,-3.819793392872691,-0.05106716501638653,0.05106716501638653,11,0.26,17,29,2.5,1024
ce_ref,0.006708548546748611,0.006708548546748607,-3.469446951953614e-18,3.469446951953614e-18,12,0.33,23,29,0.01,1024
err_ref,0.0,0.0,0.0,0.0,12,0.33,23,29,0.01,1024
theta_ref_norm,36.58580819702111,36.5858081970211,-7.105427357601002e-15,7.105427357601002e-15,12,0.33,23,29,0.01,1024
theta_ref_norm_sq,1338.521361429217,1338.5213614292165,-4.547473508864641e-13,4.547473508864641e-13,12,0.33,23,29,0.01,1024
kappa,0.007252183090948894,0.007252183090948893,-8.673617379884035e-19,8.673617379884035e-19,12,0.33,23,29,0.01,1024
log_prefactor,-4.9989667159217166e-05,-4.9989667159217166e-05,0.0,0.0,12,0.33,23,29,0.01,1024
reference_prior_log_weight,-0.26297079792322536,-0.26297079792322525,1.1102230246251565e-16,1.1102230246251565e-16,12,0.33,23,29,0.01,1024
logZ_inf,-0.007106428493651645,-0.007115486967508106,-9.058473856460303e-06,9.058473856460303e-06,12,0.33,23,29,0.01,1024
logZ_inf_full,-0.27007722641687704,-0.2700862848907334,-9.05847385634928e-06,9.05847385634928e-06,12,0.33,23,29,0.01,1024
ess_frac,0.9999997706199834,0.9999997692658296,-1.354153789101531e-09,1.354153789101531e-09,12,0.33,23,29,0.01,1024
weighted_ce,0.007056754477141435,0.007064418588680462,7.664111539027255e-06,7.664111539027255e-06,12,0.33,23,29,0.01,1024
weighted_error,0.0011136932003058308,0.0011022681899969112,-1.1425010308919537e-05,1.1425010308919537e-05,12,0.33,23,29,0.01,1024
weighted_h,0.02097444117624661,0.021243439453150135,0.0002689982769035239,0.0002689982769035239,12,0.33,23,29,0.01,1024
dlogZ_inf_dr,-0.08009227368027985,-0.08286333041334137,-0.002771056733061522,0.002771056733061522,12,0.33,23,29,0.01,1024
ce_ref,0.006708548546748611,0.006708548546748607,-3.469446951953614e-18,3.469446951953614e-18,13,0.33,23,29,0.5,1024
err_ref,0.0,0.0,0.0,0.0,13,0.33,23,29,0.5,1024
theta_ref_norm,36.58580819702111,36.5858081970211,-7.105427357601002e-15,7.105427357601002e-15,13,0.33,23,29,0.5,1024
theta_ref_norm_sq,1338.521361429217,1338.5213614292165,-4.547473508864641e-13,4.547473508864641e-13,13,0.33,23,29,0.5,1024
kappa,0.36260915454744475,0.36260915454744463,-1.1102230246251565e-16,1.1102230246251565e-16,13,0.33,23,29,0.5,1024
log_prefactor,-0.1249741678980429,-0.1249741678980429,0.0,0.0,13,0.33,23,29,0.5,1024
reference_prior_log_weight,-0.26297079792322536,-0.26297079792322525,1.1102230246251565e-16,1.1102230246251565e-16,13,0.33,23,29,0.5,1024
logZ_inf,-1.3733286512439271,-1.3687321760446984,0.004596475199228678,0.004596475199228678,13,0.33,23,29,0.5,1024
logZ_inf_full,-1.6362994491671525,-1.6317029739679236,0.0045964751992289,0.0045964751992289,13,0.33,23,29,0.5,1024
ess_frac,1.0,1.0,0.0,0.0,13,0.33,23,29,0.5,1024
weighted_ce,1.0527506088777083,1.0602604322315925,0.007509823353884171,0.007509823353884171,13,0.33,23,29,0.5,1024
weighted_error,0.1838970184326172,0.18419647216796875,0.0002994537353515625,0.0002994537353515625,13,0.33,23,29,0.5,1024
weighted_h,1.3979175186580968,1.4058750210269888,0.007957502368892033,0.007957502368892033,13,0.33,23,29,0.5,1024
dlogZ_inf_dr,-3.6718688891097804,-3.729421556052562,-0.057552666942781716,0.057552666942781716,13,0.33,23,29,0.5,1024
ce_ref,0.006708548546748611,0.006708548546748607,-3.469446951953614e-18,3.469446951953614e-18,14,0.33,23,29,2.5,1024
err_ref,0.0,0.0,0.0,0.0,14,0.33,23,29,2.5,1024
theta_ref_norm,36.58580819702111,36.5858081970211,-7.105427357601002e-15,7.105427357601002e-15,14,0.33,23,29,2.5,1024
theta_ref_norm_sq,1338.521361429217,1338.5213614292165,-4.547473508864641e-13,4.547473508864641e-13,14,0.33,23,29,2.5,1024
kappa,1.8130457727372236,1.8130457727372231,-4.440892098500626e-16,4.440892098500626e-16,14,0.33,23,29,2.5,1024
log_prefactor,-3.1243541974510727,-3.1243541974510727,0.0,0.0,14,0.33,23,29,2.5,1024
reference_prior_log_weight,-0.26297079792322536,-0.26297079792322525,1.1102230246251565e-16,1.1102230246251565e-16,14,0.33,23,29,2.5,1024
logZ_inf,-7.68358201130018,-7.741940934084509,-0.05835892278432908,0.05835892278432908,14,0.33,23,29,2.5,1024
logZ_inf_full,-7.946552809223405,-8.004911732007734,-0.05835892278432908,0.05835892278432908,14,0.33,23,29,2.5,1024
ess_frac,0.8856701529828713,1.0,0.11432984701712867,0.11432984701712867,14,0.33,23,29,2.5,1024
weighted_ce,3.3325040223550344,3.3223781554610112,-0.010125866894023172,0.010125866894023172,14,0.33,23,29,2.5,1024
weighted_error,0.36111538692835005,0.36388587951660156,0.0027704925882515163,0.0027704925882515163,14,0.33,23,29,2.5,1024
weighted_h,2.5363324441731327,2.5338211684516305,-0.0025112757215022263,0.0025112757215022263,14,0.33,23,29,2.5,1024
dlogZ_inf_dr,-3.944127067386921,-3.974268156685699,-0.030141089298778123,0.030141089298778123,14,0.33,23,29,2.5,1024
ce_ref,0.004376179561699582,0.004376179561699581,-8.673617379884035e-19,8.673617379884035e-19,15,0.4,29,29,0.01,1024
err_ref,0.0,0.0,0.0,0.0,15,0.4,29,29,0.01,1024
theta_ref_norm,50.77210638194915,50.77210638194914,-7.105427357601002e-15,7.105427357601002e-15,15,0.4,29,29,0.01,1024
theta_ref_norm_sq,2577.8067864599616,2577.806786459961,-4.547473508864641e-13,4.547473508864641e-13,15,0.4,29,29,0.01,1024
kappa,0.010064247027485658,0.010064247027485656,-1.734723475976807e-18,1.734723475976807e-18,15,0.4,29,29,0.01,1024
log_prefactor,-4.9980100379522544e-05,-4.9980100379522544e-05,0.0,0.0,15,0.4,29,29,0.01,1024
reference_prior_log_weight,-0.5064453411512695,-0.5064453411512694,1.1102230246251565e-16,1.1102230246251565e-16,15,0.4,29,29,0.01,1024
logZ_inf,-0.004502608445488145,-0.004502380836521137,2.276089670072423e-07,2.276089670072423e-07,15,0.4,29,29,0.01,1024
logZ_inf_full,-0.5109479495967576,-0.5109477219877905,2.2760896711826462e-07,2.2760896711826462e-07,15,0.4,29,29,0.01,1024
ess_frac,0.9999999971391587,0.9999999975157614,3.76602748985988e-10,3.76602748985988e-10,15,0.4,29,29,0.01,1024
weighted_ce,0.004452644661732286,0.004452427508986717,-2.1715274556907e-07,2.1715274556907e-07,15,0.4,29,29,0.01,1024
weighted_error,0.0010146979476129462,0.000980370112353172,-3.432783525977412e-05,3.432783525977412e-05,15,0.4,29,29,0.01,1024
weighted_h,0.011769458523222559,0.011811554074724891,4.2095551502332323e-05,4.2095551502332323e-05,15,0.4,29,29,0.01,1024
dlogZ_inf_dr,-0.0257130410771677,-0.026355964058994902,-0.0006429229818272035,0.0006429229818272035,15,0.4,29,29,0.01,1024
ce_ref,0.004376179561699582,0.004376179561699581,-8.673617379884035e-19,8.673617379884035e-19,16,0.4,29,29,0.5,1024
err_ref,0.0,0.0,0.0,0.0,16,0.4,29,29,0.5,1024
theta_ref_norm,50.77210638194915,50.77210638194914,-7.105427357601002e-15,7.105427357601002e-15,16,0.4,29,29,0.5,1024
theta_ref_norm_sq,2577.8067864599616,2577.806786459961,-4.547473508864641e-13,4.547473508864641e-13,16,0.4,29,29,0.5,1024
kappa,0.5032123513742829,0.5032123513742828,-1.1102230246251565e-16,1.1102230246251565e-16,16,0.4,29,29,0.5,1024
log_prefactor,-0.12495025094880635,-0.12495025094880635,0.0,0.0,16,0.4,29,29,0.5,1024
reference_prior_log_weight,-0.5064453411512695,-0.5064453411512694,1.1102230246251565e-16,1.1102230246251565e-16,16,0.4,29,29,0.5,1024
logZ_inf,-0.7786070832382133,-0.7803546968762065,-0.0017476136379932505,0.0017476136379932505,16,0.4,29,29,0.5,1024
logZ_inf_full,-1.2850524243894828,-1.2868000380274758,-0.0017476136379930285,0.0017476136379930285,16,0.4,29,29,0.5,1024
ess_frac,0.9201994203497204,0.9192858121349412,-0.0009136082147791491,0.0009136082147791491,16,0.4,29,29,0.5,1024
weighted_ce,0.6058282721004641,0.6092619245602521,0.0034336524597879947,0.0034336524597879947,16,0.4,29,29,0.5,1024
weighted_error,0.1298193757400251,0.13130126197440697,0.0014818862343818628,0.0014818862343818628,16,0.4,29,29,0.5,1024
