ref_id,boundary_status,observed_radius_count,observed_radii,first_fail_radius,max_split_logZ_per_P_diff,min_ess_fraction,split_at_0p85,ess_at_0p85,delta_phi_energy_at_0p65,delta_phi_energy_at_0p85,theta_norm,CE_mean_train,CE_mean_test,train_error,test_error,min_margin,q05_margin,theta_distance_to_centroid,theta_distance_to_ref027,mean_pairwise_test_disagreement,test_disagreement_to_ref027,family_cluster,family_pc1,family_pc2
33,boundary_fail_0p85,8,0.0100;0.0200;0.0300;0.0500;0.0800;0.4500;0.6500;0.8500,0.85,0.0050323403218106,0.7586573117258251,0.0050323403218106,0.8142279414568929,-0.051852987085911,-0.0634658472767153,13.190495308447238,0.00806044721364,0.534798795965568,0.0,0.1298828125,0.3080181728356377,3.2883719212395994,12.957791107549602,19.816048713839937,0.051416015625,0.05517578125,0,2.2892968505450657,1.0153186773261729
49,boundary_fail_0p85,8,0.0100;0.0200;0.0300;0.0500;0.0800;0.4500;0.6500;0.8500,0.85,0.0054597353463382,0.7592843037199755,0.0054597353463382,0.7592843037199755,-0.0515134604838258,-0.0600036583236676,14.695071081562922,0.0013981203349722,0.6413646546992893,0.0,0.12744140625,2.896769223221463,4.980434903282699,14.277074450344111,20.216212137216505,0.05056966145833333,0.052734375,1,-1.3206090628650087,0.6492921842171626
27,boundary_fail_0p85,19,0.0100;0.0200;0.0300;0.0500;0.0800;0.1200;0.1500;0.2000;0.3000;0.4500;0.6500;0.8500;1.0000;1.2500;1.5000;1.7500;2.0000;2.2500;2.5000,0.85,0.0133517466005368,0.6063173523732883,0.0052235995328858,0.7729716920403772,-0.0549728654678261,-0.0602814785838056,14.225401192765649,0.0007206951973378,0.6364626211594541,0.0,0.11669921875,4.039459453706383,5.625096914898602,13.885507022266648,0.0,0.04724934895833333,0.0,2,-1.2874694105314626,-7.241611848250841
26,observed_pass_0p85,19,0.0100;0.0200;0.0300;0.0500;0.0800;0.1200;0.1500;0.2000;0.3000;0.4500;0.6500;0.8500;1.0000;1.2500;1.5000;1.7500;2.0000;2.2500;2.5000,1.5,0.0085041181347077,0.6195408643819714,0.0013326082672955,0.80773759354431,-0.0581350559687232,-0.0657672338052843,12.350847004528571,0.0098653358941687,0.5005804233422566,0.0,0.1318359375,1.0492000458443418,2.8179122034011868,12.050223495300495,18.72233056742313,0.04913736979166667,0.05029296875,0,3.7668778122631323,-0.45325151542918773
31,observed_pass_0p85,8,0.0100;0.0200;0.0300;0.0500;0.0800;0.4500;0.6500;0.8500,,0.0032089258066856,0.7483963131853835,0.0024047491038124,0.805868693942769,-0.0532376644839471,-0.0639923871892798,11.82846808865189,0.009569998604114,0.5061697944541038,0.0,0.12548828125,1.1227224872078447,2.886069238843206,11.835998452391834,17.563877509194374,0.050244140625,0.0458984375,0,3.6785441303561432,-0.1954172687553937
32,observed_pass_0p85,8,0.0100;0.0200;0.0300;0.0500;0.0800;0.4500;0.6500;0.8500,,0.003777310103013,0.6949040845277171,0.003777310103013,0.8646707189196408,-0.0556094631156684,-0.0631595759341041,12.301550321201828,0.0128000566771726,0.4862945174376962,0.0,0.1298828125,0.6657169510768692,2.613321738765848,12.232872148222521,18.057435542992742,0.04698893229166667,0.04931640625,0,4.210897394183313,-0.3861482993593735
43,observed_pass_0p85,8,0.0100;0.0200;0.0300;0.0500;0.0800;0.4500;0.6500;0.8500,,0.0013028790916945,0.5271089854091425,0.0013028790916945,0.8126813386221828,-0.0564633792417263,-0.0636759720748294,13.125834140063796,0.0062974631291781,0.4940705633918227,0.0,0.126953125,1.2608231316594722,3.442294527641677,13.054600083058455,18.90139183266186,0.052099609375,0.04443359375,0,2.518512625768903,0.43875578690208716
44,observed_pass_0p85,8,0.0100;0.0200;0.0300;0.0500;0.0800;0.4500;0.6500;0.8500,,0.0026224221843812,0.7755506247857831,0.0001609301574142,0.8382417795463375,-0.0540200769008884,-0.0649873315844869,13.676858857128003,0.0113810508376629,0.4471610546730196,0.0,0.12353515625,1.021893192617466,2.5469305208896817,13.414620418244063,20.31746268114909,0.051123046875,0.0498046875,0,2.9087560821436993,0.8793395851722179
1,observed_pass_0p85,19,0.0100;0.0200;0.0300;0.0500;0.0800;0.1200;0.1500;0.2000;0.3000;0.4500;0.6500;0.8500;1.0000;1.2500;1.5000;1.7500;2.0000;2.2500;2.5000,2.0,0.0049823666909019,0.6767252502768363,0.0008596986149522,0.8093961371659812,-0.0520620283578869,-0.0639105995590544,14.096209203436189,0.0009761257700035,0.6780520956305267,0.0,0.12451171875,2.312228881700681,5.3615029016978735,13.92410772402058,19.051728601234938,0.04910481770833333,0.0498046875,1,-0.9651512476396448,0.10679519647406749
2,observed_pass_0p85,19,0.0100;0.0200;0.0300;0.0500;0.0800;0.1200;0.1500;0.2000;0.3000;0.4500;0.6500;0.8500;1.0000;1.2500;1.5000;1.7500;2.0000;2.2500;2.5000,2.25,0.0075998678454507,0.6109640680600102,0.001917235186726,0.8774835286944991,-0.0513167697781074,-0.0630141071493896,13.963937356757036,0.00081951545787,0.6817901791730665,0.0,0.1298828125,2.2662847892194646,5.798307057798506,13.774559818314296,20.3765753022198,0.049332682291666666,0.05224609375,1,-1.2082283689328532,0.24981576384609128
3,observed_pass_0p85,19,0.0100;0.0200;0.0300;0.0500;0.0800;0.1200;0.1500;0.2000;0.3000;0.4500;0.6500;0.8500;1.0000;1.2500;1.5000;1.7500;2.0000;2.2500;2.5000,1.25,0.0107463481097658,0.5360167987064453,0.0020452464007793,0.7886559680909759,-0.0502140962857301,-0.0604077134695841,14.961790096482176,0.0010826499180648,0.6884276123000758,0.0,0.1259765625,3.3542730641378324,5.126249689831802,14.580194558317068,19.80843978966952,0.04659830729166667,0.04248046875,1,-2.235709379743006,-1.085506897921101
5,observed_pass_0p85,19,0.0100;0.0200;0.0300;0.0500;0.0800;0.1200;0.1500;0.2000;0.3000;0.4500;0.6500;0.8500;1.0000;1.2500;1.5000;1.7500;2.0000;2.2500;2.5000,1.0,0.0066571523620753,0.6407095518932908,0.0036281670124162,0.6918236201304914,-0.0508003044609519,-0.0636406870896095,13.575516710361123,0.0004872787749194,0.7241167814871493,0.0,0.12548828125,4.0061621761221815,5.846881221259416,13.384560535764454,19.731046709041067,0.049332682291666666,0.05078125,1,-1.6554366818212294,-0.07982805463384472
13,observed_pass_0p85,19,0.0100;0.0200;0.0300;0.0500;0.0800;0.1200;0.1500;0.2000;0.3000;0.4500;0.6500;0.8500;1.0000;1.2500;1.5000;1.7500;2.0000;2.2500;2.5000,1.5,0.009058805453941,0.5592934085360816,0.0030015382026443,0.93067557806432,-0.0544586732265515,-0.0643056313092471,14.55857499906651,0.0009146069925623,0.6481156162866007,0.0,0.12353515625,3.2133745107015343,5.391236935413846,14.507590841470536,20.75978131827689,0.051220703125,0.0517578125,1,-1.5379438410816297,0.34208616135078074
14,observed_pass_0p85,19,0.0100;0.0200;0.0300;0.0500;0.0800;0.1200;0.1500;0.2000;0.3000;0.4500;0.6500;0.8500;1.0000;1.2500;1.5000;1.7500;2.0000;2.2500;2.5000,1.0,0.0052092707062631,0.5280385778454343,0.000159544178389,0.6787962154427855,-0.0571678589224077,-0.0662294550985767,15.098953807150366,0.0010476097489648,0.624455110318163,0.0,0.12548828125,2.8152442991391204,5.243690755726642,14.958836010967733,20.55089718319446,0.05089518229166667,0.044921875,1,-1.2348662294085297,0.2503062512386157
16,observed_pass_0p85,19,0.0100;0.0200;0.0300;0.0500;0.0800;0.1200;0.1500;0.2000;0.3000;0.4500;0.6500;0.8500;1.0000;1.2500;1.5000;1.7500;2.0000;2.2500;2.5000,1.5,0.012253545523131,0.593792788308561,0.0021652756183849,0.7161962357015769,-0.0507577236398197,-0.0636993583528641,13.998038262787924,0.0008121668056065,0.7150065932886506,0.0,0.13037109375,2.95468720316023,5.690032584757814,13.790295760636663,20.76320705422054,0.05109049479166667,0.056640625,1,-1.8041942661751897,0.3631610695795135
17,observed_pass_0p85,19,0.0100;0.0200;0.0300;0.0500;0.0800;0.1200;0.1500;0.2000;0.3000;0.4500;0.6500;0.8500;1.0000;1.2500;1.5000;1.7500;2.0000;2.2500;2.5000,1.5,0.0053951901199647,0.6020777857043457,0.0034988280932735,0.7135603285315995,-0.0537388649152161,-0.0627449206752544,14.517040748590112,0.0006908688631901,0.6349112754598616,0.0,0.125,3.1402323835359605,5.680283586065504,14.290549218456444,20.424673915513438,0.049886067708333336,0.04345703125,1,-1.383723564290775,-0.08073051090424913
22,observed_pass_0p85,19,0.0100;0.0200;0.0300;0.0500;0.0800;0.1200;0.1500;0.2000;0.3000;0.4500;0.6500;0.8500;1.0000;1.2500;1.5000;1.7500;2.0000;2.2500;2.5000,2.5,0.0042038644936599,0.6273651173205115,0.0002678328598322,0.8098776353491718,-0.0540849151340288,-0.06307481053516,14.12236463004898,0.0006985777171074,0.7068612238505673,0.0,0.1318359375,3.871446044426831,5.634827615109784,13.744127705286854,19.074027515483294,0.047900390625,0.04248046875,1,-1.370156178125343,-0.6705999105258847
23,observed_pass_0p85,19,0.0100;0.0200;0.0300;0.0500;0.0800;0.1200;0.1500;0.2000;0.3000;0.4500;0.6500;0.8500;1.0000;1.2500;1.5000;1.7500;2.0000;2.2500;2.5000,1.25,0.0093342702739787,0.6571405622201103,0.002665156309682,0.8468647705721006,-0.0502385843456698,-0.0653536349730632,14.783757324099724,0.0011046542156703,0.640337193658791,0.0,0.1298828125,3.860856469327509,5.038526165068848,14.362314970105045,20.128581291096005,0.050211588541666664,0.05126953125,1,-2.004791697075699,0.06492715859829501
28,observed_pass_0p85,19,0.0100;0.0200;0.0300;0.0500;0.0800;0.1200;0.1500;0.2000;0.3000;0.4500;0.6500;0.8500;1.0000;1.2500;1.5000;1.7500;2.0000;2.2500;2.5000,1.75,0.0079146865062119,0.5501281427277823,0.0021325191388267,0.6068413678005036,-0.0515261892453689,-0.0616591787288485,14.927641059569712,0.0006529350877721,0.6764759543162786,0.0,0.13232421875,4.2363197754217605,5.699266562238318,14.715815408858983,21.931754327324608,0.049853515625,0.052734375,1,-2.5648773582386424,0.4762971292401052
30,observed_pass_0p85,11,0.0100;0.0200;0.0300;0.0500;0.0800;0.1200;0.1500;0.2000;0.4500;0.6500;0.8500,,0.0014365467332433,0.5862805573557414,0.0014365467332433,0.8004711822550727,-0.0525984186947216,-0.0613668278902596,13.400979741301915,0.0006510517529891,0.7273030216984671,0.0,0.1298828125,3.5437322693288875,5.881927644357978,13.204915400918077,20.429325470176458,0.049235026041666664,0.05126953125,1,-1.002113075587053,0.5154123114766783
38,observed_pass_0p85,8,0.0100;0.0200;0.0300;0.0500;0.0800;0.4500;0.6500;0.8500,,0.0031226965074845,0.5835318642854476,0.0031226965074845,0.8312676284609908,-0.0546169030303393,-0.0632855148205009,14.635979426645674,0.0011457988737791,0.6940100893432362,0.0,0.1357421875,2.712518645117019,5.171532984253993,14.351640776787645,20.39731509484448,0.054215494791666666,0.04638671875,1,-1.2336293524785167,1.026170230700599
40,observed_pass_0p85,8,0.0100;0.0200;0.0300;0.0500;0.0800;0.4500;0.6500;0.8500,,0.0007192402452124,0.7179378476599481,0.0007192402452124,0.7555577922205509,-0.0497069808392893,-0.0618167136306742,13.759481252921091,0.0006508553999458,0.6962848678602953,0.0,0.12451171875,4.3040135272258055,5.613155635804344,13.784489967149739,20.535563534200772,0.046793619791666664,0.0439453125,1,-1.6326693691056708,-0.16942390452770761
41,observed_pass_0p85,8,0.0100;0.0200;0.0300;0.0500;0.0800;0.4500;0.6500;0.8500,,0.0009565618670381,0.6624863111606388,0.0004802434556782,0.837171280519386,-0.0508110332493593,-0.0623158750563737,13.599110827842816,0.0019575157801477,0.6778126450182225,0.0,0.13525390625,1.5776099752381267,4.805994640158711,13.319109676926157,19.882443092865646,0.050341796875,0.0478515625,1,-0.009307317363309787,0.7290430365673397
