unit_index,beta,dataset_id,ref_id,radius,n_samples,python_elapsed_seconds,julia_elapsed_seconds,python_units_per_s,julia_units_per_s,julia_speedup_vs_python,python_smc_completed,julia_smc_completed
0,0.05,0,0,0.01,128,1.6912722000124631,11.273143000013079,0.5912708788050977,0.08870640601284308,0.1500266784525399,True,True
1,0.05,0,0,0.5,128,0.5103392000019085,11.27488060000178,1.9594810667028133,0.08869273524722224,0.04526337955204846,True,True
2,0.05,0,0,2.5,128,0.9919398999918485,11.490559400001075,1.0081255931011726,0.08702796488741066,0.08632651078691223,True,True
3,0.05,0,1,0.01,128,0.35711219999939203,11.227394000001368,2.800240372638354,0.08906786383375145,0.031807220802917265,True,True
4,0.05,0,1,0.5,128,0.4866134000039892,11.43022560000827,2.0550194466321767,0.08748733708276733,0.0425725105551405,True,True
5,0.05,0,1,2.5,128,1.1262814999936381,11.764869399994495,0.8878774977708934,0.08499881860146002,0.09573259691213955,True,True
