metric,python,julia,diff,abs_diff,unit_index,beta,dataset_id,ref_id,radius,n_samples
ce_ref,0.0021289364216490426,0.0021289364216490222,-2.0383000842727483e-17,2.0383000842727483e-17,0,0.05,0,0,0.01,128
err_ref,0.0,0.0,0.0,0.0,0,0.05,0,0,0.01,128
theta_ref_norm,141.42725380764557,141.42725380764557,0.0,0.0,0,0.05,0,0,0.01,128
theta_ref_norm_sq,20001.668119572198,20001.668119572198,0.0,0.0,0,0.05,0,0,0.01,128
kappa,0.028034267635685468,0.028034267635685468,0.0,0.0,0,0.05,0,0,0.01,128
log_prefactor,-4.9845595253070875e-05,-4.9845595253070875e-05,0.0,0.0,0,0.05,0,0,0.01,128
reference_prior_log_weight,-3.9296008093462076,-3.9296008093462076,0.0,0.0,0,0.05,0,0,0.01,128
logZ_inf,-0.006772856142803605,-0.006424814653981656,0.0003480414888219485,0.0003480414888219485,0,0.05,0,0,0.01,128
logZ_inf_full,-3.936373665489011,-3.936025624000189,0.0003480414888219485,0.0003480414888219485,0,0.05,0,0,0.01,128
ess_frac,0.9999804628676474,0.9999832983670986,2.835499451236956e-06,2.835499451236956e-06,0,0.05,0,0,0.01,128
weighted_ce,0.006813153509703863,0.006464745860020263,-0.0003484076496835997,0.0003484076496835997,0,0.05,0,0,0.01,128
weighted_error,0.002207679000251021,0.002192251929025264,-1.5427071225757212e-05,1.5427071225757212e-05,0,0.05,0,0,0.01,128
weighted_h,0.0879633325613304,0.08470573824011907,-0.003257594321211338,0.003257594321211338,0,0.05,0,0,0.01,128
dlogZ_inf_dr,-1.511715515637966,-1.4122320538058535,0.09948346183211254,0.09948346183211254,0,0.05,0,0,0.01,128
ce_ref,0.0021289364216490426,0.0021289364216490222,-2.0383000842727483e-17,2.0383000842727483e-17,1,0.05,0,0,0.5,128
err_ref,0.0,0.0,0.0,0.0,1,0.05,0,0,0.5,128
theta_ref_norm,141.42725380764557,141.42725380764557,0.0,0.0,1,0.05,0,0,0.5,128
theta_ref_norm_sq,20001.668119572198,20001.668119572198,0.0,0.0,1,0.05,0,0,0.5,128
kappa,1.4017133817842733,1.4017133817842733,0.0,0.0,1,0.05,0,0,0.5,128
log_prefactor,-0.12461398813267718,-0.12461398813267718,0.0,0.0,1,0.05,0,0,0.5,128
reference_prior_log_weight,-3.9296008093462076,-3.9296008093462076,0.0,0.0,1,0.05,0,0,0.5,128
logZ_inf,-8.194047903367496,-8.171097328866232,0.022950574501264143,0.022950574501264143,1,0.05,0,0,0.5,128
logZ_inf_full,-12.123648712713702,-12.10069813821244,0.022950574501262366,0.022950574501262366,1,0.05,0,0,0.5,128
ess_frac,0.9999999999999998,0.9999999999999998,0.0,0.0,1,0.05,0,0,0.5,128
weighted_ce,7.731879345645919,7.567188789946339,-0.1646905556995799,0.1646905556995799,1,0.05,0,0,0.5,128
weighted_error,0.39080810546875006,0.3856048583984376,-0.0052032470703124445,0.0052032470703124445,1,0.05,0,0,0.5,128
weighted_h,3.9275413693214607,3.8849018544936738,-0.04263951482778694,0.04263951482778694,1,0.05,0,0,0.5,128
dlogZ_inf_dr,-12.9632754696338,-13.40794394631777,-0.4446684766839706,0.4446684766839706,1,0.05,0,0,0.5,128
ce_ref,0.0021289364216490426,0.0021289364216490222,-2.0383000842727483e-17,2.0383000842727483e-17,2,0.05,0,0,2.5,128
err_ref,0.0,0.0,0.0,0.0,2,0.05,0,0,2.5,128
theta_ref_norm,141.42725380764557,141.42725380764557,0.0,0.0,2,0.05,0,0,2.5,128
theta_ref_norm_sq,20001.668119572198,20001.668119572198,0.0,0.0,2,0.05,0,0,2.5,128
kappa,7.008566908921366,7.008566908921366,0.0,0.0,2,0.05,0,0,2.5,128
log_prefactor,-3.1153497033169297,-3.1153497033169297,0.0,0.0,2,0.05,0,0,2.5,128
reference_prior_log_weight,-3.9296008093462076,-3.9296008093462076,0.0,0.0,2,0.05,0,0,2.5,128
logZ_inf,-19.88438633059949,-20.76588774577415,-0.881501415174661,0.881501415174661,2,0.05,0,0,2.5,128
logZ_inf_full,-23.8139871399457,-24.69548855512036,-0.881501415174661,0.881501415174661,2,0.05,0,0,2.5,128
ess_frac,0.9903061195777096,0.8681447540130102,-0.12216136556469948,0.12216136556469948,2,0.05,0,0,2.5,128
weighted_ce,13.696267328174397,15.138128963458598,1.4418616352842015,1.4418616352842015,2,0.05,0,0,2.5,128
weighted_error,0.479320507161129,0.4802270447323739,0.0009065375712448698,0.0009065375712448698,2,0.05,0,0,2.5,128
weighted_h,5.214422617563165,5.4928976309567386,0.2784750133935736,0.2784750133935736,2,0.05,0,0,2.5,128
dlogZ_inf_dr,-3.8207742948589374,-4.671949569477056,-0.8511752746181189,0.8511752746181189,2,0.05,0,0,2.5,128
ce_ref,0.0027099749849355207,0.002709974984935548,2.7321894746634712e-17,2.7321894746634712e-17,3,0.05,0,1,0.01,128
err_ref,0.0,0.0,0.0,0.0,3,0.05,0,1,0.01,128
theta_ref_norm,205.58108694083808,205.5810869408381,2.842170943040401e-14,2.842170943040401e-14,3,0.05,0,1,0.01,128
theta_ref_norm_sq,42263.583307776425,42263.58330777643,7.275957614183426e-12,7.275957614183426e-12,3,0.05,0,1,0.01,128
kappa,0.040751093279186704,0.040751093279186704,0.0,0.0,3,0.05,0,1,0.01,128
log_prefactor,-4.9673742317593526e-05,-4.9673742317593526e-05,0.0,0.0,3,0.05,0,1,0.01,128
reference_prior_log_weight,-8.303258017244877,-8.303258017244879,-1.7763568394002505e-15,1.7763568394002505e-15,3,0.05,0,1,0.01,128
logZ_inf,-0.005997265644490349,-0.006375751280605216,-0.00037848563611486696,0.00037848563611486696,3,0.05,0,1,0.01,128
