beta,cell_id,dataset_tag,dataset_id,ref_id,radius,H,logZ_H,logZ_H_full,R_H,gate_count,ess_H
0.05,cell_beta_0p05_p_0p00,dataset_000_seed_001234,0,0,0.01,1.0,-0.006167663297567525,,1.0,1024,1023.9840687238377
0.05,cell_beta_0p05_p_0p00,dataset_000_seed_001234,0,0,0.01,2.0,-0.006167663297567525,,1.0,1024,1023.9840687238377
0.05,cell_beta_0p05_p_0p00,dataset_000_seed_001234,0,0,0.01,4.0,-0.006167663297567525,,1.0,1024,1023.9840687238377
0.05,cell_beta_0p05_p_0p00,dataset_000_seed_001234,0,0,0.01,6.0,-0.006167663297567525,,1.0,1024,1023.9840687238377
0.05,cell_beta_0p05_p_0p00,dataset_000_seed_001234,0,0,0.01,8.0,-0.006167663297567525,,1.0,1024,1023.9840687238377
0.05,cell_beta_0p05_p_0p00,dataset_000_seed_001234,0,0,0.01,inf,-0.006167663297567525,-3.935768472643775,1.0,1024,1023.9840687238377
