cell_id,series,beta_ising,rewire_p,scale,n_datasets,C_s_mean,C_s_std,rho_s_mean,rho_s_std
cell_beta_0p05_p_0p00,beta,0.05,0.0,0.5,10,0.46328896399294994,0.017503723546310315,0.07342207201410005,0.03500744709262061
cell_beta_0p05_p_0p00,beta,0.05,0.0,1.0,10,0.4648068050467392,0.014019906444182438,0.07038638990652166,0.028039812888364882
cell_beta_0p05_p_0p00,beta,0.05,0.0,2.0,10,0.4654972041023283,0.013641826207052414,0.06900559179534346,0.02728365241410482
cell_beta_0p05_p_0p00,beta,0.05,0.0,4.0,10,0.46570491292990013,0.013611474178625944,0.06859017414019973,0.027222948357251895
cell_beta_0p06_p_0p00,beta,0.06,0.0,0.5,10,0.4661901233358572,0.013601678175669013,0.06761975332828571,0.027203356351338026
cell_beta_0p06_p_0p00,beta,0.06,0.0,1.0,10,0.467027262114765,0.01228830471451433,0.06594547577047014,0.02457660942902865
cell_beta_0p06_p_0p00,beta,0.06,0.0,2.0,10,0.46727282245416324,0.01301209943920847,0.06545435509167356,0.026024198878416956
cell_beta_0p06_p_0p00,beta,0.06,0.0,4.0,10,0.4673602935398867,0.013303409064884331,0.06527941292022668,0.026606818129768648
cell_beta_0p07_p_0p00,beta,0.07,0.0,0.5,10,0.45581455980389063,0.023833034640223915,0.08837088039221877,0.04766606928044782
cell_beta_0p07_p_0p00,beta,0.07,0.0,1.0,10,0.45477226868211734,0.021673060708814012,0.09045546263576518,0.04334612141762802
cell_beta_0p07_p_0p00,beta,0.07,0.0,2.0,10,0.45428020744462405,0.02099152039880269,0.09143958511075187,0.04198304079760538
cell_beta_0p07_p_0p00,beta,0.07,0.0,4.0,10,0.4541686649050427,0.02080480757986132,0.09166267018991459,0.04160961515972262
cell_beta_0p08_p_0p00,beta,0.08,0.0,0.5,10,0.431486490901993,0.018505772333308957,0.13702701819601412,0.03701154466661792
cell_beta_0p08_p_0p00,beta,0.08,0.0,1.0,10,0.4366092529373534,0.01671352943513076,0.12678149412529313,0.033427058870261525
cell_beta_0p08_p_0p00,beta,0.08,0.0,2.0,10,0.438095010112018,0.016137983967964106,0.12380997977596404,0.0322759679359282
cell_beta_0p08_p_0p00,beta,0.08,0.0,4.0,10,0.43844636471400233,0.016002843809181,0.1231072705719953,0.03200568761836201
cell_beta_0p09_p_0p00,beta,0.09,0.0,0.5,10,0.409072999429198,0.01831512155678364,0.181854001141604,0.036630243113567273
cell_beta_0p09_p_0p00,beta,0.09,0.0,1.0,10,0.41325054910717407,0.01804613166466586,0.17349890178565175,0.03609226332933173
cell_beta_0p09_p_0p00,beta,0.09,0.0,2.0,10,0.4145717250394073,0.018445294827840145,0.17085654992118543,0.03689058965568028
cell_beta_0p09_p_0p00,beta,0.09,0.0,4.0,10,0.41492213196177924,0.018596286113851737,0.1701557360764415,0.03719257222770347
cell_beta_0p10_p_0p00,beta,0.1,0.0,0.5,10,0.3840606365073287,0.024287215171527203,0.23187872698534254,0.04857443034305441
cell_beta_0p10_p_0p00,beta,0.1,0.0,1.0,10,0.3932876153790239,0.021517276690699038,0.21342476924195228,0.04303455338139808
cell_beta_0p10_p_0p00,beta,0.1,0.0,2.0,10,0.39702342616772424,0.021219717921884512,0.2059531476645517,0.042439435843769024
cell_beta_0p10_p_0p00,beta,0.1,0.0,4.0,10,0.3980665963141326,0.0212329356917968,0.20386680737173482,0.0424658713835936
cell_beta_0p11_p_0p00,beta,0.11,0.0,0.5,10,0.37566261692701436,0.027224793132048668,0.2486747661459713,0.05444958626409734
cell_beta_0p11_p_0p00,beta,0.11,0.0,1.0,10,0.3830319599848363,0.02482928941356545,0.23393608003032748,0.04965857882713089
cell_beta_0p11_p_0p00,beta,0.11,0.0,2.0,10,0.3858815944550606,0.024629669044600292,0.22823681108987875,0.04925933808920057
cell_beta_0p11_p_0p00,beta,0.11,0.0,4.0,10,0.38667661522771224,0.02463334078084528,0.22664676954457552,0.04926668156169057
cell_beta_0p12_p_0p00,beta,0.12,0.0,0.5,10,0.3616918218876006,0.020093815262693812,0.27661635622479885,0.0401876305253876
cell_beta_0p12_p_0p00,beta,0.12,0.0,1.0,10,0.3689940166725292,0.02118325679319225,0.26201196665494153,0.04236651358638449
cell_beta_0p12_p_0p00,beta,0.12,0.0,2.0,10,0.3714055929610202,0.02201428015545942,0.2571888140779596,0.04402856031091884
cell_beta_0p12_p_0p00,beta,0.12,0.0,4.0,10,0.37203313862876086,0.02229272656104081,0.2559337227424783,0.04458545312208165
cell_beta_0p13_p_0p00,beta,0.13,0.0,0.5,10,0.3363499849417822,0.025374904588689882,0.3273000301164356,0.05074980917737976
cell_beta_0p13_p_0p00,beta,0.13,0.0,1.0,10,0.34791233630106466,0.022811753801959333,0.30417532739787057,0.04562350760391867
cell_beta_0p13_p_0p00,beta,0.13,0.0,2.0,10,0.3529392124021255,0.021321901835399962,0.294121575195749,0.04264380367079992
cell_beta_0p13_p_0p00,beta,0.13,0.0,4.0,10,0.35440168625073665,0.020847442328353026,0.2911966274985267,0.04169488465670606
cell_beta_0p14_p_0p00,beta,0.14,0.0,0.5,10,0.31208481337553523,0.01890044815340786,0.37583037324892954,0.03780089630681572
cell_beta_0p14_p_0p00,beta,0.14,0.0,1.0,10,0.31868934008270755,0.016312081703406003,0.36262131983458484,0.032624163406812026
cell_beta_0p14_p_0p00,beta,0.14,0.0,2.0,10,0.3217947096534995,0.016320583475414333,0.3564105806930009,0.032641166950828644
cell_beta_0p14_p_0p00,beta,0.14,0.0,4.0,10,0.32272836086609813,0.016479224370321576,0.3545432782678038,0.03295844874064316
cell_beta_0p15_p_0p00,beta,0.15,0.0,0.5,10,0.2800194059126271,0.02625913401341392,0.43996118817474594,0.052518268026827825
cell_beta_0p15_p_0p00,beta,0.15,0.0,1.0,10,0.2913225633524241,0.02521523924275851,0.41735487329515186,0.05043047848551701
cell_beta_0p15_p_0p00,beta,0.15,0.0,2.0,10,0.2958619630185217,0.025330147519951263,0.4082760739629566,0.05066029503990253
cell_beta_0p15_p_0p00,beta,0.15,0.0,4.0,10,0.2971389201809348,0.025399902774479958,0.40572215963813035,0.05079980554895991
cell_beta_0p16_p_0p00,beta,0.16,0.0,0.5,10,0.2562444988662834,0.025836049343401127,0.48751100226743327,0.05167209868680226
cell_beta_0p16_p_0p00,beta,0.16,0.0,1.0,10,0.2660611529521793,0.02492173417143365,0.4678776940956414,0.04984346834286729
cell_beta_0p16_p_0p00,beta,0.16,0.0,2.0,10,0.2699224407104749,0.025388085117826677,0.4601551185790503,0.05077617023565336
cell_beta_0p16_p_0p00,beta,0.16,0.0,4.0,10,0.27101240866625576,0.025620980970996774,0.45797518266748866,0.051241961941993555
cell_beta_0p17_p_0p00,beta,0.17,0.0,0.5,10,0.20728297674234897,0.03193673272413885,0.5854340465153021,0.0638734654482777
cell_beta_0p17_p_0p00,beta,0.17,0.0,1.0,10,0.2182617405717621,0.028782487928631795,0.5634765188564759,0.05756497585726359
cell_beta_0p17_p_0p00,beta,0.17,0.0,2.0,10,0.22328054460305347,0.028738144650735722,0.5534389107938931,0.057476289301471445
cell_beta_0p17_p_0p00,beta,0.17,0.0,4.0,10,0.22474805087477967,0.028840836695862654,0.5505038982504407,0.05768167339172531
cell_beta_0p18_p_0p00,beta,0.18,0.0,0.5,10,0.19557396456634754,0.023257337203556362,0.608852070867305,0.046514674407112724
cell_beta_0p18_p_0p00,beta,0.18,0.0,1.0,10,0.20878193864350073,0.026060952477841442,0.5824361227129986,0.052121904955682884
cell_beta_0p18_p_0p00,beta,0.18,0.0,2.0,10,0.21433795367103886,0.02693018610847005,0.5713240926579223,0.0538603722169401
cell_beta_0p18_p_0p00,beta,0.18,0.0,4.0,10,0.2159051485206532,0.027136778659963792,0.5681897029586935,0.05427355731992757
cell_beta_0p19_p_0p00,beta,0.19,0.0,0.5,10,0.15510004903765226,0.02287733589514206,0.6897999019246954,0.04575467179028413
cell_beta_0p19_p_0p00,beta,0.19,0.0,1.0,10,0.17100632877023197,0.024897884814864633,0.6579873424595359,0.04979576962972927
cell_beta_0p19_p_0p00,beta,0.19,0.0,2.0,10,0.17752921494068835,0.025525477983781117,0.6449415701186234,0.051050955967562234
cell_beta_0p19_p_0p00,beta,0.19,0.0,4.0,10,0.17945055914005376,0.02573026723697843,0.6410988817198924,0.05146053447395686
cell_beta_0p20_p_0p00,beta,0.2,0.0,0.5,10,0.1397355602087523,0.023334289860363996,0.7205288795824953,0.04666857972072798
cell_beta_0p20_p_0p00,beta,0.2,0.0,1.0,10,0.15483478309621584,0.022242631275001867,0.6903304338075683,0.044485262550003735
cell_beta_0p20_p_0p00,beta,0.2,0.0,2.0,10,0.16091288134633713,0.022806896713318273,0.6781742373073257,0.045613793426636545
cell_beta_0p20_p_0p00,beta,0.2,0.0,4.0,10,0.16260008445185933,0.023057507727188214,0.6747998310962813,0.04611501545437643
cell_beta_0p21_p_0p00,beta,0.21,0.0,0.5,10,0.1159476813789134,0.015495692464554315,0.7681046372421731,0.030991384929108638
cell_beta_0p21_p_0p00,beta,0.21,0.0,1.0,10,0.12625186872119362,0.013178843196915554,0.7474962625576127,0.02635768639383111
cell_beta_0p21_p_0p00,beta,0.21,0.0,2.0,10,0.13103344836237785,0.012729986397328431,0.7379331032752443,0.025459972794656862
cell_beta_0p21_p_0p00,beta,0.21,0.0,4.0,10,0.13245035055039125,0.012639692405680261,0.7350992988992175,0.025279384811360526
cell_beta_0p22_p_0p00,beta,0.22,0.0,0.5,10,0.09882119409236856,0.013796678340668741,0.8023576118152629,0.027593356681337482
cell_beta_0p22_p_0p00,beta,0.22,0.0,1.0,10,0.10709589804830036,0.012256762336066434,0.7858082039033992,0.02451352467213287
cell_beta_0p22_p_0p00,beta,0.22,0.0,2.0,10,0.11097740014188151,0.012729792150862238,0.778045199716237,0.025459584301724476
cell_beta_0p22_p_0p00,beta,0.22,0.0,4.0,10,0.11212212863507691,0.012961026496143157,0.7757557427298462,0.025922052992286313
cell_beta_0p23_p_0p00,beta,0.23,0.0,0.5,10,0.0786943461098937,0.015702125420610724,0.8426113077802126,0.03140425084122145
cell_beta_0p23_p_0p00,beta,0.23,0.0,1.0,10,0.08625533709104893,0.017187968090481235,0.8274893258179021,0.03437593618096247
cell_beta_0p23_p_0p00,beta,0.23,0.0,2.0,10,0.08975821693428702,0.018364497452987037,0.8204835661314259,0.036728994905974074
cell_beta_0p23_p_0p00,beta,0.23,0.0,4.0,10,0.09080672046021457,0.01876557490610453,0.8183865590795708,0.03753114981220906
cell_beta_0p24_p_0p00,beta,0.24,0.0,0.5,10,0.0851440134271488,0.02275591090000589,0.8297119731457023,0.04551182180001179
cell_beta_0p24_p_0p00,beta,0.24,0.0,1.0,10,0.0915266491434562,0.022180241785635855,0.8169467017130876,0.04436048357127171
cell_beta_0p24_p_0p00,beta,0.24,0.0,2.0,10,0.09465601166755125,0.021844540596239446,0.8106879766648974,0.04368908119247889
cell_beta_0p24_p_0p00,beta,0.24,0.0,4.0,10,0.09561315270899562,0.021789837620602208,0.8087736945820087,0.043579675241204416
cell_beta_0p25_p_0p00,beta,0.25,0.0,0.5,10,0.05712171263668553,0.028813218673719016,0.8857565747266289,0.05762643734743803
cell_beta_0p25_p_0p00,beta,0.25,0.0,1.0,10,0.06690730560365273,0.024898023993640484,0.8661853887926945,0.04979604798728097
cell_beta_0p25_p_0p00,beta,0.25,0.0,2.0,10,0.0707630265114724,0.023558071400184906,0.8584739469770553,0.04711614280036981
cell_beta_0p25_p_0p00,beta,0.25,0.0,4.0,10,0.07186155068983772,0.023240518285057975,0.8562768986203245,0.04648103657011595
cell_beta_0p26_p_0p00,beta,0.26,0.0,0.5,10,0.05341363132874257,0.016850290744320238,0.8931727373425149,0.03370058148864048
cell_beta_0p26_p_0p00,beta,0.26,0.0,1.0,10,0.0607756916846911,0.015308866098453444,0.8784486166306177,0.030617732196906892
cell_beta_0p26_p_0p00,beta,0.26,0.0,2.0,10,0.06414861965081253,0.014915082945812867,0.8717027606983748,0.029830165891625734
cell_beta_0p26_p_0p00,beta,0.26,0.0,4.0,10,0.06512905083386364,0.014821425954207507,0.8697418983322727,0.029642851908415018
cell_beta_0p27_p_0p00,beta,0.27,0.0,0.5,10,0.053597344516025006,0.014285241105514851,0.8928053109679499,0.028570482211029702
cell_beta_0p27_p_0p00,beta,0.27,0.0,1.0,10,0.06193027373209583,0.016359703712909297,0.8761394525358084,0.032719407425818595
cell_beta_0p27_p_0p00,beta,0.27,0.0,2.0,10,0.06520618309707768,0.017448889307972417,0.8695876338058447,0.034897778615944834
cell_beta_0p27_p_0p00,beta,0.27,0.0,4.0,10,0.06611161490425681,0.017794698506612996,0.8677767701914864,0.03558939701322599
cell_beta_0p28_p_0p00,beta,0.28,0.0,0.5,10,0.051914384273310035,0.008613759168584242,0.8961712314533798,0.017227518337168485
cell_beta_0p28_p_0p00,beta,0.28,0.0,1.0,10,0.0603367874514802,0.008283746165017262,0.8793264250970395,0.016567492330034524
cell_beta_0p28_p_0p00,beta,0.28,0.0,2.0,10,0.0636041143381462,0.008970296388205515,0.8727917713237077,0.01794059277641103
cell_beta_0p28_p_0p00,beta,0.28,0.0,4.0,10,0.064521640451095,0.009209846231526415,0.87095671909781,0.018419692463052827
cell_beta_0p29_p_0p00,beta,0.29,0.0,0.5,10,0.04700901212156618,0.009692111878164681,0.9059819757568677,0.019384223756329363
cell_beta_0p29_p_0p00,beta,0.29,0.0,1.0,10,0.052941233210247865,0.009390234708507049,0.8941175335795043,0.018780469417014098
cell_beta_0p29_p_0p00,beta,0.29,0.0,2.0,10,0.05532616399837302,0.009080185032696097,0.8893476720032538,0.018160370065392194
cell_beta_0p29_p_0p00,beta,0.29,0.0,4.0,10,0.05598973242773857,0.008989144699187686,0.8880205351445228,0.017978289398375372
cell_beta_0p30_p_0p00,beta,0.3,0.0,0.5,10,0.0367642914882627,0.010146357296027416,0.9264714170234745,0.020292714592054832
cell_beta_0p30_p_0p00,beta,0.3,0.0,1.0,10,0.0447643093731832,0.010554529758692721,0.9104713812536336,0.021109059517385443
cell_beta_0p30_p_0p00,beta,0.3,0.0,2.0,10,0.048114195033636446,0.010890203693646235,0.903771609932727,0.021780407387292474
cell_beta_0p30_p_0p00,beta,0.3,0.0,4.0,10,0.04909725040347579,0.01101301763749249,0.9018054991930485,0.022026035274984982
cell_beta_0p31_p_0p00,beta,0.31,0.0,0.5,10,0.04295802231526722,0.00904911681284016,0.9140839553694654,0.01809823362568032
cell_beta_0p31_p_0p00,beta,0.31,0.0,1.0,10,0.052713574064128334,0.00962076814299999,0.8945728518717433,0.01924153628599998
cell_beta_0p31_p_0p00,beta,0.31,0.0,2.0,10,0.05638990321393848,0.010139255024115465,0.8872201935721231,0.02027851004823093
cell_beta_0p31_p_0p00,beta,0.31,0.0,4.0,10,0.057385194084540535,0.010288889828805813,0.8852296118309191,0.020577779657611626
cell_beta_0p32_p_0p00,beta,0.32,0.0,0.5,10,0.03748545824538348,0.012459821998142882,0.9250290835092331,0.024919643996285764
cell_beta_0p32_p_0p00,beta,0.32,0.0,1.0,10,0.04717831075645052,0.01337986990186349,0.9056433784870987,0.02675973980372698
cell_beta_0p32_p_0p00,beta,0.32,0.0,2.0,10,0.05123577576135572,0.013607733303323226,0.8975284484772885,0.027215466606646452
cell_beta_0p32_p_0p00,beta,0.32,0.0,4.0,10,0.05238923708732921,0.013660964735038292,0.8952215258253415,0.027321929470076584
cell_beta_0p33_p_0p00,beta,0.33,0.0,0.5,10,0.03619432266779113,0.01013826743756022,0.9276113546644178,0.02027653487512044
cell_beta_0p33_p_0p00,beta,0.33,0.0,1.0,10,0.046893614483729855,0.011534564756829908,0.9062127710325403,0.023069129513659817
cell_beta_0p33_p_0p00,beta,0.33,0.0,2.0,10,0.05073488532407844,0.012014314675630385,0.8985302293518431,0.02402862935126077
cell_beta_0p33_p_0p00,beta,0.33,0.0,4.0,10,0.051787469934988374,0.012148460182355414,0.8964250601300232,0.024296920364710827
cell_beta_0p34_p_0p00,beta,0.34,0.0,0.5,10,0.03301791036219756,0.006036304119189236,0.9339641792756049,0.012072608238378472
cell_beta_0p34_p_0p00,beta,0.34,0.0,1.0,10,0.043287080786249266,0.0058959053375505265,0.9134258384275016,0.011791810675101053
cell_beta_0p34_p_0p00,beta,0.34,0.0,2.0,10,0.04754326972998317,0.006299216602459898,0.9049134605400336,0.012598433204919797
cell_beta_0p34_p_0p00,beta,0.34,0.0,4.0,10,0.048755313474189585,0.006503355155367308,0.902489373051621,0.013006710310734616
cell_beta_0p35_p_0p00,beta,0.35,0.0,0.5,10,0.035178857672159794,0.007670499122515823,0.9296422846556803,0.015340998245031648
cell_beta_0p35_p_0p00,beta,0.35,0.0,1.0,10,0.04501768039074358,0.007987280961431989,0.9099646392185129,0.015974561922863978
cell_beta_0p35_p_0p00,beta,0.35,0.0,2.0,10,0.04857298204755242,0.009115940983846816,0.902854035904895,0.018231881967693632
cell_beta_0p35_p_0p00,beta,0.35,0.0,4.0,10,0.0495411931072814,0.009505158603977869,0.9009176137854371,0.019010317207955738
cell_beta_0p36_p_0p00,beta,0.36,0.0,0.5,10,0.03035627317436872,0.008386961361852963,0.9392874536512625,0.016773922723705925
cell_beta_0p36_p_0p00,beta,0.36,0.0,1.0,10,0.041317909710109624,0.007904554851259422,0.9173641805797808,0.015809109702518843
cell_beta_0p36_p_0p00,beta,0.36,0.0,2.0,10,0.04555905692971266,0.00798468864820303,0.9088818861405746,0.015969377296406056
cell_beta_0p36_p_0p00,beta,0.36,0.0,4.0,10,0.046718367887498065,0.008065960685037513,0.9065632642250039,0.016131921370075023
cell_beta_0p37_p_0p00,beta,0.37,0.0,0.5,10,0.036665043833114426,0.007553965640656393,0.9266699123337713,0.015107931281312785
cell_beta_0p37_p_0p00,beta,0.37,0.0,1.0,10,0.05072919849387646,0.009049540593261376,0.8985416030122471,0.01809908118652275
cell_beta_0p37_p_0p00,beta,0.37,0.0,2.0,10,0.05601455104116911,0.009605481205727,0.8879708979176618,0.019210962411454
cell_beta_0p37_p_0p00,beta,0.37,0.0,4.0,10,0.05745294683881215,0.009773379708426913,0.8850941063223757,0.019546759416853826
cell_beta_0p38_p_0p00,beta,0.38,0.0,0.5,10,0.027708089202358115,0.005331345932001015,0.9445838215952838,0.01066269186400203
cell_beta_0p38_p_0p00,beta,0.38,0.0,1.0,10,0.04034732798307529,0.006451096412350033,0.9193053440338496,0.012902192824700065
cell_beta_0p38_p_0p00,beta,0.38,0.0,2.0,10,0.044907786537247654,0.007053130114419145,0.9101844269255046,0.01410626022883829
cell_beta_0p38_p_0p00,beta,0.38,0.0,4.0,10,0.04615157183362091,0.007234648721452397,0.9076968563327581,0.014469297442904795
cell_beta_0p39_p_0p00,beta,0.39,0.0,0.5,10,0.03180709827078672,0.007229677256246431,0.9363858034584265,0.014459354512492861
cell_beta_0p39_p_0p00,beta,0.39,0.0,1.0,10,0.04507472287364083,0.006274320475703081,0.9098505542527183,0.012548640951406162
cell_beta_0p39_p_0p00,beta,0.39,0.0,2.0,10,0.050347606471852505,0.006739796979969919,0.8993047870562949,0.013479593959939837
cell_beta_0p39_p_0p00,beta,0.39,0.0,4.0,10,0.051815265650133877,0.006971310873683411,0.8963694686997321,0.013942621747366822
cell_beta_0p40_p_0p00,beta,0.4,0.0,0.5,10,0.0317983717948621,0.009086818670299826,0.9364032564102758,0.018173637340599652
cell_beta_0p40_p_0p00,beta,0.4,0.0,1.0,10,0.044714641861148,0.01148812387321591,0.910570716277704,0.02297624774643182
cell_beta_0p40_p_0p00,beta,0.4,0.0,2.0,10,0.04963541283758083,0.01245176038571246,0.9007291743248382,0.02490352077142492
cell_beta_0p40_p_0p00,beta,0.4,0.0,4.0,10,0.05097265024817619,0.01272922922405626,0.8980546995036475,0.02545845844811252
