cell_id,series,dataset_id,seed,beta_ising,rewire_p,C,sigma_med,n_edges
cell_beta_0p11_p_0p00,beta,6,607234,0.11,0.0,0.3812966096805221,0.11327739008663913,2154
cell_beta_0p11_p_0p00,beta,7,707234,0.11,0.0,0.3900844159988976,0.11444695138255073,2157
cell_beta_0p11_p_0p00,beta,8,807234,0.11,0.0,0.3935045031060527,0.11515471977607145,2182
cell_beta_0p11_p_0p00,beta,9,907234,0.11,0.0,0.39310066337557525,0.11505433178354606,2167
cell_beta_0p12_p_0p00,beta,0,8234,0.12,0.0,0.3611868108871917,0.11433160464337672,2155
cell_beta_0p12_p_0p00,beta,1,108234,0.12,0.0,0.3763023408067329,0.11568406412974645,2180
cell_beta_0p12_p_0p00,beta,2,208234,0.12,0.0,0.35622709743499475,0.11287298636406753,2167
cell_beta_0p12_p_0p00,beta,3,308234,0.12,0.0,0.345313684238929,0.11310400579656966,2138
cell_beta_0p12_p_0p00,beta,4,408234,0.12,0.0,0.37714353749372875,0.11519304265078034,2166
cell_beta_0p12_p_0p00,beta,5,508234,0.12,0.0,0.39527577117424384,0.11403274581661141,2181
cell_beta_0p12_p_0p00,beta,6,608234,0.12,0.0,0.361802995275998,0.11415282373045821,2162
cell_beta_0p12_p_0p00,beta,7,708234,0.12,0.0,0.3445815049301097,0.11468074300767572,2152
cell_beta_0p12_p_0p00,beta,8,808234,0.12,0.0,0.40903161614422573,0.11422673636836264,2177
cell_beta_0p12_p_0p00,beta,9,908234,0.12,0.0,0.35844606698862275,0.11191117469964781,2136
cell_beta_0p13_p_0p00,beta,0,9234,0.13,0.0,0.3595556681854367,0.11139361930530399,2138
cell_beta_0p13_p_0p00,beta,1,109234,0.13,0.0,0.3290035975253539,0.11393325709619262,2190
cell_beta_0p13_p_0p00,beta,2,209234,0.13,0.0,0.3665209296281743,0.11436785374545869,2162
cell_beta_0p13_p_0p00,beta,3,309234,0.13,0.0,0.3483784048223458,0.11505658116034982,2178
cell_beta_0p13_p_0p00,beta,4,409234,0.13,0.0,0.2963404306201797,0.11467303310514515,2180
cell_beta_0p13_p_0p00,beta,5,509234,0.13,0.0,0.3674353828857322,0.11758546274718684,2203
cell_beta_0p13_p_0p00,beta,6,609234,0.13,0.0,0.3603202337964778,0.1150085952493732,2155
cell_beta_0p13_p_0p00,beta,7,709234,0.13,0.0,0.3339047277694742,0.11963606085970667,2212
cell_beta_0p13_p_0p00,beta,8,809234,0.13,0.0,0.3631283351079514,0.11337880979467704,2169
cell_beta_0p13_p_0p00,beta,9,909234,0.13,0.0,0.35442033939814677,0.11394422998459558,2155
cell_beta_0p14_p_0p00,beta,0,10234,0.14,0.0,0.3310259652722207,0.11516058633904896,2181
cell_beta_0p14_p_0p00,beta,1,110234,0.14,0.0,0.2963171235105572,0.1112808816624791,2129
cell_beta_0p14_p_0p00,beta,2,210234,0.14,0.0,0.3393756805412711,0.11665782463185012,2160
cell_beta_0p14_p_0p00,beta,3,310234,0.14,0.0,0.29729289596705055,0.1119129481850061,2119
cell_beta_0p14_p_0p00,beta,4,410234,0.14,0.0,0.33370213491220163,0.11357718266897261,2153
cell_beta_0p14_p_0p00,beta,5,510234,0.14,0.0,0.30166408006572476,0.11470242072879304,2123
cell_beta_0p14_p_0p00,beta,6,610234,0.14,0.0,0.32704601898120245,0.11317611937875321,2155
cell_beta_0p14_p_0p00,beta,7,710234,0.14,0.0,0.3157489189188628,0.11477783235181063,2147
cell_beta_0p14_p_0p00,beta,8,810234,0.14,0.0,0.312466554209035,0.11265485315553717,2152
cell_beta_0p14_p_0p00,beta,9,910234,0.14,0.0,0.33360368756647474,0.11495964152200515,2148
cell_beta_0p15_p_0p00,beta,0,11234,0.15,0.0,0.2804689927151607,0.11448550063137142,2168
cell_beta_0p15_p_0p00,beta,1,111234,0.15,0.0,0.29413821430631926,0.11232023320830736,2187
cell_beta_0p15_p_0p00,beta,2,211234,0.15,0.0,0.28198429442491024,0.11552678010295286,2175
cell_beta_0p15_p_0p00,beta,3,311234,0.15,0.0,0.2683095168307256,0.11327787938128797,2176
cell_beta_0p15_p_0p00,beta,4,411234,0.15,0.0,0.31123643928439954,0.11538569009158166,2161
cell_beta_0p15_p_0p00,beta,5,511234,0.15,0.0,0.3317431504843362,0.11500849928345305,2196
cell_beta_0p15_p_0p00,beta,6,611234,0.15,0.0,0.2815392442029614,0.11174914452492121,2131
cell_beta_0p15_p_0p00,beta,7,711234,0.15,0.0,0.24669267253291355,0.11491513761984988,2172
cell_beta_0p15_p_0p00,beta,8,811234,0.15,0.0,0.3209716267548429,0.11198373355857977,2126
cell_beta_0p15_p_0p00,beta,9,911234,0.15,0.0,0.2937729796246997,0.1135496862037161,2137
cell_beta_0p16_p_0p00,beta,0,12234,0.16,0.0,0.23918780156424607,0.11511610268008864,2192
cell_beta_0p16_p_0p00,beta,1,112234,0.16,0.0,0.26620780835937274,0.11472462642701291,2164
cell_beta_0p16_p_0p00,beta,2,212234,0.16,0.0,0.280912239197614,0.1134341535346879,2163
cell_beta_0p16_p_0p00,beta,3,312234,0.16,0.0,0.2749729792295153,0.11342267005478227,2177
cell_beta_0p16_p_0p00,beta,4,412234,0.16,0.0,0.21614607636747993,0.11521383643144736,2200
cell_beta_0p16_p_0p00,beta,5,512234,0.16,0.0,0.26163446407640556,0.1141455873278921,2163
cell_beta_0p16_p_0p00,beta,6,612234,0.16,0.0,0.2557919064055931,0.11813804537501425,2189
cell_beta_0p16_p_0p00,beta,7,712234,0.16,0.0,0.2683806943660302,0.11341306524270064,2154
cell_beta_0p16_p_0p00,beta,8,812234,0.16,0.0,0.2969592195022825,0.11374787433014107,2152
cell_beta_0p16_p_0p00,beta,9,912234,0.16,0.0,0.29790806391944374,0.11702380185962774,2200
cell_beta_0p17_p_0p00,beta,0,13234,0.17,0.0,0.168990909653835,0.11808130607717612,2228
cell_beta_0p17_p_0p00,beta,1,113234,0.17,0.0,0.1937870300893628,0.1161614627229825,2154
cell_beta_0p17_p_0p00,beta,2,213234,0.17,0.0,0.222824818555226,0.11230330788247972,2160
cell_beta_0p17_p_0p00,beta,3,313234,0.17,0.0,0.24816837837128997,0.11244568593858627,2161
cell_beta_0p17_p_0p00,beta,4,413234,0.17,0.0,0.20487690998245134,0.11281151872336645,2158
cell_beta_0p17_p_0p00,beta,5,513234,0.17,0.0,0.2616010172758945,0.11624749304574757,2158
cell_beta_0p17_p_0p00,beta,6,613234,0.17,0.0,0.21837514818987902,0.11583608608666542,2175
cell_beta_0p17_p_0p00,beta,7,713234,0.17,0.0,0.18968420031474487,0.11201340634101932,2167
cell_beta_0p17_p_0p00,beta,8,813234,0.17,0.0,0.24633065425600992,0.11252155633314946,2134
cell_beta_0p17_p_0p00,beta,9,913234,0.17,0.0,0.22929421529116717,0.11686955009507184,2168
cell_beta_0p18_p_0p00,beta,0,14234,0.18,0.0,0.19975359587409902,0.1160057278951399,2176
cell_beta_0p18_p_0p00,beta,1,114234,0.18,0.0,0.20624535445325637,0.11424389333592301,2154
cell_beta_0p18_p_0p00,beta,2,214234,0.18,0.0,0.22767620955449785,0.1175170772473191,2189
cell_beta_0p18_p_0p00,beta,3,314234,0.18,0.0,0.19768651009068872,0.11732502586556813,2190
cell_beta_0p18_p_0p00,beta,4,414234,0.18,0.0,0.26395743730001964,0.11659171807028651,2176
cell_beta_0p18_p_0p00,beta,5,514234,0.18,0.0,0.21125028039930194,0.11352043600765499,2159
cell_beta_0p18_p_0p00,beta,6,614234,0.18,0.0,0.1967358526001443,0.11400459740730987,2177
cell_beta_0p18_p_0p00,beta,7,714234,0.18,0.0,0.21202344382141264,0.11162463036724968,2123
cell_beta_0p18_p_0p00,beta,8,814234,0.18,0.0,0.16222557096256068,0.11556911309017315,2157
cell_beta_0p18_p_0p00,beta,9,914234,0.18,0.0,0.20894325844786948,0.11358928932410428,2164
cell_beta_0p19_p_0p00,beta,0,15234,0.19,0.0,0.20105499919953368,0.11369174560250302,2161
cell_beta_0p19_p_0p00,beta,1,115234,0.19,0.0,0.15319070302151094,0.11250195711397198,2162
cell_beta_0p19_p_0p00,beta,2,215234,0.19,0.0,0.15235291056518085,0.11383022792271674,2170
cell_beta_0p19_p_0p00,beta,3,315234,0.19,0.0,0.17970039460181547,0.11622387493420035,2184
cell_beta_0p19_p_0p00,beta,4,415234,0.19,0.0,0.1680072437287028,0.11309656855077523,2157
cell_beta_0p19_p_0p00,beta,5,515234,0.19,0.0,0.18531252459354486,0.1149762581432883,2175
cell_beta_0p19_p_0p00,beta,6,615234,0.19,0.0,0.18264860356166013,0.11388820862063098,2167
cell_beta_0p19_p_0p00,beta,7,715234,0.19,0.0,0.12028267472232237,0.11690909808479823,2205
cell_beta_0p19_p_0p00,beta,8,815234,0.19,0.0,0.20001003287091923,0.11167317353351279,2118
cell_beta_0p19_p_0p00,beta,9,915234,0.19,0.0,0.16515529285637554,0.11345966536563658,2167
cell_beta_0p20_p_0p00,beta,0,16234,0.2,0.0,0.15200447015863544,0.11318155949552738,2129
cell_beta_0p20_p_0p00,beta,1,116234,0.2,0.0,0.14316166262791574,0.1154936579051371,2165
cell_beta_0p20_p_0p00,beta,2,216234,0.2,0.0,0.13496484523602265,0.11386007447351591,2152
cell_beta_0p20_p_0p00,beta,3,316234,0.2,0.0,0.18285778763420996,0.11479185264372917,2148
cell_beta_0p20_p_0p00,beta,4,416234,0.2,0.0,0.1823196227130523,0.11250170203867177,2177
cell_beta_0p20_p_0p00,beta,5,516234,0.2,0.0,0.16119776723167362,0.11519375079265436,2145
cell_beta_0p20_p_0p00,beta,6,616234,0.2,0.0,0.1370796584686681,0.11177519308855012,2150
cell_beta_0p20_p_0p00,beta,7,716234,0.2,0.0,0.14958528053215336,0.11540716451321284,2199
cell_beta_0p20_p_0p00,beta,8,816234,0.2,0.0,0.11900009844570374,0.11469810085252748,2177
cell_beta_0p20_p_0p00,beta,9,916234,0.2,0.0,0.18303707970987676,0.1172771012340126,2178
cell_beta_0p21_p_0p00,beta,0,17234,0.21,0.0,0.14267882263868079,0.1162405780729555,2185
cell_beta_0p21_p_0p00,beta,1,117234,0.21,0.0,0.12104557725476403,0.11638796042741067,2163
cell_beta_0p21_p_0p00,beta,2,217234,0.21,0.0,0.13801918335702895,0.11351952459222779,2121
cell_beta_0p21_p_0p00,beta,3,317234,0.21,0.0,0.1463460831811919,0.11525629560490921,2148
cell_beta_0p21_p_0p00,beta,4,417234,0.21,0.0,0.10750434986590685,0.11260390920275337,2167
cell_beta_0p21_p_0p00,beta,5,517234,0.21,0.0,0.1136195449868866,0.1175459994515516,2196
cell_beta_0p21_p_0p00,beta,6,617234,0.21,0.0,0.1294098166202679,0.11611650507647941,2178
cell_beta_0p21_p_0p00,beta,7,717234,0.21,0.0,0.11280591681114317,0.11602594242639791,2179
cell_beta_0p21_p_0p00,beta,8,817234,0.21,0.0,0.1297108798633153,0.11266645895889045,2173
cell_beta_0p21_p_0p00,beta,9,917234,0.21,0.0,0.12306819795300486,0.1134116716346345,2123
cell_beta_0p22_p_0p00,beta,0,18234,0.22,0.0,0.10093560921077875,0.1149903199116915,2128
cell_beta_0p22_p_0p00,beta,1,118234,0.22,0.0,0.10026608343150827,0.11441027154009856,2166
cell_beta_0p22_p_0p00,beta,2,218234,0.22,0.0,0.09962727059522528,0.11473720244991889,2188
cell_beta_0p22_p_0p00,beta,3,318234,0.22,0.0,0.10422392624697017,0.11681150097728346,2215
cell_beta_0p22_p_0p00,beta,4,418234,0.22,0.0,0.13084020995309348,0.11395301984994646,2136
cell_beta_0p22_p_0p00,beta,5,518234,0.22,0.0,0.10948197026032708,0.11517838400189577,2172
cell_beta_0p22_p_0p00,beta,6,618234,0.22,0.0,0.11207704016708152,0.11769574330170932,2198
cell_beta_0p22_p_0p00,beta,7,718234,0.22,0.0,0.11359490410532871,0.11657640214654524,2143
cell_beta_0p22_p_0p00,beta,8,818234,0.22,0.0,0.08443538223102114,0.11243730143460179,2146
cell_beta_0p22_p_0p00,beta,9,918234,0.22,0.0,0.11705915609273394,0.11146583169334187,2112
cell_beta_0p23_p_0p00,beta,0,19234,0.23,0.0,0.11431437090172976,0.11181316568374122,2145
cell_beta_0p23_p_0p00,beta,1,119234,0.23,0.0,0.0908597731513326,0.11392037763316559,2132
cell_beta_0p23_p_0p00,beta,2,219234,0.23,0.0,0.0987752682340669,0.11642923759943048,2142
cell_beta_0p23_p_0p00,beta,3,319234,0.23,0.0,0.07145715476652725,0.1160085984144684,2152
cell_beta_0p23_p_0p00,beta,4,419234,0.23,0.0,0.08799745223340938,0.11569963084550255,2184
cell_beta_0p23_p_0p00,beta,5,519234,0.23,0.0,0.10070727929561767,0.11425198177993988,2133
cell_beta_0p23_p_0p00,beta,6,619234,0.23,0.0,0.08211598644907747,0.1118257013610594,2182
cell_beta_0p23_p_0p00,beta,7,719234,0.23,0.0,0.07128449797879079,0.11333479727726702,2186
cell_beta_0p23_p_0p00,beta,8,819234,0.23,0.0,0.054714665325456255,0.11529220197951326,2157
cell_beta_0p23_p_0p00,beta,9,919234,0.23,0.0,0.09156010315260245,0.11665769272522031,2188
cell_beta_0p24_p_0p00,beta,0,20234,0.24,0.0,0.10377286622732973,0.11389808958043796,2191
cell_beta_0p24_p_0p00,beta,1,120234,0.24,0.0,0.07082046097653064,0.11704882174645698,2198
cell_beta_0p24_p_0p00,beta,2,220234,0.24,0.0,0.06703631270422071,0.11493923465730528,2145
cell_beta_0p24_p_0p00,beta,3,320234,0.24,0.0,0.08503282555133006,0.11768015835178197,2178
cell_beta_0p24_p_0p00,beta,4,420234,0.24,0.0,0.1243546399427042,0.11402108770175698,2158
cell_beta_0p24_p_0p00,beta,5,520234,0.24,0.0,0.06765038715919577,0.11537351179402905,2202
cell_beta_0p24_p_0p00,beta,6,620234,0.24,0.0,0.1077321717834974,0.11340581949178058,2163
cell_beta_0p24_p_0p00,beta,7,720234,0.24,0.0,0.0689730949349307,0.11719926329980557,2171
cell_beta_0p24_p_0p00,beta,8,820234,0.24,0.0,0.10973158173603745,0.1164003012109206,2181
cell_beta_0p24_p_0p00,beta,9,920234,0.24,0.0,0.11224522635210303,0.1172524246163208,2129
cell_beta_0p25_p_0p00,beta,0,21234,0.25,0.0,0.06996088149514776,0.11480069760845317,2164
cell_beta_0p25_p_0p00,beta,1,121234,0.25,0.0,0.060653765354052674,0.11389207069715222,2143
cell_beta_0p25_p_0p00,beta,2,221234,0.25,0.0,0.0495586482244019,0.1166584665455386,2199
cell_beta_0p25_p_0p00,beta,3,321234,0.25,0.0,0.0389944866443863,0.11299569681226705,2142
cell_beta_0p25_p_0p00,beta,4,421234,0.25,0.0,0.049670896771442985,0.11358099079458485,2155
cell_beta_0p25_p_0p00,beta,5,521234,0.25,0.0,0.06013200376907592,0.11753782423118767,2196
cell_beta_0p25_p_0p00,beta,6,621234,0.25,0.0,0.08761706813148,0.1147598494604395,2165
cell_beta_0p25_p_0p00,beta,7,721234,0.25,0.0,0.07704908420308301,0.11596559589833996,2166
cell_beta_0p25_p_0p00,beta,8,821234,0.25,0.0,0.048748273916338694,0.11380078850910513,2168
cell_beta_0p25_p_0p00,beta,9,921234,0.25,0.0,0.12424888009471176,0.11299462151514067,2157
cell_beta_0p26_p_0p00,beta,0,22234,0.26,0.0,0.057170941837791894,0.11729103191053497,2184
cell_beta_0p26_p_0p00,beta,1,122234,0.26,0.0,0.05475590712341134,0.11476300711838232,2158
cell_beta_0p26_p_0p00,beta,2,222234,0.26,0.0,0.05412236660403509,0.1127328657191109,2155
cell_beta_0p26_p_0p00,beta,3,322234,0.26,0.0,0.06254443694110255,0.11622338141341727,2184
cell_beta_0p26_p_0p00,beta,4,422234,0.26,0.0,0.04052935551530017,0.11427225056235527,2154
cell_beta_0p26_p_0p00,beta,5,522234,0.26,0.0,0.06005127770984996,0.11422147952441894,2146
cell_beta_0p26_p_0p00,beta,6,622234,0.26,0.0,0.08299533410929859,0.11421940042874298,2178
cell_beta_0p26_p_0p00,beta,7,722234,0.26,0.0,0.05541077925160934,0.11519431880492112,2145
cell_beta_0p26_p_0p00,beta,8,822234,0.26,0.0,0.09160061730569405,0.11567071251616187,2188
cell_beta_0p26_p_0p00,beta,9,922234,0.26,0.0,0.049486467347181665,0.11661724911684557,2160
cell_beta_0p27_p_0p00,beta,0,23234,0.27,0.0,0.04165593036470819,0.11615320238320814,2140
cell_beta_0p27_p_0p00,beta,1,123234,0.27,0.0,0.037920895442619146,0.11489009507063003,2208
cell_beta_0p27_p_0p00,beta,2,223234,0.27,0.0,0.05611054510508019,0.11454472638221731,2183
cell_beta_0p27_p_0p00,beta,3,323234,0.27,0.0,0.04895074964333833,0.11438204332572602,2186
cell_beta_0p27_p_0p00,beta,4,423234,0.27,0.0,0.07148449242754686,0.11337769978855136,2167
cell_beta_0p27_p_0p00,beta,5,523234,0.27,0.0,0.08213743476999398,0.11316989503020965,2128
cell_beta_0p27_p_0p00,beta,6,623234,0.27,0.0,0.07121632999718601,0.11455488828653322,2143
cell_beta_0p27_p_0p00,beta,7,723234,0.27,0.0,0.06036016376373886,0.11629085756184565,2179
cell_beta_0p27_p_0p00,beta,8,823234,0.27,0.0,0.0606353761852501,0.11636594644239856,2168
cell_beta_0p27_p_0p00,beta,9,923234,0.27,0.0,0.08664162292417667,0.11390525701855884,2122
cell_beta_0p28_p_0p00,beta,0,24234,0.28,0.0,0.05881938193686195,0.11628999058218065,2149
cell_beta_0p28_p_0p00,beta,1,124234,0.28,0.0,0.06240320245417755,0.11120055821232444,2134
cell_beta_0p28_p_0p00,beta,2,224234,0.28,0.0,0.05476959872008155,0.11351340060622772,2163
cell_beta_0p28_p_0p00,beta,3,324234,0.28,0.0,0.05168620309615926,0.11565744122643963,2177
cell_beta_0p28_p_0p00,beta,4,424234,0.28,0.0,0.051413354183807394,0.11426875366277249,2165
cell_beta_0p28_p_0p00,beta,5,524234,0.28,0.0,0.0717729953512963,0.1162616728784809,2172
cell_beta_0p28_p_0p00,beta,6,624234,0.28,0.0,0.058338425663465684,0.11468200346866493,2163
cell_beta_0p28_p_0p00,beta,7,724234,0.28,0.0,0.051566553808063395,0.11428360641987083,2169
cell_beta_0p28_p_0p00,beta,8,824234,0.28,0.0,0.07414965613497271,0.11601392111380171,2171
cell_beta_0p28_p_0p00,beta,9,924234,0.28,0.0,0.06602294493619276,0.111836613142399,2134
cell_beta_0p29_p_0p00,beta,0,25234,0.29,0.0,0.06723658270979462,0.11561050675551746,2186
cell_beta_0p29_p_0p00,beta,1,125234,0.29,0.0,0.04419258682132479,0.11241938963501732,2163
cell_beta_0p29_p_0p00,beta,2,225234,0.29,0.0,0.0620404787145752,0.11479190334413623,2179
cell_beta_0p29_p_0p00,beta,3,325234,0.29,0.0,0.04313871747683849,0.1152075578215191,2162
cell_beta_0p29_p_0p00,beta,4,425234,0.29,0.0,0.0464330135056403,0.11449934425213815,2179
cell_beta_0p29_p_0p00,beta,5,525234,0.29,0.0,0.057969351993599705,0.11704038671974565,2179
cell_beta_0p29_p_0p00,beta,6,625234,0.29,0.0,0.061982529912518236,0.11563956706204115,2173
cell_beta_0p29_p_0p00,beta,7,725234,0.29,0.0,0.04152152869704963,0.117552809739441,2219
cell_beta_0p29_p_0p00,beta,8,825234,0.29,0.0,0.051967014475488016,0.11219020483538271,2146
cell_beta_0p29_p_0p00,beta,9,925234,0.29,0.0,0.0516835500879851,0.11470547010908357,2172
cell_beta_0p30_p_0p00,beta,0,26234,0.3,0.0,0.0388933568265233,0.11422718097447643,2173
cell_beta_0p30_p_0p00,beta,1,126234,0.3,0.0,0.039077377000935956,0.11449263813209447,2162
cell_beta_0p30_p_0p00,beta,2,226234,0.3,0.0,0.05335615753511826,0.11645371390763737,2159
cell_beta_0p30_p_0p00,beta,3,326234,0.3,0.0,0.05714036972374659,0.11432907622222305,2157
cell_beta_0p30_p_0p00,beta,4,426234,0.3,0.0,0.028957371299281207,0.11733328499254794,2158
cell_beta_0p30_p_0p00,beta,5,526234,0.3,0.0,0.05379762176994203,0.11628957140479701,2146
cell_beta_0p30_p_0p00,beta,6,626234,0.3,0.0,0.048807766911259154,0.11265109950519461,2145
cell_beta_0p30_p_0p00,beta,7,726234,0.3,0.0,0.03682011853868822,0.1083880906820064,2108
cell_beta_0p30_p_0p00,beta,8,826234,0.3,0.0,0.05726470751905115,0.1159320260178647,2162
cell_beta_0p30_p_0p00,beta,9,926234,0.3,0.0,0.0327352686218495,0.11491802675211878,2144
cell_beta_0p31_p_0p00,beta,0,27234,0.31,0.0,0.07529037888704364,0.11394909779523311,2154
cell_beta_0p31_p_0p00,beta,1,127234,0.31,0.0,0.05086776047291282,0.11284341991998384,2151
