cell_id,series,dataset_id,seed,beta_ising,rewire_p,C,sigma_med,n_edges
cell_beta_0p31_p_0p00,beta,2,227234,0.31,0.0,0.04901095156327551,0.1149388231498468,2172
cell_beta_0p31_p_0p00,beta,3,327234,0.31,0.0,0.05166889523366036,0.1125735783274882,2157
cell_beta_0p31_p_0p00,beta,4,427234,0.31,0.0,0.038959116728964654,0.11732544818720379,2150
cell_beta_0p31_p_0p00,beta,5,527234,0.31,0.0,0.05023265380485151,0.11560330778212838,2166
cell_beta_0p31_p_0p00,beta,6,627234,0.31,0.0,0.04512365369499552,0.11546929147376662,2197
cell_beta_0p31_p_0p00,beta,7,727234,0.31,0.0,0.05758383178657479,0.11512975232021125,2154
cell_beta_0p31_p_0p00,beta,8,827234,0.31,0.0,0.05453971652588592,0.1113598340474952,2158
cell_beta_0p31_p_0p00,beta,9,927234,0.31,0.0,0.050339775496521716,0.115205253842434,2204
cell_beta_0p32_p_0p00,beta,0,28234,0.32,0.0,0.06329161624838425,0.11848002606004474,2194
cell_beta_0p32_p_0p00,beta,1,128234,0.32,0.0,0.033737074579079845,0.11802887839215456,2181
cell_beta_0p32_p_0p00,beta,2,228234,0.32,0.0,0.0659909549959307,0.1148226646787838,2204
cell_beta_0p32_p_0p00,beta,3,328234,0.32,0.0,0.049115482193785004,0.1148338493927655,2174
cell_beta_0p32_p_0p00,beta,4,428234,0.32,0.0,0.03528167877809596,0.11476625224369044,2141
cell_beta_0p32_p_0p00,beta,5,528234,0.32,0.0,0.03849435483694265,0.11338247650735568,2166
cell_beta_0p32_p_0p00,beta,6,628234,0.32,0.0,0.0640868176263714,0.11503428579648033,2185
cell_beta_0p32_p_0p00,beta,7,728234,0.32,0.0,0.048096995086450614,0.11647144523681272,2193
cell_beta_0p32_p_0p00,beta,8,828234,0.32,0.0,0.03857539078446931,0.11413301180280631,2168
cell_beta_0p32_p_0p00,beta,9,928234,0.32,0.0,0.03405158949678759,0.11453116244414856,2165
cell_beta_0p33_p_0p00,beta,0,29234,0.33,0.0,0.03498192149739565,0.11797903790296066,2190
cell_beta_0p33_p_0p00,beta,1,129234,0.33,0.0,0.06382597821110839,0.11263726515446804,2158
cell_beta_0p33_p_0p00,beta,2,229234,0.33,0.0,0.032313383808604046,0.11401189905691775,2147
cell_beta_0p33_p_0p00,beta,3,329234,0.33,0.0,0.02873051095278796,0.11486568591394133,2173
cell_beta_0p33_p_0p00,beta,4,429234,0.33,0.0,0.049861426617545834,0.11586819949269789,2153
cell_beta_0p33_p_0p00,beta,5,529234,0.33,0.0,0.05793530942655331,0.11483287298783525,2158
cell_beta_0p33_p_0p00,beta,6,629234,0.33,0.0,0.05066497073210262,0.11858043928748344,2193
cell_beta_0p33_p_0p00,beta,7,729234,0.33,0.0,0.04736453099981161,0.11477077934520348,2184
cell_beta_0p33_p_0p00,beta,8,829234,0.33,0.0,0.04524645621696277,0.11695200829870545,2152
cell_beta_0p33_p_0p00,beta,9,929234,0.33,0.0,0.05310124256359733,0.11559890861927394,2130
cell_beta_0p34_p_0p00,beta,0,30234,0.34,0.0,0.03720850509592738,0.11598114621299445,2177
cell_beta_0p34_p_0p00,beta,1,130234,0.34,0.0,0.05073666501973635,0.11387301757613551,2157
cell_beta_0p34_p_0p00,beta,2,230234,0.34,0.0,0.04653088626891155,0.11589553691832993,2161
cell_beta_0p34_p_0p00,beta,3,330234,0.34,0.0,0.04257434530399455,0.11329104489421826,2151
cell_beta_0p34_p_0p00,beta,4,430234,0.34,0.0,0.04604529024892359,0.11737705341193864,2143
cell_beta_0p34_p_0p00,beta,5,530234,0.34,0.0,0.03389863262117611,0.1143161804038799,2164
cell_beta_0p34_p_0p00,beta,6,630234,0.34,0.0,0.04706538648321676,0.11562098309588492,2182
cell_beta_0p34_p_0p00,beta,7,730234,0.34,0.0,0.04784188166034914,0.1132979892004584,2177
cell_beta_0p34_p_0p00,beta,8,830234,0.34,0.0,0.035178089936658205,0.11444068107511005,2155
cell_beta_0p34_p_0p00,beta,9,930234,0.34,0.0,0.0444292532426553,0.1133974783777663,2115
cell_beta_0p35_p_0p00,beta,0,31234,0.35,0.0,0.054078164377525745,0.11335438977887713,2142
cell_beta_0p35_p_0p00,beta,1,131234,0.35,0.0,0.04032341199849346,0.11408228082719295,2169
cell_beta_0p35_p_0p00,beta,2,231234,0.35,0.0,0.04443345421795955,0.11574031000596964,2156
cell_beta_0p35_p_0p00,beta,3,331234,0.35,0.0,0.03971320409977554,0.1153102932293964,2179
cell_beta_0p35_p_0p00,beta,4,431234,0.35,0.0,0.05220854537643786,0.11455565238172442,2166
cell_beta_0p35_p_0p00,beta,5,531234,0.35,0.0,0.052392781050181345,0.11365640836487588,2181
cell_beta_0p35_p_0p00,beta,6,631234,0.35,0.0,0.04742757841960572,0.11478566629912151,2181
cell_beta_0p35_p_0p00,beta,7,731234,0.35,0.0,0.026172095599331188,0.11322370341163474,2128
cell_beta_0p35_p_0p00,beta,8,831234,0.35,0.0,0.04631882863935577,0.11417647793918487,2181
cell_beta_0p35_p_0p00,beta,9,931234,0.35,0.0,0.042708719265676834,0.11736188968793526,2156
cell_beta_0p36_p_0p00,beta,0,32234,0.36,0.0,0.04129120660172954,0.11693975446232936,2197
cell_beta_0p36_p_0p00,beta,1,132234,0.36,0.0,0.043429190966374265,0.11539088434625745,2190
cell_beta_0p36_p_0p00,beta,2,232234,0.36,0.0,0.05361585525470065,0.1153737952371531,2202
cell_beta_0p36_p_0p00,beta,3,332234,0.36,0.0,0.03640079962698767,0.11629324261129659,2149
cell_beta_0p36_p_0p00,beta,4,432234,0.36,0.0,0.029184676801492032,0.1152454824722636,2168
cell_beta_0p36_p_0p00,beta,5,532234,0.36,0.0,0.04824379971148687,0.11315131094302484,2126
cell_beta_0p36_p_0p00,beta,6,632234,0.36,0.0,0.03123944000086959,0.11651897131364022,2188
cell_beta_0p36_p_0p00,beta,7,732234,0.36,0.0,0.03981439385820233,0.11630332644336014,2153
cell_beta_0p36_p_0p00,beta,8,832234,0.36,0.0,0.04981144368395246,0.11477159630742224,2168
cell_beta_0p36_p_0p00,beta,9,932234,0.36,0.0,0.036848212748427256,0.11295556400917842,2141
cell_beta_0p37_p_0p00,beta,0,33234,0.37,0.0,0.03684573011429673,0.11715769196317288,2218
cell_beta_0p37_p_0p00,beta,1,133234,0.37,0.0,0.04633554599724522,0.11635099030589909,2174
cell_beta_0p37_p_0p00,beta,2,233234,0.37,0.0,0.06192557347280689,0.1145916780819915,2154
cell_beta_0p37_p_0p00,beta,3,333234,0.37,0.0,0.056987921846684234,0.11600624084673165,2170
cell_beta_0p37_p_0p00,beta,4,433234,0.37,0.0,0.038287959350756254,0.1145214135698701,2170
cell_beta_0p37_p_0p00,beta,5,533234,0.37,0.0,0.04765276699026501,0.11016143553888819,2131
cell_beta_0p37_p_0p00,beta,6,633234,0.37,0.0,0.06282685929640064,0.1151285438740315,2179
cell_beta_0p37_p_0p00,beta,7,733234,0.37,0.0,0.050432928114382894,0.1091309196606115,2133
cell_beta_0p37_p_0p00,beta,8,833234,0.37,0.0,0.04678439642071308,0.1151474624613035,2174
cell_beta_0p37_p_0p00,beta,9,933234,0.37,0.0,0.054074668913879395,0.11617802172508027,2155
cell_beta_0p38_p_0p00,beta,0,34234,0.38,0.0,0.042717071095568895,0.11691217303576604,2181
cell_beta_0p38_p_0p00,beta,1,134234,0.38,0.0,0.04106203433451035,0.11490136476809566,2181
cell_beta_0p38_p_0p00,beta,2,234234,0.38,0.0,0.04212547846733267,0.11193977256189397,2140
cell_beta_0p38_p_0p00,beta,3,334234,0.38,0.0,0.04731642716209798,0.11418973056814112,2154
cell_beta_0p38_p_0p00,beta,4,434234,0.38,0.0,0.04033830537030869,0.11650459616566698,2187
cell_beta_0p38_p_0p00,beta,5,534234,0.38,0.0,0.04469877894913164,0.11680665718778944,2182
cell_beta_0p38_p_0p00,beta,6,634234,0.38,0.0,0.04415263149613674,0.11572360108192692,2131
cell_beta_0p38_p_0p00,beta,7,734234,0.38,0.0,0.03617765500402044,0.11027980297408474,2113
cell_beta_0p38_p_0p00,beta,8,834234,0.38,0.0,0.026047770566747147,0.1153106571590293,2151
cell_beta_0p38_p_0p00,beta,9,934234,0.38,0.0,0.03315078644490037,0.11202773186363982,2172
cell_beta_0p39_p_0p00,beta,0,35234,0.39,0.0,0.039414389213742365,0.11249820176527885,2134
cell_beta_0p39_p_0p00,beta,1,135234,0.39,0.0,0.044205542791332125,0.11254211807312411,2201
cell_beta_0p39_p_0p00,beta,2,235234,0.39,0.0,0.04110940935333457,0.113349285381459,2176
cell_beta_0p39_p_0p00,beta,3,335234,0.39,0.0,0.04940466362884573,0.1142092670076346,2163
cell_beta_0p39_p_0p00,beta,4,435234,0.39,0.0,0.040454441523054344,0.11441821464483248,2158
cell_beta_0p39_p_0p00,beta,5,535234,0.39,0.0,0.05264804873484917,0.11296504267607274,2164
cell_beta_0p39_p_0p00,beta,6,635234,0.39,0.0,0.032595769167908184,0.11348740636643456,2193
cell_beta_0p39_p_0p00,beta,7,735234,0.39,0.0,0.04697495079900456,0.11526568249954486,2153
cell_beta_0p39_p_0p00,beta,8,835234,0.39,0.0,0.05083376227298489,0.11530158517895617,2164
cell_beta_0p39_p_0p00,beta,9,935234,0.39,0.0,0.04997075568097889,0.11620492702133248,2156
cell_beta_0p40_p_0p00,beta,0,36234,0.4,0.0,0.03595244277608227,0.11200264925370838,2144
cell_beta_0p40_p_0p00,beta,1,136234,0.4,0.0,0.037565575903623236,0.1142697626106704,2184
cell_beta_0p40_p_0p00,beta,2,236234,0.4,0.0,0.051700848549104506,0.11300182560699917,2108
cell_beta_0p40_p_0p00,beta,3,336234,0.4,0.0,0.04478274211620566,0.11410414846887573,2162
cell_beta_0p40_p_0p00,beta,4,436234,0.4,0.0,0.06188019832853679,0.11424005987819871,2174
cell_beta_0p40_p_0p00,beta,5,536234,0.4,0.0,0.046901640759379734,0.11376034942838478,2164
cell_beta_0p40_p_0p00,beta,6,636234,0.4,0.0,0.04392859367228419,0.11412960076625335,2159
cell_beta_0p40_p_0p00,beta,7,736234,0.4,0.0,0.05451028564818618,0.11468276602254099,2102
cell_beta_0p40_p_0p00,beta,8,836234,0.4,0.0,0.04531105497479615,0.1144592522975414,2151
cell_beta_0p40_p_0p00,beta,9,936234,0.4,0.0,0.02026930912621905,0.11402532391546878,2153
