cell_id,series,dataset_id,dataset_tag,seed,beta_ising,rewire_p,width,attempt_count,exact_attempt_count,mean_attempt_accuracy_percent,best_attempt_id,best_train_accuracy,best_train_accuracy_percent,best_cls_err,best_train_loss,is_exact_solution,early_stop_phase,early_stop_epoch,best_theta_path,best_theta_init_path
cell_beta_0p05_p_0p00,beta,0,dataset_000_seed_001234,1234,0.05,0.0,48,200,49,97.76953125,51,1.0,100.0,0.0,0.002128936421649019,True,lbfgs,236,02_dnn/03_reference_search/raw_outputs/36_beta_cell_30_dataset_30_reference/selected_references/cell_beta_0p05_p_0p00/dataset_000_seed_001234/width_048/best_theta.npy,02_dnn/03_reference_search/raw_outputs/36_beta_cell_30_dataset_30_reference/selected_references/cell_beta_0p05_p_0p00/dataset_000_seed_001234/width_048/best_theta_init.npy
cell_beta_0p05_p_0p00,beta,1,dataset_001_seed_101234,101234,0.05,0.0,48,200,55,97.025390625,142,1.0,100.0,0.0,0.0020373440645479867,True,lbfgs,323,02_dnn/03_reference_search/raw_outputs/36_beta_cell_30_dataset_30_reference/selected_references/cell_beta_0p05_p_0p00/dataset_001_seed_101234/width_048/best_theta.npy,02_dnn/03_reference_search/raw_outputs/36_beta_cell_30_dataset_30_reference/selected_references/cell_beta_0p05_p_0p00/dataset_001_seed_101234/width_048/best_theta_init.npy
cell_beta_0p05_p_0p00,beta,2,dataset_002_seed_201234,201234,0.05,0.0,48,200,64,97.3505859375,199,1.0,100.0,0.0,0.0016078941220190406,True,lbfgs,957,02_dnn/03_reference_search/raw_outputs/36_beta_cell_30_dataset_30_reference/selected_references/cell_beta_0p05_p_0p00/dataset_002_seed_201234/width_048/best_theta.npy,02_dnn/03_reference_search/raw_outputs/36_beta_cell_30_dataset_30_reference/selected_references/cell_beta_0p05_p_0p00/dataset_002_seed_201234/width_048/best_theta_init.npy
cell_beta_0p05_p_0p00,beta,3,dataset_003_seed_301234,301234,0.05,0.0,48,200,55,97.9248046875,19,1.0,100.0,0.0,0.002331069285699088,True,lbfgs,510,02_dnn/03_reference_search/raw_outputs/36_beta_cell_30_dataset_30_reference/selected_references/cell_beta_0p05_p_0p00/dataset_003_seed_301234/width_048/best_theta.npy,02_dnn/03_reference_search/raw_outputs/36_beta_cell_30_dataset_30_reference/selected_references/cell_beta_0p05_p_0p00/dataset_003_seed_301234/width_048/best_theta_init.npy
cell_beta_0p05_p_0p00,beta,4,dataset_004_seed_401234,401234,0.05,0.0,48,200,46,97.931640625,187,1.0,100.0,0.0,0.001888666053793217,True,lbfgs,1602,02_dnn/03_reference_search/raw_outputs/36_beta_cell_30_dataset_30_reference/selected_references/cell_beta_0p05_p_0p00/dataset_004_seed_401234/width_048/best_theta.npy,02_dnn/03_reference_search/raw_outputs/36_beta_cell_30_dataset_30_reference/selected_references/cell_beta_0p05_p_0p00/dataset_004_seed_401234/width_048/best_theta_init.npy
cell_beta_0p05_p_0p00,beta,5,dataset_005_seed_501234,501234,0.05,0.0,48,200,61,97.384765625,23,1.0,100.0,0.0,0.0018025556604945089,True,lbfgs,238,02_dnn/03_reference_search/raw_outputs/36_beta_cell_30_dataset_30_reference/selected_references/cell_beta_0p05_p_0p00/dataset_005_seed_501234/width_048/best_theta.npy,02_dnn/03_reference_search/raw_outputs/36_beta_cell_30_dataset_30_reference/selected_references/cell_beta_0p05_p_0p00/dataset_005_seed_501234/width_048/best_theta_init.npy
cell_beta_0p05_p_0p00,beta,6,dataset_006_seed_601234,601234,0.05,0.0,48,200,72,99.1279296875,80,1.0,100.0,0.0,0.001897285562816457,True,lbfgs,1716,02_dnn/03_reference_search/raw_outputs/36_beta_cell_30_dataset_30_reference/selected_references/cell_beta_0p05_p_0p00/dataset_006_seed_601234/width_048/best_theta.npy,02_dnn/03_reference_search/raw_outputs/36_beta_cell_30_dataset_30_reference/selected_references/cell_beta_0p05_p_0p00/dataset_006_seed_601234/width_048/best_theta_init.npy
cell_beta_0p05_p_0p00,beta,7,dataset_007_seed_701234,701234,0.05,0.0,48,200,70,96.8818359375,58,1.0,100.0,0.0,0.002731590320759847,True,lbfgs,610,02_dnn/03_reference_search/raw_outputs/36_beta_cell_30_dataset_30_reference/selected_references/cell_beta_0p05_p_0p00/dataset_007_seed_701234/width_048/best_theta.npy,02_dnn/03_reference_search/raw_outputs/36_beta_cell_30_dataset_30_reference/selected_references/cell_beta_0p05_p_0p00/dataset_007_seed_701234/width_048/best_theta_init.npy
cell_beta_0p05_p_0p00,beta,8,dataset_008_seed_801234,801234,0.05,0.0,48,200,53,98.39453125,131,1.0,100.0,0.0,0.0019137179960117957,True,lbfgs,1019,02_dnn/03_reference_search/raw_outputs/36_beta_cell_30_dataset_30_reference/selected_references/cell_beta_0p05_p_0p00/dataset_008_seed_801234/width_048/best_theta.npy,02_dnn/03_reference_search/raw_outputs/36_beta_cell_30_dataset_30_reference/selected_references/cell_beta_0p05_p_0p00/dataset_008_seed_801234/width_048/best_theta_init.npy
cell_beta_0p05_p_0p00,beta,9,dataset_009_seed_901234,901234,0.05,0.0,48,200,68,98.3955078125,107,1.0,100.0,0.0,0.0018164854960910624,True,lbfgs,514,02_dnn/03_reference_search/raw_outputs/36_beta_cell_30_dataset_30_reference/selected_references/cell_beta_0p05_p_0p00/dataset_009_seed_901234/width_048/best_theta.npy,02_dnn/03_reference_search/raw_outputs/36_beta_cell_30_dataset_30_reference/selected_references/cell_beta_0p05_p_0p00/dataset_009_seed_901234/width_048/best_theta_init.npy
cell_beta_0p05_p_0p00,beta,10,dataset_010_seed_1001234,1001234,0.05,0.0,48,200,78,99.005859375,102,1.0,100.0,0.0,0.001723955631300736,True,lbfgs,464,02_dnn/03_reference_search/raw_outputs/36_beta_cell_30_dataset_30_reference/selected_references/cell_beta_0p05_p_0p00/dataset_010_seed_1001234/width_048/best_theta.npy,02_dnn/03_reference_search/raw_outputs/36_beta_cell_30_dataset_30_reference/selected_references/cell_beta_0p05_p_0p00/dataset_010_seed_1001234/width_048/best_theta_init.npy
cell_beta_0p05_p_0p00,beta,11,dataset_011_seed_1101234,1101234,0.05,0.0,48,200,61,98.3662109375,103,1.0,100.0,0.0,0.0018280107998923127,True,lbfgs,256,02_dnn/03_reference_search/raw_outputs/36_beta_cell_30_dataset_30_reference/selected_references/cell_beta_0p05_p_0p00/dataset_011_seed_1101234/width_048/best_theta.npy,02_dnn/03_reference_search/raw_outputs/36_beta_cell_30_dataset_30_reference/selected_references/cell_beta_0p05_p_0p00/dataset_011_seed_1101234/width_048/best_theta_init.npy
cell_beta_0p05_p_0p00,beta,12,dataset_012_seed_1201234,1201234,0.05,0.0,48,200,73,98.2890625,14,1.0,100.0,0.0,0.0025733131588223683,True,lbfgs,293,02_dnn/03_reference_search/raw_outputs/36_beta_cell_30_dataset_30_reference/selected_references/cell_beta_0p05_p_0p00/dataset_012_seed_1201234/width_048/best_theta.npy,02_dnn/03_reference_search/raw_outputs/36_beta_cell_30_dataset_30_reference/selected_references/cell_beta_0p05_p_0p00/dataset_012_seed_1201234/width_048/best_theta_init.npy
cell_beta_0p05_p_0p00,beta,13,dataset_013_seed_1301234,1301234,0.05,0.0,48,200,66,98.9462890625,167,1.0,100.0,0.0,0.0027009027496111434,True,lbfgs,932,02_dnn/03_reference_search/raw_outputs/36_beta_cell_30_dataset_30_reference/selected_references/cell_beta_0p05_p_0p00/dataset_013_seed_1301234/width_048/best_theta.npy,02_dnn/03_reference_search/raw_outputs/36_beta_cell_30_dataset_30_reference/selected_references/cell_beta_0p05_p_0p00/dataset_013_seed_1301234/width_048/best_theta_init.npy
cell_beta_0p05_p_0p00,beta,14,dataset_014_seed_1401234,1401234,0.05,0.0,48,200,62,98.4521484375,102,1.0,100.0,0.0,0.0026631531565156135,True,lbfgs,1618,02_dnn/03_reference_search/raw_outputs/36_beta_cell_30_dataset_30_reference/selected_references/cell_beta_0p05_p_0p00/dataset_014_seed_1401234/width_048/best_theta.npy,02_dnn/03_reference_search/raw_outputs/36_beta_cell_30_dataset_30_reference/selected_references/cell_beta_0p05_p_0p00/dataset_014_seed_1401234/width_048/best_theta_init.npy
cell_beta_0p05_p_0p00,beta,15,dataset_015_seed_1501234,1501234,0.05,0.0,48,200,54,98.02734375,75,1.0,100.0,0.0,0.0015286101284225167,True,lbfgs,848,02_dnn/03_reference_search/raw_outputs/36_beta_cell_30_dataset_30_reference/selected_references/cell_beta_0p05_p_0p00/dataset_015_seed_1501234/width_048/best_theta.npy,02_dnn/03_reference_search/raw_outputs/36_beta_cell_30_dataset_30_reference/selected_references/cell_beta_0p05_p_0p00/dataset_015_seed_1501234/width_048/best_theta_init.npy
cell_beta_0p05_p_0p00,beta,16,dataset_016_seed_1601234,1601234,0.05,0.0,48,200,71,98.427734375,143,1.0,100.0,0.0,0.0012457129732622676,True,lbfgs,395,02_dnn/03_reference_search/raw_outputs/36_beta_cell_30_dataset_30_reference/selected_references/cell_beta_0p05_p_0p00/dataset_016_seed_1601234/width_048/best_theta.npy,02_dnn/03_reference_search/raw_outputs/36_beta_cell_30_dataset_30_reference/selected_references/cell_beta_0p05_p_0p00/dataset_016_seed_1601234/width_048/best_theta_init.npy
cell_beta_0p05_p_0p00,beta,17,dataset_017_seed_1701234,1701234,0.05,0.0,48,200,70,98.3427734375,59,1.0,100.0,0.0,0.0025914203190916677,True,lbfgs,329,02_dnn/03_reference_search/raw_outputs/36_beta_cell_30_dataset_30_reference/selected_references/cell_beta_0p05_p_0p00/dataset_017_seed_1701234/width_048/best_theta.npy,02_dnn/03_reference_search/raw_outputs/36_beta_cell_30_dataset_30_reference/selected_references/cell_beta_0p05_p_0p00/dataset_017_seed_1701234/width_048/best_theta_init.npy
cell_beta_0p05_p_0p00,beta,18,dataset_018_seed_1801234,1801234,0.05,0.0,48,200,61,98.541015625,15,1.0,100.0,0.0,0.0023273146664862686,True,lbfgs,549,02_dnn/03_reference_search/raw_outputs/36_beta_cell_30_dataset_30_reference/selected_references/cell_beta_0p05_p_0p00/dataset_018_seed_1801234/width_048/best_theta.npy,02_dnn/03_reference_search/raw_outputs/36_beta_cell_30_dataset_30_reference/selected_references/cell_beta_0p05_p_0p00/dataset_018_seed_1801234/width_048/best_theta_init.npy
