k,edge_count,p_pos,random_cut_fraction,cut_fraction,knn_nmstv,signed_alignment,eta,replicate
3,1193,0.490234375,0.49980926513671875,0.40486169321039395,0.8100323892548237,0.19027661357921208,0.3,16
3,1193,0.484375,0.49951171875,0.4392288348700754,0.8793163771397013,0.12154233025984912,0.35,16
3,1193,0.4921875,0.4998779296875,0.46102263202011734,0.922270427718877,0.07795473595976529,0.4,16
3,1193,0.494140625,0.49993133544921875,0.48113998323554064,0.9624121336647303,0.037720033528918694,0.45,16
3,1193,0.494140625,0.49993133544921875,0.4861693210393965,0.9724721908110515,0.027661357921207042,0.5,16
3,1193,0.5,0.5,0.15004191114836546,0.3000838222967309,0.6999161777032691,0.0,17
3,1193,0.5,0.5,0.18692372170997484,0.3738474434199497,0.6261525565800503,0.02,17
3,1193,0.50390625,0.499969482421875,0.20704107292539817,0.41410742096193903,0.5859178541492037,0.04,17
3,1193,0.505859375,0.49993133544921875,0.22129086336965634,0.44264251443813385,0.5574182732606874,0.06,17
3,1193,0.51953125,0.499237060546875,0.24727577535624476,0.4953073297190188,0.5054484492875104,0.08,17
3,1193,0.501953125,0.49999237060546875,0.2740989103101425,0.5482061855828335,0.451802179379715,0.1,17
3,1193,0.515625,0.49951171875,0.29924559932942163,0.5990762340436515,0.40150880134115674,0.12,17
3,1193,0.509765625,0.49980926513671875,0.336127409891031,0.672511362507628,0.32774518021793797,0.15,17
3,1193,0.490234375,0.49980926513671875,0.36127409891031015,0.7228239332687971,0.2774518021793797,0.18,17
3,1193,0.5,0.5,0.3797150041911148,0.7594300083822296,0.24056999161777032,0.2,17
3,1193,0.48828125,0.499725341796875,0.40486169321039395,0.8101684252285917,0.19027661357921208,0.25,17
3,1193,0.4921875,0.4998779296875,0.4283319362950545,0.8568730701169931,0.14333612740989102,0.3,17
3,1193,0.490234375,0.49980926513671875,0.46018440905280805,0.920720044929396,0.07963118189438391,0.35,17
3,1193,0.505859375,0.49993133544921875,0.47946353730092206,0.9590587812826233,0.04107292539815591,0.4,17
3,1193,0.509765625,0.49980926513671875,0.48030176026823135,0.9609701015383313,0.039396479463537304,0.45,17
3,1193,0.48828125,0.499725341796875,0.48197820620285,0.9644862205102283,0.03604358759430008,0.5,17
3,1193,0.5,0.5,0.15004191114836546,0.3000838222967309,0.6999161777032691,0.0,18
3,1193,0.51171875,0.499725341796875,0.16512992455993294,0.33044136598350426,0.6697401508801342,0.02,18
3,1193,0.515625,0.49951171875,0.20201173512154233,0.4044184100966947,0.5959765297569153,0.04,18
3,1193,0.51953125,0.499237060546875,0.22967309304274938,0.46004816387461406,0.5406538139145013,0.06,18
3,1193,0.525390625,0.49871063232421875,0.2539815590947192,0.5092764072645682,0.4920368818105616,0.08,18
3,1193,0.5234375,0.4989013671875,0.28164291701592625,0.5645262481513257,0.43671416596814755,0.1,18
3,1193,0.529296875,0.49828338623046875,0.28918692372170995,0.5803663772726182,0.42162615255658004,0.12,18
3,1193,0.5390625,0.4969482421875,0.32187761944677284,0.6477085380761393,0.3562447611064543,0.15,18
3,1193,0.546875,0.49560546875,0.3495389773679799,0.7052766755168698,0.30092204526404026,0.18,18
3,1193,0.54296875,0.496307373046875,0.36043587594300086,0.726235183108913,0.27912824811399833,0.2,18
3,1193,0.53125,0.498046875,0.4124056999161777,0.8280459543415019,0.1751886001676446,0.25,18
3,1193,0.53125,0.498046875,0.4492875104777871,0.9020988445671647,0.10142497904442582,0.3,18
3,1193,0.5234375,0.4989013671875,0.47611064543168485,0.9543181813986695,0.04777870913663034,0.35,18
3,1193,0.521484375,0.49907684326171875,0.4844928751047779,0.9707781109184965,0.03101424979044426,0.4,18
3,1193,0.525390625,0.49871063232421875,0.49371332774518023,0.9899795507552169,0.012573344509639563,0.45,18
3,1193,0.5234375,0.4989013671875,0.5020955574182733,1.0064024483412024,-0.004191114836546521,0.5,18
3,1193,0.5,0.5,0.15004191114836546,0.3000838222967309,0.6999161777032691,0.0,19
3,1193,0.49609375,0.499969482421875,0.1777032690695725,0.35542823175680593,0.644593461860855,0.02,19
3,1193,0.498046875,0.49999237060546875,0.20704107292539817,0.4140884643393269,0.5859178541492037,0.04,19
3,1193,0.49609375,0.499969482421875,0.22296730930427494,0.44596183795901123,0.5540653813914501,0.06,19
3,1193,0.49609375,0.499969482421875,0.2514668901927913,0.5029644789011405,0.49706621961441744,0.08,19
3,1193,0.50390625,0.499969482421875,0.2808046940486169,0.5616436681062735,0.4383906119027661,0.1,19
3,1193,0.51171875,0.499725341796875,0.3034367141659681,0.6072069770864393,0.3931265716680637,0.12,19
3,1193,0.505859375,0.49993133544921875,0.3344509639564124,0.6689938002303613,0.3310980720871752,0.15,19
3,1193,0.505859375,0.49993133544921875,0.3570829840737636,0.7142640573888068,0.28583403185247275,0.18,19
3,1193,0.505859375,0.49993133544921875,0.3738474434199497,0.7477975812098775,0.25230511316010057,0.2,19
3,1193,0.486328125,0.49962615966796875,0.42330259849119867,0.8472386609470336,0.1533948030176027,0.25,19
3,1193,0.501953125,0.49999237060546875,0.46689019279128247,0.9337946341579152,0.06621961441743504,0.3,19
3,1193,0.5,0.5,0.4727577535624476,0.9455155071248952,0.054484492875104776,0.35,19
3,1193,0.4921875,0.4998779296875,0.49958088851634536,0.9994057725826376,0.0008382229673093043,0.4,19
3,1193,0.498046875,0.49999237060546875,0.49958088851634536,0.9991770232641248,0.0008382229673093043,0.45,19
3,1193,0.50390625,0.499969482421875,0.5029337803855826,1.005928957802281,-0.00586756077116513,0.5,19
5,1954,0.5,0.5,0.15762538382804503,0.31525076765609006,0.6847492323439099,0.0,0
5,1954,0.50390625,0.499969482421875,0.19242579324462641,0.38487507739973864,0.6151484135107472,0.02,0
5,1954,0.490234375,0.49980926513671875,0.22057318321392017,0.44131471463135874,0.5588536335721597,0.04,0
5,1954,0.4921875,0.4998779296875,0.23439099283520984,0.46889646234579707,0.5312180143295804,0.06,0
5,1954,0.5078125,0.4998779296875,0.27942681678607983,0.5589901057659502,0.44114636642784033,0.08,0
5,1954,0.509765625,0.49980926513671875,0.2978505629477994,0.5959284545602107,0.40429887410440124,0.1,0
5,1954,0.5078125,0.4998779296875,0.3219037871033777,0.6439647921735946,0.3561924257932446,0.12,0
5,1954,0.51171875,0.499725341796875,0.35977482088024565,0.7199451194261918,0.2804503582395087,0.15,0
5,1954,0.52734375,0.498504638671875,0.39508700102354144,0.7925442821879036,0.2098259979529171,0.18,0
5,1954,0.53515625,0.497528076171875,0.4007164790174002,0.805414806136427,0.1985670419651996,0.2,0
5,1954,0.529296875,0.49828338623046875,0.43398157625383826,0.8709533334774094,0.13203684749232344,0.25,0
5,1954,0.53125,0.498046875,0.4611054247697032,0.925827362674855,0.07778915046059365,0.3,0
5,1954,0.53125,0.498046875,0.4657113613101331,0.9350753607481888,0.06857727737973388,0.35,0
5,1954,0.521484375,0.49907684326171875,0.47543500511770725,0.9526288617410094,0.04912998976458546,0.4,0
5,1954,0.521484375,0.49907684326171875,0.4790174002047083,0.9598069048327069,0.04196519959058342,0.45,0
5,1954,0.49609375,0.499969482421875,0.481064483111566,0.9621876934993466,0.037871033776867964,0.5,0
5,1954,0.5,0.5,0.15762538382804503,0.31525076765609006,0.6847492323439099,0.0,1
5,1954,0.5,0.5,0.18526100307062435,0.3705220061412487,0.6294779938587513,0.02,1
5,1954,0.484375,0.49951171875,0.22313203684749233,0.4467003044610599,0.5537359263050153,0.04,1
5,1954,0.501953125,0.49999237060546875,0.2640736949846469,0.528155448981882,0.4718526100307062,0.06,1
5,1954,0.51171875,0.499725341796875,0.2881269191402252,0.5765705579472916,0.42374616171954965,0.08,1
5,1954,0.5078125,0.4998779296875,0.3075742067553736,0.6152986329035459,0.38485158648925283,0.1,1
5,1954,0.50390625,0.499969482421875,0.3280450358239509,0.656130118652214,0.34390992835209827,0.12,1
5,1954,0.51171875,0.499725341796875,0.33879222108495394,0.6779568549930852,0.3224155578300921,0.15,1
5,1954,0.5078125,0.4998779296875,0.3710337768679631,0.7422487668137616,0.2579324462640737,0.18,1
5,1954,0.51953125,0.499237060546875,0.3828045035823951,0.7667790190957835,0.23439099283520984,0.2,1
5,1954,0.521484375,0.49907684326171875,0.4211873080859775,0.84393278063816,0.15762538382804503,0.25,1
5,1954,0.54296875,0.496307373046875,0.46059365404298874,0.9280411274476207,0.07881269191402251,0.3,1
5,1954,0.53515625,0.497528076171875,0.47697031729785055,0.9586802034727331,0.04605936540429888,0.35,1
5,1954,0.53515625,0.497528076171875,0.49181166837256907,0.9885103814777859,0.016376663254861822,0.4,1
5,1954,0.525390625,0.49871063232421875,0.49283520982599793,0.9882187743404653,0.014329580348004094,0.45,1
5,1954,0.51953125,0.499237060546875,0.49129989764585463,0.984101414882289,0.017400204708290685,0.5,1
5,1954,0.5,0.5,0.15762538382804503,0.31525076765609006,0.6847492323439099,0.0,2
5,1954,0.4921875,0.4998779296875,0.18014329580348004,0.3603745736806126,0.6397134083930399,0.02,2
5,1954,0.482421875,0.49938201904296875,0.20214943705220062,0.4047991904866861,0.5957011258955988,0.04,2
5,1954,0.478515625,0.49907684326171875,0.2292732855680655,0.45939475786864603,0.5414534288638689,0.06,2
5,1954,0.48828125,0.499725341796875,0.2553735926305015,0.5110279012712229,0.48925281473899696,0.08,2
5,1954,0.490234375,0.49980926513671875,0.28454452405322417,0.5693062211949779,0.43091095189355166,0.1,2
5,1954,0.484375,0.49951171875,0.3014329580348004,0.6034552278155144,0.3971340839303992,0.12,2
5,1954,0.486328125,0.49962615966796875,0.33418628454452404,0.6688726722528113,0.33162743091095187,0.15,2
5,1954,0.478515625,0.49907684326171875,0.36131013306038895,0.7239569175340717,0.2773797338792221,0.18,2
5,1954,0.48828125,0.499725341796875,0.38485158648925283,0.7701262159438068,0.23029682702149437,0.2,2
5,1954,0.48828125,0.499725341796875,0.41146366427840325,0.8233796244931125,0.17707267144319344,0.25,2
5,1954,0.490234375,0.49980926513671875,0.44268167860798363,0.8857012254202444,0.11463664278403275,0.3,2
5,1954,0.49609375,0.499969482421875,0.4687819856704197,0.9376211991972356,0.062436028659160696,0.35,2
5,1954,0.509765625,0.49980926513671875,0.4851586489252815,0.9706875857784875,0.02968270214943705,0.4,2
5,1954,0.5078125,0.4998779296875,0.5061412487205732,1.0125296970742212,-0.012282497441146366,0.45,2
5,1954,0.49609375,0.499969482421875,0.5097236438075742,1.0195095135376055,-0.019447287615148412,0.5,2
5,1954,0.5,0.5,0.15762538382804503,0.31525076765609006,0.6847492323439099,0.0,3
5,1954,0.501953125,0.49999237060546875,0.1796315250767656,0.3592685321562802,0.6407369498464688,0.02,3
5,1954,0.51171875,0.499725341796875,0.19498464687819858,0.3901836280247213,0.6100307062436029,0.04,3
5,1954,0.513671875,0.49962615966796875,0.2082906857727738,0.41689307443628515,0.5834186284544524,0.06,3
5,1954,0.515625,0.49951171875,0.24155578300921188,0.4835838158385786,0.5168884339815762,0.08,3
5,1954,0.525390625,0.49871063232421875,0.27993858751279427,0.561324682828904,0.44012282497441146,0.1,3
5,1954,0.517578125,0.49938201904296875,0.2881269191402252,0.5769669474531754,0.42374616171954965,0.12,3
5,1954,0.513671875,0.49962615966796875,0.32599795291709316,0.6524837553216553,0.34800409416581374,0.15,3
5,1954,0.51171875,0.499725341796875,0.34339815762538384,0.6871737910881575,0.3132036847492323,0.18,3
5,1954,0.5234375,0.4989013671875,0.3546571136131013,0.7108762110884576,0.2906857727737973,0.2,3
5,1954,0.521484375,0.49907684326171875,0.372057318321392,0.7454910468091644,0.25588536335721596,0.25,3
5,1954,0.5234375,0.4989013671875,0.41914022517911975,0.840126431286359,0.1617195496417605,0.3,3
5,1954,0.521484375,0.49907684326171875,0.43551688843398156,0.8726449530049504,0.12896622313203684,0.35,3
5,1954,0.5078125,0.4998779296875,0.4616171954964176,0.9234598450565698,0.0767656090071648,0.4,3
5,1954,0.517578125,0.49938201904296875,0.48771750255885365,0.9766420975539541,0.02456499488229273,0.45,3
5,1954,0.509765625,0.49980926513671875,0.4907881269191402,0.9819508383560859,0.01842374616171955,0.5,3
5,1954,0.5,0.5,0.15762538382804503,0.31525076765609006,0.6847492323439099,0.0,4
5,1954,0.490234375,0.49980926513671875,0.18833162743091095,0.3768069953232947,0.623336745138178,0.02,4
5,1954,0.49609375,0.499969482421875,0.214431934493347,0.4288900463576875,0.5711361310133061,0.04,4
5,1954,0.494140625,0.49993133544921875,0.23132036847492324,0.4627042797128686,0.5373592630501536,0.06,4
5,1954,0.50390625,0.499969482421875,0.24257932446264074,0.48518826246669183,0.5148413510747185,0.08,4
5,1954,0.498046875,0.49999237060546875,0.27686796315250767,0.5537443757736398,0.44626407369498466,0.1,4
5,1954,0.5,0.5,0.327021494370522,0.654042988741044,0.345957011258956,0.12,4
5,1954,0.4921875,0.4998779296875,0.3654042988741044,0.7309870613862426,0.2691914022517912,0.15,4
5,1954,0.48828125,0.499725341796875,0.38075742067553736,0.7619333838592982,0.23848515864892528,0.18,4
5,1954,0.478515625,0.49907684326171875,0.39969293756397134,0.8008645220879745,0.20061412487205732,0.2,4
5,1954,0.46875,0.498046875,0.42067553735926305,0.8446504906978144,0.1586489252814739,0.25,4
5,1954,0.474609375,0.49871063232421875,0.4570112589559877,0.9163856339418853,0.08597748208802457,0.3,4
5,1954,0.486328125,0.49962615966796875,0.4744114636642784,0.9495328746988608,0.0511770726714432,0.35,4
5,1954,0.513671875,0.49962615966796875,0.49181166837256907,0.9843593231775677,0.016376663254861822,0.4,4
5,1954,0.525390625,0.49871063232421875,0.5066530194472876,1.0159258427799176,-0.01330603889457523,0.45,4
5,1954,0.5234375,0.4989013671875,0.5087001023541453,1.0196406260056663,-0.017400204708290685,0.5,4
5,1954,0.5,0.5,0.15762538382804503,0.31525076765609006,0.6847492323439099,0.0,5
5,1954,0.498046875,0.49999237060546875,0.18986693961105425,0.37973967358968647,0.6202661207778914,0.02,5
5,1954,0.505859375,0.49993133544921875,0.2128966223132037,0.4258517264614012,0.5742067553735927,0.04,5
5,1954,0.5078125,0.4998779296875,0.2338792221084954,0.4678726709432953,0.5322415557830092,0.06,5
5,1954,0.51171875,0.499725341796875,0.2548618219037871,0.5100037972606593,0.49027635619242577,0.08,5
5,1954,0.509765625,0.49980926513671875,0.2758444216990788,0.5518993763023257,0.4483111566018424,0.1,5
5,1954,0.515625,0.49951171875,0.2952917093142272,0.5911607240230081,0.4094165813715456,0.12,5
5,1954,0.50390625,0.499969482421875,0.33776867963152507,0.6755785933080518,0.32446264073694986,0.15,5
5,1954,0.48828125,0.499725341796875,0.3669396110542477,0.7342825755740818,0.2661207778915046,0.18,5
5,1954,0.48828125,0.499725341796875,0.3858751279426817,0.772174423964934,0.22824974411463664,0.2,5
5,1954,0.48828125,0.499725341796875,0.4022517911975435,0.8049457523029683,0.195496417604913,0.25,5
5,1954,0.478515625,0.49907684326171875,0.44933469805527126,0.9003316906443555,0.10133060388945753,0.3,5
5,1954,0.46875,0.498046875,0.4703172978505629,0.9443233588215224,0.0593654042988741,0.35,5
5,1954,0.48828125,0.499725341796875,0.48618219037871035,0.9728988100353942,0.027635619242579325,0.4,5
5,1954,0.4921875,0.4998779296875,0.4953940634595701,0.9910300776216846,0.009211873080859774,0.45,5
5,1954,0.49609375,0.499969482421875,0.49334698055271237,0.9867541878014575,0.01330603889457523,0.5,5
5,1954,0.5,0.5,0.15762538382804503,0.31525076765609006,0.6847492323439099,0.0,6
5,1954,0.4921875,0.4998779296875,0.2047082906857728,0.4095165610006961,0.5905834186284544,0.02,6
5,1954,0.498046875,0.49999237060546875,0.2195496417604913,0.4391059837465647,0.5609007164790174,0.04,6
5,1954,0.498046875,0.49999237060546875,0.2323439099283521,0.4646949105383225,0.5353121801432958,0.06,6
5,1954,0.494140625,0.49993133544921875,0.2563971340839304,0.5128646994162548,0.4872057318321392,0.08,6
5,1954,0.494140625,0.49993133544921875,0.27226202661207777,0.5445988424939072,0.4554759467758444,0.1,6
5,1954,0.498046875,0.49999237060546875,0.28761514841351077,0.5752390742787165,0.4247697031729785,0.12,6
5,1954,0.494140625,0.49993133544921875,0.3126919140225179,0.6254697232401829,0.37461617195496416,0.15,6
5,1954,0.50390625,0.499969482421875,0.34237461617195497,0.6847910286713434,0.31525076765609006,0.18,6
5,1954,0.501953125,0.49999237060546875,0.36745138178096215,0.7349139774592854,0.26509723643807576,0.2,6
5,1954,0.501953125,0.49999237060546875,0.39355168884339814,0.7871153881144713,0.2128966223132037,0.25,6
5,1954,0.51171875,0.499725341796875,0.4186284544524053,0.8377170806410026,0.16274309109518936,0.3,6
5,1954,0.50390625,0.499969482421875,0.44728761514841353,0.8946298341685415,0.10542476970317298,0.35,6
5,1954,0.494140625,0.49993133544921875,0.46827021494370524,0.93666906180813,0.06345957011258956,0.4,6
5,1954,0.49609375,0.499969482421875,0.477482088024565,0.9550224659945642,0.04503582395087001,0.45,6
5,1954,0.498046875,0.49999237060546875,0.4805527123848516,0.9611200902984248,0.038894575230296824,0.5,6
5,1954,0.5,0.5,0.15762538382804503,0.31525076765609006,0.6847492323439099,0.0,7
5,1954,0.498046875,0.49999237060546875,0.19600818833162742,0.3920223584497302,0.6079836233367452,0.02,7
5,1954,0.4921875,0.4998779296875,0.22569089048106447,0.45149200850326743,0.548618219037871,0.04,7
5,1954,0.5,0.5,0.24462640736949848,0.48925281473899696,0.510747185261003,0.06,7
5,1954,0.505859375,0.49993133544921875,0.26049129989764586,0.5210541556943586,0.4790174002047083,0.08,7
5,1954,0.509765625,0.49980926513671875,0.27840327533265097,0.5570190365648704,0.44319344933469806,0.1,7
5,1954,0.509765625,0.49980926513671875,0.3085977482088025,0.6174310276628987,0.3828045035823951,0.12,7
5,1954,0.517578125,0.49938201904296875,0.35516888433981575,0.7112168055639497,0.2896622313203685,0.15,7
5,1954,0.505859375,0.49993133544921875,0.38689866939611056,0.7739036182808156,0.2262026612077789,0.18,7
5,1954,0.505859375,0.49993133544921875,0.3971340839303992,0.7943772589760753,0.20573183213920163,0.2,7
5,1954,0.494140625,0.49993133544921875,0.4211873080859775,0.8424903146099355,0.15762538382804503,0.25,7
5,1954,0.486328125,0.49962615966796875,0.4452405322415558,0.8911473581316169,0.10951893551688843,0.3,7
5,1954,0.494140625,0.49993133544921875,0.4841351074718526,0.9684032048857825,0.03172978505629478,0.35,7
5,1954,0.498046875,0.49999237060546875,0.5010235414534289,1.0020623731652374,-0.0020470829068577278,0.4,7
5,1954,0.494140625,0.49993133544921875,0.503582395087001,1.0073031222067756,-0.007164790174002047,0.45,7
5,1954,0.49609375,0.499969482421875,0.5179119754350051,1.0358871764056796,-0.03582395087001024,0.5,7
5,1954,0.5,0.5,0.15762538382804503,0.31525076765609006,0.6847492323439099,0.0,8
5,1954,0.49609375,0.499969482421875,0.17758444216990787,0.3551905634513545,0.6448311156601843,0.02,8
5,1954,0.4921875,0.4998779296875,0.20368474923234392,0.40746897819569267,0.5926305015353122,0.04,8
5,1954,0.498046875,0.49999237060546875,0.2374616171954964,0.4749304812550256,0.5250767656090072,0.06,8
5,1954,0.509765625,0.49980926513671875,0.263050153531218,0.5263010749896019,0.47389969293756395,0.08,8
5,1954,0.513671875,0.49962615966796875,0.28249744114636643,0.565417634124888,0.43500511770726713,0.1,8
5,1954,0.517578125,0.49938201904296875,0.2917093142272262,0.5841406039934457,0.4165813715455476,0.12,8
5,1954,0.5234375,0.4989013671875,0.3075742067553736,0.6165030344360217,0.38485158648925283,0.15,8
5,1954,0.513671875,0.49962615966796875,0.33111566018423744,0.6627268284036277,0.33776867963152507,0.18,8
5,1954,0.517578125,0.49938201904296875,0.34851586489252817,0.6978943005605905,0.3029682702149437,0.2,8
5,1954,0.515625,0.49951171875,0.3955987717502559,0.7919709526339433,0.20880245649948823,0.25,8
5,1954,0.509765625,0.49980926513671875,0.4329580348004094,0.8662465164225742,0.13408393039918118,0.3,8
5,1954,0.517578125,0.49938201904296875,0.4641760491299898,0.9295009260036058,0.07164790174002048,0.35,8
5,1954,0.51953125,0.499237060546875,0.4969293756397134,0.9953775769278151,0.006141248720573183,0.4,8
5,1954,0.525390625,0.49871063232421875,0.49641760491299897,0.9954020883803234,0.007164790174002047,0.45,8
5,1954,0.5390625,0.4969482421875,0.49744114636642783,1.0009918622043175,0.00511770726714432,0.5,8
5,1954,0.5,0.5,0.15762538382804503,0.31525076765609006,0.6847492323439099,0.0,9
5,1954,0.4921875,0.4998779296875,0.17860798362333674,0.35730319947310735,0.6427840327533265,0.02,9
5,1954,0.486328125,0.49962615966796875,0.2001023541453429,0.400504157505129,0.5997952917093142,0.04,9
5,1954,0.4921875,0.4998779296875,0.2359263050153531,0.47196783655330227,0.5281473899692938,0.06,9
5,1954,0.490234375,0.49980926513671875,0.2517911975435005,0.5037745698344048,0.49641760491299897,0.08,9
5,1954,0.482421875,0.49938201904296875,0.27328556806550663,0.5472475132149123,0.4534288638689867,0.1,9
5,1954,0.4765625,0.4989013671875,0.2922210849539406,0.5857291724841404,0.4155578300921187,0.12,9
5,1954,0.478515625,0.49907684326171875,0.31985670419651996,0.6408967046158567,0.3602865916069601,0.15,9
5,1954,0.48046875,0.499237060546875,0.35516888433981575,0.7114233145086547,0.2896622313203685,0.18,9
5,1954,0.474609375,0.49871063232421875,0.3664278403275333,0.7347504075054759,0.2671443193449335,0.2,9
5,1954,0.486328125,0.49962615966796875,0.4078812691914023,0.816372924633217,0.1842374616171955,0.25,9
5,1954,0.478515625,0.49907684326171875,0.436028659160696,0.8736703877323357,0.12794268167860798,0.3,9
5,1954,0.490234375,0.49980926513671875,0.4600818833162743,0.9205149152055487,0.07983623336745138,0.35,9
5,1954,0.486328125,0.49962615966796875,0.48004094165813715,0.9608002550890307,0.03991811668372569,0.4,9
5,1954,0.490234375,0.49980926513671875,0.4897645854657114,0.9799029742510681,0.02047082906857728,0.45,9
5,1954,0.51171875,0.499725341796875,0.5005117707267144,1.0015737223311743,-0.0010235414534288639,0.5,9
5,1954,0.5,0.5,0.15762538382804503,0.31525076765609006,0.6847492323439099,0.0,10
5,1954,0.501953125,0.49999237060546875,0.19191402251791198,0.38383390187636773,0.6161719549641761,0.02,10
5,1954,0.50390625,0.499969482421875,0.21903787103377687,0.4381024817209791,0.5619242579324463,0.04,10
5,1954,0.5,0.5,0.2553735926305015,0.510747185261003,0.48925281473899696,0.06,10
5,1954,0.513671875,0.49962615966796875,0.28300921187308087,0.5664419414330852,0.43398157625383826,0.08,10
5,1954,0.515625,0.49951171875,0.28761514841351077,0.5757925942823754,0.4247697031729785,0.1,10
5,1954,0.521484375,0.49907684326171875,0.30808597748208805,0.6173117058859932,0.38382804503582396,0.12,10
5,1954,0.53125,0.498046875,0.33469805527123847,0.6720211933289181,0.330603889457523,0.15,10
5,1954,0.5234375,0.4989013671875,0.36284544524053225,0.7272889374627942,0.2743091095189355,0.18,10
5,1954,0.53125,0.498046875,0.37001023541453426,0.7429225118911433,0.2599795291709314,0.2,10
5,1954,0.5234375,0.4989013671875,0.41453428863868985,0.8308942727007945,0.17093142272262027,0.25,10
5,1954,0.51953125,0.499237060546875,0.44268167860798363,0.8867163790345625,0.11463664278403275,0.3,10
5,1954,0.5234375,0.4989013671875,0.4687819856704197,0.9396285849307752,0.062436028659160696,0.35,10
5,1954,0.49609375,0.499969482421875,0.4887410440122825,0.977541752438166,0.022517911975435005,0.4,10
5,1954,0.5,0.5,0.49590583418628453,0.9918116683725691,0.008188331627430911,0.45,10
5,1954,0.494140625,0.49993133544921875,0.5020470829068577,1.0042320761024868,-0.0040941658137154556,0.5,10
5,1954,0.5,0.5,0.15762538382804503,0.31525076765609006,0.6847492323439099,0.0,11
5,1954,0.509765625,0.49980926513671875,0.19396110542476971,0.38807024790089323,0.6120777891504606,0.02,11
5,1954,0.513671875,0.49962615966796875,0.22006141248720573,0.4404521425248222,0.5598771750255885,0.04,11
5,1954,0.509765625,0.49980926513671875,0.24309109518935518,0.48636772494175273,0.5138178096212896,0.06,11
5,1954,0.50390625,0.499969482421875,0.2671443193449335,0.5343212510709138,0.4657113613101331,0.08,11
5,1954,0.49609375,0.499969482421875,0.2906857727737973,0.5814070318166265,0.4186284544524053,0.1,11
5,1954,0.494140625,0.49993133544921875,0.3039918116683726,0.6080671286492122,0.39201637666325484,0.12,11
5,1954,0.501953125,0.49999237060546875,0.3321392016376663,0.6642885395140337,0.33572159672466734,0.15,11
5,1954,0.50390625,0.499969482421875,0.36131013306038895,0.7226643740537646,0.2773797338792221,0.18,11
5,1954,0.501953125,0.49999237060546875,0.38075742067553736,0.7615264613227135,0.23848515864892528,0.2,11
5,1954,0.494140625,0.49993133544921875,0.4140225179119754,0.8281587661232537,0.17195496417604914,0.25,11
5,1954,0.498046875,0.49999237060546875,0.44268167860798363,0.8853768669948215,0.11463664278403275,0.3,11
5,1954,0.490234375,0.49980926513671875,0.4677584442169908,0.9358738959931832,0.06448311156601842,0.35,11
5,1954,0.48046875,0.499237060546875,0.4938587512794268,0.9892269430848009,0.012282497441146366,0.4,11
5,1954,0.482421875,0.49938201904296875,0.5020470829068577,1.0053367237150357,-0.0040941658137154556,0.45,11
5,1954,0.48046875,0.499237060546875,0.5184237461617196,1.0384320138289154,-0.0368474923234391,0.5,11
5,1954,0.5,0.5,0.15762538382804503,0.31525076765609006,0.6847492323439099,0.0,12
5,1954,0.48828125,0.499725341796875,0.18781985670419651,0.3758461718768312,0.6243602865916069,0.02,12
5,1954,0.486328125,0.49962615966796875,0.21187308085977483,0.424063225593666,0.5762538382804504,0.04,12
5,1954,0.47265625,0.498504638671875,0.24411463664278404,0.48969381166273324,0.5117707267144319,0.06,12
5,1954,0.462890625,0.49724578857421875,0.2676560900716479,0.5382772387859001,0.4646878198567042,0.08,12
5,1954,0.4609375,0.4969482421875,0.29426816786079835,0.592150535769015,0.41146366427840325,0.1,12
5,1954,0.462890625,0.49724578857421875,0.31525076765609006,0.6339938414763182,0.3694984646878199,0.12,12
5,1954,0.458984375,0.49663543701171875,0.3280450358239509,0.6605348941626376,0.34390992835209827,0.15,12
5,1954,0.46484375,0.497528076171875,0.3705220061412487,0.7447258232985609,0.25895598771750256,0.18,12
5,1954,0.46875,0.498046875,0.37768679631525076,0.7583358420133662,0.24462640736949848,0.2,12
5,1954,0.462890625,0.49724578857421875,0.42221084953940635,0.8490988948343547,0.1555783009211873,0.25,12
5,1954,0.46875,0.498046875,0.44319344933469806,0.8898629257230016,0.11361310133060389,0.3,12
5,1954,0.490234375,0.49980926513671875,0.4728761514841351,0.9461132165182725,0.05424769703172978,0.35,12
5,1954,0.4921875,0.4998779296875,0.48771750255885365,0.9756732065841586,0.02456499488229273,0.4,12
5,1954,0.515625,0.49951171875,0.4953940634595701,0.9917566392621696,0.009211873080859774,0.45,12
5,1954,0.513671875,0.49962615966796875,0.5010235414534289,1.0027968547251185,-0.0020470829068577278,0.5,12
5,1954,0.5,0.5,0.15762538382804503,0.31525076765609006,0.6847492323439099,0.0,13
5,1954,0.5,0.5,0.1750255885363357,0.3500511770726714,0.6499488229273286,0.02,13
5,1954,0.498046875,0.49999237060546875,0.19293756397134085,0.38588101601970837,0.6141248720573184,0.04,13
5,1954,0.49609375,0.499969482421875,0.21392016376663256,0.42786644242843286,0.5721596724667349,0.06,13
5,1954,0.498046875,0.49999237060546875,0.2389969293756397,0.4780011524700366,0.5220061412487206,0.08,13
5,1954,0.50390625,0.499969482421875,0.2579324462640737,0.5158963803443305,0.4841351074718526,0.1,13
5,1954,0.486328125,0.49962615966796875,0.29426816786079835,0.588976702213425,0.41146366427840325,0.12,13
5,1954,0.478515625,0.49907684326171875,0.33418628454452404,0.669608876982647,0.33162743091095187,0.15,13
5,1954,0.470703125,0.49828338623046875,0.3741044012282497,0.7507864230801725,0.2517911975435005,0.18,13
