eta,k,replicate_count,edge_count,p_pos_mean,p_pos_sd,cut_fraction_mean,cut_fraction_sd,cut_fraction_sem,knn_nmstv_mean,knn_nmstv_sd,knn_nmstv_sem,signed_alignment_mean,signed_alignment_sd
0.5,3,20,1193,0.50556640625,0.014647066821836608,0.4995808885163453,0.01578513349863925,0.003529663153686644,1.0001069477431794,0.03175414852093171,0.007100443466042769,0.0008382229673093045,0.031570266997278516
0.0,5,20,1954,0.5,0.0,0.15762538382804503,0.0,1.273513149771875e-17,0.31525076765609006,0.0,2.54702629954375e-17,0.6847492323439099,0.0
0.02,5,20,1954,0.49833984375,0.006020769278128192,0.18510747185261003,0.009100616857056924,0.002034959792955978,0.37026994465591806,0.018202565927146513,0.004070217477802108,0.6297850562947799,0.01820123371411388
0.04,5,20,1954,0.49755859375,0.009732158940063752,0.20982599795291706,0.010354582901819237,0.002315355124712484,0.4198133739631296,0.020721155151717897,0.004633391149156122,0.5803480040941659,0.020709165803638446
0.06,5,20,1954,0.49814453125,0.011147590895177388,0.23370010235414534,0.013382764589835328,0.002992477134974887,0.4676270881460246,0.02676545605992544,0.005984937919877699,0.5325997952917093,0.026765529179670643
0.08,5,20,1954,0.50244140625,0.014266540452230277,0.25775332650972366,0.014469609067852598,0.0032355029483565815,0.515923465559798,0.02905217145941864,0.0064962630277239355,0.4844933469805527,0.028939218135705207
0.1,5,20,1954,0.501953125,0.0145055392947061,0.27868474923234393,0.014726641728157215,0.0032929771984444517,0.5578356933975599,0.02969125354061908,0.006639166125400558,0.44263050153531214,0.029453283456314414
0.12,5,20,1954,0.50283203125,0.01629764876093059,0.2986949846468782,0.016994840108533433,0.0038001617749420682,0.5980171951100154,0.03408085474323915,0.007620710793717883,0.4026100307062436,0.03398968021706688
0.15,5,20,1954,0.502734375,0.018802182047658444,0.3304503582395087,0.017510842255218033,0.003915543362594325,0.6618045078266531,0.034919173116089254,0.00780816448056588,0.3390992835209826,0.03502168451043606
0.18,5,20,1954,0.50029296875,0.01963658887932382,0.35870010235414534,0.01936125877992029,0.00432930907618664,0.7184660777062761,0.03898699320118359,0.008717756703616863,0.2825997952917093,0.03872251755984058
