eta,rule,radius,n_units,phi_energy_raw_mean,phi_energy_raw_sd,phi_energy_raw_sem,delta_phi_energy_mean,delta_phi_energy_sd,delta_phi_energy_sem,ess_fraction_min,ess_fraction_mean,split_logZ_per_P_diff_max,weighted_ce_mean,weighted_error_mean,elapsed_s_mean,d_phi_energy_raw_dd_unit_mean,d_phi_energy_raw_dd_unit_sd,d_phi_energy_raw_dd_unit_sem,d_delta_phi_energy_dd_unit_mean,d_delta_phi_energy_dd_unit_sd,d_delta_phi_energy_dd_unit_sem,d_phi_energy_direct_dd_unit_mean,d_phi_energy_direct_dd_unit_sd,d_phi_energy_direct_dd_unit_sem,split_dlogZ_dr_per_P_diff_max,ce_replay_max_abs_diff_max,d_phi_energy_raw_dd,d_delta_phi_energy_dd
0.05,eta_0p05,0.54,30,-0.07449946001818762,0.0024180680341506725,0.00044147680262883183,-0.06828768022019041,0.00255787048346347,0.00046700112098986237,0.5343643404908921,0.7617422441856629,0.009574237999638448,0.26887579818314805,0.10518030107575123,28.229420177141826,-0.07050065452074371,0.16836441535640148,0.030738996057290097,-0.07050065452074362,0.16836441535640148,0.030738996057290094,-0.06491115777385595,0.011884753628276366,0.002169849217532778,0.04396298929201976,0.0,-0.07050065452074383,-0.07050065452074339
0.05,eta_0p05,0.55,30,-0.07583312501058888,0.0026259827622095253,0.0004794366648272937,-0.06962134521259168,0.00236427498321376,0.00043165558015044177,0.5389990658072199,0.7869813139448693,0.006757923406913126,0.27161800554227594,0.10584905705557725,28.788544313112894,-0.09207715269797268,0.17216109514961658,0.031432171779412744,-0.09207715269797262,0.1721610951496165,0.03143217177941273,-0.06323336847314849,0.009423310708871103,0.0017204532805429004,0.04644129090360248,0.0,-0.09207715269797268,-0.09207715269797268
0.05,eta_0p05,0.56,30,-0.07634100307214707,0.0032337055219723164,0.0005903911529044185,-0.07012922327414987,0.003267339204424791,0.0005965317950948137,0.5886117830447595,0.8297461045756193,0.00557128025847587,0.274581367152814,0.10863480968144591,28.353329865137734,-0.08799388893586099,0.14200326834032748,0.025926131103152183,-0.08799388893586108,0.14200326834032748,0.02592613110315219,-0.06337053130826452,0.008223664326520538,0.0015014288189952763,0.02935831797525107,0.0,-0.0879938889358618,-0.08799388893586091
0.05,eta_0p05,0.57,30,-0.07759300278930609,0.003087135370228675,0.0005636312267821019,-0.07138122299130888,0.003208250326270806,0.0005857436912739426,0.6124702488525008,0.8171170285704215,0.009713763478393958,0.2804262157354894,0.11162212221709157,28.657509009043377,-0.05736851952079367,0.1161336794835578,0.02120301197973984,-0.05736851952079373,0.1161336794835579,0.021203011979739856,-0.06001038940004622,0.008715578289266392,0.0015912396102444966,0.03674170630176035,0.0,-0.05736851952079336,-0.05736851952079247
0.05,eta_0p05,0.58,30,-0.07748837346256293,0.0033701034632922042,0.0006152938959904749,-0.07127659366456572,0.003267455805727745,0.000596553083482768,0.6302875013129201,0.8382593197860149,0.0072133267875344135,0.28146673970173025,0.11042029521662948,28.849989032745363,-0.03865482809310241,0.15461328844720854,0.02822839525752967,-0.038654828093102216,0.15461328844720854,0.02822839525752967,-0.0591522030289477,0.007221064601776881,0.001318379990531752,0.039603775559796744,0.0,-0.03865482809310228,-0.038654828093101834
0.05,eta_0p05,0.59,30,-0.07836609935116813,0.0032094770331839,0.0005859676562898597,-0.07215431955317092,0.003341497413808025,0.0006100711697959434,0.5358730944171821,0.7889423723035004,0.008167978697097683,0.2853345918524914,0.11319878545307796,28.511176419258117,-0.10460764814396048,0.16557181671339946,0.03022913963367992,-0.10460764814396062,0.16557181671339935,0.03022913963367991,-0.05799255619778335,0.008046108565193734,0.0014690117204307115,0.042239022007596265,0.0,-0.10460764814395995,-0.1046076481439604
0.05,eta_0p05,0.6,30,-0.07958052642544214,0.0017610532921825928,0.00032152287103238075,-0.07336874662744493,0.0024782833681459113,0.0004524705682077982,0.5560290403020041,0.758547789203042,0.0068101043395321645,0.28821001968914195,0.11465404736858055,29.21508276462555,-0.07627747271787896,0.13479231202066116,0.02460959662399696,-0.07627747271787909,0.13479231202066122,0.024609596623996963,-0.05813061950866049,0.009588397176475664,0.0017505938079581884,0.0296041000115162,0.0,-0.07627747271787877,-0.07627747271787921
0.05,eta_0p05,0.61,30,-0.07989164880552571,0.003053569550876195,0.000557502974641937,-0.0736798690075285,0.002949290022436311,0.0005384642246377616,0.5385045574733681,0.7877597266475266,0.0054994236867254185,0.2886375740444739,0.11509701810551598,29.11999320189158,-0.01748358845478979,0.1737001359752478,0.031713160905119275,-0.0174835884547897,0.1737001359752478,0.03171316090511928,-0.05571886404508372,0.006916041605573222,0.0012626906653389,0.0437812913757149,0.0,-0.017483588454790144,-0.0174835884547897
0.05,eta_0p05,0.62,30,-0.07993019819453794,0.003206601046174698,0.0005854425753031822,-0.07371841839654072,0.0036610841278305836,0.0006684194539123125,0.652553098411293,0.8367567504885065,0.010943029027909489,0.29243371258159406,0.1163941905920689,29.0159353017807,-0.005399034040289985,0.16253823755595956,0.029675286388844133,-0.00539903404029,0.16253823755595959,0.029675286388844143,-0.05488599852304984,0.007704410405925225,0.0014066264572009267,0.045378624983646976,0.0,-0.005399034040289852,-0.005399034040290296
0.05,eta_0p05,0.63,30,-0.0799996294863315,0.0031173398389513483,0.0005691457830677248,-0.07378784968833431,0.0030994809461549005,0.0005658852102554983,0.5950964806867058,0.809314354702203,0.007994767527300148,0.29271290048764087,0.11565605640419732,29.03548840681712,-0.05894920516420757,0.17993101634998773,0.032850758816573046,-0.0589492051642075,0.1799310163499877,0.03285075881657304,-0.05469933245522398,0.010593574162051991,0.001934113177719921,0.038308463897834356,0.0,-0.05894920516420754,-0.05894920516420754
0.05,eta_0p05,0.64,30,-0.08110918229782209,0.002686074115382017,0.0004904077947084889,-0.07489740249982488,0.0030390210627163424,0.000554846796261021,0.601530074006244,0.7795695918505342,0.010610344377391952,0.29761872538105444,0.11954408995868186,28.87018220424652,-0.08612560420445085,0.17153013262964184,0.031316974311035924,-0.08612560420445083,0.1715301326296419,0.03131697431103594,-0.05424187688228932,0.010397044709865171,0.0018982319729943034,0.034827161021451836,0.0,-0.08612560420445092,-0.08612560420445048
0.05,eta_0p05,0.65,30,-0.08172214157042053,0.0033445181484986907,0.0006106226779727154,-0.07551036177242332,0.003647329398822976,0.0006659081954623671,0.5849088797120909,0.7695802602438164,0.010738927733616042,0.2999284062095022,0.11910882473891012,29.621187750498454,-0.07519815841980858,0.1854184278932565,0.03385261851142723,-0.07519815841980866,0.18541842789325644,0.033852618511427214,-0.05181705411530795,0.00884248115458005,0.0016144087975592729,0.03825929410488464,0.0,-0.07519815841980826,-0.07519815841980826
0.05,eta_0p05,0.66,30,-0.08261314546621826,0.0028175275626997538,0.0005144078008277357,-0.07640136566822105,0.0029138416340098697,0.0005319922639816395,0.6105637002580371,0.7957572313596067,0.007842586410013537,0.3023100367637156,0.12004891034983714,29.74781724611918,-0.03698026838126731,0.17431011400896115,0.03182452714800176,-0.03698026838126716,0.17431011400896115,0.03182452714800177,-0.05030378419584057,0.007280857055340537,0.0013292965490602174,0.04061444319687712,0.0,-0.03698026838126811,-0.03698026838126722
0.05,eta_0p05,0.67,30,-0.08246174693804588,0.0029215167538561154,0.0005333935427387542,-0.07624996714004867,0.0028914299857263517,0.0005279004755430546,0.6010051483859176,0.8169704901162815,0.009258833442909314,0.30392714430099266,0.12148830300018693,29.31660896142324,-0.05254023814212565,0.1527318492909226,0.02788489303537258,-0.05254023814212562,0.15273184929092257,0.02788489303537257,-0.0469542912307661,0.010071330603901878,0.0018387649852830618,0.03487392520614286,0.0,-0.05254023814212605,-0.052540238142126494
0.05,eta_0p05,0.68,30,-0.08366395022906079,0.0024870078626923323,0.00045406343569643406,-0.07745217043106357,0.002414495788887112,0.00044082460285823434,0.5335959445880982,0.8333221686245584,0.006775438912219264,0.30769178213330495,0.12337034851682703,29.361591490109763,-0.0979539189451071,0.14649226381117814,0.026745705796459993,-0.09795391894510716,0.14649226381117816,0.02674570579646,-0.049396675900626734,0.009055123322813524,0.0016532317682987005,0.05854811498509944,0.0,-0.09795391894510619,-0.09795391894510708
0.05,eta_0p05,0.69,30,-0.084420825316948,0.0025834736290424485,0.0004716755944487612,-0.0782090455189508,0.002812468471239898,0.0005134841413233878,0.5319763558043483,0.7947958316183039,0.007597814037042048,0.3125407558086833,0.12512149698173938,29.401705129941305,-0.033048680161770455,0.1339477910507979,0.024455408895503544,-0.03304868016177056,0.1339477910507976,0.02445540889550349,-0.048367927900806885,0.010530733347095086,0.0019226400670919524,0.03564221532902929,0.0,-0.03304868016177043,-0.03304868016177043
0.05,eta_0p05,0.7,30,-0.08432492383229619,0.0023744304418109314,0.0004335097047356018,-0.07811314403429898,0.002817739671857054,0.0005144465264844381,0.553361124779967,0.7941822946253019,0.007656169525842637,0.31214389905310547,0.1255989127279958,29.333935721715292,-0.024506803997066128,0.15385085100867535,0.02808919386293931,-0.024506803997066128,0.15385085100867535,0.028089193862939316,-0.04612205931324752,0.009420467672151451,0.00171993421542851,0.04824309461209372,0.0,-0.02450680399706595,-0.024506803997066395
0.05,eta_0p05,0.71,30,-0.08491096139688932,0.002579933585818548,0.00047102927393933636,-0.07869918159889212,0.002668198888724299,0.0004871442397548384,0.6271861474600668,0.8083726686523801,0.008817410513664749,0.31163140733321554,0.12533444126255044,29.23981354236603,-0.04673595745018228,0.12852232006962547,0.02346485794834427,-0.04673595745018197,0.12852232006962555,0.023464857948344287,-0.0486103805975807,0.009037468225440777,0.0016500084032700325,0.0228588092700126,0.0,-0.04673595745018133,-0.04673595745018311
0.05,eta_0p05,0.72,30,-0.08525964298129982,0.002790164252421179,0.0005094119667318725,-0.07904786318330263,0.0031529234668328516,0.000575642434957248,0.5646736145925937,0.8081713605584375,0.008626633452677456,0.3150385917797161,0.12679516806128638,30.356472404797874,-0.0729656336327074,0.1737254840529185,0.0317177888097625,-0.07296563363270742,0.17372548405291854,0.0317177888097625,-0.04640705284358182,0.007047182105426178,0.0012866335353295562,0.028090607133051847,0.0,-0.07296563363270803,-0.07296563363270803
0.05,eta_0p05,0.73,30,-0.08637027406954348,0.0024371558878508734,0.0004449617519774846,-0.08015849427154628,0.0030827244867573647,0.000562825913323515,0.5386145932574213,0.8128339053025558,0.010445524810601833,0.3179315952975797,0.12905082520774125,30.278680070241293,-0.08070885326032566,0.16998793560383543,0.031035408944652076,-0.08070885326032577,0.16998793560383532,0.031035408944652055,-0.04319406788021604,0.0066682090897695195,0.0012174428455425863,0.029421754657647823,0.0,-0.08070885326032595,-0.08070885326032462
0.05,eta_0p05,0.74,30,-0.08687382004650633,0.002437148150233119,0.0004449603392882229,-0.08066204024850913,0.002865124692756566,0.0005230978080959433,0.5195105314735177,0.762934201116181,0.010422706926478377,0.32064617495175085,0.1297422542290958,30.03579592704773,-0.05500057008325442,0.14762562969845885,0.026952629150583496,-0.05500057008325438,0.14762562969845905,0.02695262915058353,-0.0472917536908992,0.007638655841478892,0.0013946213711321985,0.032974388615287585,0.0,-0.0550005700832541,-0.05500057008325321
0.05,eta_0p05,0.75,30,-0.08747028547120857,0.0024834801871349704,0.00045341937320365926,-0.08125850567321136,0.0028538512625789036,0.000521039570759688,0.5688743237723606,0.7925154830327663,0.006930442231140483,0.3236442006131402,0.13056981706500617,30.114742914835613,-0.04026948099440754,0.1770333811676733,0.032321725432314985,-0.04026948099440738,0.1770333811676734,0.032321725432315,-0.04451206636482577,0.008763688869423348,0.0016000233602467043,0.02955874444911161,0.0,-0.0402694809944073,-0.0402694809944073
0.05,eta_0p05,0.76,30,-0.08767920966639449,0.003137945831034054,0.0005729079052955485,-0.08146742986839728,0.003310391592266675,0.0006043920497533013,0.5599370325526195,0.8271286001209742,0.009912427718586995,0.32351303009145566,0.1311374991568963,30.234727525711058,-0.024132282678364328,0.15365258754024774,0.028052996071610305,-0.024132282678364196,0.15365258754024774,0.028052996071610305,-0.041751387364329845,0.006898099130215087,0.0012594148325085236,0.028887068260914996,0.0,-0.024132282678364092,-0.024132282678364092
0.05,eta_0p05,0.77,30,-0.08795293112477584,0.0022671567548779702,0.00041392429868229193,-0.08174115132677864,0.0024118742274039195,0.0004403459734048239,0.6517824217442342,0.808810793885802,0.008267739593439277,0.3235627901291736,0.13096674230200636,30.706094185511272,-0.04604354633132868,0.2272695375593171,0.04149355078500185,-0.04604354633132874,0.22726953755931703,0.04149355078500184,-0.04358392182918094,0.007964045795253297,0.0014540291770214666,0.04788303936027772,0.0,-0.046043546331329566,-0.046043546331329566
0.05,eta_0p05,0.78,30,-0.08860008059302107,0.003510173837106777,0.000640867130449282,-0.08238830079502386,0.0037836163534943836,0.0006907906752514381,0.5681900552092606,0.8017109535513616,0.013513451694736276,0.33119166987484105,0.13440683888672503,30.185136834780376,-0.03392523988250084,0.14670793561362538,0.02678508190019938,-0.033925239882501,0.14670793561362538,0.02678508190019938,-0.04468444081978326,0.010644629920079732,0.0019434346411740277,0.03332506527359069,0.0,-0.0339252398825014,-0.03392523988250051
0.05,eta_0p05,0.79,30,-0.08863143592242587,0.0023519841874242216,0.00042941159811590136,-0.08241965612442866,0.003093963370154119,0.000564877843309372,0.5197609808208692,0.8054396772687468,0.009212028541649304,0.3285371704195263,0.13467651325177982,30.314760160446166,0.0010311972703854976,0.20183048999640074,0.03684903738778316,0.0010311972703855718,0.20183048999640074,0.03684903738778315,-0.04155629448544477,0.007609234629095757,0.0013892498172350673,0.03792246599904985,0.0,0.0010311972703851424,0.0010311972703860306
0.05,eta_0p05,0.8,30,-0.08857945664761337,0.0031709552209674735,0.0005789345677875543,-0.08236767684961616,0.002905131720464262,0.0005304020586073565,0.6323942354184207,0.807092843650752,0.013639276361162035,0.3296794410949981,0.13361732015029254,30.585842951138815,-0.021670399262484295,0.18569759943239972,0.033903588027894616,-0.021670399262484204,0.18569759943239983,0.033903588027894636,-0.041767740864614794,0.00696507584376938,0.0012716430514556057,0.03244039244939073,0.0,-0.02167039926248382,-0.021670399262484707
0.05,eta_0p05,0.81,30,-0.08906484390767555,0.0032429686475980535,0.0005920823605238256,-0.08285306410967834,0.0032470291660047046,0.0005928237063659874,0.5762010764940994,0.7790855524101186,0.009133555368033949,0.3304385532735557,0.13511477587245782,30.60896238485972,-0.07256096725447479,0.17526696897033125,0.03199922416353615,-0.07256096725447467,0.17526696897033145,0.03199922416353617,-0.043151508680815825,0.0077840842407160575,0.0014211728427202194,0.04262090410354096,0.0,-0.07256096725447492,-0.07256096725447403
0.05,eta_0p05,0.82,30,-0.09003067599270283,0.0031254721989327824,0.0005706305420702532,-0.08381889619470563,0.0033808718290267714,0.0006172599215972371,0.6151695442447933,0.8109801338379352,0.012058235952467721,0.3345428678897137,0.13694564644578575,30.907125210762025,-0.06265603853701789,0.23562587266026241,0.043019201862621856,-0.06265603853701801,0.2356258726602626,0.04301920186262189,-0.04115133775134257,0.007239560943145595,0.0013217569449980725,0.03987574751004058,0.0,-0.06265603853701851,-0.0626560385370194
0.05,eta_0p05,0.83,30,-0.09031796467841592,0.003885788718834588,0.0007094447116682672,-0.08410618488041871,0.003823989025698061,0.0006981616830090098,0.6604689552835392,0.8391453557439841,0.009550742736157893,0.33399616805689125,0.13557284214852536,30.749292953809103,-0.0641293029050531,0.17882078036007143,0.0326480583846293,-0.06412930290505317,0.17882078036007135,0.03264805838462928,-0.040820039545387425,0.007576628749899812,0.0013832968253874314,0.03337599375155284,0.0,-0.06412930290505336,-0.06412930290505248
0.05,eta_0p05,0.84,30,-0.0913132620508039,0.003579469345026477,0.0006535187013897482,-0.08510148225280668,0.003792017815697707,0.0006923245653730343,0.5978365638236914,0.7894381310579826,0.010200463515292364,0.3427621001150521,0.14017271045279572,30.450322397549947,-0.06082262258169813,0.21546822473303398,0.039338935703958425,-0.06082262258169801,0.215468224733034,0.03933893570395843,-0.039824082414371485,0.006596921809160354,0.0012044276283249727,0.04818687034957894,0.0,-0.06082262258169724,-0.06082262258169724
0.05,eta_0p05,0.85,30,-0.09153441713004987,0.003154165685237435,0.0005758692319710943,-0.08532263733205266,0.0029915498003029012,0.0005461797691753249,0.5757330991193128,0.8057090499768987,0.010187248191050697,0.3398256865557088,0.13797049340385567,31.13394339084625,-0.022350762838136588,0.18596896232460738,0.03395313188700528,-0.0223507628381366,0.18596896232460738,0.03395313188700528,-0.040071496969940765,0.008448613307492164,0.0015424986960505963,0.040686367541213804,0.0,-0.022350762838136085,-0.022350762838136973
0.05,eta_0p05,0.86,30,-0.09176027730756663,0.0035117055456087786,0.0006411467808819719,-0.08554849750956943,0.003560946956357132,0.0006501369913587217,0.6079820958621507,0.8162994284945868,0.011045327528734902,0.3431111276199437,0.1401304683260237,30.77602612177531,-0.015741735240637874,0.21216413734455203,0.03873569463907845,-0.015741735240637992,0.21216413734455203,0.03873569463907846,-0.03913045271840022,0.00784715082939764,0.0014326871738021536,0.03420189759798541,0.0,-0.015741735240638377,-0.015741735240638377
0.05,eta_0p05,0.87,30,-0.09184925183486263,0.003472765601358039,0.0006340373522639297,-0.08563747203686542,0.003595861985237393,0.0006565115743299431,0.5306722911918138,0.7624318131474036,0.010814888639738961,0.3419155260411529,0.13977639105920542,30.9799835840861,-0.04105127404908417,0.2017833663503657,0.03684043382647473,-0.04105127404908417,0.20178336635036564,0.03684043382647472,-0.036406551946692484,0.0068019993645235,0.0012418694960284423,0.032764114466972576,0.0,-0.041051274049083375,-0.04105127404908426
0.05,eta_0p05,0.88,30,-0.0925813027885483,0.003173302295685611,0.0005793630830433127,-0.0863695229905511,0.003093087186035313,0.0005647178747072395,0.5515396635103395,0.7941331081047346,0.013707595307272653,0.34618287062565634,0.14151651798562553,30.921150453885396,-0.06965218280961978,0.2681578502417278,0.04895870118316215,-0.06965218280961963,0.26815785024172767,0.048958701183162125,-0.03672922758601379,0.008160392927668689,0.0014898770948632547,0.03512133916683602,0.0,-0.06965218280961949,-0.06965218280961949
0.05,eta_0p05,0.89,30,-0.09324229549105502,0.0038235765023167017,0.0006980863668885205,-0.08703051569305782,0.003889974978726718,0.0007102090146597672,0.5580860604334096,0.7780377216576523,0.013336356324303623,0.3512035967485714,0.14581952554905614,30.7385005235672,-0.06160723120294763,0.18826007434491243,0.034371429798769386,-0.06160723120294763,0.1882600743449122,0.034371429798769344,-0.038819182466184946,0.006044987484624545,0.0011036586683884255,0.031874439826012346,0.0,-0.06160723120294875,-0.061607231202947865
0.05,eta_0p05,0.9,30,-0.09381344741260726,0.0026826408332700927,0.000489780966022162,-0.08760166761461007,0.0029226018773607135,0.000533591658279137,0.5509710957559193,0.8075951881140836,0.009262188532909641,0.35087985559809526,0.14494151321831003,31.434712505340578,-0.056574001350788126,0.2427761305677291,0.044324654378588235,-0.056574001350788196,0.24277613056772898,0.04432465437858822,-0.03667384819958068,0.009056673998371075,0.0016535148816261148,0.03592030366940455,0.0,-0.05657400135078827,-0.05657400135078827
0.05,eta_0p05,0.91,30,-0.09437377551807079,0.002872800088287623,0.0005244991371859877,-0.08816199572007359,0.003488956218054703,0.0006369933409254912,0.5787650402145637,0.7930997473798281,0.010443814746442697,0.35333005428728764,0.14584809336589957,31.341397698720296,-0.08814996069825748,0.19227192885750252,0.03510389087009422,-0.08814996069825734,0.19227192885750233,0.035103890870094176,-0.0364026910549344,0.006993455202445701,0.001276824389760456,0.03509932903869596,0.0,-0.08814996069825742,-0.08814996069825654
0.05,eta_0p05,0.92,30,-0.09557644662657241,0.0032734156748059286,0.0005976412017274004,-0.0893646668285752,0.0033423054794889675,0.000610218701729743,0.5850122502487504,0.825460417698288,0.01483887021117133,0.3610876885226895,0.14946822475510665,31.560670828819276,-0.08696229768628166,0.17853919071985513,0.03259664738532722,-0.08696229768628164,0.1785391907198551,0.03259664738532721,-0.03780871920603335,0.006714764963142547,0.0012259427462195062,0.037178704996571735,0.0,-0.08696229768628161,-0.08696229768628161
0.05,eta_0p05,0.93,30,-0.09611302147179643,0.002462986695119338,0.00044967779058398646,-0.08990124167379922,0.0023539111814734146,0.00042976341748554185,0.5611314968388295,0.8065139307317372,0.010522953307527064,0.3566377149362348,0.1469757392898591,31.513256446520487,0.002711055342868729,0.20480335343211784,0.03739180550915801,0.002711055342868788,0.20480335343211759,0.03739180550915796,-0.03779902480315222,0.00704876612990488,0.0012869227373090977,0.046822999203306535,0.0,0.00271105534286864,0.00271105534286864
0.05,eta_0p05,0.94,30,-0.09552222551971504,0.003322108503621998,0.0006065312553045003,-0.08931044572171783,0.0035618571100482365,0.0006503031619278599,0.547402865303185,0.8133376060498679,0.010330449306775031,0.3559188753467373,0.14597227752941938,31.473573875427245,0.0021324692237808603,0.1809263949530812,0.033032489254630475,0.0021324692237807714,0.18092639495308144,0.033032489254630516,-0.03611291436684508,0.00899530920872759,0.0016423112551180164,0.0311958058443902,0.0,0.002132469223781186,0.002132469223780298
0.05,eta_0p05,0.95,30,-0.09607037208732083,0.003550780105644474,0.000648280786867352,-0.08985859228932362,0.0036827043988723667,0.0006723667572952994,0.5682507938379038,0.799174844581737,0.010012714461618367,0.3600663543503502,0.1498828506025677,31.423067768414814,-0.054255776676391115,0.17258722041047797,0.03150997125197827,-0.05425577667639105,0.17258722041047775,0.03150997125197823,-0.03653929600634345,0.0077175394248023485,0.0014090234771332302,0.04450565248813007,0.0,-0.05425577667639203,-0.05425577667639203
0.05,eta_0p05,0.96,30,-0.09660734105324287,0.002457580494393347,0.00044869075788797874,-0.09039556125524566,0.0027903876998172667,0.0005094527624582898,0.5471824960618875,0.7995274109517473,0.00918070110823911,0.358921101471781,0.14796275514586807,31.9149249792099,-0.04341970533011696,0.20142108622598995,0.0367742908277226,-0.043419705330116985,0.20142108622599,0.036774290827722614,-0.03718724967718348,0.0071555438807421766,0.001306417598233516,0.03537921091613626,0.0,-0.04341970533011619,-0.04341970533011619
0.05,eta_0p05,0.97,30,-0.09693876619392316,0.004128088294119796,0.0007536823593541441,-0.09072698639592595,0.003937982826999399,0.0007189740084718451,0.5435942667441944,0.8009193750897285,0.013083752947965516,0.3642251092976237,0.15075858067968356,31.044936434427896,-0.005625991348987262,0.15552663069141284,0.028395147974154038,-0.00562599134898741,0.15552663069141293,0.028395147974154048,-0.03319312399199173,0.00616112478735466,0.0011248623418794554,0.035664986068388346,0.0,-0.005625991348987114,-0.005625991348987114
0.05,eta_0p05,0.98,30,-0.09671986088022261,0.002822078534709199,0.0005152386908371177,-0.09050808108222541,0.003172508712894203,0.0005792181953112786,0.5355708332860766,0.8070209719652455,0.012038099267379624,0.3639530054680557,0.15007117532960454,31.413959749539693,-0.06648160568084881,0.22955028798570148,0.04190995693719195,-0.06648160568084878,0.22955028798570148,0.04190995693719194,-0.03622789676582302,0.008149850306925735,0.0014879522844645423,0.028747217406649532,0.0,-0.06648160568084904,-0.06648160568084904
0.05,eta_0p05,0.99,30,-0.09826839830754014,0.003204776535304776,0.000585109466716559,-0.09205661850954293,0.003435320816509251,0.0006272009011563938,0.550527610805973,0.7933510094187048,0.009688338315392538,0.3717649355445849,0.15571352104513173,31.379184182484945,-0.10334127500946104,0.2200141101949962,0.04016889704107558,-0.10334127500946101,0.220014110194996,0.04016889704107555,-0.03551006064473674,0.007322915426607978,0.0013369753219519187,0.0510489950298454,0.0,-0.10334127500946089,-0.10334127500946089
0.05,eta_0p05,1.0,30,-0.09878668638041184,0.003068663786179056,0.0005602587923631598,-0.09257490658241463,0.0032002990624464237,0.0005842919957548471,0.5906354795728483,0.8007994678102519,0.010220657588262473,0.3736924463515032,0.15438063750450212,31.73577601114909,-0.05182880728716837,0.3855013969921846,0.07038260369412455,-0.051828807287168606,0.3855013969921846,0.07038260369412457,-0.03414801128992441,0.00679285367834383,0.001240199729820286,0.03446554973356456,0.0,-0.051828807287169994,-0.051828807287169994
0.15,eta_0p15,0.01,30,-0.0008136144474819504,0.0006534122014172749,0.00011929620068845016,0.013720925721923821,0.0017898870468494252,0.0003267871703152454,0.6931265536755995,0.9744128062265046,1.769560331175625e-05,0.003758702994544756,4.623151559546893e-05,1.0614042123158773,-0.01796485458760539,0.007406838368135415,0.0013522974846741738,-0.01796485458760543,0.007406838368135448,0.0013522974846741796,-0.01055227729329604,0.004951590452985486,0.000904032595542458,0.0011598462244966647,0.0,-0.01796485458760539,-0.01796485458760537
0.15,eta_0p15,0.02,30,-0.0009932629933580043,0.0007216797391321023,0.00013176009080569876,0.013541277176047768,0.0017341139585867024,0.0003166044441341722,0.6755889279125955,0.8970106262999631,1.952902312861878e-05,0.004497187953474379,0.00016814470431346623,1.4544592221577963,-0.028747042012400196,0.009714340971786613,0.0017735878938480614,-0.028747042012400137,0.009714340971786603,0.0017735878938480597,-0.02688148648135102,0.009796632904568505,0.001788612276476508,0.001604015755558358,0.0,-0.028747042012400206,-0.028747042012400192
0.15,eta_0p15,0.03,30,-0.001388555287729954,0.0008338344135608793,0.00015223663917712836,0.013145984881675817,0.0016356472665040452,0.0002986269679953099,0.5195621740501645,0.7025351602643727,5.1600710334099945e-05,0.005966147360902039,0.00045632681275830825,2.3407414038976033,-0.05578611971782389,0.014031595300488501,0.0025618070879536783,-0.055786119717823796,0.014031595300488524,0.0025618070879536814,-0.054071932887010336,0.014304861868769052,0.0026116985091734386,0.004289609314415064,0.0,-0.05578611971782388,-0.05578611971782388
0.15,eta_0p15,0.04,30,-0.002108985387714482,0.0009806265645093033,0.00017903709662351344,0.01242555478169129,0.0015033817137442677,0.00027447869238617,0.5172444177084096,0.8827442124387659,0.00010584796981483974,0.008311919702879155,0.0010184876844076766,3.592262554168701,-0.09167404553179948,0.01727469665779883,0.003153913677845173,-0.09167404553179949,0.01727469665779883,0.003153913677845174,-0.0906966046994915,0.01816093041546139,0.0033157170846099563,0.008257561750658398,0.0,-0.09167404553179949,-0.09167404553179959
0.15,eta_0p15,0.05,30,-0.0032220361983659445,0.0011481948964018214,0.0002096307483905283,0.011312503971039826,0.0013462882116379166,0.00024579747413912533,0.5286987557593112,0.8251654238395381,0.00021058612390665964,0.011501450232944,0.001999442779105145,5.318987488746643,-0.12976130785586387,0.019345577637070368,0.0035320030865969767,-0.12976130785586384,0.01934557763707033,0.003532003086596969,-0.1313531234320608,0.02042853452112744,0.003729723057998166,0.027943684877070156,0.0,-0.12976130785586393,-0.12976130785586398
0.15,eta_0p15,0.06,30,-0.004704211544831759,0.0013244884748675842,0.0002418174049468634,0.009830328624574012,0.0011890647782410045,0.00021709253379249206,0.5310086090859877,0.8057103778244724,0.000581746470705792,0.015432023717511978,0.0033267882151255994,7.0808369239171345,-0.16772858028362062,0.022082942772963465,0.004031775297615924,-0.16772858028362067,0.022082942772963465,0.004031775297615924,-0.1702520564343911,0.0231135589041458,0.004219939198675014,0.039460279330554474,0.0,-0.16772858028362064,-0.16772858028362064
0.15,eta_0p15,0.07,30,-0.006576607804038358,0.0015347200286529772,0.00028020025971607014,0.007957932365367413,0.0010829856720599232,0.00019772522734737074,0.5272163740045519,0.7941612565667543,0.0009347053909729684,0.02006297502564044,0.005115638431060729,9.221963135401408,-0.20290586319525256,0.02748971529651544,0.005018912389098772,-0.20290586319525253,0.027489715296515404,0.0050189123890987675,-0.2082522817867423,0.02378633605454276,0.004342770939157168,0.052260143800310625,0.0,-0.20290586319525253,-0.2029058631952525
0.15,eta_0p15,0.08,30,-0.00876232880873681,0.0017525917097449598,0.0003199780045079537,0.005772211360668961,0.0009607845415215485,0.00017541445543120367,0.5601055913141822,0.829359483392588,0.0019252387983111103,0.025094790861442683,0.00721523164234632,11.160926826794942,-0.2381787873640552,0.03561409603621221,0.006502214588062916,-0.2381787873640552,0.03561409603621222,0.006502214588062917,-0.2402355567841588,0.029293985070390154,0.0053483254740907486,0.05906765389542424,0.0,-0.23817878736405512,-0.2381787873640552
