rule,radius,n_units,target_ref_count,sampling_status,qc_diagnostic_pass,d_phi_energy_raw_dd,d2_phi_energy_raw_dd2,d_delta_phi_energy_dd,d2_delta_phi_energy_dd2,d_delta_phi_full_dd,d2_delta_phi_full_dd2,d_phi_energy_direct_dd,d_phi_energy_direct_dd_sem
random_label,0.72,30,30,complete,False,-0.0012473558532510864,-5.264563262209472,-0.001247355853253751,-5.264563262209383,1.3871664536430188,-7.1935360733760945,-0.005986146477782835,0.0021045331115824724
random_label,0.73,30,30,complete,False,-0.04287474027454685,2.000226325113495,-0.04287474027454685,2.000226325113717,1.326517305697834,0.12375981848506967,-0.012270844022012397,0.0018605499878969073
random_label,0.74,30,30,complete,False,0.038757170649018846,2.8213449505783728,0.03875717064902062,2.8213449505784616,1.3896416500127202,0.9952694927932271,-0.00826678797590451,0.0020454668392414503
random_label,0.75,30,30,complete,False,0.013552158737020648,-3.955448207846276,0.013552158737022424,-3.9554482078463646,1.3464226955536986,-5.733135746999807,-0.012463666072808651,0.002080888105480413
random_label,0.76,30,30,complete,False,-0.04035179350790674,-2.105763544449422,-0.04035179350790674,-2.105763544449511,1.274978935072724,-3.836961502693015,-0.00939632974819859,0.0023346141641495677
random_label,0.77,30,30,complete,False,-0.02856311215196783,-1.8882573167962478,-0.02856311215196783,-1.888257316796381,1.2696834654998383,-3.5747660042481684,-0.006623030459752761,0.0020375560452283283
random_label,0.78,30,30,complete,False,-0.07811693984383172,1.9812849559210906,-0.07811693984383439,1.9812849559210906,1.2034836149877606,0.3377570092851556,-0.009915211126819846,0.0017157960864788878
random_label,0.79,30,30,complete,False,0.011062586966454013,6.152693537728021,0.011062586966454013,6.152693537728199,1.2764386056855415,4.5505238064350735,-0.00589664148164268,0.0018025191138121832
random_label,0.8,30,30,complete,False,0.04493693091072881,-1.921790316836301,0.0449369309107297,-1.9217903168364343,1.2944940911164622,-3.484143698631918,-0.012198234017069425,0.0016346740869323114
random_label,0.81,30,30,complete,False,-0.02737321937027204,-2.001851643442749,-0.027373219370274704,-2.0018516434427047,1.206755731712903,-3.5258548330978954,-0.007672988208636731,0.002508742444359293
random_label,0.82,30,30,complete,False,0.004899898041872852,1.9469188007134495,0.0048998980418746285,1.946918800713627,1.2239769944545031,0.45987076350755984,-0.011109538065839614,0.0016168133610138214
random_label,0.83,30,30,complete,False,0.011565156643996488,-2.0926800000660144,0.011565156643997376,-2.092680000066103,1.215953146983054,-3.5441010676017015,-0.007799657325178574,0.0019256858054448678
random_label,0.84,30,30,complete,False,-0.03695370195944747,-1.514226256466865,-0.03695370195944747,-1.5142262564669982,1.1530949731024691,-2.9312856382333052,-0.007897339787629106,0.0015867834738850404
random_label,0.85,30,30,complete,False,-0.018719368485340837,1.5887027074846114,-0.018719368485342613,1.5887027074845226,1.157327434218388,0.20479894636125096,-0.010230451708487527,0.0015847313403077655
random_label,0.86,30,30,complete,False,-0.005179647809755217,0.5679862743015902,-0.005179647809756993,0.5679862743019455,1.1571909520296941,-0.7839121372363422,-0.007405494393040812,0.0013982222346184468
random_label,0.87,30,30,complete,False,-0.007359642999309024,1.7785240270686826,-0.007359642999303695,1.7785240270688603,1.141649191473661,0.45753329839257617,-0.006257704915609484,0.0022619671741476934
random_label,0.88,30,30,complete,False,0.030390832731618467,-0.02488476110715787,0.030390832731620243,-0.02488476110755755,1.1663416179975457,-1.3160158426757107,-0.006060702908083111,0.0019668370093428645
random_label,0.89,30,30,complete,False,-0.007857338221452181,-2.7955014041537636,-0.007857338221454846,-2.795501404153941,1.1153288746201468,-4.057774017321947,-0.012610029301250032,0.0017716346591947411
random_label,0.9,30,30,complete,False,-0.025519195351456858,0.48212053690854756,-0.025519195351458634,0.4821205369086808,1.0851861376511067,-0.7522505194472728,-0.011739428219643248,0.0018780038007216921
random_label,0.91,30,30,complete,False,0.0017850725167187775,0.9659763844701788,0.0017850725167187775,0.9659763844704008,1.1002838642312014,-0.2414081795563945,-0.009303367475819956,0.0015482971257449428
