rule,radius,n_units,target_ref_count,sampling_status,qc_diagnostic_pass,d_phi_energy_raw_dd,d2_phi_energy_raw_dd2,d_delta_phi_energy_dd,d2_delta_phi_energy_dd2,d_delta_phi_full_dd,d2_delta_phi_full_dd2,d_phi_energy_direct_dd,d_phi_energy_direct_dd_sem
real_even_odd,0.4,30,30,complete,False,-0.10212935740779705,1.0499132903729325,-0.10212935740779638,1.049913290372932,2.3973756123944696,-5.205369457057415,-0.08952948364486206,0.0016778551510984402
real_even_odd,0.41,30,30,complete,False,-0.06720628025237074,0.1626056008240262,-0.06720628025237052,0.1626056008239587,2.371310661169886,-5.790903237149806,-0.08862632644096591,0.0013056176175211614
real_even_odd,0.42,30,30,complete,False,-0.09887724539131693,-3.0420061798801497,-0.09887724539131759,-3.042006179880183,2.281557547651474,-8.715071392159501,-0.08670000146373688,0.0014707633851642078
real_even_odd,0.43,30,30,complete,False,-0.1280464038499738,-0.04033624959621829,-0.12804640384997423,-0.04033624959620674,2.197009233326696,-5.452323536006531,-0.08536920617709454,0.0014877069389405994
real_even_odd,0.44,30,30,complete,False,-0.09968397038324128,3.1604380697388663,-0.09968397038324173,3.160438069738944,2.172511076931343,-2.008093561289556,-0.0844147490051735,0.0015295785194168283
real_even_odd,0.45,30,30,complete,False,-0.06483764245519641,-0.5376460375670629,-0.0648376424551953,-0.5376460375669962,2.1568473621009048,-5.47879278387596,-0.08070769932855505,0.001540158080721978
real_even_odd,0.46,30,30,complete,False,-0.11043689113458255,-0.19551792143097524,-0.11043689113458166,-0.19551792143104185,2.0629352212538237,-4.923966168092136,-0.07668497006152593,0.0012997362254151027
real_even_odd,0.47,30,30,complete,False,-0.06874800088381638,2.477388126473549,-0.0687480008838166,2.477388126473549,2.0583680387390615,-2.051809584172318,-0.07757173884558881,0.0013951157218541706
real_even_odd,0.48,30,30,complete,False,-0.060889128605111864,-1.2827078075490426,-0.060889128605110976,-1.2827078075490315,2.0218990295703776,-5.624992397564199,-0.07725128520301264,0.0014764904930310637
real_even_odd,0.49,30,30,complete,False,-0.09440215703479726,3.169677230201648,-0.09440215703479726,3.169677230201537,1.9458681907877775,-0.9970334521412383,-0.0738195066557162,0.001426944932762529
real_even_odd,0.5,30,30,complete,False,0.00250441599892115,1.5772305201451768,0.002504415998919818,1.577230520145199,2.001958360527553,-2.424346240069042,-0.07165527506331273,0.0014364534864068099
real_even_odd,0.51,30,30,complete,False,-0.06285754663189369,-8.327062341961048,-0.06285754663189325,-8.327062341960982,1.8973812659863967,-12.173133363213381,-0.07016518978995788,0.0012931827287071512
real_even_odd,0.52,30,30,complete,False,-0.16403683084029996,1.2428070181424322,-0.16403683084029996,1.2428070181423878,1.758495693263285,-2.4566520627878674,-0.07283827478373646,0.0013614447082989371
real_even_odd,0.53,30,30,complete,False,-0.038001406269045024,5.63573298683821,-0.03800140626904547,5.63573298683821,1.8482482247306393,2.074657709796668,-0.07087601877846088,0.0013900508737885238
real_even_odd,0.54,30,30,complete,False,-0.05132217110353565,-3.764745608127293,-0.05132217110353565,-3.764745608127293,1.7999888474592183,-7.195060701029362,-0.06730373680244486,0.0013645668344664276
real_even_odd,0.55,30,30,complete,False,-0.11329631843159094,0.32651591229839694,-0.11329631843159138,0.32651591229837473,1.7043470107100518,-2.9801126254334065,-0.06710099074904781,0.001352572954963743
real_even_odd,0.56,30,30,complete,False,-0.044791852857567704,2.260771484544913,-0.04479185285756815,2.260771484545002,1.7403865949505501,-0.9287428639197941,-0.06580057662797886,0.0012786732951387903
real_even_odd,0.57,30,30,complete,False,-0.06808088874069185,-1.8725478663950712,-0.06808088874069051,-1.872547866395049,1.6857721534316568,-4.951062764850221,-0.06780892947416602,0.001629378898055782
real_even_odd,0.58,30,30,complete,False,-0.08224281018546886,-0.013303293717381592,-0.08224281018546886,-0.01330329371747041,1.6413653396535466,-2.9865150100384596,-0.0640709472288336,0.0011638471833439583
real_even_odd,0.59,30,30,complete,False,-0.06834695461503948,-0.8012357318789789,-0.06834695461503992,-0.8012357318790011,1.6260418532308876,-3.674457264590103,-0.06305277373439973,0.001183376366073979
real_even_odd,0.6,30,30,complete,False,-0.09826752482304846,-1.4406962371064966,-0.0982675248230489,-1.44069623710643,1.5678761943617445,-4.2188890221716235,-0.06210712200024181,0.0010164945429923633
real_even_odd,0.61,30,30,complete,False,-0.09716087935716944,3.7363405928310964,-0.09716087935716855,3.736340592831141,1.541664072787455,1.0485380720560045,-0.06014596810108295,0.0014327926498387273
real_even_odd,0.62,30,30,complete,False,-0.023540712966426458,2.585256415972534,-0.023540712966426014,2.5852564159724674,1.5888469558028646,-0.016497231621315223,-0.06098297293543616,0.0011121169069939823
real_even_odd,0.63,30,30,complete,False,-0.045455751037718706,-2.4872381995912,-0.04545575103771915,-2.4872381995912223,1.5413341281550288,-5.007010687124577,-0.060771426944157596,0.001456063916656026
real_even_odd,0.64,30,30,complete,False,-0.0732854769582505,2.0739419294736976,-0.0732854769582505,2.07394192947372,1.4887067420603728,-0.3676646670854211,-0.0596878650495495,0.001432988193513001
real_even_odd,0.65,30,30,complete,False,-0.003976912448244718,-0.9504859038670816,-0.003976912448244718,-0.9504859038670594,1.5339808348133204,-3.317508721406881,-0.058469046643521705,0.0016870921167941302
real_even_odd,0.66,30,30,complete,False,-0.09229519503559214,-5.110086912267793,-0.09229519503559169,-5.110086912267837,1.4223565676322352,-7.405892450665149,-0.056176821158896585,0.0012977200448307513
real_even_odd,0.67,30,30,complete,False,-0.10617865069360066,2.497230924115666,-0.10617865069360155,2.4972309241156214,1.385862985800017,0.26947579304206215,-0.05704863451641123,0.0009777734088390441
real_even_odd,0.68,30,30,complete,False,-0.042350576553278785,2.611942644259716,-0.04235057655327923,2.611942644259716,1.4277460834930764,0.4492560940611696,-0.056127460777268746,0.001247726539282494
real_even_odd,0.69,30,30,complete,False,-0.05393979780840574,-2.371116912018409,-0.05393979780840663,-2.371116912018409,1.3948481076812413,-4.4715449850606745,-0.05677624218243128,0.0012040341001835564
real_even_odd,0.7,30,30,complete,False,-0.08977291479364702,-1.1823912575287912,-0.08977291479364746,-1.1823912575286801,1.3383151837918632,-3.223211422225347,-0.055318998053049614,0.0012566826610902271
real_even_odd,0.71,30,30,complete,False,-0.07758762295898158,4.429510304750869,-0.07758762295898025,4.429510304750913,1.3303838792367344,2.44579585028859,-0.05538734631002073,0.0010945280853634847
real_even_odd,0.72,30,30,complete,False,-0.0011827086986295754,3.787108893392307,-0.0011827086986291313,3.7871088933922183,1.387231100797635,1.858136082226025,-0.05211118990490689,0.0010601748154067552
real_even_odd,0.73,30,30,complete,False,-0.0018454450911353781,-4.744943736240832,-0.0018454450911358222,-4.744943736240832,1.367546600881255,-6.621410242868819,-0.05096124860828885,0.0010687861134356317
real_even_odd,0.74,30,30,complete,False,-0.0960815834234463,-5.030216678610384,-0.09608158342344586,-5.030216678610384,1.2548028959402586,-6.856292136396995,-0.04997504952885956,0.0012086266192868525
real_even_odd,0.75,30,30,complete,False,-0.10244977866334315,2.886264978638306,-0.1024497786633436,2.8862649786383283,1.2304207581533149,1.1085774394842929,-0.05193924304899334,0.0012596569784791402
real_even_odd,0.76,30,30,complete,False,-0.03835628385068013,2.902364561355461,-0.03835628385067924,2.9023645613554834,1.2769744447299445,1.1711666031132424,-0.05038824561970814,0.0012177356541223264
real_even_odd,0.77,30,30,complete,False,-0.04440248743623387,-0.9460844007808105,-0.04440248743623387,-0.9460844007808993,1.2538440902155799,-2.6325930882322197,-0.05036677462028765,0.0013779072270138596
real_even_odd,0.78,30,30,complete,False,-0.05727797186629635,-1.8767251327033145,-0.05727797186629724,-1.8767251327033145,1.2243225829653,-3.5202530793405558,-0.0492975305706046,0.0012688234596128739
real_even_odd,0.79,30,30,complete,False,-0.0819369900903002,-2.1432140545997824,-0.0819369900903002,-2.143214054599738,1.1834390286287686,-3.745383785892642,-0.04871080307661307,0.0014497429768553325
real_even_odd,0.8,30,30,complete,False,-0.10014225295829204,3.3354242023837495,-0.10014225295829204,3.3354242023837273,1.149414907247447,1.773070820589595,-0.04971749760208214,0.001385067805063585
real_even_odd,0.81,30,30,complete,False,-0.015228506042625156,4.060395759256399,-0.0152285060426256,4.060395759256354,1.2189004450405605,2.5363925696005367,-0.04990410927866404,0.001468386994624139
real_even_odd,0.82,30,30,complete,False,-0.018934337773163445,-2.84796410077753,-0.018934337773164334,-2.84796410077753,1.2001427586394584,-4.335012137983789,-0.04670628221769667,0.0012517617758943799
real_even_odd,0.83,30,30,complete,False,-0.07218778805817605,-3.2779441127862325,-0.0721877880581765,-3.2779441127862325,1.1322002022808846,-4.729365180320855,-0.04722011309267522,0.0013036844620622572
real_even_odd,0.84,30,30,complete,False,-0.08449322002888815,1.9353971424344678,-0.08449322002888904,1.9353971424345344,1.1055554550330413,0.5183377606691408,-0.046162455921932265,0.0011463693818734094
real_even_odd,0.85,30,30,complete,False,-0.03347984520948666,5.210724160919384,-0.03347984520948577,5.210724160919473,1.1425669574942674,3.8268203997944283,-0.046373556024930436,0.0012356767347838837
real_even_odd,0.86,30,30,complete,False,0.019721263189499627,-3.6024219558811157,0.019721263189500515,-3.6024219558812045,1.1820918630289299,-4.954320367421154,-0.046833778586739684,0.0010933634095827477
real_even_odd,0.87,30,30,complete,False,-0.10552828432710903,-4.2756675813645915,-0.10552828432710992,-4.275667581364614,1.0434805501458442,-5.596658310039963,-0.04566415948700389,0.0011421048222506913
real_even_odd,0.88,30,30,complete,False,-0.06579208843779227,3.588724923726635,-0.06579208843779183,3.5887249237266574,1.0701586968281305,2.297593842158811,-0.045006772951360775,0.0012441544760176488
real_even_odd,0.89,30,30,complete,False,-0.03375378585257627,-0.649715181724341,-0.03375378585257671,-0.649715181724341,1.0894324269890205,-1.9119877948909902,-0.04296286219681456,0.0011279107001635415
real_even_odd,0.9,30,30,complete,False,-0.07878639207227911,1.019886497086219,-0.07878639207227867,1.0198864970862411,1.0319189409303107,-0.21448455926886822,-0.0453192771348834,0.0013870988146295565
real_even_odd,0.91,30,30,complete,False,-0.013356055910851872,2.194739049092063,-0.013356055910851872,2.1947390490919965,1.0851427358036432,0.987354485063463,-0.04537390976565274,0.0012569822700735386
real_even_odd,0.92,30,30,complete,False,-0.03489161109043781,-2.6002498078228276,-0.0348916110904387,-2.6002498078227387,1.05166603063158,-3.7815233598514837,-0.04179956840943249,0.0012384059357866942
real_even_odd,0.93,30,30,complete,False,-0.06536105206730847,-0.9173556858578489,-0.06536105206730669,-0.9173556858578045,1.0095122686066134,-2.073356239736043,-0.04275386534813881,0.000922315432540666
real_even_odd,0.94,30,30,complete,False,-0.05323872480759517,-0.8374543479431815,-0.05323872480759517,-0.8374543479432925,1.0101989058368588,-1.968984434190439,-0.04149619842570326,0.0010009972692533215
real_even_odd,0.95,30,30,complete,False,-0.08211013902617248,2.818118795550515,-0.08211013902617292,2.8181187955504705,0.9701325799228044,1.710290271242343,-0.0427603284719826,0.0009521092220722783
real_even_odd,0.96,30,30,complete,False,0.0031236511034151704,3.695011085093666,0.003123651103414282,3.695011085093688,1.0444047112617056,2.6101470989708275,-0.039968171125410984,0.0011010562878472638
real_even_odd,0.97,30,30,complete,False,-0.008209917324299099,-4.704108352343535,-0.008209917324299099,-4.704108352343447,1.022335521902221,-5.766714577680432,-0.04107479992351967,0.001153742602880866
real_even_odd,0.98,30,30,complete,False,-0.09095851594345561,-0.925794416610736,-0.09095851594345472,-0.9257944166107138,0.929070419708097,-1.966820948133119,-0.04211150266634887,0.0010088803099376437
real_even_odd,0.99,30,30,complete,False,-0.026725805656513835,5.4879700156890925,-0.02672580565651339,5.487970015689117,0.9829991029395586,4.717783289214907,-0.04048864390511995,0.000873930191881759
real_even_odd,1.0,30,30,complete,False,0.018800884370326326,4.552669002684012,0.018800884370327713,4.552669002684107,1.023426085492395,4.042698255283646,-0.03940994107642579,0.0010372390076394766
teacher_nn,0.01,30,30,complete,True,-0.019010825915819624,-0.776418269988996,-0.01901082591581971,-0.7764182699889707,69.2675419647167,-1438.6022984637775,-0.012088794388803075,0.000949135353683201
teacher_nn,0.02,30,30,complete,True,-0.026775008615709583,-1.2460568120660318,-0.026775008615709417,-1.2460568120660211,54.88151898007892,-1733.4098765778801,-0.026368459485304776,0.0019101572923750348
teacher_nn,0.03,30,30,complete,True,-0.04393196215714025,-1.8014730548639184,-0.043931962157140125,-1.8014730548639308,34.599344433159104,-1470.6710338626779,-0.04355950519906794,0.0027395474717015703
teacher_nn,0.04,30,30,complete,True,-0.06280446971298795,-1.8738060238522607,-0.06280446971298803,-1.8738060238522696,25.46809830282536,-720.7867461207447,-0.06274148614419638,0.0034534314716360218
teacher_nn,0.05,30,30,complete,True,-0.08140808263418547,-1.773429705036368,-0.08140808263418553,-1.7734297050363668,20.183609510744205,-437.4797811639488,-0.0820715648175476,0.003754230555078016
teacher_nn,0.06,30,30,complete,True,-0.09827306381371531,-1.6852269220923395,-0.09827306381371537,-1.6852269220923342,16.718502679546383,-296.02316649411944,-0.10001773627979743,0.00400674568359327
teacher_nn,0.07,30,30,complete,True,-0.11511262107603229,-1.584659078689513,-0.11511262107603223,-1.5846590786895112,14.263146180861819,-214.3926726068845,-0.11493602591288725,0.004143173954560423
teacher_nn,0.08,30,30,complete,True,-0.12996624538750556,-1.4560233747655804,-0.1299662453875056,-1.4560233747655866,12.43064922740869,-162.73676494163362,-0.1297047595502798,0.004336352694755515
teacher_nn,0.09,30,30,complete,True,-0.14423308857134387,-1.1330378441827378,-0.14423308857134395,-1.1330378441827236,11.008410882029148,-127.690923596049,-0.1448806120838842,0.004315358348594412
teacher_nn,0.1,30,30,complete,True,-0.15262700227116033,-0.7068781229829986,-0.15262700227116005,-0.7068781229829968,9.876830755487711,-102.72039551411223,-0.15385218037444764,0.004073882403603876
teacher_nn,0.11,30,30,complete,True,-0.15837065103100384,-0.627645367078749,-0.1583706510310039,-0.6276453670787774,8.954002971746903,-84.63502302402969,-0.16276118726978886,0.0038781345260083854
teacher_nn,0.12,30,30,complete,True,-0.16517990961273532,-1.2004854711208335,-0.1651799096127356,-1.2004854711208148,8.184130295007119,-71.59906058090678,-0.16799159675118283,0.003495158787530578
teacher_nn,0.13,30,30,complete,True,-0.18238036045342054,-1.3627338709890058,-0.1823803604534202,-1.3627338709890058,7.5220217601287676,-61.221503594001206,-0.1708390505437457,0.003432937216671357
teacher_nn,0.14,30,30,complete,True,-0.19243458703251548,-0.41942359355394565,-0.19243458703251576,-0.41942359355396874,6.9597002231270935,-51.94669555488031,-0.17897778924247773,0.0030849968301957117
teacher_nn,0.15,30,30,complete,True,-0.19076883232449948,1.2627962199540406,-0.1907688323244996,1.2627962199540725,6.483087849031161,-43.56323353339917,-0.1812923294755958,0.002814029430258376
teacher_nn,0.16,30,30,complete,True,-0.16717866263343462,1.6811316586052891,-0.16717866263343428,1.6811316586052998,6.08843555245911,-37.673762837150605,-0.18382239022093463,0.0031256860346531787
teacher_nn,0.17,30,30,complete,True,-0.1571461991523937,-0.9252313781917199,-0.15714619915239358,-0.9252313781917216,5.729612592288149,-35.7548426090969,-0.17959219528821754,0.00250773837303157
teacher_nn,0.18,30,30,complete,False,-0.18568329019726892,-0.8349347881455866,-0.1856832901972686,-0.8349347881455813,5.3733387002771735,-31.878615402175342,-0.17860238702166908,0.0025123512461556804
teacher_nn,0.19,30,30,complete,True,-0.1738448949153053,1.1037763783965815,-0.17384489491530508,1.1037763783965406,5.092040284244643,-26.740346255670204,-0.17453987332118442,0.0018939837662794745
teacher_nn,0.2,30,30,complete,True,-0.1636077626293373,0.09735066750527821,-0.16360776262933774,0.0973506675052409,4.838531775163769,-25.018279360546273,-0.17317535525099859,0.0019323285177346233
teacher_nn,0.21,30,30,complete,False,-0.1718978815651997,-0.6082472340039242,-0.17189788156520025,-0.608247234003862,4.591674697033717,-23.37819203702003,-0.17111308812678855,0.0023858318272669205
teacher_nn,0.22,30,30,complete,False,-0.17577270730941574,-0.5851297314068962,-0.17577270730941497,-0.5851297314068908,4.370967934423369,-21.323706452403712,-0.16268528416670447,0.00218966484866854
teacher_nn,0.23,30,30,complete,False,-0.18360047619333764,1.2576506604450497,-0.18360047619333808,1.257650660444999,4.165200567985643,-17.710062053920353,-0.16343028144930083,0.0014635739756548197
teacher_nn,0.24,30,30,complete,False,-0.1506196941005149,1.1832947833481926,-0.15061969410051512,1.1832947833482494,4.016766693344962,-16.231299403558097,-0.159511644272113,0.0019329382310621116
teacher_nn,0.25,30,30,complete,False,-0.15993458052637388,-1.520143088095847,-0.15993458052637322,-1.5201430880958249,3.840574579914481,-17.56504027947227,-0.15705240370026669,0.0020262032595576066
teacher_nn,0.26,30,30,complete,False,-0.18102255586243188,0.6909402199087307,-0.18102255586243166,0.6909402199087085,3.6654658877555164,-14.139869795067739,-0.1541791393858724,0.001739516777145886
teacher_nn,0.27,30,30,complete,False,-0.14611577612819926,2.8532427491573333,-0.14611577612819904,2.853242749157345,3.5577771840131263,-10.896360866038549,-0.150187180176544,0.0017242898528266398
teacher_nn,0.28,30,30,complete,False,-0.12395770087928515,-1.4428076667668117,-0.1239577008792847,-1.4428076667668455,3.4475386704347457,-14.225363172919003,-0.14805041424651846,0.0017698600305935703
teacher_nn,0.29,30,30,complete,False,-0.17497192946353501,-2.3696056227982165,-0.17497192946353546,-2.369605622798283,3.273269920554746,-14.283736188973307,-0.1412093155364592,0.0018132299605386122
teacher_nn,0.3,30,30,complete,False,-0.17134981333524912,3.72606121490667,-0.17134981333525,3.7260612149066707,3.1618639466552807,-7.4052897191389775,-0.14105394265802085,0.0017090589074982624
teacher_nn,0.31,30,30,complete,False,-0.10045070516540155,3.018442136670127,-0.100450705165402,3.018442136670161,3.125164126171967,-7.4048645401401245,-0.1356450283617678,0.0020602419039259527
teacher_nn,0.32,30,30,complete,False,-0.11098097060184653,-3.0687460608736146,-0.11098097060184675,-3.0687460608735266,3.0137666558524785,-12.849518439983115,-0.1359262297704881,0.0016354930363466972
teacher_nn,0.33,30,30,complete,False,-0.1618256263828739,-1.3635230325196517,-0.16182562638287257,-1.363523032519586,2.868173757372304,-10.559427256073292,-0.1318811352882642,0.0019277399922772204
teacher_nn,0.34,30,30,complete,False,-0.1382514312522396,1.0896342004300834,-0.1382514312522385,1.0896342004300177,2.8025781107310124,-7.5723646030606915,-0.13092404676245464,0.001160802473877927
teacher_nn,0.35,30,30,complete,False,-0.1400329423742721,-1.5069367123992032,-0.1400329423742721,-1.5069367123993036,2.7167264653110905,-9.68023640315576,-0.12350176891031102,0.0022487047820280437
teacher_nn,0.36,30,30,complete,False,-0.1683901655002238,0.8804022314747408,-0.16839016550022468,0.8804022314747408,2.608973382667898,-6.844439013340036,-0.12557277546112616,0.001705318530264479
teacher_nn,0.37,30,30,complete,False,-0.12242489774477727,4.309630843600028,-0.12242489774477727,4.309630843600139,2.5798376850442892,-3.0026908413823605,-0.12278371980969047,0.0017745252141687555
teacher_nn,0.38,30,30,complete,False,-0.08219754862822315,-1.361612590801741,-0.08219754862822182,-1.361612590801741,2.548919565840251,-8.293611911711096,-0.1182137141869115,0.0018112708333748418
teacher_nn,0.39,30,30,complete,False,-0.1496571495608121,-4.888966424081294,-0.1496571495608121,-4.888966424081405,2.4139654468100673,-11.469573657390683,-0.11496709978915799,0.0018558007593143687
teacher_nn,0.4,30,30,complete,False,-0.1799768771098491,3.889748871837018,-0.17997687710985,3.889748871837018,2.319528092692437,-2.3655338755950623,-0.11566826115345531,0.0016495468229210178
teacher_nn,0.41,30,30,complete,False,-0.07186217212407264,4.989416755291787,-0.07186217212407264,4.989416755291787,2.366654769298165,-0.9640920826825408,-0.11401610799540385,0.001701055242228735
teacher_nn,0.42,30,30,complete,False,-0.08018854200401426,-3.775870661790989,-0.08018854200401515,-3.7758706617910334,2.3002462510387858,-9.44893587406952,-0.10969366905326268,0.0013360069114870653
teacher_nn,0.43,30,30,complete,False,-0.14737958535989248,-3.508029055236725,-0.14737958535989337,-3.508029055236636,2.177676051816775,-8.920016341648548,-0.10872916322899369,0.0020227913831237974
teacher_nn,0.44,30,30,complete,False,-0.15034912310874882,2.0480478418975583,-0.15034912310874793,2.048047841897647,2.1218459242058145,-3.1204837891301764,-0.10782881829646887,0.0016500034055475744
teacher_nn,0.45,30,30,complete,False,-0.10641862852194128,4.689425894907258,-0.1064186285219404,4.689425894907213,2.115266376034171,-0.2517208514007052,-0.1051560866594537,0.0015978329460155784
teacher_nn,0.46,30,30,complete,False,-0.056560605210603576,0.7204141666709676,-0.056560605210603576,0.7204141666709454,2.1168115071778004,-4.008034079991091,-0.10334536347477204,0.0016881150125507677
teacher_nn,0.47,30,30,complete,False,-0.09201034518852147,-1.9467829654226896,-0.09201034518852103,-1.9467829654226674,2.0351056944343497,-6.475980676069113,-0.09735471542698097,0.0016314202548808813
teacher_nn,0.48,30,30,complete,False,-0.09549626451905713,-0.368343926308178,-0.09549626451905668,-0.36834392630822244,1.987291893656419,-4.7106285163224015,-0.09839398389827297,0.0015268999737052663
teacher_nn,0.49,30,30,complete,False,-0.09937722371468505,-2.4050452796995785,-0.09937722371468549,-2.4050452796995563,1.9408931241079017,-6.571755962040271,-0.0979337252110118,0.0014658161319301857
teacher_nn,0.5,30,30,complete,False,-0.14359717011304873,0.19776729152198858,-0.14359717011304785,0.1977672915220552,1.8558567744156136,-3.803809468693231,-0.0914161238245253,0.0015453865247052497
teacher_nn,0.51,30,30,complete,False,-0.09542187788424528,3.6317437785103848,-0.09542187788424439,3.631743778510318,1.864816934734037,-0.2143272427439058,-0.09354895610159984,0.0012964250205472776
teacher_nn,0.52,30,30,complete,False,-0.07096229454284098,0.21802341351235732,-0.07096229454284142,0.2180234135122685,1.8515702295607355,-3.481435667418239,-0.0921319123018138,0.0012786239219459937
teacher_nn,0.53,30,30,complete,False,-0.09106140961399811,-2.2142203075231826,-0.091061409613999,-2.2142203075231826,1.795188221385672,-5.775295584564319,-0.0922321108706766,0.001272702788652583
teacher_nn,0.54,30,30,complete,False,-0.11524670069330467,-2.0643201416494987,-0.11524670069330512,-2.064320141649432,1.7360643178694488,-5.494635234550316,-0.08800321399460004,0.0013418556981000854
teacher_nn,0.55,30,30,complete,False,-0.13234781244698812,1.0215839482029523,-0.13234781244698768,1.0215839482029745,1.6852955166946657,-2.285044589529406,-0.08930252484709765,0.0017781610945306402
teacher_nn,0.56,30,30,complete,False,-0.09481502172924561,2.6575458378786494,-0.09481502172924561,2.657545837878605,1.6903634260788607,-0.5319685105860117,-0.08648419273254601,0.0013751841001003553
teacher_nn,0.57,30,30,complete,False,-0.07919689568941513,-1.2324481800258766,-0.07919689568941557,-1.2324481800259433,1.6746561464829455,-4.310963078480512,-0.08586050448576094,0.001426423539287603
teacher_nn,0.58,30,30,complete,False,-0.11946398532976366,0.957062287809828,-0.11946398532976499,0.9570622878098725,1.6041441645092505,-2.0161494285119375,-0.08439441190396639,0.0013030177639585894
teacher_nn,0.59,30,30,complete,False,-0.06005564993321855,2.6643273711734556,-0.0600556499332181,2.6643273711736333,1.6343331579127067,-0.2088941615369322,-0.08338071242067781,0.0013822821716775082
teacher_nn,0.6,30,30,complete,False,-0.06617743790629449,-3.8483180147642813,-0.06617743790629227,-3.8483180147643035,1.5999662812785118,-6.626510799830498,-0.08174282808934627,0.0014181338744545429
teacher_nn,0.61,30,30,complete,False,-0.13702201022850424,-0.26543877935811766,-0.13702201022850424,-0.2654387793582953,1.5018029419160968,-2.9532413001334135,-0.07822593286975968,0.0012589325280923745
teacher_nn,0.62,30,30,complete,False,-0.07148621349345685,5.193828341527258,-0.07148621349345818,5.193828341527347,1.5409014552758435,2.592074693934876,-0.0788554576008213,0.0012645143703840626
teacher_nn,0.63,30,30,complete,False,-0.033145443397958996,-1.0287462493605566,-0.03314544339795722,-1.02874624936049,1.5536444357947943,-3.5485187368948203,-0.0777277270803197,0.0014948484082334872
teacher_nn,0.64,30,30,complete,False,-0.09206113848066799,-4.0121491406475105,-0.09206113848066799,-4.012149140647667,1.4699310805379469,-6.453755737206976,-0.07652741158910907,0.0018429125099745781
teacher_nn,0.65,30,30,complete,False,-0.11338842621090928,0.8037847824379436,-0.11338842621091061,0.8037847824379436,1.4245693210506545,-1.5632380351014774,-0.07574131032071892,0.0019197188284520725
teacher_nn,0.66,30,30,complete,False,-0.07598544283190911,3.0039199079802548,-0.07598544283190911,3.003919907980277,1.4386663198359173,0.7081143695835124,-0.07341006064006028,0.0011295382031293495
teacher_nn,0.67,30,30,complete,False,-0.05331002805130414,-1.1403748078285578,-0.053310028051305025,-1.14037480782858,1.4387316084423247,-3.3681299389016317,-0.07446815225494283,0.0017111084454871168
teacher_nn,0.68,30,30,complete,False,-0.0987929389884803,-0.32841066705762056,-0.09879293898848074,-0.32841066705755395,1.3713037210578847,-2.4910972172569785,-0.07220217511477506,0.0013380768152579101
teacher_nn,0.69,30,30,complete,False,-0.059878241392457454,0.6990170855463997,-0.05987824139245701,0.699017085546422,1.3889096640971843,-1.4014109874970586,-0.06826262549495078,0.001347640689168987
teacher_nn,0.7,30,30,complete,False,-0.08481259727755308,-2.9613917588218603,-0.08481259727755308,-2.961391758821816,1.343275501307943,-5.0022119235180185,-0.06886107861180694,0.0014144245961660777
teacher_nn,0.71,30,30,complete,False,-0.11910607656889471,1.5798297902110723,-0.11910607656889338,1.5798297902111167,1.288865425626824,-0.4038846642501426,-0.06952953160196212,0.0015102419729445874
teacher_nn,0.72,30,30,complete,False,-0.05321600147333161,1.2233081826330308,-0.05321600147333072,1.2233081826328531,1.33519780802294,-0.7056646285342083,-0.06727197805179541,0.0014411099631905563
teacher_nn,0.73,30,30,complete,False,-0.09463991291623408,0.12028042925806837,-0.0946399129162363,0.12028042925800175,1.2747521330561398,-1.7561860773710691,-0.0684520624792824,0.0013808786517634864
teacher_nn,0.74,30,30,complete,False,-0.05081039288817024,2.21928750351865,-0.050810392888170686,2.2192875035188275,1.3000740864755187,0.39321204573425916,-0.06774449717179849,0.0013883403011343187
teacher_nn,0.75,30,30,complete,False,-0.05025416284586104,-1.0903376335900985,-0.05025416284585971,-1.0903376335901651,1.282616373970825,-2.8680251727429535,-0.06733600941602866,0.0014538296545828547
teacher_nn,0.76,30,30,complete,False,-0.07261714555997223,-0.4100419632476089,-0.072617145559974,-0.4100419632476755,1.2427135830206595,-2.1412399214916817,-0.06516510327047904,0.001491631945248996
teacher_nn,0.77,30,30,complete,False,-0.058455002110813226,-0.7320102193322682,-0.058455002110813226,-0.7320102193320461,1.2397915755409912,-2.4185189067836177,-0.0654413231309509,0.0012805936153205133
teacher_nn,0.78,30,30,complete,False,-0.0872573499466176,0.14968505824097766,-0.08725734994661494,0.14968505824093326,1.1943432048849871,-1.4938428883958466,-0.06295685985415804,0.0011767799843573987
teacher_nn,0.79,30,30,complete,False,-0.05546130094599366,1.2825024592361336,-0.05546130094599455,1.2825024592359116,1.2099147177730742,-0.3196672720569893,-0.061238919599846384,0.0011916490104856327
teacher_nn,0.8,30,30,complete,False,-0.06160730076189491,-2.158439014572797,-0.06160730076189669,-2.1584390145728416,1.1879498594438473,-3.7207923963670453,-0.05849275378741113,0.0011067136716348578
teacher_nn,0.81,30,30,complete,False,-0.09863008123744965,0.5474507436211749,-0.09863008123745143,0.5474507436212637,1.1354988698457333,-0.9765524460341055,-0.060439535656345716,0.0015960448468912603
teacher_nn,0.82,30,30,complete,False,-0.05065828588947241,2.688620407465773,-0.05065828588947241,2.688620407465906,1.168418810523164,1.2015723702603793,-0.06017021978080084,0.001664616657431897
teacher_nn,0.83,30,30,complete,False,-0.04485767308813493,1.03592609908607,-0.04485767308813404,1.0359260990861143,1.1595303172509404,-0.41549496844979217,-0.05916689981348547,0.001486140452642871
