pair_id,pair,P,r,split_logZ_per_P_diff,signed_split_logZ_per_P_diff
pair_2_9,2/9,2461,0.05,1.773009792422493e-05,-1.77301e-05
pair_2_9,2/9,2461,0.05,2.072123457593003e-06,-2.07212e-06
pair_2_9,2/9,2461,0.05,4.94503933104082e-06,4.94504e-06
pair_2_9,2/9,2461,0.05,2.7736018652004405e-06,2.7736e-06
pair_2_9,2/9,2461,0.05,1.4473450305359611e-06,1.44735e-06
pair_2_9,2/9,2461,0.05,1.5234142788836042e-06,1.52341e-06
pair_2_9,2/9,2461,0.05,1.110626243107914e-06,1.11063e-06
pair_2_9,2/9,2461,0.05,3.3833819908018427e-06,-3.38338e-06
pair_2_9,2/9,2461,0.05,4.376976947741029e-06,-4.37698e-06
pair_2_9,2/9,2461,0.05,1.0312432639736574e-05,-1.03124e-05
pair_2_9,2/9,2461,0.05,4.108209659195174e-06,4.10821e-06
pair_2_9,2/9,2461,0.05,1.4322675168219152e-06,1.43227e-06
pair_2_9,2/9,2461,0.05,1.3032023841094437e-06,-1.3032e-06
pair_2_9,2/9,2461,0.05,2.733796772707465e-06,-2.7338e-06
pair_2_9,2/9,2461,0.05,5.824512071208589e-06,-5.82451e-06
pair_2_9,2/9,2461,0.05,4.784586059423948e-07,-4.78459e-07
pair_2_9,2/9,2461,0.05,1.6022251486152709e-07,1.60223e-07
pair_2_9,2/9,2461,0.05,2.457782073825652e-06,2.45778e-06
pair_2_9,2/9,2461,0.05,3.0502832739541776e-06,3.05028e-06
pair_2_9,2/9,2461,0.05,8.015234912674378e-06,-8.01523e-06
pair_2_9,2/9,2461,0.05,3.1021483987517573e-06,3.10215e-06
pair_2_9,2/9,2461,0.05,7.191765534111639e-06,7.19177e-06
pair_2_9,2/9,2461,0.05,3.026501166244421e-07,-3.0265e-07
pair_2_9,2/9,2461,0.05,3.238065535723981e-06,3.23807e-06
pair_2_9,2/9,2461,0.05,3.361659043889533e-06,3.36166e-06
pair_2_9,2/9,2461,0.05,3.762537736109379e-06,-3.76254e-06
pair_2_9,2/9,2461,0.05,6.115718687756559e-06,-6.11572e-06
pair_2_9,2/9,2461,0.05,4.568485865511194e-06,-4.56849e-06
pair_2_9,2/9,2461,0.05,8.882921801957716e-06,-8.88292e-06
pair_2_9,2/9,2461,0.05,1.573570696358275e-06,1.57357e-06
pair_2_9,2/9,2461,0.1,2.7268087190809877e-05,2.72681e-05
pair_2_9,2/9,2461,0.1,3.684181212623111e-06,-3.68418e-06
pair_2_9,2/9,2461,0.1,5.987225329675702e-06,5.98723e-06
pair_2_9,2/9,2461,0.1,5.849702134267836e-07,5.8497e-07
pair_2_9,2/9,2461,0.1,1.1542213087034102e-05,-1.15422e-05
pair_2_9,2/9,2461,0.1,5.922738381712632e-06,-5.92274e-06
pair_2_9,2/9,2461,0.1,1.966524569113653e-05,1.96652e-05
pair_2_9,2/9,2461,0.1,4.328198195000017e-06,4.3282e-06
pair_2_9,2/9,2461,0.1,1.9991944779905653e-06,-1.99919e-06
pair_2_9,2/9,2461,0.1,1.965136830525381e-05,-1.96514e-05
