pair_id,pair,P,r,split_logZ_per_P_diff,signed_split_logZ_per_P_diff
pair_2_4,2/4,2461,0.05,1.9683495668102e-06,1.96835e-06
pair_2_4,2/4,2461,0.05,3.3650074644001006e-06,-3.36501e-06
pair_2_4,2/4,2461,0.05,3.954376856987888e-06,3.95438e-06
pair_2_4,2/4,2461,0.05,5.777500054489763e-06,5.7775e-06
pair_2_4,2/4,2461,0.05,1.765892842038808e-05,-1.76589e-05
pair_2_4,2/4,2461,0.05,1.2963884180177283e-06,1.29639e-06
pair_2_4,2/4,2461,0.05,4.302624768973861e-07,-4.30262e-07
pair_2_4,2/4,2461,0.05,1.324135072695325e-06,-1.32414e-06
pair_2_4,2/4,2461,0.05,7.065657914393708e-06,-7.06566e-06
pair_2_4,2/4,2461,0.05,4.458825037026346e-07,-4.45883e-07
pair_2_4,2/4,2461,0.05,1.0161997776628192e-06,1.0162e-06
pair_2_4,2/4,2461,0.05,1.6297587013410528e-06,1.62976e-06
pair_2_4,2/4,2461,0.05,2.216220947648576e-06,2.21622e-06
pair_2_4,2/4,2461,0.05,3.0091878678458904e-06,3.00919e-06
pair_2_4,2/4,2461,0.05,1.0151154535246428e-06,-1.01512e-06
pair_2_4,2/4,2461,0.05,3.752143032925665e-06,3.75214e-06
pair_2_4,2/4,2461,0.05,2.4003935674850627e-06,2.40039e-06
pair_2_4,2/4,2461,0.05,3.404791543596777e-06,-3.40479e-06
pair_2_4,2/4,2461,0.05,4.140569946431881e-06,4.14057e-06
pair_2_4,2/4,2461,0.05,7.2726539013509344e-06,7.27265e-06
pair_2_4,2/4,2461,0.05,1.2362745823014474e-06,1.23627e-06
pair_2_4,2/4,2461,0.05,3.1023799750077843e-06,3.10238e-06
pair_2_4,2/4,2461,0.05,4.48989591267828e-06,-4.4899e-06
pair_2_4,2/4,2461,0.05,2.779685794002968e-06,2.77969e-06
pair_2_4,2/4,2461,0.05,6.909194718353114e-06,-6.90919e-06
pair_2_4,2/4,2461,0.05,2.1259491656503682e-07,-2.12595e-07
pair_2_4,2/4,2461,0.05,2.2240924424096483e-06,-2.22409e-06
pair_2_4,2/4,2461,0.05,8.024919338674325e-06,-8.02492e-06
pair_2_4,2/4,2461,0.05,1.1227541422753996e-06,1.12275e-06
pair_2_4,2/4,2461,0.05,4.344445578334897e-07,-4.34445e-07
pair_2_4,2/4,2461,0.1,2.2735871159825116e-05,-2.27359e-05
pair_2_4,2/4,2461,0.1,1.2139160615175431e-05,-1.21392e-05
pair_2_4,2/4,2461,0.1,3.4103526830815764e-05,-3.41035e-05
pair_2_4,2/4,2461,0.1,1.2090918725170907e-05,1.20909e-05
pair_2_4,2/4,2461,0.1,1.92589763017339e-05,1.9259e-05
pair_2_4,2/4,2461,0.1,1.4870973047069871e-05,1.4871e-05
pair_2_4,2/4,2461,0.1,1.872049439374401e-05,1.87205e-05
pair_2_4,2/4,2461,0.1,1.5447369356740017e-05,1.54474e-05
pair_2_4,2/4,2461,0.1,2.652979294600433e-05,2.65298e-05
pair_2_4,2/4,2461,0.1,1.8712257152159077e-05,-1.87123e-05
pair_2_4,2/4,2461,0.1,2.6075481124247807e-06,-2.60755e-06
pair_2_4,2/4,2461,0.1,8.201284867821504e-06,-8.20128e-06
pair_2_4,2/4,2461,0.1,3.46835931613826e-05,-3.46836e-05
pair_2_4,2/4,2461,0.1,2.916970207249243e-05,-2.91697e-05
pair_2_4,2/4,2461,0.1,1.7376910110604248e-06,1.73769e-06
pair_2_4,2/4,2461,0.1,1.9405711732864585e-06,-1.94057e-06
pair_2_4,2/4,2461,0.1,2.603326454349026e-05,-2.60333e-05
pair_2_4,2/4,2461,0.1,4.977382004949574e-05,-4.97738e-05
pair_2_4,2/4,2461,0.1,1.0324196236548114e-05,-1.03242e-05
pair_2_4,2/4,2461,0.1,9.926010119450452e-06,-9.92601e-06
pair_2_4,2/4,2461,0.1,2.217392645667405e-05,2.21739e-05
pair_2_4,2/4,2461,0.1,4.997390019700217e-06,-4.99739e-06
pair_2_4,2/4,2461,0.1,4.810842278330897e-06,-4.81084e-06
pair_2_4,2/4,2461,0.1,2.4438596747031495e-05,2.44386e-05
pair_2_4,2/4,2461,0.1,4.675961044387748e-06,-4.67596e-06
pair_2_4,2/4,2461,0.1,5.498956829058765e-06,5.49896e-06
pair_2_4,2/4,2461,0.1,3.765585107463401e-05,-3.76559e-05
pair_2_4,2/4,2461,0.1,1.7015056089069924e-05,-1.70151e-05
pair_2_4,2/4,2461,0.1,1.4702997005214028e-05,1.4703e-05
pair_2_4,2/4,2461,0.1,8.878780912262738e-06,8.87878e-06
pair_2_4,2/4,2461,0.15,6.861094774867527e-05,6.86109e-05
pair_2_4,2/4,2461,0.15,5.387484453724272e-05,-5.38748e-05
pair_2_4,2/4,2461,0.15,1.645535510393967e-05,1.64554e-05
pair_2_4,2/4,2461,0.15,5.579890212325879e-05,5.57989e-05
pair_2_4,2/4,2461,0.15,2.513202881568023e-05,2.5132e-05
pair_2_4,2/4,2461,0.15,2.941370472810206e-05,-2.94137e-05
pair_2_4,2/4,2461,0.15,2.0996315646111733e-05,2.09963e-05
pair_2_4,2/4,2461,0.15,4.269602771408634e-05,4.2696e-05
pair_2_4,2/4,2461,0.15,9.546193372524872e-05,-9.54619e-05
pair_2_4,2/4,2461,0.15,1.1572968540731735e-05,1.1573e-05
pair_2_4,2/4,2461,0.15,9.82090144738815e-06,9.8209e-06
pair_2_4,2/4,2461,0.15,6.702076791112778e-05,6.70208e-05
pair_2_4,2/4,2461,0.15,4.720434709474441e-05,-4.72043e-05
pair_2_4,2/4,2461,0.15,0.0001016945200389,0.000101695
pair_2_4,2/4,2461,0.15,5.6133875339678135e-05,-5.61339e-05
pair_2_4,2/4,2461,0.15,5.252856406643035e-05,5.25286e-05
pair_2_4,2/4,2461,0.15,9.748651172540072e-05,9.74865e-05
pair_2_4,2/4,2461,0.15,6.127067563320082e-05,6.12707e-05
pair_2_4,2/4,2461,0.15,3.3875035485506715e-05,-3.3875e-05
pair_2_4,2/4,2461,0.15,0.000112043440032,0.000112043
pair_2_4,2/4,2461,0.15,4.078573979223088e-06,-4.07857e-06
pair_2_4,2/4,2461,0.15,6.285897963187035e-05,6.2859e-05
pair_2_4,2/4,2461,0.15,0.0001164009874851,-0.000116401
pair_2_4,2/4,2461,0.15,2.5168524159040534e-06,-2.51685e-06
pair_2_4,2/4,2461,0.15,2.9909622980511867e-06,-2.99096e-06
pair_2_4,2/4,2461,0.15,4.416605741975698e-06,4.41661e-06
pair_2_4,2/4,2461,0.15,8.679633797462303e-05,-8.67963e-05
pair_2_4,2/4,2461,0.15,7.515315028682349e-05,-7.51532e-05
pair_2_4,2/4,2461,0.15,0.0001123938053264,0.000112394
pair_2_4,2/4,2461,0.15,3.5056437627627094e-05,-3.50564e-05
pair_2_4,2/4,2461,0.2,0.0001787540077851,-0.000178754
pair_2_4,2/4,2461,0.2,0.0001153062238096,-0.000115306
pair_2_4,2/4,2461,0.2,2.817528935072552e-05,2.81753e-05
pair_2_4,2/4,2461,0.2,0.0001485010937934,-0.000148501
pair_2_4,2/4,2461,0.2,2.7496616870182467e-05,-2.74966e-05
pair_2_4,2/4,2461,0.2,0.0002200054192403,0.000220005
pair_2_4,2/4,2461,0.2,0.0001257154039024,-0.000125715
pair_2_4,2/4,2461,0.2,0.0002179017581004,0.000217902
pair_2_4,2/4,2461,0.2,3.0685962612839904e-05,3.0686e-05
pair_2_4,2/4,2461,0.2,9.65237561384411e-05,9.65238e-05
pair_2_4,2/4,2461,0.2,0.0001353923852947,0.000135392
pair_2_4,2/4,2461,0.2,0.000342286350837,-0.000342286
pair_2_4,2/4,2461,0.2,0.0002523150674362,0.000252315
pair_2_4,2/4,2461,0.2,0.0001609092551323,-0.000160909
pair_2_4,2/4,2461,0.2,5.440857412426396e-05,5.44086e-05
pair_2_4,2/4,2461,0.2,0.0001378616206966,-0.000137862
pair_2_4,2/4,2461,0.2,9.889225169986276e-05,9.88923e-05
pair_2_4,2/4,2461,0.2,0.000223618432779,-0.000223618
